x	f_N	f_N_minus_1	abs_dev
0.00001000	2.169427188005630e0	1.169427188005630e0	1.169427188005630e0
0.00003000	2.986105091637883e0	1.986105091637883e0	1.986105091637883e0
0.00005000	-3.627081409724559e-1	-1.362708140972456e0	1.362708140972456e0
0.00007000	8.357474883748425e-1	-1.642525116251575e-1	1.642525116251575e-1
0.00009000	2.276325210610134e0	1.276325210610134e0	1.276325210610134e0
0.00011000	6.601814273278744e-1	-3.398185726721256e-1	3.398185726721256e-1
0.00013000	-1.348524522231197e0	-2.348524522231197e0	2.348524522231197e0
0.00015000	-1.050084663475966e-2	-1.010500846634760e0	1.010500846634760e0
0.00017000	1.653474583772573e0	6.534745837725728e-1	6.534745837725728e-1
0.00019000	-6.250319164758683e-1	-1.625031916475868e0	1.625031916475868e0
0.00021000	2.040898686423934e0	1.040898686423934e0	1.040898686423934e0
0.00023000	1.813170352336305e0	8.131703523363047e-1	8.131703523363047e-1
0.00025000	-3.305261373532072e-1	-1.330526137353207e0	1.330526137353207e0
0.00027000	-6.948261862152180e-1	-1.694826186215218e0	1.694826186215218e0
0.00029000	1.105885402780578e-1	-8.894114597219422e-1	8.894114597219422e-1
0.00031000	-8.924358659791525e-1	-1.892435865979152e0	1.892435865979152e0
0.00033000	1.607099805832750e0	6.070998058327497e-1	6.070998058327497e-1
0.00035000	-2.582251900609990e-2	-1.025822519006100e0	1.025822519006100e0
0.00037000	-1.131806791733416e0	-2.131806791733416e0	2.131806791733416e0
0.00039000	-1.847894179105339e0	-2.847894179105339e0	2.847894179105339e0
0.00041000	8.049612944027680e-1	-1.950387055972320e-1	1.950387055972320e-1
0.00043000	8.522770721820948e-1	-1.477229278179052e-1	1.477229278179052e-1
0.00045000	1.461703499999812e0	4.617034999998120e-1	4.617034999998120e-1
0.00047000	4.345928882721017e-1	-5.654071117278983e-1	5.654071117278983e-1
0.00049000	1.203275323695798e0	2.032753236957985e-1	2.032753236957985e-1
0.00051000	7.547166342293352e-1	-2.452833657706648e-1	2.452833657706648e-1
0.00053000	1.184725865688669e0	1.847258656886694e-1	1.847258656886694e-1
0.00055000	3.787999721065042e-1	-6.212000278934958e-1	6.212000278934958e-1
0.00057000	1.189528344159304e0	1.895283441593036e-1	1.895283441593036e-1
0.00059000	2.629130113347688e0	1.629130113347688e0	1.629130113347688e0
0.00061000	1.722252971725551e0	7.222529717255506e-1	7.222529717255506e-1
0.00063000	1.324933354852597e-1	-8.675066645147402e-1	8.675066645147402e-1
0.00065000	5.756618444893739e-1	-4.243381555106261e-1	4.243381555106261e-1
0.00067000	4.839931062765938e-1	-5.160068937234061e-1	5.160068937234061e-1
0.00069000	-1.982998955499082e0	-2.982998955499082e0	2.982998955499082e0
0.00071000	-5.818068361461312e-1	-1.581806836146131e0	1.581806836146131e0
0.00073000	-1.961658813904745e-1	-1.196165881390475e0	1.196165881390475e0
0.00075000	1.817263874061567e0	8.172638740615665e-1	8.172638740615665e-1
0.00077000	1.692565685884427e0	6.925656858844274e-1	6.925656858844274e-1
0.00079000	8.576665547038477e-2	-9.142333445296152e-1	9.142333445296152e-1
0.00081000	1.758639560486623e0	7.586395604866234e-1	7.586395604866234e-1
0.00083000	6.505226332784499e-1	-3.494773667215501e-1	3.494773667215501e-1
0.00085000	-5.654921750082553e-1	-1.565492175008255e0	1.565492175008255e0
0.00087000	6.407622451400103e-1	-3.592377548599897e-1	3.592377548599897e-1
0.00089000	1.961308295091593e0	9.613082950915934e-1	9.613082950915934e-1
0.00091000	1.099335702151046e0	9.933570215104592e-2	9.933570215104592e-2
0.00093000	2.003508376087333e0	1.003508376087333e0	1.003508376087333e0
0.00095000	1.502984919310130e0	5.029849193101299e-1	5.029849193101299e-1
0.00097000	5.706403952135040e-1	-4.293596047864960e-1	4.293596047864960e-1
0.00099000	4.184981822667207e-2	-9.581501817733279e-1	9.581501817733279e-1
0.00101000	6.947932266287752e-1	-3.052067733712248e-1	3.052067733712248e-1
0.00103000	-4.519774978212945e-1	-1.451977497821294e0	1.451977497821294e0
0.00105000	2.117755560072702e0	1.117755560072702e0	1.117755560072702e0
0.00107000	-6.034999359914849e-1	-1.603499935991485e0	1.603499935991485e0
0.00109000	1.560595083205081e0	5.605950832050814e-1	5.605950832050814e-1
0.00111000	-4.278672131766069e-1	-1.427867213176607e0	1.427867213176607e0
0.00113000	8.515829856317247e-1	-1.484170143682753e-1	1.484170143682753e-1
0.00115000	7.455523914460416e-1	-2.544476085539584e-1	2.544476085539584e-1
0.00117000	4.391155113606388e-1	-5.608844886393612e-1	5.608844886393612e-1
0.00119000	-1.539053713392352e0	-2.539053713392352e0	2.539053713392352e0
0.00121000	7.137285495290697e-1	-2.862714504709303e-1	2.862714504709303e-1
0.00123000	-6.497896167969401e-1	-1.649789616796940e0	1.649789616796940e0
0.00125000	-1.215493124693674e-1	-1.121549312469367e0	1.121549312469367e0
0.00127000	1.567004670337182e0	5.670046703371816e-1	5.670046703371816e-1
0.00129000	-4.526804489410051e-1	-1.452680448941005e0	1.452680448941005e0
0.00131000	1.015993570869265e0	1.599357086926467e-2	1.599357086926467e-2
0.00133000	6.867842124493927e-1	-3.132157875506073e-1	3.132157875506073e-1
0.00135000	1.062156799396190e0	6.215679939619001e-2	6.215679939619001e-2
0.00137000	9.908415050356426e-2	-9.009158494964358e-1	9.009158494964358e-1
0.00139000	3.230120674443281e0	2.230120674443281e0	2.230120674443281e0
0.00141000	1.727568530136975e0	7.275685301369750e-1	7.275685301369750e-1
0.00143000	2.330540316246407e-1	-7.669459683753593e-1	7.669459683753593e-1
