x	f_N	f_N_minus_1	abs_dev
0.00001000	1.790324715580248e0	7.903247155802484e-1	7.903247155802484e-1
0.00003000	1.957793579466484e0	9.577935794664838e-1	9.577935794664838e-1
0.00005000	-2.216911243420819e-1	-1.221691124342082e0	1.221691124342082e0
0.00007000	1.096783076209800e0	9.678307620980009e-2	9.678307620980009e-2
0.00009000	2.165994484951461e0	1.165994484951461e0	1.165994484951461e0
0.00011000	3.444816043511875e-1	-6.555183956488124e-1	6.555183956488124e-1
0.00013000	-1.586075241944329e0	-2.586075241944329e0	2.586075241944329e0
0.00015000	1.282459382204438e-2	-9.871754061779556e-1	9.871754061779556e-1
0.00017000	1.403318765580642e0	4.033187655806423e-1	4.033187655806423e-1
0.00019000	-4.015454425883108e-1	-1.401545442588311e0	1.401545442588311e0
0.00021000	1.343956101712113e0	3.439561017121127e-1	3.439561017121127e-1
0.00023000	1.228067251915574e0	2.280672519155735e-1	2.280672519155735e-1
0.00025000	-1.217786755723335e-1	-1.121778675572334e0	1.121778675572334e0
0.00027000	-3.257760859227825e-1	-1.325776085922783e0	1.325776085922783e0
0.00029000	1.209570060880831e-1	-8.790429939119169e-1	8.790429939119169e-1
0.00031000	-4.880240252746946e-1	-1.488024025274695e0	1.488024025274695e0
0.00033000	1.230352811226421e0	2.303528112264206e-1	2.303528112264206e-1
0.00035000	-4.183043769968284e-1	-1.418304376996828e0	1.418304376996828e0
0.00037000	-3.070904758945278e-1	-1.307090475894528e0	1.307090475894528e0
0.00039000	-1.106043571466179e0	-2.106043571466179e0	2.106043571466179e0
0.00041000	1.662262871124661e-1	-8.337737128875339e-1	8.337737128875339e-1
0.00043000	8.205236430962410e-1	-1.794763569037590e-1	1.794763569037590e-1
0.00045000	1.398887149810834e0	3.988871498108340e-1	3.988871498108340e-1
0.00047000	3.182976813377879e-1	-6.817023186622122e-1	6.817023186622122e-1
0.00049000	1.328154094108148e0	3.281540941081478e-1	3.281540941081478e-1
0.00051000	1.213341629900133e0	2.133416299001334e-1	2.133416299001334e-1
0.00053000	1.807859980498611e0	8.078599804986111e-1	8.078599804986111e-1
0.00055000	2.582551550131117e-1	-7.417448449868883e-1	7.417448449868883e-1
0.00057000	7.073854636134757e-1	-2.926145363865243e-1	2.926145363865243e-1
0.00059000	1.779199019328228e0	7.791990193282277e-1	7.791990193282277e-1
0.00061000	1.003968110540693e0	3.968110540693015e-3	3.968110540693015e-3
0.00063000	-5.182685679628635e-2	-1.051826856796286e0	1.051826856796286e0
0.00065000	5.613048585751839e-1	-4.386951414248161e-1	4.386951414248161e-1
0.00067000	1.017654435442845e0	1.765443544284540e-2	1.765443544284540e-2
0.00069000	-1.243673533942445e0	-2.243673533942445e0	2.243673533942445e0
0.00071000	4.827313944200562e-1	-5.172686055799438e-1	5.172686055799438e-1
0.00073000	1.113788370243193e-1	-8.886211629756807e-1	8.886211629756807e-1
0.00075000	1.923873214296811e0	9.238732142968114e-1	9.238732142968114e-1
0.00077000	1.976377238394024e0	9.763772383940243e-1	9.763772383940243e-1
0.00079000	2.839750284397942e-1	-7.160249715602058e-1	7.160249715602058e-1
0.00081000	1.837212502182624e0	8.372125021826242e-1	8.372125021826242e-1
0.00083000	4.973981572012566e-1	-5.026018427987433e-1	5.026018427987433e-1
0.00085000	-7.313104305207472e-1	-1.731310430520747e0	1.731310430520747e0
0.00087000	5.209595949018753e-2	-9.479040405098125e-1	9.479040405098125e-1
0.00089000	1.136265234030304e0	1.362652340303037e-1	1.362652340303037e-1
0.00091000	3.134787957196484e-1	-6.865212042803516e-1	6.865212042803516e-1
0.00093000	1.409141540951582e0	4.091415409515815e-1	4.091415409515815e-1
0.00095000	1.285906471335741e0	2.859064713357407e-1	2.859064713357407e-1
0.00097000	4.576611482162111e-1	-5.423388517837889e-1	5.423388517837889e-1
0.00099000	2.679082974689112e-1	-7.320917025310888e-1	7.320917025310888e-1
0.00101000	1.155423137109571e0	1.554231371095711e-1	1.554231371095711e-1
0.00103000	2.420100319467048e-1	-7.579899680532952e-1	7.579899680532952e-1
0.00105000	2.220266778667242e0	1.220266778667242e0	1.220266778667242e0
0.00107000	6.234529571519038e-2	-9.376547042848096e-1	9.376547042848096e-1
0.00109000	1.729928018750810e0	7.299280187508104e-1	7.299280187508104e-1
0.00111000	-8.635169783821615e-2	-1.086351697838216e0	1.086351697838216e0
0.00113000	1.301546327110523e0	3.015463271105225e-1	3.015463271105225e-1
0.00115000	1.034146210580785e0	3.414621058078526e-2	3.414621058078526e-2
0.00117000	8.123541695693338e-1	-1.876458304306662e-1	1.876458304306662e-1
0.00119000	-1.282255833707586e0	-2.282255833707586e0	2.282255833707586e0
0.00121000	9.175469183663234e-1	-8.245308163367659e-2	8.245308163367659e-2
0.00123000	-5.954120928881965e-1	-1.595412092888197e0	1.595412092888197e0
0.00125000	-5.175016243498540e-2	-1.051750162434985e0	1.051750162434985e0
0.00127000	1.541782174891795e0	5.417821748917953e-1	5.417821748917953e-1
0.00129000	-1.363754736429963e-1	-1.136375473642996e0	1.136375473642996e0
0.00131000	1.138744941336079e0	1.387449413360788e-1	1.387449413360788e-1
0.00133000	8.135974453470630e-1	-1.864025546529370e-1	1.864025546529370e-1
0.00135000	1.058446289204419e0	5.844628920441886e-2	5.844628920441886e-2
0.00137000	1.451126316806061e-1	-8.548873683193938e-1	8.548873683193938e-1
0.00139000	2.771421112327819e0	1.771421112327819e0	1.771421112327819e0
0.00141000	1.517424350676448e0	5.174243506764478e-1	5.174243506764478e-1
0.00143000	1.038784255634961e-1	-8.961215744365039e-1	8.961215744365039e-1
0.00145000	6.767429940224954e-1	-3.232570059775046e-1	3.232570059775046e-1
0.00147000	2.285665878435418e0	1.285665878435418e0	1.285665878435418e0
0.00149000	3.002491738569681e0	2.002491738569681e0	2.002491738569681e0
0.00151000	1.783236223893297e0	7.832362238932971e-1	7.832362238932971e-1
0.00153000	1.504491677542175e0	5.044916775421748e-1	5.044916775421748e-1
0.00155000	1.367242241569005e0	3.672422415690053e-1	3.672422415690053e-1
0.00157000	-9.681375527275242e-1	-1.968137552727524e0	1.968137552727524e0
0.00159000	1.601630143271616e0	6.016301432716160e-1	6.016301432716160e-1
0.00161000	4.404726375477189e-1	-5.595273624522811e-1	5.595273624522811e-1
0.00163000	-6.429924887384123e-1	-1.642992488738412e0	1.642992488738412e0
0.00165000	-2.257772071781120e-2	-1.022577720717811e0	1.022577720717811e0
0.00167000	2.256932598331232e0	1.256932598331232e0	1.256932598331232e0
0.00169000	-8.156737754931196e-1	-1.815673775493120e0	1.815673775493120e0
0.00171000	1.459309274857630e-1	-8.540690725142370e-1	8.540690725142370e-1
0.00173000	-4.396871404565397e-1	-1.439687140456540e0	1.439687140456540e0
0.00175000	-6.767958572655822e-1	-1.676795857265582e0	1.676795857265582e0
0.00177000	-1.271683834374253e0	-2.271683834374254e0	2.271683834374254e0
0.00179000	-1.670103172730248e0	-2.670103172730248e0	2.670103172730248e0
0.00181000	-1.329125404788260e0	-2.329125404788260e0	2.329125404788260e0
0.00183000	-4.545619921885268e-1	-1.454561992188527e0	1.454561992188527e0
0.00185000	-4.442460603068438e-1	-1.444246060306844e0	1.444246060306844e0
0.00187000	1.011211756509010e0	1.121175650900952e-2	1.121175650900952e-2
0.00189000	7.981056318071325e-1	-2.018943681928675e-1	2.018943681928675e-1
0.00191000	1.719636314698912e-1	-8.280363685301088e-1	8.280363685301088e-1
0.00193000	1.399519707575141e0	3.995197075751407e-1	3.995197075751407e-1
0.00195000	1.257320886029441e0	2.573208860294407e-1	2.573208860294407e-1
0.00197000	6.659364425509100e-1	-3.340635574490900e-1	3.340635574490900e-1
0.00199000	1.812323467032965e0	8.123234670329647e-1	8.123234670329647e-1
0.00201000	1.760134508414193e0	7.601345084141926e-1	7.601345084141926e-1
0.00203000	4.718989328641222e-1	-5.281010671358779e-1	5.281010671358779e-1
0.00205000	1.785140121921864e0	7.851401219218643e-1	7.851401219218643e-1
0.00207000	1.370551506463015e0	3.705515064630154e-1	3.705515064630154e-1
0.00209000	3.142217273519742e0	2.142217273519742e0	2.142217273519742e0
