x	f_N	f_N_minus_1	abs_dev
0.00071000	-4.552178605010050e-1	-1.455217860501005e0	1.455217860501005e0
0.00073000	3.017459402906050e-2	-9.698254059709395e-1	9.698254059709395e-1
0.00075000	1.187819162143956e0	1.878191621439558e-1	1.878191621439558e-1
0.00077000	9.371065181417469e-1	-6.289348185825305e-2	6.289348185825305e-2
0.00079000	3.358612209928296e-1	-6.641387790071704e-1	6.641387790071704e-1
0.00081000	1.438677588506085e0	4.386775885060854e-1	4.386775885060854e-1
0.00083000	9.589106676472261e-1	-4.108933235277390e-2	4.108933235277390e-2
0.00085000	-5.001468361290812e-1	-1.500146836129081e0	1.500146836129081e0
0.00087000	1.403694386085066e0	4.036943860850661e-1	4.036943860850661e-1
0.00089000	2.019463807902022e0	1.019463807902022e0	1.019463807902022e0
0.00091000	7.527212329292485e-1	-2.472787670707515e-1	2.472787670707515e-1
0.00093000	1.823810338322462e0	8.238103383224620e-1	8.238103383224620e-1
0.00095000	1.157186315483169e0	1.571863154831692e-1	1.571863154831692e-1
0.00097000	7.311325173567280e-1	-2.688674826432720e-1	2.688674826432720e-1
0.00099000	4.097335526886780e-1	-5.902664473113219e-1	5.902664473113219e-1
0.00101000	7.779821903257699e-1	-2.220178096742301e-1	2.220178096742301e-1
0.00103000	-6.598994893293347e-1	-1.659899489329335e0	1.659899489329335e0
0.00105000	3.230655853919049e0	2.230655853919049e0	2.230655853919049e0
0.00107000	-3.082734164256437e-1	-1.308273416425644e0	1.308273416425644e0
0.00109000	1.853433599612747e0	8.534335996127469e-1	8.534335996127469e-1
0.00111000	-3.146336143349543e-1	-1.314633614334954e0	1.314633614334954e0
0.00113000	5.010378083014602e-1	-4.989621916985398e-1	4.989621916985398e-1
0.00115000	5.586913745043152e-1	-4.413086254956848e-1	4.413086254956848e-1
0.00117000	2.455384651937567e-1	-7.544615348062433e-1	7.544615348062433e-1
0.00119000	-2.043402769869692e0	-3.043402769869692e0	3.043402769869692e0
0.00121000	8.674915716986796e-1	-1.325084283013204e-1	1.325084283013204e-1
0.00123000	-1.585160800304111e-1	-1.158516080030411e0	1.158516080030411e0
0.00125000	5.084029300941832e-1	-4.915970699058168e-1	4.915970699058168e-1
0.00127000	2.068526056341678e0	1.068526056341678e0	1.068526056341678e0
0.00129000	-8.806296056532285e-1	-1.880629605653228e0	1.880629605653228e0
0.00131000	5.573815468983313e-1	-4.426184531016687e-1	4.426184531016687e-1
0.00133000	6.669348834406046e-1	-3.330651165593954e-1	3.330651165593954e-1
0.00135000	1.323992520330667e0	3.239925203306671e-1	3.239925203306671e-1
0.00137000	2.454489837227405e-1	-7.545510162772595e-1	7.545510162772595e-1
0.00139000	4.504933054794863e0	3.504933054794863e0	3.504933054794863e0
0.00141000	2.305928981331614e0	1.305928981331614e0	1.305928981331614e0
0.00143000	3.789556587238930e-1	-6.210443412761070e-1	6.210443412761070e-1
0.00145000	8.918391928721119e-1	-1.081608071278881e-1	1.081608071278881e-1
0.00147000	2.955044035037526e0	1.955044035037526e0	1.955044035037526e0
0.00149000	3.423585322451612e0	2.423585322451612e0	2.423585322451612e0
0.00151000	1.628258951921803e0	6.282589519218027e-1	6.282589519218027e-1
0.00153000	1.341312322157112e0	3.413123221571119e-1	3.413123221571119e-1
0.00155000	1.851763293550128e0	8.517632935501276e-1	8.517632935501276e-1
0.00157000	-7.557025198054136e-1	-1.755702519805414e0	1.755702519805414e0
0.00159000	1.447511476710490e0	4.475114767104895e-1	4.475114767104895e-1
0.00161000	1.424524953553850e-1	-8.575475046446150e-1	8.575475046446150e-1
0.00163000	-5.844304191426015e-1	-1.584430419142602e0	1.584430419142602e0
0.00165000	2.052280675147257e-1	-7.947719324852742e-1	7.947719324852742e-1
0.00167000	3.412335132859431e0	2.412335132859431e0	2.412335132859431e0
0.00169000	-8.032599163319610e-1	-1.803259916331961e0	1.803259916331961e0
0.00171000	6.422215679691319e-1	-3.577784320308681e-1	3.577784320308681e-1
0.00173000	-1.188638516650111e0	-2.188638516650111e0	2.188638516650111e0
0.00175000	-2.336029274015180e-1	-1.233602927401518e0	1.233602927401518e0
0.00177000	-1.078312064045112e0	-2.078312064045112e0	2.078312064045112e0
0.00179000	-1.807450067834771e0	-2.807450067834771e0	2.807450067834771e0
0.00181000	-7.268932531669680e-1	-1.726893253166968e0	1.726893253166968e0
0.00183000	8.433312661326656e-2	-9.156668733867335e-1	9.156668733867335e-1
0.00185000	4.833260841604780e-3	-9.951667391583953e-1	9.951667391583953e-1
0.00187000	1.232285062375547e0	2.322850623755466e-1	2.322850623755466e-1
0.00189000	1.002244605072129e0	2.244605072128758e-3	2.244605072128758e-3
0.00191000	1.826028858309671e-1	-8.173971141690328e-1	8.173971141690328e-1
0.00193000	1.262018795137327e0	2.620187951373270e-1	2.620187951373270e-1
0.00195000	1.114145754689976e0	1.141457546899758e-1	1.141457546899758e-1
0.00197000	3.385269759157742e-1	-6.614730240842257e-1	6.614730240842257e-1
0.00199000	2.041101139787269e0	1.041101139787269e0	1.041101139787269e0
0.00201000	1.641956784767234e0	6.419567847672338e-1	6.419567847672338e-1
0.00203000	4.157576274310080e-1	-5.842423725689920e-1	5.842423725689920e-1
0.00205000	2.252880709068077e0	1.252880709068077e0	1.252880709068077e0
0.00207000	1.955154501967823e0	9.551545019678234e-1	9.551545019678234e-1
0.00209000	3.464413790674787e0	2.464413790674787e0	2.464413790674787e0
0.00211000	2.750292698223080e0	1.750292698223080e0	1.750292698223080e0
0.00213000	1.632992244435101e-1	-8.367007755564899e-1	8.367007755564899e-1
0.00215000	-6.891797879311196e-1	-1.689179787931120e0	1.689179787931120e0
0.00217000	-6.388424290890670e-1	-1.638842429089067e0	1.638842429089067e0
0.00219000	-1.678269571657028e0	-2.678269571657028e0	2.678269571657028e0
0.00221000	1.266291317534327e0	2.662913175343273e-1	2.662913175343273e-1
0.00223000	1.618555386667125e0	6.185553866671254e-1	6.185553866671254e-1
0.00225000	2.411046302557784e-1	-7.588953697442216e-1	7.588953697442216e-1
0.00227000	8.279233260859049e-1	-1.720766739140951e-1	1.720766739140951e-1
0.00229000	-6.908873730160490e-1	-1.690887373016049e0	1.690887373016049e0
0.00231000	-9.481802499496973e-1	-1.948180249949697e0	1.948180249949697e0
0.00233000	2.053300598238653e0	1.053300598238653e0	1.053300598238653e0
0.00235000	-3.700422944544103e-1	-1.370042294454410e0	1.370042294454410e0
0.00237000	-3.779933863848827e-1	-1.377993386384883e0	1.377993386384883e0
0.00239000	3.256313919978612e0	2.256313919978612e0	2.256313919978612e0
0.00241000	1.641562400212377e0	6.415624002123774e-1	6.415624002123774e-1
0.00243000	-1.239918294685893e-1	-1.123991829468589e0	1.123991829468589e0
0.00245000	1.539270399741374e-2	-9.846072960025862e-1	9.846072960025862e-1
0.00247000	-3.600894760227005e-1	-1.360089476022700e0	1.360089476022700e0
0.00249000	4.388129656160160e-1	-5.611870343839840e-1	5.611870343839840e-1
0.00251000	1.093742770580344e0	9.374277058034441e-2	9.374277058034441e-2
0.00253000	1.615166079226479e0	6.151660792264793e-1	6.151660792264793e-1
0.00255000	1.393632610053088e0	3.936326100530880e-1	3.936326100530880e-1
0.00257000	-4.693091745629315e-1	-1.469309174562931e0	1.469309174562931e0
0.00259000	5.769662451478111e-1	-4.230337548521889e-1	4.230337548521889e-1
0.00261000	2.410190641179200e0	1.410190641179200e0	1.410190641179200e0
0.00263000	1.640348161780586e0	6.403481617805864e-1	6.403481617805864e-1
0.00265000	3.218682789015403e0	2.218682789015403e0	2.218682789015403e0
0.00267000	1.996026184032413e0	9.960261840324127e-1	9.960261840324127e-1
0.00269000	1.635034649253006e0	6.350346492530061e-1	6.350346492530061e-1
0.00271000	3.303138196892292e-1	-6.696861803107708e-1	6.696861803107708e-1
0.00273000	-5.365867544761889e-1	-1.536586754476189e0	1.536586754476189e0
0.00275000	-4.318204983928012e-1	-1.431820498392801e0	1.431820498392801e0
0.00277000	-1.991946677965678e0	-2.991946677965678e0	2.991946677965678e0
0.00279000	3.097452954432908e0	2.097452954432908e0	2.097452954432908e0
0.00281000	3.754909912094048e-1	-6.245090087905952e-1	6.245090087905952e-1
0.00283000	1.472101928412751e0	4.721019284127512e-1	4.721019284127512e-1
0.00285000	3.948716437778414e-2	-9.605128356222159e-1	9.605128356222159e-1
0.00287000	-1.746533923397777e0	-2.746533923397777e0	2.746533923397777e0
0.00289000	-8.422030473776677e-1	-1.842203047377668e0	1.842203047377668e0
0.00291000	-1.037271528368430e0	-2.037271528368430e0	2.037271528368430e0
0.00293000	4.352865877785896e-1	-5.647134122214104e-1	5.647134122214104e-1
0.00295000	1.027353253199380e0	2.735325319938009e-2	2.735325319938009e-2
0.00297000	6.980487072674996e-2	-9.301951292732500e-1	9.301951292732500e-1
0.00299000	3.674324380976740e0	2.674324380976740e0	2.674324380976740e0
0.00301000	3.326730787180352e0	2.326730787180352e0	2.326730787180352e0
0.00303000	2.818374507251078e0	1.818374507251078e0	1.818374507251078e0
0.00305000	6.895677712261644e-1	-3.104322287738356e-1	3.104322287738356e-1
0.00307000	-6.209006510152155e-2	-1.062090065101521e0	1.062090065101521e0
0.00309000	1.680261415900821e0	6.802614159008209e-1	6.802614159008209e-1
0.00311000	-3.653106885433665e-1	-1.365310688543366e0	1.365310688543366e0
0.00313000	1.432558851404158e-1	-8.567441148595842e-1	8.567441148595842e-1
0.00315000	6.473752226745509e-1	-3.526247773254491e-1	3.526247773254491e-1
0.00317000	1.220371763685141e0	2.203717636851406e-1	2.203717636851406e-1
0.00319000	-1.824643762609604e0	-2.824643762609604e0	2.824643762609604e0
0.00321000	4.300398868539810e-1	-5.699601131460190e-1	5.699601131460190e-1
0.00323000	7.920205657715670e-1	-2.079794342284330e-1	2.079794342284330e-1
0.00325000	1.289999012017973e0	2.899990120179732e-1	2.899990120179732e-1
0.00327000	1.963545727878598e0	9.635457278785979e-1	9.635457278785979e-1
0.00329000	2.345379554975628e0	1.345379554975628e0	1.345379554975628e0
0.00331000	2.628128474219049e0	1.628128474219049e0	1.628128474219049e0
0.00333000	7.776473614359037e-1	-2.223526385640963e-1	2.223526385640963e-1
0.00335000	2.547881377314568e0	1.547881377314568e0	1.547881377314568e0
0.00337000	8.236454111560667e-1	-1.763545888439333e-1	1.763545888439333e-1
0.00339000	8.358325387841565e-1	-1.641674612158435e-1	1.641674612158435e-1
0.00341000	2.279556587913840e0	1.279556587913840e0	1.279556587913840e0
0.00343000	1.072659440191624e0	7.265944019162385e-2	7.265944019162385e-2
0.00345000	5.796672719218966e-1	-4.203327280781034e-1	4.203327280781034e-1
0.00347000	3.413426836152633e-1	-6.586573163847367e-1	6.586573163847367e-1
0.00349000	3.271344464807521e0	2.271344464807521e0	2.271344464807521e0
0.00351000	2.479083799482448e-1	-7.520916200517552e-1	7.520916200517552e-1
0.00353000	3.614426595109563e-1	-6.385573404890437e-1	6.385573404890437e-1
0.00355000	5.668395125029011e-1	-4.331604874970989e-1	4.331604874970989e-1
0.00357000	3.417160021140530e-1	-6.582839978859470e-1	6.582839978859470e-1
0.00359000	6.910680946664610e-1	-3.089319053335390e-1	3.089319053335390e-1
0.00361000	3.253298604478057e-1	-6.746701395521943e-1	6.746701395521943e-1
0.00363000	1.769164610634950e0	7.691646106349499e-1	7.691646106349499e-1
0.00365000	-1.957750502113183e-1	-1.195775050211318e0	1.195775050211318e0
0.00367000	-8.945384838191756e-1	-1.894538483819176e0	1.894538483819176e0
0.00369000	-8.268838467492402e-1	-1.826883846749240e0	1.826883846749240e0
0.00371000	6.876921055598034e-1	-3.123078944401966e-1	3.123078944401966e-1
0.00373000	4.815177337863391e-1	-5.184822662136609e-1	5.184822662136609e-1
0.00375000	1.159489075255511e0	1.594890752555109e-1	1.594890752555109e-1
0.00377000	8.749110164264502e-2	-9.125088983573549e-1	9.125088983573549e-1
0.00379000	2.682464194379717e0	1.682464194379717e0	1.682464194379717e0
0.00381000	2.089454851878653e0	1.089454851878653e0	1.089454851878653e0
0.00383000	1.365447895889530e0	3.654478958895300e-1	3.654478958895300e-1
0.00385000	6.992214788115612e-1	-3.007785211884388e-1	3.007785211884388e-1
0.00387000	9.936452908908625e-2	-9.006354709109138e-1	9.006354709109138e-1
0.00389000	1.133902868412816e0	1.339028684128161e-1	1.339028684128161e-1
0.00391000	2.409362503612333e0	1.409362503612333e0	1.409362503612333e0
0.00393000	2.036172716811269e0	1.036172716811269e0	1.036172716811269e0
0.00395000	4.531603512818982e-1	-5.468396487181018e-1	5.468396487181018e-1
0.00397000	2.186867614247158e0	1.186867614247158e0	1.186867614247158e0
0.00399000	2.006750898723280e0	1.006750898723280e0	1.006750898723280e0
0.00401000	4.274806954398878e-1	-5.725193045601122e-1	5.725193045601122e-1
0.00403000	6.541265455183787e-1	-3.458734544816213e-1	3.458734544816213e-1
0.00405000	1.856069279530456e0	8.560692795304563e-1	8.560692795304563e-1
0.00407000	1.954570827036681e0	9.545708270366813e-1	9.545708270366813e-1
0.00409000	3.605827549180639e-1	-6.394172450819362e-1	6.394172450819362e-1
0.00411000	7.157491109737951e-2	-9.284250889026204e-1	9.284250889026204e-1
0.00413000	1.819770692041898e-1	-8.180229307958102e-1	8.180229307958102e-1
0.00415000	-1.999435964063571e0	-2.999435964063571e0	2.999435964063571e0
0.00417000	2.536538359378699e0	1.536538359378699e0	1.536538359378699e0
0.00419000	2.779101204533134e0	1.779101204533134e0	1.779101204533134e0
0.00421000	2.469781340205862e-2	-9.753021865979414e-1	9.753021865979414e-1
0.00423000	1.316204694736495e0	3.162046947364952e-1	3.162046947364952e-1
0.00425000	7.184425329429747e-2	-9.281557467057026e-1	9.281557467057026e-1
0.00427000	-6.696836911224369e-1	-1.669683691122437e0	1.669683691122437e0
0.00429000	-1.083178270880287e-1	-1.108317827088029e0	1.108317827088029e0
0.00431000	-2.626238432867675e-1	-1.262623843286768e0	1.262623843286768e0
0.00433000	-6.039706897260323e-1	-1.603970689726032e0	1.603970689726032e0
0.00435000	-1.524024861184024e0	-2.524024861184024e0	2.524024861184024e0
0.00437000	-1.674113122785520e0	-2.674113122785520e0	2.674113122785520e0
0.00439000	2.053211171260429e0	1.053211171260429e0	1.053211171260429e0
0.00441000	1.494366506972346e0	4.943665069723457e-1	4.943665069723457e-1
0.00443000	3.483254035436801e-1	-6.516745964563200e-1	6.516745964563200e-1
0.00445000	-1.178205309290834e-1	-1.117820530929083e0	1.117820530929083e0
0.00447000	-3.952290533930565e-1	-1.395229053393056e0	1.395229053393056e0
0.00449000	-1.239727609954401e-1	-1.123972760995440e0	1.123972760995440e0
0.00451000	1.095051759457804e0	9.505175945780375e-2	9.505175945780375e-2
0.00453000	9.554012007820488e-1	-4.459879921795118e-2	4.459879921795118e-2
0.00455000	6.259517394207689e-1	-3.740482605792311e-1	3.740482605792311e-1
0.00457000	9.980970811053815e-1	-1.902918894618466e-3	1.902918894618466e-3
0.00459000	-5.538035272064499e-1	-1.553803527206450e0	1.553803527206450e0
0.00461000	-8.633813918277765e-1	-1.863381391827776e0	1.863381391827776e0
0.00463000	3.435641408721030e0	2.435641408721030e0	2.435641408721030e0
0.00465000	3.303120783118360e0	2.303120783118360e0	2.303120783118360e0
0.00467000	3.348526358558438e0	2.348526358558438e0	2.348526358558438e0
0.00469000	1.306682739458286e0	3.066827394582861e-1	3.066827394582861e-1
0.00471000	2.640992028647218e0	1.640992028647218e0	1.640992028647218e0
0.00473000	3.307277325662682e0	2.307277325662682e0	2.307277325662682e0
0.00475000	2.760844152955243e0	1.760844152955243e0	1.760844152955243e0
0.00477000	2.241328138679659e0	1.241328138679659e0	1.241328138679659e0
0.00479000	1.366456581105879e0	3.664565811058791e-1	3.664565811058791e-1
0.00481000	1.129774685371931e0	1.297746853719306e-1	1.297746853719306e-1
0.00483000	1.006967093832872e0	6.967093832871862e-3	6.967093832871862e-3
0.00485000	7.239873247914264e-1	-2.760126752085736e-1	2.760126752085736e-1
0.00487000	-3.210186307895240e-1	-1.321018630789524e0	1.321018630789524e0
0.00489000	-4.408249156231434e-1	-1.440824915623143e0	1.440824915623143e0
0.00491000	1.809619783514400e0	8.096197835144001e-1	8.096197835144001e-1
0.00493000	4.626293123431064e-1	-5.373706876568936e-1	5.373706876568936e-1
0.00495000	3.457156397587158e-1	-6.542843602412842e-1	6.542843602412842e-1
0.00497000	-1.194458063359208e0	-2.194458063359208e0	2.194458063359208e0
0.00499000	1.603553773881066e-1	-8.396446226118934e-1	8.396446226118934e-1
0.00501000	1.219040467265814e0	2.190404672658144e-1	2.190404672658144e-1
0.00503000	1.105823449654384e0	1.058234496543842e-1	1.058234496543842e-1
0.00505000	9.935032004992864e-1	-6.496799500713579e-3	6.496799500713579e-3
0.00507000	7.846234831153019e-1	-2.153765168846981e-1	2.153765168846981e-1
0.00509000	6.740650997394240e-1	-3.259349002605760e-1	3.259349002605760e-1
0.00511000	1.291942218454138e0	2.919422184541385e-1	2.919422184541385e-1
0.00513000	3.612754100746928e-1	-6.387245899253072e-1	6.387245899253072e-1
0.00515000	2.532831010259587e-1	-7.467168989740414e-1	7.467168989740414e-1
0.00517000	-4.252630048371960e-1	-1.425263004837196e0	1.425263004837196e0
0.00519000	-5.315939123223290e-1	-1.531593912322329e0	1.531593912322329e0
0.00521000	3.608887072681043e0	2.608887072681043e0	2.608887072681043e0
0.00523000	3.504179519956173e0	2.504179519956173e0	2.504179519956173e0
0.00525000	3.830581338823402e0	2.830581338823402e0	2.830581338823402e0
0.00527000	2.828691779351028e0	1.828691779351028e0	1.828691779351028e0
0.00529000	2.726350431101181e0	1.726350431101181e0	1.726350431101181e0
0.00531000	1.545901588842050e0	5.459015888420498e-1	5.459015888420498e-1
0.00533000	-1.984162889272963e-1	-1.198416288927296e0	1.198416288927296e0
0.00535000	-6.158489798892259e-1	-1.615848979889226e0	1.615848979889226e0
0.00537000	-7.151581502163601e-1	-1.715158150216360e0	1.715158150216360e0
0.00539000	6.874498274016720e-1	-3.125501725983280e-1	3.125501725983280e-1
0.00541000	5.896064600062633e-1	-4.103935399937367e-1	4.103935399937367e-1
0.00543000	4.924838540649881e-1	-5.075161459350119e-1	5.075161459350119e-1
0.00545000	-5.435019583757320e-1	-1.543501958375732e0	1.543501958375732e0
0.00547000	7.205179237644889e-1	-2.794820762355111e-1	2.794820762355111e-1
0.00549000	6.255104543448458e-1	-3.744895456551542e-1	3.744895456551542e-1
0.00551000	-1.171749748760311e-1	-1.117174974876031e0	1.117174974876031e0
0.00553000	-2.108105087865413e-1	-1.210810508786541e0	1.210810508786541e0
0.00555000	-3.037711920021994e-1	-1.303771192002199e0	1.303771192002199e0
0.00557000	4.160682348653563e0	3.160682348653563e0	3.160682348653563e0
0.00559000	3.631654662979928e0	2.631654662979928e0	2.631654662979928e0
0.00561000	3.540675329215672e0	2.540675329215672e0	2.540675329215672e0
0.00563000	2.012335701624588e0	1.012335701624588e0	1.012335701624588e0
0.00565000	2.288241782186331e0	1.288241782186331e0	1.288241782186331e0
0.00567000	2.199181121078719e0	1.199181121078719e0	1.199181121078719e0
0.00569000	7.312820594858638e-1	-2.687179405141362e-1	2.687179405141362e-1
0.00571000	6.434669905286301e-1	-3.565330094713699e-1	3.565330094713699e-1
0.00573000	-4.264648289641748e-1	-1.426464828964175e0	1.426464828964175e0
0.00575000	-3.999784543444976e-1	-1.399978454344498e0	1.399978454344498e0
0.00577000	-4.859735657577393e-1	-1.485973565757739e0	1.485973565757739e0
0.00579000	-5.713745831370521e-1	-1.571374583137052e0	1.571374583137052e0
0.00581000	-6.561876417048023e-1	-1.656187641704802e0	1.656187641704802e0
0.00583000	-7.831566973458728e-1	-1.783156697345873e0	1.783156697345873e0
0.00585000	5.003183620958759e-1	-4.996816379041241e-1	4.996816379041241e-1
0.00587000	4.172332033453621e-1	-5.827667966546379e-1	5.827667966546379e-1
0.00589000	-1.285659224875403e0	-2.285659224875403e0	2.285659224875403e0
0.00591000	-1.367621620886693e0	-2.367621620886693e0	2.367621620886693e0
0.00593000	-1.449031150820311e0	-2.449031150820311e0	2.449031150820311e0
0.00595000	-1.529893389796424e0	-2.529893389796424e0	2.529893389796424e0
0.00597000	3.120949249627873e0	2.120949249627873e0	2.120949249627873e0
0.00599000	2.596192186803215e0	1.596192186803215e0	1.596192186803215e0
0.00601000	2.516939110852652e0	1.516939110852652e0	1.516939110852652e0
0.00603000	1.362294237158128e0	3.622942371581281e-1	3.622942371581281e-1
0.00605000	1.284087397830970e0	2.840873978309699e-1	2.840873978309699e-1
0.00607000	6.676704348291537e-1	-3.323295651708463e-1	3.323295651708463e-1
0.00609000	5.904892506448226e-1	-4.095107493551774e-1	4.095107493551774e-1
0.00611000	8.414861294811367e-1	-1.585138705188633e-1	1.585138705188633e-1
0.00613000	7.653105552770161e-1	-2.346894447229839e-1	2.346894447229839e-1
0.00615000	6.896304319620341e-1	-3.103695680379659e-1	3.103695680379659e-1
0.00617000	6.144409415372719e-1	-3.855590584627281e-1	3.855590584627281e-1
0.00619000	1.456505936527840e0	4.565059365278403e-1	4.565059365278403e-1
0.00621000	1.382283505956654e0	3.822835059566543e-1	3.822835059566543e-1
0.00623000	-1.613188933021782e-1	-1.161318893302178e0	1.161318893302178e0
0.00625000	-2.345928017172783e-1	-1.234592801717278e0	1.234592801717278e0
0.00627000	4.372485744163880e-1	-5.627514255836120e-1	5.627514255836120e-1
0.00629000	8.393118940751263e-1	-1.606881059248737e-1	1.606881059248737e-1
0.00631000	7.674270364938890e-1	-2.325729635061110e-1	2.325729635061110e-1
0.00633000	6.739978638428179e-1	-3.260021361571821e-1	3.260021361571821e-1
0.00635000	6.030172115580493e-1	-3.969827884419507e-1	3.969827884419507e-1
0.00637000	5.324822776549505e-1	-4.675177223450495e-1	4.675177223450495e-1
0.00639000	4.623888769844275e-1	-5.376111230155725e-1	5.376111230155725e-1
0.00641000	3.927328766300911e-1	-6.072671233699090e-1	6.072671233699090e-1
0.00643000	5.349257591409233e-1	-4.650742408590767e-1	4.650742408590767e-1
0.00645000	4.661323655543471e-1	-5.338676344456530e-1	5.338676344456530e-1
0.00647000	1.481603784994249e0	4.816037849942494e-1	4.816037849942494e-1
0.00649000	1.413657073279567e0	4.136570732795675e-1	4.136570732795675e-1
0.00651000	-1.157265348916213e0	-2.157265348916213e0	2.157265348916213e0
0.00653000	-1.224380914059558e0	-2.224380914059558e0	2.224380914059558e0
0.00655000	-3.663441120722222e-1	-1.366344112072222e0	1.366344112072222e0
0.00657000	-4.326436881911420e-1	-1.432643688191142e0	1.432643688191142e0
0.00659000	1.234109669514647e0	2.341096695146470e-1	2.341096695146470e-1
0.00661000	1.168611291214589e0	1.686112912145890e-1	1.686112912145890e-1
0.00663000	1.103508076584506e0	1.035080765845058e-1	1.035080765845058e-1
0.00665000	1.038796460237904e0	3.879646023790428e-2	3.879646023790428e-2
0.00667000	1.569416791826057e0	5.694167918260569e-1	5.694167918260569e-1
0.00669000	1.505477846300769e0	5.054778463007688e-1	5.054778463007688e-1
0.00671000	1.441920056933601e0	4.419200569336008e-1	4.419200569336008e-1
0.00673000	1.378740025601306e0	3.787400256013065e-1	3.787400256013065e-1
0.00675000	1.315934394454679e0	3.159343944546793e-1	3.159343944546793e-1
0.00677000	1.668388816613662e0	6.683888166136620e-1	6.683888166136620e-1
0.00679000	1.606322070423084e0	6.063220704230836e-1	6.063220704230836e-1
0.00681000	1.204988414244353e0	2.049884142443534e-1	2.049884142443534e-1
0.00683000	1.143647590227623e0	1.436475902276226e-1	1.436475902276226e-1
0.00685000	-3.769930386375564e-1	-1.376993038637556e0	1.376993038637556e0
0.00687000	-4.376206018057353e-1	-1.437620601805735e0	1.437620601805735e0
0.00689000	-4.978961907320195e-1	-1.497896190732019e0	1.497896190732019e0
0.00691000	-5.578228616326774e-1	-1.557822861632677e0	1.557822861632677e0
0.00693000	-6.174036354430067e-1	-1.617403635443007e0	1.617403635443007e0
0.00695000	3.172446100907137e0	2.172446100907137e0	2.172446100907137e0
0.00697000	3.113548197066160e0	2.113548197066160e0	2.113548197066160e0
0.00699000	3.054987334162749e0	2.054987334162749e0	2.054987334162749e0
0.00701000	1.784832713491484e0	7.848327134914843e-1	7.848327134914843e-1
0.00703000	1.726937310888155e0	7.269373108881552e-1	7.269373108881552e-1
0.00705000	7.454006609988764e-1	-2.545993390011236e-1	2.545993390011236e-1
0.00707000	6.881594397982567e-1	-3.118405602017433e-1	3.118405602017433e-1
0.00709000	6.312411591967880e-1	-3.687588408032120e-1	3.687588408032120e-1
0.00711000	9.150750529617530e-1	-8.492494703824705e-2	8.492494703824705e-2
0.00713000	8.587945084249353e-1	-1.412054915750647e-1	1.412054915750647e-1
0.00715000	5.867403825637575e-1	-4.132596174362425e-1	4.132596174362425e-1
0.00717000	5.310869156334902e-1	-4.689130843665098e-1	4.689130843665098e-1
0.00719000	4.757430646527844e-1	-5.242569353472155e-1	5.242569353472155e-1
0.00721000	8.857364814669373e-1	-1.142635185330627e-1	1.142635185330627e-1
0.00723000	8.310041612318012e-1	-1.689958387681988e-1	1.689958387681988e-1
