x	f_N	f_N_minus_1	abs_dev
0.00663000	5.790124224258629e-1	-4.209875775741371e-1	4.209875775741371e-1
0.00665000	5.513368365639341e-1	-4.486631634360659e-1	4.486631634360659e-1
0.00667000	8.003080999870491e-1	-1.996919000129509e-1	1.996919000129509e-1
0.00669000	7.729629666600096e-1	-2.270370333399904e-1	2.270370333399904e-1
0.00671000	7.457808445599557e-1	-2.542191554400443e-1	2.542191554400443e-1
0.00673000	7.187602803921456e-1	-2.812397196078544e-1	2.812397196078544e-1
0.00675000	6.918998380860674e-1	-3.081001619139326e-1	3.081001619139326e-1
0.00677000	4.949760411209731e-1	-5.050239588790268e-1	5.050239588790268e-1
0.00679000	4.684316019561884e-1	-5.315683980438116e-1	5.315683980438116e-1
0.00681000	6.806037046250140e-1	-3.193962953749860e-1	3.193962953749860e-1
0.00683000	6.543697247345476e-1	-3.456302752654524e-1	3.456302752654524e-1
0.00685000	-3.717110640324628e-1	-1.371711064032463e0	1.371711064032463e0
0.00687000	-3.976399995897666e-1	-1.397639999589767e0	1.397639999589767e0
0.00689000	-4.234184043165599e-1	-1.423418404316560e0	1.423418404316560e0
0.00691000	-4.490475852822676e-1	-1.449047585282268e0	1.449047585282268e0
0.00693000	-4.745288344675164e-1	-1.474528834467516e0	1.474528834467516e0
0.00695000	2.120643750750393e0	1.120643750750393e0	1.120643750750393e0
0.00697000	2.095454548457757e0	1.095454548457757e0	1.095454548457757e0
0.00699000	2.070409490384240e0	1.070409490384240e0	1.070409490384240e0
0.00701000	1.545507342770476e0	5.455073427704764e-1	5.455073427704764e-1
0.00703000	1.520746885897061e0	5.207468858970612e-1	5.207468858970612e-1
0.00705000	5.735778938782046e-1	-4.264221061217954e-1	4.264221061217954e-1
