# j	a_star(j)
# # d2 = 5.016430327692845e-02
# # N = 20000
2711	2.971961015085697e-01
2712	3.398069583929439e-01
2713	3.363635743165363e-01
2714	6.025223419346164e-01
2715	4.236282752083103e-01
2716	-4.779764738146858e-02
2717	3.206994552001209e-01
2718	2.493673023448672e-03
2719	1.801793145173222e-01
2720	3.756172006110593e-02
2721	-2.367003243091838e-01
2722	-4.293380686263760e-01
2723	-2.407443134131196e-01
2724	-2.900482165560953e-01
2725	1.485565291118393e-01
2726	5.570625479100704e-01
2727	1.834408881654919e-01
2728	1.826957422379686e-01
2729	3.542447480275714e-02
2730	4.525584395934403e-01
2731	6.642293447495018e-02
2732	3.255388628108136e-01
2733	-2.640896775803733e-01
2734	-1.763918971476691e-01
2735	-1.445367831535217e-01
2736	2.196273489086655e-01
2737	2.766695021086442e-01
2738	1.676110547319873e-01
2739	3.996970971588207e-01
2740	-1.876881217577074e-01
2741	1.584288965177963e-01
2742	3.715061680788703e-01
2743	-7.935944011334568e-02
2744	-1.201188856879977e-01
2745	5.596587361767483e-02
2746	-4.844239652358013e-01
2747	-1.948904160279676e-01
2748	-4.776743529400426e-01
2749	1.992585394808339e-02
2750	-4.866537043769695e-02
2751	2.037004219296248e-01
2752	6.709456050881214e-02
2753	1.428368134949038e-01
2754	-1.538528329144896e-01
2755	1.693470271736278e-01
2756	-2.898234169466419e-01
2757	-1.603740191445831e-01
2758	2.127455495004159e-01
2759	-2.176520136019225e-01
2760	-1.911725166445905e-01
2761	-3.666279360177873e-01
2762	-4.107911601997273e-01
2763	-1.716387533887634e-01
2764	1.406562700927900e-01
2765	2.232328355369893e-01
2766	6.546499899920544e-01
2767	2.195728041741847e-01
2768	2.141383614685898e-01
2769	4.079743126482280e-01
2770	5.740212377226328e-01
2771	4.153673602578673e-02
2772	4.984464850165060e-01
2773	1.187760011606580e-01
2774	5.908182746244686e-01
2775	3.530853989367984e-01
2776	3.252896689706427e-01
2777	2.313359264367368e-01
2778	6.123281841082079e-01
2779	-1.404406347104170e-03
2780	-1.586559516755543e-01
2781	2.391505929572227e-01
2782	5.036376937731250e-01
2783	1.394011714082543e-01
2784	2.057381770802317e-01
2785	-3.855934040576368e-02
2786	4.356323868524868e-01
2787	8.312358748565717e-03
2788	-8.292541628242751e-02
2789	2.027626591135305e-01
2790	2.083515967107876e-01
2791	2.516127809520644e-01
2792	3.004635991672723e-01
2793	1.902704831394381e-01
2794	5.538836505601260e-01
2795	3.224983144772450e-01
2796	-1.906791265562709e-01
2797	8.335518048758435e-02
2798	-2.251827918986859e-01
2799	1.234497835874292e-01
2800	1.451939238354270e-01
2801	2.282495413581380e-01
2802	7.852211202649181e-01
2803	2.331335098818705e-01
2804	5.396158981452498e-01
2805	-1.355259521629760e-01
2806	6.144153853675571e-01
2807	-3.458619368133032e-02
2808	-2.678066913076258e-02
2809	-1.062610055011120e-01
2810	2.083521528362925e-01
2811	-2.969676039722121e-01
2812	-5.242795690335845e-01
2813	-2.834770096262316e-01
2814	-8.187015845381004e-01
2815	-2.690999006288861e-01
2816	-3.179025946377999e-01
2817	-2.943388029074225e-01
2818	-4.239653076743176e-01
2819	-9.179250231597816e-02
2820	2.309504846891939e-01
2821	1.138843972439755e-01
2822	3.369476425671823e-01
2823	-1.223704362355215e-01
2824	3.328593447254041e-02
2825	6.555104234408228e-02
2826	-2.549544757376703e-01
2827	-1.137650420902326e-01
2828	-3.278404193556674e-01
2829	3.142619106909879e-01
2830	4.340319325891395e-01
2831	8.883824207588936e-02
2832	2.737409122279832e-01
2833	2.618393333620348e-01
2834	6.287338130778567e-01
2835	1.249713041694817e-01
2836	2.692185758048474e-01
2837	7.681212739997629e-03
2838	-5.341052406429845e-01
2839	-1.766041196537256e-01
2840	-1.457863743270699e-01
2841	-2.941044305775172e-01
2842	-2.789321622941392e-01
2843	-7.969325427168104e-02
2844	-2.701465796018746e-01
2845	-4.122905165781680e-01
2846	-5.522902135044478e-01
2847	-1.150331468106839e-01
2848	-3.609046556781484e-01
2849	-9.551098062046827e-02
2850	-3.749225411107746e-01
2851	-1.283174073505946e-01
2852	-6.118117458254481e-01
2853	-1.120141140634180e-01
2854	-5.833900996715282e-01
2855	-3.367601802079948e-01
2856	-2.197315200635485e-01
2857	-3.210741222267891e-02
2858	-3.072414668650569e-01
2859	-2.497058251219570e-01
2860	1.626558820099464e-01
2861	4.702339703393771e-02
2862	-1.649694296857122e-01
2863	-1.132431980111791e-01
2864	-1.632732446939647e-01
2865	4.869263613015525e-02
2866	-4.924847279448495e-01
2867	-3.522120155913057e-01
2868	-6.691891207088354e-01
2869	-2.602462750358356e-01
2870	-7.058581943139801e-01
2871	-2.029541442155844e-01
2872	-1.442662836348114e-01
2873	3.259112805932993e-02
2874	3.482146315192130e-01
2875	-1.614807703368258e-02
2876	1.333360681189034e-01
2877	1.219946482282621e-01
2878	-2.001723932907077e-01
2879	1.698361227991606e-02
2880	1.406313586965641e-01
2881	7.841102569151991e-02
2882	4.363933898080875e-01
2883	5.195395365923480e-02
2884	-2.154995922939429e-01
2885	-1.970651110709015e-01
2886	-5.831912701132989e-01
2887	5.305063928355428e-02
2888	-3.838742262084097e-02
2889	-2.694684711308478e-02
2890	-4.958393526469849e-02
2891	1.284566404991797e-03
2892	-3.658058624958668e-01
2893	-2.515717275530300e-01
2894	-5.190839772697279e-01
2895	-2.744418973856623e-02
2896	-2.372025914620778e-01
2897	-1.171400542828090e-01
2898	-2.730021970109552e-01
2899	-2.731050570839116e-01
2900	-2.231159734008862e-01
2901	-4.165872042339022e-01
2902	-5.292811934569772e-01
2903	-1.816179459614082e-01
2904	-2.717902455231538e-01
2905	1.773081744849104e-02
2906	-1.563975690367308e-01
2907	-3.097015851409908e-02
2908	3.137938881452370e-01
2909	1.487291938950653e-01
2910	-3.061123911754385e-01
2911	1.117771459681958e-01
2912	3.900190839719780e-01
2913	5.609875776226462e-02
2914	5.533479026164307e-01
2915	3.562850780651599e-01
2916	1.347862999264975e-01
2917	3.082600199839274e-03
2918	-2.752311051838510e-01
2919	5.915436327528366e-02
2920	-1.843353787307677e-01
2921	-2.551183434655651e-01
2922	5.953514939788421e-02
2923	-2.986528342050164e-01
2924	-5.450570891235701e-01
2925	-1.247645721646792e-01
2926	-6.868391321713563e-01
2927	-7.111893075714631e-02
2928	-1.550704972826375e-01
2929	-1.218978008778885e-01
2930	4.038713659442352e-01
2931	-1.742321452695452e-01
2932	2.383937735855611e-01
2933	-1.121766254572102e-01
2934	-1.249778395019630e-01
2935	-6.999096364534106e-02
2936	2.076150027409539e-01
2937	3.737683512369934e-01
2938	4.728074929691249e-01
2939	1.836232352081601e-01
2940	1.615724735907412e-01
2941	-2.025939401861479e-01
2942	-3.628823546999057e-01
2943	2.482545157077435e-02
2944	-7.738707562222649e-02
2945	1.417963091343786e-01
2946	4.359621981113456e-01
2947	1.031651012012312e-03
2948	-2.393236877233134e-01
2949	1.218684818802406e-01
2950	3.353948782891328e-02
2951	9.258142044700496e-02
2952	2.940961067139717e-01
2953	2.732947592178712e-01
2954	6.887909758308048e-01
2955	3.617697366233227e-01
2956	3.798536266295672e-01
2957	9.277806136720278e-02
2958	-4.579119897225100e-01
2959	-1.837319285008547e-01
2960	-3.601395793207438e-03
2961	-1.811180219307237e-01
2962	-3.321821831862828e-01
2963	-8.847398185247796e-02
2964	-9.545441211716565e-04
2965	-2.588519339336604e-01
2966	-2.975119878168475e-01
2967	1.884721812687470e-01
2968	1.342813926662121e-01
2969	1.483193151309075e-01
2970	9.870996954887128e-02
2971	7.571931516146668e-02
2972	2.470440684473451e-01
2973	-1.227188966670113e-01
2974	-2.271203791844600e-01
2975	-2.591726651635589e-01
2976	-2.150250013090988e-01
2977	-3.677157231910499e-01
2978	-5.723507172517115e-01
2979	-2.820008622473955e-01
2980	-7.466568088813198e-01
2981	-3.647224006834314e-01
2982	-9.360453202366286e-01
2983	-3.457088389864338e-01
2984	-4.242391833691713e-01
2985	-2.324143096143454e-01
2986	-5.939456467473749e-01
2987	-4.342541922003545e-01
2988	-4.020146759010910e-01
2989	-2.678870392623129e-01
2990	-7.968652650234367e-01
2991	-2.598439483412580e-01
2992	-1.656901800571797e-01
2993	-1.944102577068717e-01
2994	1.434220464112394e-01
2995	-3.063604353897871e-01
2996	-5.321059019417314e-01
2997	-1.723352757609820e-01
2998	-4.118248030567921e-01
2999	-2.415662947259998e-02
3000	8.806153446452959e-03
3001	1.777490955076798e-01
3002	5.501780478297238e-01
3003	-2.786248878079796e-02
3004	3.619450626293593e-01
3005	-8.486388738730222e-02
3006	2.651808166054423e-02
3007	-3.412035237687485e-02
3008	-1.347475790347314e-03
3009	1.079785480225656e-01
3010	-5.635098301743152e-01
3011	7.080935977067432e-02
3012	-7.678247915014083e-02
3013	6.115752078580361e-02
3014	5.524177839241305e-01
3015	2.539264628995768e-01
3016	3.720660134219786e-01
3017	1.419614281286369e-01
3018	5.602590205004392e-01
3019	2.489172579987219e-01
3020	-5.551698058905493e-02
3021	3.655343966967101e-01
3022	-3.685480890492165e-02
3023	1.238110440900244e-01
3024	2.836451416682279e-01
3025	2.224398167642817e-01
3026	5.482713199598772e-01
3027	1.513488948465865e-02
3028	3.521039252211498e-01
3029	-8.813344113394159e-02
3030	-5.100780677854948e-01
3031	-1.512460946541937e-01
3032	-1.905195084324790e-02
3033	5.271204950863211e-02
3034	4.388210499834249e-01
3035	7.738581489911942e-02
3036	5.421146874786291e-01
3037	1.872799239130468e-01
3038	1.623804139568067e-01
3039	1.478968785022951e-03
3040	3.576073327988829e-01
3041	1.410597596988024e-01
3042	2.895044001394079e-01
3043	-1.195198885935878e-02
3044	3.056166862243751e-01
3045	-1.150163813027756e-01
3046	-1.070209416877941e-01
3047	-8.543158380526190e-02
3048	2.168451962545078e-01
3049	2.496943498490927e-01
3050	1.955794601529531e-01
3051	4.526719635587581e-01
3052	6.201183132765573e-02
3053	1.688976419696151e-01
3054	5.680418259964021e-01
3055	3.694429762558881e-01
3056	2.227537397139873e-01
3057	2.064183643739087e-01
3058	5.565564043135629e-01
3059	4.374862683427664e-01
3060	-1.543296723430099e-02
3061	7.908258986789159e-02
3062	-2.168010465651228e-01
3063	-2.068469704408638e-01
3064	-1.068717774494848e-01
3065	-3.076794886399463e-03
3066	-4.930753132016822e-01
3067	1.350228560004900e-01
3068	-2.372921867988592e-01
3069	-5.195675793077440e-02
3070	3.455400593593917e-01
3071	4.228208425339099e-02
3072	1.533557496077431e-01
3073	6.754653268086919e-02
3074	5.885914041742927e-01
3075	1.952242389903216e-01
3076	5.027763838647209e-01
3077	1.123773040562186e-01
3078	3.593184488112917e-01
3079	2.193279262342724e-01
3080	3.598257108723250e-01
3081	3.892474388305787e-01
3082	5.370226431680629e-01
3083	2.792140676056917e-01
3084	-1.232654969202946e-01
3085	-1.340528676712650e-01
3086	-3.161191348737069e-01
3087	-8.077496113882246e-02
3088	-7.398511749039575e-02
3089	2.669410215930378e-02
3090	-5.559565453483555e-01
3091	-1.611052122362639e-01
3092	6.961199284047766e-02
3093	-4.069743199410162e-01
3094	-7.466668564428348e-01
3095	-5.188358687693380e-01
3096	-7.810786540066051e-01
3097	-5.375889414859233e-01
3098	-6.790717530494289e-01
3099	-6.974839089481245e-01
3100	-4.497361940408867e-01
3101	-4.819997329615254e-01
3102	-1.009404110144024e+00
3103	-3.807813613623150e-01
3104	-3.164296769136344e-01
3105	-3.248137370820947e-01
3106	-2.735279405895355e-01
3107	-1.400682724036550e-01
3108	3.608443166066208e-01
3109	1.003202628696509e-01
3110	5.767330720067240e-01
3111	2.761376581478606e-01
3112	1.100378612765782e-01
3113	1.003005261969623e-02
3114	-6.851097387710481e-02
3115	2.938396499121662e-01
3116	-3.374564243143344e-01
3117	-2.212780452137069e-01
3118	-2.652684896371484e-01
3119	1.060311828235947e-01
3120	4.816569773620464e-01
3121	3.603488105983752e-01
3122	5.941536670745865e-01
3123	3.597083097233157e-01
3124	-4.919518425324581e-02
3125	1.130981537915800e-01
3126	5.084257333563152e-01
3127	-9.881724480086028e-02
3128	2.185317354745584e-02
3129	2.144911890878225e-01
3130	3.435755399345520e-01
3131	-1.184888351863837e-01
3132	1.097640725715526e-01
3133	-1.880951242677041e-01
3134	-2.609996511692403e-01
3135	-1.435532588637718e-01
3136	-7.285072890152197e-02
3137	2.172735736772864e-02
3138	2.679419332768434e-01
3139	-1.634305032576291e-01
3140	-4.980714044325149e-01
3141	-1.172319044313927e-01
3142	-4.229570491726873e-01
3143	-2.801615193618055e-01
3144	-1.370768187661862e-01
3145	6.015335261692292e-02
3146	8.386614245422013e-03
3147	-1.849510931868632e-01
3148	1.521294871695074e-01
3149	-2.206647464104172e-01
3150	-2.190823650394973e-01
3151	-2.020898596401677e-01
3152	-1.727491288777492e-02
3153	-1.899226153874276e-01
3154	2.225980685524931e-01
3155	-1.991615674075353e-01
3156	-4.329857976359021e-01
3157	-2.435615988582089e-02
3158	-3.819662964372751e-01
3159	-1.302890500786925e-01
3160	-3.962666199074141e-01
3161	-2.807193398658684e-01
3162	-7.670471439779285e-01
3163	-8.909920689013968e-02
3164	-4.354727166338195e-01
3165	1.804090334332016e-01
3166	-3.259487012849673e-01
3167	2.032166269336008e-03
3168	1.785960920875002e-03
3169	1.528540495760460e-01
3170	4.330912879543609e-01
3171	3.205233079942088e-01
3172	-1.375822329861226e-01
3173	-6.229525328773019e-02
3174	4.296819817299037e-02
3175	1.170814755382960e-01
3176	1.158853042745303e-01
3177	1.797843859105714e-01
3178	4.595170008805826e-01
3179	2.032677604431225e-01
3180	6.921213816351667e-01
3181	3.182020063322524e-01
3182	6.030374559497127e-01
3183	7.367989630377765e-02
3184	3.432194518164201e-01
3185	1.411188486945044e-01
3186	4.309400049040575e-02
3187	1.418046163809419e-01
3188	2.064504562564886e-01
3189	-2.097210527536251e-01
3190	-4.681674218039970e-01
3191	-4.462847316519010e-02
3192	-3.731870685578415e-01
3193	-2.010984231028319e-01
3194	-4.572713197268437e-01
3195	-2.675428507226483e-01
3196	-4.134087670424814e-01
3197	-1.483104057788195e-01
3198	-6.711925143153945e-01
3199	-2.022299340501943e-01
3200	-2.056907798567782e-01
3201	6.364865606207996e-02
3202	-3.025516736866316e-01
3203	-4.477128111645187e-03
3204	-1.343991991194505e-01
3205	-5.723144261161006e-02
3206	3.389707509370893e-01
3207	-1.106016567914657e-02
3208	9.737778260865576e-03
3209	6.500991699669173e-02
3210	-7.536924144007431e-01
3211	-9.500543449108836e-02
3212	-5.005019782336161e-01
3213	-1.570673872673285e-01
3214	-5.556920863240716e-01
3215	-3.959017144065073e-01
3216	-3.329800764748344e-01
3217	-1.361575667559864e-01
3218	-3.328914851111235e-01
3219	-2.507041657426609e-03
3220	2.178867863725838e-01
3221	-2.123556470160884e-02
3222	-5.981432481314563e-02
3223	-1.897684962093975e-01
3224	-2.206885698437289e-01
3225	-2.733106403932464e-01
3226	-4.692033483873164e-01
3227	-2.318813570412950e-01
3228	-4.757028624308882e-01
3229	-8.446316511846100e-02
3230	-5.685849951948230e-01
3231	-6.798365982302305e-02
3232	-2.782155017769901e-01
3233	-3.644968328971867e-01
3234	-2.946763063688396e-01
3235	-3.808177466837842e-01
3236	-2.853384326268008e-02
3237	2.263313589775331e-04
3238	-3.298608820439823e-01
3239	-2.529662735507179e-01
3240	9.222581182480180e-02
3241	-3.731041634480169e-01
3242	-3.255560036711680e-01
3243	1.900805902478818e-01
3244	1.155703224825214e-01
3245	1.450086503380684e-01
3246	5.071405668269388e-01
3247	-7.457066074377650e-02
3248	-2.485542381875394e-02
3249	1.076720902344560e-01
3250	-3.387727094038114e-02
3251	8.350111855675413e-02
3252	-2.546637381420423e-01
3253	5.091630226684237e-02
3254	-1.573166300149323e-01
3255	-1.074569450604574e-01
3256	-9.268564156912992e-02
3257	1.010679725165906e-01
3258	-1.470688720176415e-01
3259	1.209241276863584e-01
3260	-2.945956151059118e-01
3261	-4.631763520147050e-02
3262	2.833904327034115e-01
3263	-1.011871931446309e-01
3264	-1.608980846223490e-01
3265	-1.616668840707464e-01
3266	4.180194644735553e-02
3267	-1.541405360774648e-01
3268	-4.928180100842353e-01
3269	-2.569891313392015e-01
3270	-8.783502900710083e-01
3271	-8.668201050754175e-02
3272	-2.685075376928462e-01
3273	-2.640882827050174e-01
3274	-3.900044878223018e-01
3275	-8.597129473437287e-02
3276	-7.427422770308553e-02
3277	-1.053488259235383e-01
3278	1.728457415022113e-01
3279	-1.303455615824393e-01
3280	-8.731395802747569e-03
3281	-1.500557451450754e-01
3282	3.203398398965862e-01
3283	5.181060491350467e-02
3284	3.283611617456595e-01
3285	1.632983435028096e-01
3286	4.961748519103563e-01
3287	1.892624759071709e-02
3288	1.729251793932103e-01
3289	1.753379218622598e-01
3290	-2.864362276601634e-01
3291	-1.219743301441392e-01
3292	1.887446718599819e-01
3293	-1.052454246024219e-01
3294	6.027029190828488e-02
3295	-1.408490540240986e-01
3296	1.825731575985498e-01
3297	3.185413008429541e-01
3298	5.084478486401052e-01
3299	3.542822191347153e-01
3300	5.449339302276465e-01
3301	3.733691240353761e-01
3302	7.543131197563336e-01
3303	2.670291716923934e-01
3304	3.194933604554384e-01
3305	3.688249939372045e-02
3306	-1.500720453810825e-01
3307	1.041925213266492e-01
3308	3.976844498279099e-01
3309	-8.117132157007725e-02
3310	6.215722166678138e-01
3311	1.552080878741569e-01
3312	3.513624325698635e-02
3313	-6.289077110273381e-02
3314	-1.655014778799443e-01
3315	-4.684364992982178e-01
3316	9.071860597912271e-02
3317	-1.640626713567465e-01
3318	-6.408470610717834e-01
3319	-4.186765084035845e-03
3320	3.058565034768865e-02
3321	7.356171971905243e-02
3322	3.806217946079835e-01
3323	1.906446064069553e-01
3324	-2.520114029278168e-01
3325	-6.873088321759384e-02
3326	-2.850761255237185e-01
3327	-1.174237527399678e-01
3328	-6.161328199407799e-02
3329	1.182724365495909e-01
3330	1.017862972073480e-02
3331	1.973810257465026e-01
3332	5.455634488390239e-02
3333	2.245046213799957e-01
3334	-3.109740098961859e-01
3335	1.064947540731528e-01
3336	-2.146969087764882e-01
3337	-1.662403124767974e-01
3338	-3.697320207138936e-01
3339	-1.388515294562572e-01
3340	-3.793758338932952e-01
3341	-1.444980007841278e-01
3342	2.502345986708760e-01
3343	8.208877493255951e-02
3344	1.680026620998507e-01
3345	4.181983043831244e-01
3346	5.188047819816656e-01
3347	2.232552941004707e-01
3348	2.356126241257094e-01
3349	8.209438352892116e-02
3350	1.018960102913478e-01
3351	-6.970513147407030e-03
3352	1.767439907137252e-01
3353	7.519860371269142e-02
3354	-2.433467146110100e-01
3355	2.196877525051129e-01
3356	4.100139356713972e-01
3357	2.924749025583006e-01
3358	6.343588323501680e-01
3359	3.753286912521022e-01
3360	5.119675598565049e-01
3361	3.152891984068668e-01
3362	3.446378640962570e-01
3363	3.797659816414254e-01
3364	1.869529605405838e-01
3365	6.802065481716553e-02
3366	3.580841300238829e-01
3367	1.599494972682489e-01
3368	1.127104084272763e-01
3369	1.194126131708331e-01
3370	4.477799245823321e-01
3371	1.352316934953398e-01
3372	-1.612126988356579e-01
3373	8.511811287059165e-02
3374	3.124550075245284e-01
3375	1.735980322821468e-02
3376	4.947706406395090e-02
3377	-5.435257470699308e-02
3378	2.147928015591734e-01
3379	-5.181386893819877e-02
3380	1.125947434408343e-01
3381	4.086902564858174e-02
3382	2.144811881193658e-01
3383	-1.122792706415834e-01
3384	-1.230885042738250e-01
3385	-2.797139334834056e-01
3386	-3.435734020050638e-01
3387	-3.610552378432317e-01
3388	-1.504690647005958e-01
3389	-2.835172755285089e-02
3390	-7.621252271567807e-01
3391	-3.315790679071377e-02
3392	-2.177254249956545e-01
3393	-3.346060533244055e-01
3394	-5.716790421623797e-01
3395	-2.046336799950604e-01
3396	-8.677980784125096e-01
3397	-3.557214071914062e-01
3398	-6.833790463748124e-01
3399	-2.773223313586023e-01
3400	-5.444197138498060e-01
3401	-3.172475578830596e-01
3402	-4.590010953248709e-01
3403	-1.832782987909679e-01
3404	-4.412411534869569e-01
3405	-5.741254242073435e-02
3406	8.202750569502434e-02
3407	3.730271290020480e-02
3408	-6.934270467452307e-02
3409	-1.838372953035130e-01
3410	-4.663040276369476e-01
3411	-3.696259490902241e-02
3412	1.456076040919105e-01
3413	6.658990063589235e-02
3414	4.320401467043901e-01
3415	-1.463557655277377e-01
3416	-7.884946232355668e-02
3417	1.382008657679477e-01
3418	-1.747961506206226e-01
3419	-1.155644008496529e-01
3420	3.991732233020017e-01
3421	6.025356848948445e-02
3422	5.376316090299671e-01
3423	5.044419058192702e-01
3424	3.613241677887257e-01
3425	2.046612106933626e-01
3426	7.326374816276868e-01
3427	8.436528741602042e-02
3428	4.059426401439224e-01
3429	1.802379317622042e-01
3430	2.802534400395179e-01
3431	1.317248657720651e-02
3432	2.895816913317992e-01
3433	2.685281143455457e-01
3434	6.591400144922623e-01
3435	3.286524333394477e-01
3436	4.069381949096729e-01
3437	2.741169045885541e-03
3438	5.442776420880695e-02
3439	-1.037595722910437e-01
3440	-1.088384897472630e-01
3441	-4.391545056094873e-02
3442	-3.433117998442184e-01
3443	-2.066807626614438e-01
3444	1.306637999298598e-01
3445	7.655472995128242e-02
3446	-2.531079153999967e-01
3447	-9.763473368184143e-02
3448	-4.066852240520540e-02
3449	5.174665742856450e-02
3450	2.076509109032353e-01
3451	2.835034596947046e-01
3452	4.209467091117990e-01
3453	7.338758920772273e-02
3454	5.855061885025681e-01
3455	7.913682026162026e-02
3456	1.183090706532581e-01
3457	1.219481658574931e-01
3458	-1.948378313337416e-01
3459	2.720138623692563e-02
3460	-1.606742317271892e-01
3461	2.558030740679522e-01
3462	5.317770507434387e-01
3463	2.469242331654225e-01
3464	1.347792834695821e-01
3465	2.733173452055078e-01
3466	-8.148912148330424e-02
3467	9.240327236375499e-02
3468	2.432514340763588e-01
3469	1.718086680817742e-01
3470	4.535888620339539e-01
3471	2.659543221223874e-01
3472	7.811573346791235e-02
3473	-4.099152146247092e-02
3474	-1.095428468148876e-01
3475	1.969856572071529e-01
3476	-1.349883628650477e-01
3477	3.264740869127007e-01
3478	2.747093910690658e-01
3479	1.276623869336221e-01
3480	-2.546683796307800e-01
3481	-7.580380573715592e-02
3482	-4.275454198941014e-01
3483	-1.856858003504696e-01
3484	-3.522409287962367e-01
3485	7.761550954129344e-02
3486	-6.690407975269979e-01
3487	-1.232413146271653e-01
3488	-1.732629697977377e-01
3489	-2.032767041747797e-01
3490	1.434575159195615e-01
3491	-5.299105788867469e-02
3492	-2.752120259392284e-01
3493	-3.376085867675536e-01
3494	-4.586206735769861e-01
3495	-7.309720836421253e-02
3496	-2.225398533081265e-01
3497	-1.819533083816899e-01
3498	-4.872919654521082e-01
3499	1.542487044516194e-02
3500	2.363080757023226e-02
3501	2.705224591296998e-02
3502	1.239506895176947e-01
3503	-1.045574612627544e-01
3504	-1.329925825086876e-01
3505	-2.523695655222840e-01
3506	-2.577642312412127e-01
3507	3.591230021282081e-02
3508	7.593485524450666e-02
3509	-6.639535933630994e-02
3510	3.023532155131562e-02
3511	6.837541153733796e-02
3512	7.216661843909077e-02
3513	-6.045532165716506e-02
3514	2.649179892080012e-01
3515	8.633740203907994e-02
3516	-3.343949372433295e-01
3517	-1.669995367155197e-02
3518	-2.304783275004837e-01
3519	-6.785871563533839e-02
3520	-1.402787239229938e-01
3521	-8.916186604263901e-02
3522	4.059106632302174e-01
3523	-2.616952055820712e-02
3524	3.611749681338532e-01
3525	2.684934248299006e-01
3526	5.706832218754415e-01
3527	2.975036671593672e-01
3528	4.402531170994521e-01
3529	3.005181906616903e-01
3530	6.349833169297945e-01
3531	2.559291167609886e-01
3532	4.049752311867928e-01
3533	1.794218898976632e-01
3534	-1.206090141987723e-01
3535	2.976222082782965e-01
3536	1.626953441584868e-01
3537	1.118966824894947e-01
3538	4.196953872477026e-01
3539	1.588637232153760e-01
3540	3.461433498009078e-01
3541	3.008722996091951e-02
3542	-4.734769358278884e-01
3543	-1.802430515068585e-01
3544	5.178507860491408e-02
3545	-8.870988514223979e-02
3546	-1.375531329085655e-01
3547	4.418293776969432e-02
3548	1.537875958067797e-01
3549	-1.159563098115175e-01
3550	-1.103486110504566e-01
3551	-7.696826708913607e-02
3552	-1.129695786801400e-01
3553	-3.990559883512592e-02
3554	-3.424062658303300e-01
3555	-1.138426494251557e-01
3556	-3.632986388263120e-01
3557	8.706309953784526e-02
3558	3.142604940702272e-01
3559	1.566053493440630e-01
3560	1.065300369079895e-01
3561	5.976348927527342e-02
3562	2.926398303650193e-01
3563	-1.412321694140791e-02
3564	3.965601975275802e-02
3565	7.007616221165408e-02
3566	-2.434806810524941e-01
3567	1.155783981662535e-01
3568	-1.673586948572569e-01
3569	-1.616762225543554e-01
3570	2.225548708889681e-01
3571	-6.440645148424930e-02
3572	-3.981322305057455e-01
3573	-6.075813829149900e-02
3574	-3.779830982817437e-01
3575	-1.734731250998811e-01
3576	-2.126450700079261e-01
3577	-8.438662245906416e-02
3578	-3.423343703411507e-01
3579	-1.854612370080068e-01
3580	-2.623903612789050e-01
3581	1.418126801035391e-01
3582	6.963468617552018e-02
3583	1.721406345956430e-01
3584	2.113009598901564e-01
3585	2.237144562023234e-01
3586	3.754549304490091e-01
3587	-5.372099786119286e-02
3588	3.071742664566285e-01
3589	1.011013381617718e-02
3590	4.816184116112109e-01
3591	1.974145763423327e-01
3592	1.884431348770680e-01
3593	2.191970345394953e-01
3594	4.880876480306163e-01
3595	6.312995701445906e-02
3596	-6.632991482234354e-02
3597	3.414609601892135e-01
3598	2.807837280143631e-01
3599	-1.177248402843383e-01
3600	-7.738053309835000e-02
3601	-2.617281393678966e-01
3602	-4.002478496257502e-01
3603	-2.525663205773617e-01
3604	-3.830685602612731e-01
3605	-3.182621775087046e-03
3606	2.627950976371836e-01
3607	9.426138308281480e-02
3608	1.611126147108865e-01
3609	1.584181166956640e-01
3610	1.138685483813211e-01
3611	-1.396387308033150e-02
3612	5.039522689344694e-01
3613	1.821465785782041e-01
3614	4.827307281704847e-01
3615	3.368599947329943e-01
3616	1.877145635747534e-01
3617	1.910034670537420e-01
3618	1.256946454657427e-01
3619	2.700786797677465e-01
3620	-1.358610773017248e-01
3621	1.525873510469782e-01
3622	-2.145283745559903e-01
3623	3.102202745619160e-02
3624	-6.182941369605848e-02
3625	3.501005462654277e-02
3626	1.579110241870113e-02
3627	9.715017645780411e-03
3628	2.029595492512152e-01
3629	-6.437166058785222e-02
3630	5.104843569260911e-02
3631	6.083063387348123e-02
3632	1.331395021139684e-01
3633	2.377147054548283e-01
3634	4.137171688896941e-01
3635	5.592722103494095e-02
3636	3.492379698830860e-01
3637	2.623565192464499e-01
3638	5.471469710265210e-01
3639	4.838833816962723e-02
3640	2.590488379117493e-01
3641	-1.187543780257778e-01
3642	4.004090234653186e-01
3643	3.083072577366456e-02
3644	1.460301591565233e-01
3645	-1.080434932424027e-01
3646	-2.255700071481139e-01
3647	-3.060903098757637e-01
3648	-2.796784999706785e-01
3649	-2.017259824118117e-01
3650	-2.801614001280033e-01
3651	-2.774763398311183e-01
3652	-5.212578993370546e-01
3653	-2.916129735627512e-01
3654	-4.416975091998352e-01
3655	-2.493506559421687e-02
3656	-1.187098531908187e-01
3657	2.173364756343681e-01
3658	2.441274442489139e-01
3659	1.345629262616201e-01
3660	1.331713961073694e-01
3661	-2.289136264186845e-01
3662	-4.508506877555972e-01
3663	-3.121494000592028e-01
3664	-3.731663192891208e-01
3665	-2.502264172464101e-01
3666	-7.564058114839306e-01
3667	-1.830702818706502e-01
3668	-4.230191519801024e-01
3669	-2.479328557484930e-01
3670	2.210836454037140e-01
3671	7.622719795417217e-02
3672	1.907942062746346e-01
3673	1.942424621706574e-01
