# j	a_star(j)
# # d2 = 4.845610540691447e-02
# # N = 40000
4495	1.607848718091052e-01
4496	2.417793198052988e-02
4497	-1.570869211480653e-01
4498	1.925686211685734e-01
4499	-1.136758766492981e-01
4500	-1.661208015155207e-01
4501	-1.864986665794136e-01
4502	-2.088223255404001e-01
4503	1.101779310510932e-01
4504	-3.011964097611442e-02
4505	1.209280027237890e-01
4506	3.452988803695732e-01
4507	9.155147948463789e-02
4508	9.534886926325531e-02
4509	1.547665952847234e-01
4510	-3.925611947441561e-01
4511	1.006330065024665e-01
4512	3.751900490489640e-01
4513	3.019386629306017e-01
4514	6.253262716252745e-01
4515	7.333667624151327e-02
4516	5.768697281232961e-01
4517	3.354685402316735e-01
4518	4.466682473580674e-01
4519	2.517716680302758e-01
4520	2.041213225355372e-01
4521	3.058748500667526e-01
4522	-7.077118353306440e-02
4523	1.444260960750692e-01
4524	5.670280566364096e-01
4525	1.209546041191292e-01
4526	2.963092358920291e-01
4527	4.118589970980781e-02
4528	1.531750948408307e-05
4529	-4.726816989226453e-02
4530	-5.076943085915804e-01
4531	-1.057502403693106e-01
4532	-3.567589122991807e-01
4533	-2.000151673574056e-01
4534	-4.451328361799828e-01
4535	-2.893280610130580e-01
4536	-2.856275743691353e-01
4537	-2.694579818320421e-01
4538	-4.263036453269367e-01
4539	6.794879494128019e-02
4540	-3.720791748031345e-01
4541	-1.222525698604416e-01
4542	1.883956171268722e-01
4543	1.047731365909253e-01
4544	-2.518826469167308e-02
4545	8.279079328664291e-02
4546	-1.406081905658881e-01
4547	6.426911951769274e-02
4548	-1.680089315961158e-01
4549	7.627494944377197e-02
4550	7.201232329895253e-02
4551	1.600183972949359e-01
4552	-1.216023597434504e-01
4553	-8.329145871033250e-02
4554	-4.483517653806556e-02
4555	2.837183438308933e-03
4556	-1.127220838991430e-01
4557	2.525379293717310e-01
4558	1.602999718425511e-01
4559	8.783018243163089e-02
4560	2.364612710800930e-01
4561	8.350666810097851e-02
4562	-8.808447382293809e-02
4563	2.186616554344733e-01
4564	-1.657889041018008e-01
4565	3.361579172441579e-01
4566	4.157426518592668e-01
4567	1.619229361068132e-01
4568	9.046195955953434e-02
4569	1.072873413376258e-01
4570	2.987470776556729e-01
4571	-2.036068548442602e-02
4572	3.800176794061987e-03
4573	-1.246692339598474e-01
4574	-2.666005608637315e-01
4575	-2.698129662017087e-02
4576	-1.265282017430586e-01
4577	-1.299037923398334e-01
4578	-5.156119800261113e-01
4579	-6.036819224978442e-02
4580	-1.947078666808831e-01
4581	7.292998338448875e-02
4582	1.898563866910257e-01
4583	1.394028281407407e-01
4584	-3.469137089251778e-02
4585	8.883843288969602e-02
4586	-3.767105346892194e-01
4587	-1.020404126494575e-01
4588	-5.636934501572565e-01
4589	-2.732452820458044e-01
4590	-4.214830495546430e-01
4591	-1.465318045718998e-01
4592	-2.743227477044497e-01
4593	-2.526386679041119e-01
4594	-2.954321124069434e-01
4595	-1.724472072280241e-01
4596	-3.761710913537649e-01
4597	-9.406373955041980e-03
4598	-1.541699288156454e-01
4599	-1.249194853145643e-01
4600	4.081945765201156e-02
4601	-7.344226255819108e-02
4602	-3.332368840076745e-01
4603	7.071448181627618e-02
4604	2.712151136417420e-01
4605	1.798252077748896e-01
4606	2.487990570050051e-02
4607	-3.576100161102060e-02
4608	1.437751581316039e-01
4609	-4.874872904311146e-02
4610	4.400887897384754e-01
4611	1.961450428490955e-01
4612	2.174845113923919e-01
4613	-5.249881177764060e-02
4614	4.844527373976580e-01
4615	2.615113238668184e-01
4616	9.227294339023107e-02
4617	1.096869508113879e-01
4618	-8.053235873467861e-02
4619	-4.535560073663053e-02
4620	-2.830933764082073e-02
4621	8.500698337747171e-03
4622	-1.274047786975451e-01
4623	9.115041719350701e-02
4624	-4.591817118459856e-03
4625	9.223673954380687e-02
4626	-7.334732585471418e-02
4627	6.233116246721350e-02
4628	-1.061639341468949e-01
4629	-4.995156615174584e-02
4630	2.836730002048338e-01
4631	-1.913411325288382e-02
4632	2.484775860942353e-02
4633	5.288252866401712e-03
4634	3.876638350878390e-01
4635	2.215669059602079e-01
4636	1.433631509298995e-01
4637	2.516573881495542e-01
4638	5.344358103949571e-01
4639	2.958701769173433e-01
4640	4.792613320103684e-01
4641	1.447597960739807e-01
4642	6.465803873254035e-01
4643	3.015711453279404e-01
4644	3.148618583825623e-01
4645	1.490651305315382e-01
4646	4.863634163399422e-01
4647	4.982471644595984e-02
4648	3.006640810526058e-01
4649	2.161564236275071e-01
4650	4.394192305479961e-01
4651	2.325369745378349e-01
4652	4.830882275246958e-01
4653	1.580298470697342e-01
4654	5.645065649050922e-01
4655	2.039278630580711e-01
4656	2.470565652532866e-01
4657	2.200038145067783e-01
4658	3.943588313335674e-01
4659	9.578711366894981e-02
4660	-8.407508728515026e-02
4661	4.683643969237690e-04
4662	-1.151795485085094e-01
4663	5.467678885875790e-03
4664	-4.816723052297011e-02
4665	1.985545882025538e-01
4666	-2.160827905270759e-01
4667	-1.096332355096874e-01
4668	-3.142509734932719e-01
4669	1.620110045460581e-01
4670	1.644306463570690e-01
4671	-1.164217749282443e-02
4672	-1.065890045409258e-01
4673	4.453465885742936e-02
4674	-6.323245051733806e-01
4675	-2.888259813001637e-02
4676	-4.540732179205189e-01
4677	-3.197806832313721e-01
4678	-4.607659190694949e-01
4679	-2.505040680086647e-01
4680	-5.076372812167858e-01
4681	-3.230640242203748e-01
4682	-3.860911223538785e-01
4683	-1.273436614387311e-01
4684	-9.244638869489404e-02
4685	-2.191386069079857e-01
4686	-4.987407371352920e-01
4687	-1.678792236405595e-01
4688	-1.648779926160638e-01
4689	-7.305655935186055e-02
4690	-5.271875962101448e-01
4691	-1.303638043192220e-01
4692	7.504127927371418e-02
4693	-1.998968736086431e-01
4694	-3.226382700933116e-01
4695	-7.559584453886373e-02
4696	-2.078617892970807e-01
4697	-2.128912168917175e-02
4698	-2.357499073883199e-01
4699	-2.205874519390958e-01
4700	-2.539215830992033e-01
4701	-2.603335911809840e-01
4702	-3.261384599223801e-01
4703	-1.090957850473749e-01
4704	-1.111219540194758e-01
4705	-1.391643452253006e-01
4706	1.520978144473266e-01
4707	-3.353960264687939e-02
4708	-1.377726264287016e-01
4709	-7.561314299479634e-02
4710	-4.391712724156951e-01
4711	-1.095359412646257e-01
4712	-1.927276856937853e-01
4713	-2.582287904356853e-01
4714	-2.542875272334145e-01
4715	5.528311978756540e-02
4716	9.686759616548213e-02
4717	1.064213275498459e-02
4718	3.691035503847989e-01
4719	1.654642142871006e-01
4720	2.621669227085667e-01
4721	2.263238111896421e-01
4722	6.256271179909419e-01
4723	2.235366826388886e-01
4724	4.574771126819203e-01
4725	2.450573733861568e-01
4726	5.152830530922370e-01
4727	1.530781876677549e-01
4728	3.837085953085245e-01
4729	1.600658903656172e-01
4730	-1.819878482285095e-01
4731	2.316761736719312e-01
4732	2.169014106029652e-01
4733	1.503738685213288e-01
4734	1.065933000224161e-01
4735	1.650605573511064e-03
4736	1.369972728908474e-01
4737	4.861848009566786e-03
4738	2.566658687265738e-01
4739	-2.749035471635397e-02
4740	1.605176471978588e-01
4741	-1.252901691515410e-01
4742	-1.342370547229806e-01
4743	-2.470294408493876e-01
4744	-4.093792911579133e-02
4745	-1.307773346912551e-02
4746	-5.986381384259192e-01
4747	-1.726789761375330e-01
4748	-2.827110974706752e-02
4749	-2.703968724660556e-01
4750	-1.738327263736198e-01
4751	-1.381668129596759e-01
4752	-4.475621531457057e-01
4753	-2.546787121294454e-01
4754	-5.764972524980158e-01
4755	-2.386462915696923e-01
4756	-6.963178837817627e-01
4757	-3.194915807985083e-01
4758	-9.348289972524011e-01
4759	-2.180630170387459e-01
4760	-3.282977578351888e-01
4761	-2.978617405852896e-01
4762	-5.043215527767058e-01
4763	-3.867102408670726e-01
4764	-6.111343786020953e-01
4765	-4.050630641856779e-01
4766	-5.363806281444639e-01
4767	-2.445308948769012e-01
4768	-4.092448895219180e-01
4769	-3.738599973809090e-01
4770	-3.979074288487260e-01
4771	-3.543689914158484e-01
4772	-2.155371472053483e-01
4773	-1.438575479981497e-01
4774	-6.641652243773759e-01
4775	-2.360414099472239e-01
4776	-2.142415225902176e-01
4777	-2.898208447493490e-01
4778	-3.260492866335730e-01
4779	-9.936075209318736e-02
4780	-3.037524208234285e-01
4781	-1.886058279462810e-01
4782	9.921753744519467e-02
4783	-1.814582450199078e-02
4784	-1.036205515961931e-01
4785	-1.561662786675901e-01
4786	-1.487679864204190e-01
4787	3.329375789691515e-03
4788	-1.416289146308152e-01
4789	4.968542307711741e-02
4790	1.891559691886459e-01
4791	-8.698816123469882e-02
4792	-6.854138204084730e-02
4793	5.920929753572175e-02
4794	-5.418733202624455e-01
4795	2.136052234921964e-01
4796	-2.590579143350896e-01
4797	-7.075734114176370e-02
4798	-2.385471028099340e-01
4799	6.030118372936554e-02
4800	-1.356662053910616e-01
4801	1.296331104472825e-01
4802	7.419057857028870e-02
4803	-5.943091057781168e-02
4804	1.109113794805349e-01
4805	9.388825312054330e-02
4806	-1.025227553851208e-01
4807	2.160976582520341e-01
4808	-3.489093319602486e-02
4809	4.926879204527015e-02
4810	-3.916382268370983e-01
4811	4.719716866576750e-03
4812	-1.954594070706100e-01
4813	2.049780985960205e-01
4814	3.165248416545169e-01
4815	3.800677662266112e-02
4816	9.322131386356841e-02
4817	5.364042063351426e-02
4818	-5.406413820300551e-01
4819	-1.070023801992215e-01
4820	-2.883414336659134e-01
4821	-2.753712970849712e-01
4822	-2.520076332812561e-01
4823	2.262416457237863e-02
4824	-2.733734088104120e-01
4825	-3.229450993884733e-02
4826	2.253105452044970e-02
4827	-1.095938207239929e-01
4828	-3.646531827335704e-01
4829	-2.025438535634738e-01
4830	2.774475106370194e-01
4831	-5.089895708044571e-02
4832	-1.485127053267435e-01
4833	-2.101543570713305e-02
4834	-2.168930081714337e-01
4835	-2.183151224468162e-01
4836	1.267854219962907e-01
4837	-1.632395557259567e-01
4838	4.668866903864612e-02
4839	-2.048210715158569e-01
4840	-1.025053478707632e-01
4841	-2.015067847145659e-01
4842	-3.756137482085750e-01
4843	-2.715631240204710e-01
4844	-5.552532064153636e-01
4845	-5.621607309912409e-01
4846	-4.575133230825386e-01
4847	-3.533772837571577e-01
4848	-2.452196087918186e-01
4849	-2.754729405623775e-01
4850	-2.160054076115980e-01
4851	-2.203716281603238e-01
4852	-6.274663719883612e-03
4853	-2.313572154496580e-01
4854	1.053933994448359e-01
4855	-2.886991842726371e-01
4856	-1.131852152541032e-01
4857	-1.374567752250366e-01
4858	1.112975308227020e-01
4859	-1.362421699468174e-01
4860	6.097565962874188e-03
4861	-9.384462594877829e-02
4862	-4.837784962019491e-01
4863	-1.275200086084285e-01
4864	-4.815977496450056e-02
4865	1.386116754632266e-01
4866	2.521789370895375e-01
4867	-1.706568361122702e-02
4868	1.964122766083781e-01
4869	9.887145087664374e-02
4870	2.979522441592801e-01
4871	1.392743208401875e-02
4872	2.147324335190113e-02
4873	-9.799616269873690e-02
4874	-1.937131815602122e-01
4875	-2.901628705851960e-02
4876	-1.732673010431556e-01
4877	1.033899463786980e-01
4878	5.114917288719641e-03
4879	1.401159722332894e-01
4880	-8.814026966585908e-02
4881	-2.243093615798615e-01
4882	-2.411543197990620e-01
4883	-1.895445363888491e-01
4884	7.835527336475458e-02
4885	-1.720328340081781e-01
4886	1.566023737234988e-01
4887	-9.940586214570329e-02
4888	-6.830359962211872e-02
4889	-1.930586023501244e-02
4890	-4.249883457497420e-01
4891	-1.048899195376784e-01
4892	2.688120844061976e-02
4893	6.693474334652406e-02
4894	-6.524699642369305e-02
4895	8.493141493012620e-02
4896	-1.172672014404113e-02
4897	1.426372735215690e-02
4898	2.603310558762233e-01
4899	1.258309357256132e-01
4900	9.219515858553448e-02
4901	7.910592374514984e-02
4902	-3.853866177878734e-01
4903	1.494224123309688e-01
4904	1.313602463181467e-01
4905	8.620239449395439e-02
4906	3.649086775451675e-01
4907	1.515656699707125e-01
4908	-5.703510384448060e-02
4909	2.352114918409321e-01
4910	4.583886468980236e-01
4911	8.454826660107308e-02
4912	1.228047174487184e-01
4913	3.993008608713852e-02
4914	1.388113399268930e-01
4915	2.916326045109830e-03
4916	1.305268572451996e-01
4917	1.498497618190186e-01
4918	3.528392438475302e-02
4919	6.832130239342812e-02
4920	3.077589994798728e-01
4921	1.927717540743926e-01
4922	3.920062812680797e-01
4923	2.235880330586497e-01
4924	2.908821708966297e-01
4925	7.933692576917954e-02
4926	4.551870407534965e-01
4927	7.578565688713199e-03
4928	9.625175793526627e-02
4929	2.358956458816733e-01
4930	-3.289003140892443e-01
4931	8.389939683819138e-02
4932	2.176544229205433e-01
4933	8.294503045369141e-02
4934	-6.268193721100447e-02
4935	4.038379607997707e-02
4936	8.310149437564859e-02
4937	1.505070103049235e-01
4938	5.026956703727445e-01
4939	9.909864422311723e-02
4940	4.341071329583407e-01
4941	2.589791671876137e-01
4942	4.764559114130121e-01
4943	1.850948958246595e-01
4944	3.719193269279681e-01
4945	2.085152400883385e-01
4946	9.366591477255554e-02
4947	2.322088600135365e-01
4948	1.755009844966173e-01
4949	1.122705308551903e-01
4950	3.483675108846698e-01
4951	4.238245246936327e-02
4952	-4.379629399177325e-02
4953	2.743363467224822e-01
4954	-8.944382000431991e-02
4955	6.542618824887901e-04
4956	5.208322439094127e-01
4957	1.844477509560039e-01
4958	3.831001307598900e-01
4959	3.275530023399636e-01
4960	3.218093359654739e-01
4961	2.409076275850599e-01
4962	5.570249124866820e-01
4963	4.863517736971840e-02
4964	9.133934725488338e-02
4965	4.601280887472751e-01
4966	4.409286334865625e-01
4967	2.601859750700318e-01
4968	4.016472278404666e-01
4969	1.932233407985369e-01
4970	-2.421414367459617e-01
4971	2.024114181412372e-01
4972	3.484208417385918e-03
4973	1.945251958264790e-01
4974	4.711805725643030e-01
4975	1.696648464040039e-01
4976	2.522356056745449e-01
4977	1.617783365063609e-01
4978	4.592249930009085e-01
4979	1.396549143692315e-01
4980	6.189818397122731e-01
4981	1.174730577665101e-01
4982	4.312131079234573e-01
4983	2.603970717934193e-01
4984	2.432640643251761e-01
4985	1.126249498077855e-01
4986	1.314781482024109e-01
4987	1.500565886018559e-01
4988	-4.518518074950086e-03
4989	1.075098846088344e-02
4990	3.335299014022848e-01
4991	2.336138214035343e-01
4992	1.879100563842305e-01
4993	1.858638704788022e-01
4994	4.542321927693232e-01
4995	1.511847564664734e-02
4996	2.585690877681380e-01
4997	2.754450841097645e-03
4998	8.255148674247732e-02
4999	5.924930672405136e-02
5000	1.676842852325146e-01
5001	-3.232820281514937e-02
5002	3.090957620542613e-01
5003	1.808039469702085e-01
5004	4.490271807424292e-02
5005	-1.180556289735551e-01
5006	-9.798297411965450e-02
5007	-5.710416036642534e-02
5008	2.682354155240049e-02
5009	1.763075246265169e-01
5010	-2.622116904540939e-01
5011	2.105323898896503e-01
5012	4.510630192072439e-02
5013	2.630068995647959e-01
5014	3.441004664014609e-01
5015	2.971337133585920e-01
5016	1.411787157961606e-01
5017	1.117791808401637e-01
5018	2.958754644087234e-01
5019	3.078978859913222e-01
5020	5.792171097589175e-02
5021	2.406867277705632e-01
5022	1.607740973871548e-01
5023	2.243209881564268e-01
5024	1.473282832301929e-01
5025	1.952842995487551e-01
5026	2.983530945497087e-01
5027	2.757497090974249e-02
5028	-9.077764160078973e-02
5029	2.274970286929813e-02
5030	2.843149411684910e-01
5031	1.082842939527081e-01
5032	7.922100804623644e-02
5033	3.703699471671366e-02
5034	3.715396196429842e-01
5035	2.162856367887015e-01
5036	3.270275426037970e-01
5037	2.977614717779901e-01
5038	4.314831162398816e-01
5039	1.308973860423493e-01
5040	1.439826235031778e-01
5041	-2.788555635937515e-02
5042	-2.636851045881031e-01
5043	-6.190215129966036e-02
5044	-4.054522536241451e-01
5045	-1.836883414379566e-01
5046	-2.276184295844129e-01
5047	1.166071409282867e-02
5048	-6.885323669887643e-02
5049	-6.445317519016263e-03
5050	-1.292645762461967e-01
5051	3.542465013684773e-02
5052	-2.058506758433273e-01
5053	-6.042148461651047e-02
5054	-1.161365407865004e-01
5055	3.680913901009768e-02
5056	-4.963850450892460e-02
5057	-1.059452564172361e-01
5058	-7.415119426885308e-02
5059	-8.604868666235736e-02
5060	2.160367365111207e-01
5061	-5.821387620700391e-02
5062	-1.479353567467382e-01
5063	-1.586601898452806e-01
5064	-2.261685824280665e-02
5065	-1.202041761203616e-01
5066	1.091358342034936e-01
5067	-1.288712645714150e-02
5068	-1.684257943745120e-01
5069	-9.457836084910277e-02
5070	-1.899838280340050e-02
5071	-8.992593000201340e-02
5072	3.816365313722498e-02
5073	1.797815758898030e-01
5074	2.352492279646738e-01
5075	1.273532902160679e-01
5076	5.834444106894225e-02
5077	4.674370906292386e-02
5078	-1.895823771292313e-01
5079	-1.240879026664407e-01
5080	-1.238482417619674e-01
5081	-5.588702462295837e-02
5082	-2.507790275617916e-01
5083	4.002037141529838e-02
5084	-3.200375453579829e-01
5085	-9.446831672683934e-02
5086	-2.815702004973763e-01
5087	-6.238262130327572e-02
5088	-2.719592525562892e-01
5089	-1.645152975308169e-01
5090	5.575573285755372e-02
5091	-2.283530538694957e-01
5092	-2.665465654080417e-01
5093	-1.933683749339500e-01
5094	-4.209034390395427e-01
5095	-2.037674758013457e-01
5096	-3.314345699207412e-01
5097	-4.628517023768304e-01
5098	-4.089548993808038e-01
5099	-2.090551478884550e-01
5100	-4.829517661995665e-01
5101	-1.850999295049255e-01
5102	-3.592191128641372e-01
5103	-3.519152754799839e-01
5104	-2.725878833455875e-01
5105	-2.172806878267853e-01
5106	-4.178965362684539e-01
5107	-1.587443508580010e-02
5108	1.226390273714290e-01
5109	-2.983493803386936e-02
5110	-2.620618649807391e-01
5111	-1.077702307529497e-01
5112	2.934765694264236e-02
5113	-3.906805551353334e-02
5114	1.319128858951924e-02
5115	-1.125821088654063e-01
5116	2.283845347375956e-01
5117	1.960582045655867e-01
5118	4.717123013496580e-01
5119	1.503160021851647e-01
5120	2.103107760686436e-01
5121	1.170397809949746e-01
5122	3.154318276189224e-01
5123	2.032803553821310e-02
5124	4.445041651521992e-01
5125	1.112971203081260e-01
5126	3.640342219111108e-01
5127	8.303552379217961e-02
5128	1.757081078782758e-01
5129	1.255002828121392e-02
5130	4.612701123978576e-01
5131	3.834465683210879e-02
5132	3.156245587973452e-01
5133	3.120741321660364e-01
5134	4.831747326239537e-01
5135	3.018185980823170e-01
5136	4.444418900451667e-01
5137	6.176783943495920e-02
5138	3.784845766782080e-01
5139	2.562272145254769e-01
5140	3.733486485014214e-02
5141	6.798566970185423e-02
5142	5.012814725542117e-01
5143	1.201958474309246e-01
5144	3.072171732963254e-01
5145	2.805972787411672e-01
5146	5.219121467697228e-01
5147	2.929798942460899e-01
5148	5.790685689218681e-01
5149	2.271537041220561e-01
5150	2.583288734036984e-01
5151	4.286131582082562e-01
5152	3.630463598062893e-01
5153	1.764033106036345e-01
5154	5.872380137852564e-01
5155	-4.303627442212942e-02
5156	1.968309262270146e-01
5157	4.401938391616658e-02
5158	3.182333987638614e-02
5159	1.889892008827545e-02
5160	-2.686555403840957e-02
5161	-5.439909857053766e-02
5162	2.558131571585519e-01
5163	-8.611510641895682e-02
5164	1.677425255571125e-01
5165	-1.663626671094701e-01
5166	-9.602384341265596e-03
5167	-3.279601314734508e-02
5168	-2.162731728922487e-02
5169	-1.337704456118428e-01
5170	-4.956509339295451e-01
5171	-2.119638704188780e-02
5172	-2.069794479203496e-01
5173	-4.882458359024165e-02
5174	2.154322635959136e-01
5175	-8.758907116086206e-02
5176	9.136195133351106e-03
5177	-5.967497308305757e-02
5178	1.605729055942435e-01
5179	-7.169716872968802e-02
5180	5.675041817908390e-02
5181	-1.580295594551886e-02
5182	-2.821101760861651e-01
5183	-2.433128590968235e-01
5184	-2.568473459834756e-01
5185	-9.768311946184333e-02
5186	-2.114270423148361e-01
5187	-3.164911512929722e-01
5188	1.348110636063794e-02
5189	-5.649190087834630e-02
5190	-5.394457789058171e-01
5191	-1.097161963869830e-01
5192	-2.482883727977857e-02
5193	-1.009041913876170e-01
5194	-1.705971080825443e-01
5195	-9.933550500757295e-02
5196	-1.147415705065778e-01
5197	1.072907281252812e-01
5198	3.150829465319816e-01
5199	-2.304308486253019e-02
5200	1.231803145898618e-01
5201	-1.177822997373271e-01
5202	5.337947783179756e-02
5203	1.283982671314146e-02
5204	2.027433245310769e-01
5205	9.838130406146281e-02
5206	3.326423092449348e-01
5207	-1.902156218204945e-03
5208	2.079944429985444e-01
5209	4.119158470575909e-02
5210	4.556492229529273e-01
5211	-9.527739243172533e-03
5212	2.042900855641762e-01
5213	-5.393415931053239e-02
5214	-2.995952784324976e-01
5215	1.182743928013027e-01
5216	-3.475488760098246e-02
5217	-9.306128336417402e-02
5218	-1.553123950543943e-01
5219	-1.791884797001050e-01
5220	-7.614381570255821e-02
5221	-2.871074364665623e-02
5222	3.465934230026733e-01
5223	-3.589200673647772e-02
5224	2.708700625737815e-01
5225	2.160226368763501e-01
5226	-1.072445243025781e-01
5227	2.141676824513512e-01
5228	3.497451386728540e-01
5229	6.522864041951110e-02
5230	4.750486592506187e-01
5231	1.304234988751129e-01
5232	5.041015167850324e-02
5233	2.508723196490326e-02
5234	-3.825755081630376e-02
5235	2.466733549197354e-02
5236	2.627609651551734e-01
5237	-2.248086683732165e-02
5238	1.504007586001445e-02
5239	-5.025152529419190e-02
5240	4.446661688711689e-03
5241	-2.093905157915451e-01
5242	-7.210121579199683e-02
5243	-5.829374540296731e-02
5244	2.325302070032905e-01
5245	-1.034679439789058e-01
5246	2.191647729185394e-01
5247	6.226721293023092e-02
5248	2.831976112026887e-02
5249	-8.425879405813369e-02
5250	-4.525251608403601e-03
5251	-8.882087713976354e-02
5252	-1.637028289617230e-01
5253	1.549618885140071e-01
5254	1.422901699929658e-01
5255	-4.356907541103036e-02
5256	8.098883604924710e-02
5257	-1.208424637857697e-02
5258	1.925984704555693e-01
5259	2.877091316770529e-02
5260	-1.965657010342110e-01
5261	4.769817796058907e-02
5262	1.940198092123359e-01
5263	-6.468286922361327e-02
5264	-1.134055386888762e-01
5265	-4.261333358157864e-02
5266	-2.755904387851055e-01
5267	-1.619062575293921e-01
5268	-3.129024218228617e-01
5269	-1.091141223437894e-01
5270	-4.615339901920388e-01
5271	1.948644196301778e-02
5272	-2.131131481943007e-02
5273	7.181796227674048e-02
5274	-2.064858223418559e-02
5275	1.296660093161535e-01
5276	2.005476873503659e-01
5277	4.392741649779070e-02
5278	-1.223098482051683e-01
5279	1.793282705340588e-01
5280	2.487675572078553e-01
5281	2.573658394571052e-01
5282	5.151956845344116e-01
5283	3.101018180087372e-01
5284	3.987363360500426e-01
5285	2.750434518272629e-01
5286	5.595856192053619e-01
5287	7.047169972972986e-02
5288	1.813969847263288e-01
5289	3.154026408525795e-01
5290	6.791343724994753e-02
5291	1.162444608472650e-01
5292	1.712966857391007e-01
5293	-3.323010575545829e-02
5294	-1.033914597241471e-01
5295	2.267032280375298e-01
5296	-3.453003879160622e-02
5297	6.390669775143422e-02
5298	2.747660831562083e-01
5299	4.987008605681793e-02
5300	1.543571381538921e-01
5301	2.246644180863273e-01
5302	2.731141581446234e-01
5303	1.242262021798054e-01
5304	2.196855725283453e-01
5305	-8.473610115203546e-02
5306	2.657128132927603e-01
5307	1.328780797065258e-01
5308	6.695386460474326e-02
5309	-1.066546644483822e-01
5310	-1.666935073438533e-01
5311	-2.001215409765886e-01
5312	-2.413060067843960e-01
5313	-3.216704775013827e-01
5314	-4.336330075885109e-01
5315	-3.566052337061248e-01
5316	-4.911244435324947e-01
5317	-3.456425813403878e-01
5318	-4.365814039163118e-01
5319	-1.674579502495078e-01
5320	-2.655079637695908e-01
5321	-1.814029111644745e-01
5322	3.738541730695056e-06
5323	-9.234961140140212e-02
5324	-2.495836835651969e-01
5325	-2.151263258413119e-01
5326	-3.676946375568726e-01
5327	-3.037344487501137e-01
5328	-3.054420135381269e-01
5329	-2.206879353919376e-01
5330	-7.210765411382575e-01
5331	-2.720983051637795e-01
5332	-3.973155369047893e-01
5333	-1.007156260067514e-01
5334	-6.498682957815238e-01
5335	-5.760003654369949e-02
5336	-7.921588104419831e-02
5337	-1.356256109677023e-01
5338	2.874850299261167e-02
5339	-2.080600262504732e-01
5340	-7.061312725918023e-02
5341	-1.979559840662074e-01
5342	-3.750493484709741e-01
5343	-1.383340317323199e-01
5344	-3.285405078588302e-01
5345	-2.562532719271623e-01
5346	-3.186434349790325e-01
5347	-8.413212352064636e-02
5348	-3.718990533265833e-01
5349	-1.525572176581012e-01
5350	-3.981129479081670e-01
5351	-1.022113714778566e-01
5352	-3.119152966696756e-01
5353	-2.110913280153272e-01
5354	-4.233254505584466e-01
5355	-3.677861034491967e-01
5356	-4.761915636844431e-01
5357	-3.042145064750014e-01
5358	-7.394925800996557e-01
5359	-3.018833008556848e-01
5360	-3.670053811141745e-01
5361	-3.462333386262911e-01
5362	-1.075196787143164e-01
5363	-2.300815518351468e-01
5364	-3.670990017910101e-01
5365	-1.528120348600108e-01
5366	-4.181291354604883e-01
5367	-3.760577069422449e-01
5368	-4.137226360122833e-01
5369	-1.214596106211432e-01
5370	-8.122886046557609e-01
5371	-3.039865580435147e-01
5372	-6.179023772421158e-01
5373	-3.629494715526094e-01
5374	-5.717813525539897e-01
5375	-2.446759611696547e-01
5376	-4.325543955610686e-01
5377	-2.820633078658130e-01
5378	-4.574875524532278e-01
5379	-1.470153744951203e-02
5380	-4.564665138337863e-01
5381	-1.180698641210387e-01
5382	-2.968805562586039e-01
5383	-1.923502902229377e-01
5384	-3.085361732604091e-01
5385	2.942691085167399e-02
5386	-3.442256240686385e-01
5387	-1.196621596061603e-01
5388	-4.980252735289447e-01
5389	-1.696184008374605e-01
5390	-2.696256274678058e-01
5391	-1.347388895467502e-01
5392	-2.733603753153427e-01
5393	-4.413271098272954e-02
5394	-6.163643992753257e-01
5395	9.552214135822550e-02
5396	-3.598795621414118e-01
5397	2.702367669583882e-02
5398	-2.308514522009197e-01
5399	1.726536863377248e-02
5400	3.645311851524517e-02
5401	5.621215062420989e-03
5402	1.049189238305730e-01
5403	4.395395753477342e-03
5404	-1.768553496193469e-01
5405	2.951094261611061e-01
5406	-1.930350427994963e-01
5407	1.185849315574342e-01
5408	1.146901976424869e-01
5409	1.069446811435594e-01
5410	3.775799459309367e-01
5411	3.141282051816238e-02
5412	4.073775748786661e-01
5413	7.629619929282536e-02
5414	-6.814784269894872e-02
5415	9.411340389797046e-02
5416	-6.138742376340636e-02
5417	4.041346195447870e-02
5418	6.049703386560452e-02
5419	3.041007588389544e-02
5420	-2.774317585993996e-01
5421	5.681092877187352e-02
5422	-2.943595326603637e-01
5423	-1.300542069837526e-02
5424	-2.721802289954397e-01
5425	-2.340703490746108e-01
5426	-4.658985395121157e-01
5427	-2.749928302115787e-01
5428	-5.339019942890866e-01
5429	-2.422979705254571e-01
5430	-7.460504754266477e-01
5431	-1.781076607683729e-01
5432	-2.868987504327138e-01
5433	-2.734161690709117e-01
5434	-5.418171991156087e-01
5435	-1.714516949421979e-01
5436	-1.242642465742499e-01
5437	-5.756850692735411e-02
5438	-1.909826296046754e-01
5439	4.656477153988359e-03
5440	-6.672835512077435e-02
5441	5.854266102451296e-02
5442	3.428999753619186e-01
5443	9.347331425616072e-02
5444	2.253771295187263e-01
5445	5.747278529324885e-02
5446	3.514987932780084e-01
5447	1.448371611559873e-05
5448	1.729613930732028e-01
5449	1.161519847481226e-01
5450	-9.234460732689120e-02
5451	2.335330831798004e-01
5452	-1.145984332942344e-01
5453	2.368112640194394e-01
5454	3.655856573713338e-02
5455	-5.454397146141565e-02
5456	-3.195842619581297e-02
