omega_j	omega_k	Q_value
1	1	1.606847328021878e-1
1	2	-2.245218265040991e-2
1	3	-8.900165573081218e-3
2	1	-2.245218265040996e-2
2	2	2.356572390295488e-1
2	3	4.244835137902839e-2
3	1	-8.900165573081223e-3
3	2	4.244835137902839e-2
3	3	2.440625204501621e-2
