omega_j	omega_k	Q_value
1	1	1.809918783696635e-1
1	2	-2.759409448007915e-2
1	3	-6.079470321321962e-3
1	4	4.633665011183916e-5
2	1	-2.759409448007912e-2
2	2	2.679415793483134e-1
2	3	2.061968943807061e-2
2	4	-6.436395578774572e-5
3	1	-6.079470321321972e-3
3	2	2.061968943807059e-2
3	3	1.199782738683115e-1
3	4	-2.121061132824866e-3
4	1	4.633665011184012e-5
4	2	-6.436395578774480e-5
4	3	-2.121061132824866e-3
4	4	1.304356930078922e-4
