beta	free_energy	specific_heat	entropy
2.660290943601324e-1	-1.257072206852781e1	7.783674582761973e-3	3.362473240492790e0
2.848493020421154e-1	-1.173568856673755e1	8.544293877548037e-3	3.361915458711529e0
3.050009438593193e-1	-1.095596181402322e1	9.350076610660575e-3	3.361304126979650e0
3.265782120165476e-1	-1.022789062590213e1	1.019779605372989e-2	3.360636260670310e0
3.496819623388400e-1	-9.548064648655442e0	1.108276709080958e-2	3.359909144513105e0
3.744201856887692e-1	-8.913298389277530e0	1.199866901516420e-2	3.359120438426478e0
4.009085127341184e-1	-8.320616300874738e0	1.293739052865258e-2	3.358268294781848e0
4.292707544253102e-1	-7.767238855203864e0	1.388891200456567e-2	3.357351485082773e0
4.596394807088690e-1	-7.250569538780793e0	1.484124271555251e-2	3.356369532921183e0
4.921566401819197e-1	-6.768182713398950e0	1.578043293086847e-2	3.355322848783909e0
5.269742235841008e-1	-6.317812285980004e0	1.669068215526545e-2	3.354212860869444e0
5.642549742281584e-1	-5.897341136437999e0	1.755456483506804e-2	3.353042134609910e0
6.041731486898964e-1	-5.504791255671867e0	1.835339305416539e-2	3.351814472185057e0
6.469153313130815e-1	-5.138314548908945e0	1.906773152666286e-2	3.350534982109374e0
6.926813063364340e-1	-4.796184262403197e0	1.967807306160913e-2	3.349210108153073e0
7.416849917191733e-1	-4.476786993948285e0	2.016567228000022e-2	3.347847606634974e0
7.941554390299784e-1	-4.178615249805746e0	2.051352163373598e-2	3.346456461727814e0
8.503379040730218e-1	-3.900260512488589e0	2.070743705457227e-2	3.345046730063145e0
9.104949932553499e-1	-3.640406785408643e0	2.073720174314157e-2	3.343629308791163e0
9.749078910539419e-1	-3.397824581732422e0	2.059769724213073e-2	3.342215625434802e0
1.043877674319831e0	-3.171365325951790e0	2.028993325953914e-2	3.340817253342109e0
1.117726719562564e0	-2.959956137731756e0	1.982187456384122e-2	3.339445463076645e0
1.196800209792892e0	-2.762594968630941e0	1.920895789198366e-2	3.338110727273413e0
1.281467747966936e0	-2.578346063389636e0	1.847419740211825e-2	3.336822203685554e0
1.372125084573329e0	-2.406335718735242e0	1.764779637739469e-2	3.335587227510449e0
1.469195967438383e0	-2.245748314143904e0	1.676621695548822e-2	3.334410848629913e0
1.573134122395565e0	-2.095822590778372e0	1.587070789869379e-2	3.333295451120955e0
1.684425374077303e0	-1.955848156920949e0	1.500534947482474e-2	3.332240490421122e0
1.803589916742031e0	-1.825162200620237e0	1.421473812762509e-2	3.331242377323673e0
1.931184745750712e0	-1.703146392907050e0	1.354149287966634e-2	3.330294527512886e0
2.067806261057996e0	-1.589223967696825e0	1.302380977472758e-2	3.329387581281004e0
2.214093054887144e0	-1.482856967232006e0	1.269330963937098e-2	3.328509781779190e0
2.370728896618809e0	-1.383543644453167e0	1.257340991155746e-2	3.327647483679141e0
2.538445928845533e0	-1.290816015845925e0	1.267840000579503e-2	3.326785749894990e0
2.718028089530875e0	-1.204237559941642e0	1.301331531914832e-2	3.325908984466938e0
2.910314776268925e0	-1.123401057655307e0	1.357459889434742e-2	3.325001546754787e0
3.116204769771581e0	-1.047926570998840e0	1.435142993018268e-2	3.324048296632302e0
3.336660434922605e0	-9.774595564698989e-1	1.532750614882032e-2	3.323035031943248e0
3.572712219034939e0	-9.116691087200878e-1	1.648301233397283e-2	3.321948796168214e0
3.825463468336912e0	-8.502463291438126e-1	1.779650295935366e-2	3.320778053003265e0
4.096095585200327e0	-7.929028130146168e-1	1.924647424043352e-2	3.319512741804986e0
4.385873550216306e0	-7.393692479288403e-1	2.081248898293040e-2	3.318144240383247e0
4.696151834929955e0	-6.893941157458006e-1	2.247582488404137e-2	3.316665267332550e0
5.028380732870949e0	-6.427424900144535e-1	2.421971781624295e-2	3.315069754543455e0
5.384113138472426e0	-5.991949210454884e-1	2.602934368674881e-2	3.313352712970258e0
5.765011805563968e0	-5.585464012562755e-1	2.789171293631044e-2	3.311510103623500e0
6.172857119366072e0	-5.206054040755795e-1	2.979564026618362e-2	3.309538714031580e0
6.609555418313799e0	-4.851929904283010e-1	3.173190913624905e-2	3.307436030636272e0
7.077147904607222e0	-4.521419775277871e-1	3.369369187008339e-2	3.305200091380020e0
7.577820185137978e0	-4.212961653176368e-1	3.567722708674118e-2	3.302829300638012e0
8.113912487388024e0	-3.925096163961059e-1	3.768270673174650e-2	3.300322190292307e0
8.687930598051347e0	-3.656459856243386e-1	3.971528878899678e-2	3.297677115319982e0
9.302557575507560e0	-3.405778958840816e-1	4.178612759017020e-2	3.294891878889674e0
9.960666290893576e0	-3.171863566391046e-1	4.391329856800880e-2	3.291963289908263e0
1.066533285639250e1	-2.953602220956230e-1	4.612248645484275e-2	3.288886664685574e0
1.141985100350561e1	-2.749956858754257e-1	4.844730578815920e-2	3.285655293393667e0
1.222774747851419e1	-2.559958092313657e-1	5.092913268860617e-2	3.282259900683604e0
1.309279852709216e1	-2.382700799644294e-1	5.361635051947233e-2	3.278688137373635e0
1.401904754512124e1	-2.217339993568426e-1	5.656295168439523e-2	3.274924145519556e0
1.501082397821168e1	-2.063086946250061e-1	5.982649370573261e-2	3.270948241302725e0
1.607276355826827e1	-1.919205546234785e-1	6.346547688009489e-2	3.266736757995335e0
1.720982997169042e1	-1.785008867956047e-1	6.753628662103296e-2	3.262262084083964e0
1.842733806048749e1	-1.659855936608613e-1	7.208991605228138e-2	3.257492919321197e0
1.973097866475539e1	-1.543148674408811e-1	7.716874111995684e-2	3.252394754675308e0
2.112684522263186e1	-1.434329017376720e-1	8.280364862143512e-2	3.246930562378954e0
2.262146225206391e1	-1.332876194677157e-1	8.901180652566161e-2	3.241061661875838e0
2.422181584751555e1	-1.238304165027044e-1	9.579531047999815e-2	3.234748709325171e0
2.593538633416265e1	-1.150159206524523e-1	1.031408430472872e-1	3.227952745448520e0
2.777018323220658e1	-1.068017657347399e-1	1.110203547576170e-1	3.220636231404601e0
2.973478269473505e1	-9.914838050587335e-2	1.193926385578752e-1	3.212764006467411e0
3.183836759412195e1	-9.201879218003432e-2	1.282055466368496e-1	3.204304114409197e0
3.409077044433623e1	-8.537844416035643e-2	1.373985151473625e-1	3.195228465783231e0
3.650251935978635e1	-7.919502746294445e-2	1.469050352867525e-1	3.185513327439774e0
3.908488726551911e1	-7.343832516332416e-2	1.566547437408763e-1	3.175139654481321e0
4.184994458879138e1	-6.808006905872137e-2	1.665748931024721e-1	3.164093299475952e0
4.481061567830121e1	-6.309380763952016e-2	1.765910839326453e-1	3.152365146095722e0
4.798073921479484e1	-5.845478441135305e-2	1.866272704002236e-1	3.139951217968619e0
5.137513289541644e1	-5.413982560856862e-2	1.966051697881713e-1	3.126852808558066e0
5.500966269414700e1	-5.012723638522181e-2	2.064433003708973e-1	3.113076665604888e0
5.890131702206858e1	-4.639670465084552e-2	2.160559400261574e-1	3.098635245859312e0
6.306828613408975e1	-4.292921182231164e-2	2.253523432224736e-1	3.083547034182799e0
6.753004715329426e1	-3.970694987749974e-2	2.342365794435677e-1	3.067836897035153e0
7.230745511032993e1	-3.671324421030105e-2	2.426083571789434e-1	3.051536415340395e0
7.742284042337333e1	-3.393248189058837e-2	2.503651609278005e-1	3.034684117823256e0
8.290011327430592e1	-3.135004501962749e-2	2.574059362693679e-1	3.017325516317344e0
8.876487536897459e1	-2.895224893464315e-2	2.636363963669902e-1	2.999512833592938e0
9.504453960392442e1	-2.672628505100346e-2	2.689757930386096e-1	2.981304316753912e0
1.017684581989441e2	-2.466016813415000e-2	2.733647185355211e-1	2.962763049279293e0
1.089680598943378e2	-2.274268776682242e-2	2.767732236738968e-1	2.943955214162861e0
1.166769968542103e2	-2.096336372550200e-2	2.792083117448882e-1	2.924947817649981e0
1.249313019624090e2	-1.931240491299198e-2	2.807197550828479e-1	2.905805952009430e0
1.337695572463596e2	-1.778067142481387e-2	2.814032276394162e-1	2.886589747165624e0
1.432330742160310e2	-1.635963927031248e-2	2.813999696968669e-1	2.867351223202069e0
1.533660869609654e2	-1.504136723854259e-2	2.808925812308727e-1	2.848131297104947e0
1.642159589079450e2	-1.381846540391964e-2	2.800970244854998e-1	2.828957208536347e0
1.758334042057126e2	-1.268406481121373e-2	2.792514248675039e-1	2.809840606427482e0
1.882727247715366e2	-1.163178796107215e-2	2.786027043144636e-1	2.790776482099497e0
2.015920641076187e2	-1.065571982705303e-2	2.783923846413606e-1	2.771743052572479e0
2.158536790737205e2	-9.750379259873227e-3	2.788430075951036e-1	2.752702601371996e0
2.311242308863281e2	-8.910690758974131e-3	2.801465165661078e-1	2.733603187549358e0
2.474750967045264e2	-8.131956701049072e-3	2.824556526314043e-1	2.714381050722937e0
2.649827032589919e2	-7.409830198324468e-3	2.858789868702453e-1	2.694963482116536e0
2.837288840835461e2	-6.740288809192420e-3	2.904797135981710e-1	2.675271905897834e0
3.038012620190243e2	-6.119609338458127e-3	2.962778428473918e-1	2.655224923496598e0
3.252936587773524e2	-5.544343947004346e-3	3.032550252849026e-1	2.634741112787146e0
3.483065334802002e2	-5.011297747844568e-3	3.113609729334297e-1	2.613741436546107e0
3.729474522220242e2	-4.517508006358175e-3	3.205203386998949e-1	2.592151189910200e0
3.993315908523008e2	-4.060224996728711e-3	3.306389997886689e-1	2.569901492508854e0
4.275822733270646e2	-3.636894503346941e-3	3.416089445749086e-1	2.546930395265133e0
4.578315481460660e2	-3.245141902590437e-3	3.533113528865063e-1	2.523183713846645e0
4.902208055699485e2	-2.882757721887936e-3	3.656179203986243e-1	2.498615713194489e0
5.249014385023975e2	-2.547684551418578e-3	3.783909191940485e-1	2.473189748615146e0
5.620355501263433e2	-2.238005178413468e-3	3.914828104549513e-1	2.446878923284066e0
6.017967116018481e2	-1.951931821598267e-3	4.047363511418241e-1	2.419666760642211e0
6.443707733672458e2	-1.687796358975340e-3	4.179860277544999e-1	2.391547828167537e0
6.899567338357455e2	-1.444041460488161e-3	4.310613297788783e-1	2.362528201979638e0
7.387676695478855e2	-1.219212553360157e-3	4.437919222898943e-1	2.332625641731032e0
7.910317311275713e2	-1.011950558816636e-3	4.560143045434885e-1	2.301869357558467e0
8.469932096969241e2	-8.209853432636332e-4	4.675791638002357e-1	2.270299292841975e0
9.069136787345925e2	-6.451298255316032e-4	4.783584356573888e-1	2.237964908516500e0
9.710732167147150e2	-4.832746766355412e-4	4.882510981779251e-1	2.204923522933054e0
1.039771716241393e3	-3.343835424284709e-4	4.971869369401065e-1	2.171238321542568e0
1.113330285797790e3	-1.974887151503560e-4	5.051278580823423e-1	2.136976191709753e0
1.192092750661843e3	-7.168717905380957e-5	5.120667105688245e-1	2.102205553743081e0
1.276427260004155e3	4.386304118560828e-5	5.180239238569461e-1	2.066994349660884e0
1.366728007679907e3	1.499462929474567e-4	5.230425130991873e-1	2.031408321205884e0
1.463417074758027e3	2.472925220378685e-4	5.271821268709372e-1	1.995509665979977e0
1.566946402399996e3	3.365803536878409e-4	5.305128246679875e-1	1.959356113475243e0
1.677799904309760e3	4.184400564931029e-4	5.331092123116129e-1	1.923000417553672e0
1.796495728628792e3	4.934564062180040e-4	5.350454814240849e-1	1.886490221791606e0
1.923588679848698e3	5.621714567608285e-4	5.363918316222376e-1	1.849868219224258e0
2.059672812061903e3	6.250872180373455e-4	5.372127103762966e-1	1.813172496900618e0
2.205384205671597e3	6.826682350942658e-4	5.375672606712660e-1	1.776436927327502e0
2.361403940539830e3	7.353440592900840e-4	5.375122704331549e-1	1.739691445045797e0
2.528461279470777e3	7.835116007566763e-4	5.371077177355643e-1	1.702962032615914e0
2.707337076909207e3	8.275373515258045e-4	5.364246768474581e-1	1.666270244381900e0
2.898867428787138e3	8.677594706417504e-4	5.355549169634175e-1	1.629632126829109e0
3.103947580578558e3	9.044897261754831e-4	5.346210677430168e-1	1.593056455836948e0
3.323536111829188e3	9.380152940007111e-4	5.337858612698542e-1	1.556542301438222e0
3.558659416720492e3	9.686004189197908e-4	5.332588092873282e-1	1.520076039235336e0
3.810416501610842e3	9.964879494407186e-4	5.332988184847544e-1	1.483628036670342e0
4.079984121978299e3	1.021900762309499e-3	5.342116895429890e-1	1.447149331095916e0
4.368622282776124e3	1.045043095997650e-3	5.363420973939425e-1	1.410568667151915e0
4.677680127910487e3	1.066101813236265e-3	5.400603381571266e-1	1.373790264570832e0
5.008602246368642e3	1.085247611323579e-3	5.457446451740362e-1	1.336692648819157e0
5.362935424473952e3	1.102636195729092e-3	5.537600558760362e-1	1.299128813786969e0
5.742335875828450e3	1.118409428245403e-3	5.644346065608764e-1	1.260927923603305e0
6.148576982737199e3	1.132696456494573e-3	5.780331658610048e-1	1.221898722642234e0
6.583557585299121e3	1.145614827720678e-3	5.947287668475504e-1	1.181834818015382e0
7.049310856908917e3	1.157271586856164e-3	6.145712086067806e-1	1.140522014471385e0
7.548013807655688e3	1.167764356728238e-3	6.374532518599074e-1	1.097747882522801e0
8.081997460038645e3	1.177182396482117e-3	6.630760109393430e-1	1.053313678631068e0
