beta	free_energy	specific_heat	entropy
1.000000000000001e-2	-3.366214983776285e2	1.974708595044449e-5	3.367285881882764e0
1.070744922570407e-2	-3.143735918430762e2	2.260386161311944e-5	3.367284436626705e0
1.146494689210306e-2	-2.935956307717041e2	2.587099891056268e-5	3.367282782382516e0
1.227603367225872e-2	-2.741904954184249e2	2.960678211295650e-5	3.367280889151498e0
1.314450072387436e-2	-2.560674828567671e2	3.387762362989725e-5	3.367278722679045e0
1.407440740981151e-2	-2.391418830175904e2	3.875916345416278e-5	3.367276243862233e0
1.507010027224297e-2	-2.233345827393879e2	4.433750953638549e-5	3.367273408077520e0
1.613623334913107e-2	-2.085716959794257e2	5.071063535386132e-5	3.367270164418406e0
1.727778992799335e-2	-1.947842184572630e2	5.798995238323331e-5	3.367266454831664e0
1.850010583863699e-2	-1.819077051163799e2	6.630207665099083e-5	3.367262213139580e0
1.980889439373569e-2	-1.698819688963121e2	7.579080998169271e-5	3.367257363934229e0
2.121027309382589e-2	-1.586507994072827e2	8.661935794334222e-5	3.367251821328349e0
2.271079222154577e-2	-1.481617001923608e2	9.897280773894196e-5	3.367245487545874e0
2.431746545877162e-2	-1.383656433490463e2	1.130608903308357e-4	3.367238251333505e0
2.603780266976096e-2	-1.292168403633269e2	1.291210518051557e-4	3.367229986173061e0
2.787984500353672e-2	-1.206725280850242e2	1.474218592553513e-4	3.367220548272599e0
2.985220247958684e-2	-1.126927688440228e2	1.682667661213517e-4	3.367209774312575e0
3.196409423256132e-2	-1.052402637730646e2	1.919982607605452e-4	3.367197478921662e0
3.422539160407704e-2	-9.828017846452315e1	2.190024197987929e-4	3.367183451855277e0
3.664666428304932e-2	-9.177998014621431e1	2.497138842112853e-4	3.367167454848498e0
3.923922971021731e-2	-8.570928561514462e1	2.846212707500402e-4	3.367149218114032e0
4.201520597778904e-2	-8.003971921837353e1	3.242730238334717e-4	3.367128436455220e0
4.498756847146741e-2	-7.474478021712774e1	3.692837028319983e-4	3.367104764964105e0
4.817021051961223e-2	-6.979971891415670e1	4.203406862248108e-4	3.367077814275335e0
5.157800833302238e-2	-6.518142096527711e1	4.782112566774103e-4	3.367047145348521e0
5.522689053887783e-2	-6.086829933430171e1	5.437500089124636e-4	3.367012263754866e0
5.913391263385505e-2	-5.684019338626887e1	6.179064944376589e-4	3.366972613448752e0
6.331733670442230e-2	-5.307827464724991e1	7.017329827842361e-4	3.366927570012003e0
6.779671678694105e-2	-4.956495879016495e1	7.963921768557012e-4	3.366876433368131e0
7.259299026656094e-2	-4.628382343513466e1	9.031646691980364e-4	3.366818419976688e0
7.772857574212309e-2	-4.321953138006568e1	1.023455865388079e-3	3.366752654534407e0
8.322747781450753e-2	-4.035775890254612e1	1.158802029265277e-3	3.366678161230915e0
8.911539928822508e-2	-3.768512879782330e1	1.310875021529657e-3	3.366593854633192e0
9.541986131070147e-2	-3.518914783977189e1	1.481485207705341e-3	3.366498530305407e0
1.021703320108059e-1	-3.285814837242818e1	1.672581903491247e-3	3.366390855310214e0
1.093983642379032e-1	-3.068123375897295e1	1.886250605636364e-3	3.366269358784837e0
1.171377430452427e-1	-2.864822743307591e1	2.124706126201260e-3	3.366132422841015e0
1.254246436070506e-1	-2.674962531435450e1	2.390280610237813e-3	3.365978274102938e0
1.342978003074522e-1	-2.497655136543214e1	2.685405276124504e-3	3.365804976271744e0
1.437986877915788e-1	-2.332071608277482e1	3.012584580882180e-3	3.365610424189282e0
1.539717148251201e-1	-2.177437772721478e1	3.374361389440809e-3	3.365392339966848e0
1.648644318684560e-1	-2.033030611289771e1	3.773271630159660e-3	3.365148271845257e0
1.765277533356039e-1	-1.898174878537863e1	4.211786866131948e-3	3.364875596558406e0
1.890161955768590e-1	-1.772239943079776e1	4.692243224806317e-3	3.364571526079930e0
2.023881316974968e-1	-1.654636836854576e1	5.216755234208313e-3	3.364233119735922e0
2.167060644036054e-1	-1.544815498962677e1	5.787113344782505e-3	3.363857302758903e0
2.320369181503760e-1	-1.442262201209623e1	6.404664308793207e-3	3.363440892429277e0
2.484523519584002e-1	-1.346497143353151e1	7.070174185467936e-3	3.362980632988000e0
