energy	density
7.013286354974086e-1	3.233690120992974e-1
7.217027256810322e-1	3.079966203959349e-1
7.420768158646556e-1	2.929442928477278e-1
7.624509060482789e-1	2.782378499059464e-1
7.828249962319025e-1	2.639003759553916e-1
8.031990864155258e-1	2.499522313646509e-1
8.235731765991494e-1	2.364110828077799e-1
8.439472667827728e-1	2.232919506400357e-1
8.643213569663963e-1	2.106072720096915e-1
8.846954471500197e-1	1.983669783074963e-1
9.050695373336430e-1	1.865785854948910e-1
9.254436275172664e-1	1.752472958113081e-1
9.458177177008900e-1	1.643761093391127e-1
9.661918078845133e-1	1.539659439011475e-1
9.865658980681369e-1	1.440157617793740e-1
1.006939988251760e0	1.345227017725151e-1
1.027314078435384e0	1.254822151545390e-1
1.047688168619007e0	1.168882041527989e-1
1.068062258802631e0	1.087331616330741e-1
1.088436348986254e0	1.010083107570468e-1
1.108810439169877e0	9.370374346422304e-2
1.129184529353501e0	8.680855672333646e-2
1.149558619537124e0	8.031098559622812e-2
1.169932709720748e0	7.419853225851239e-2
1.190306799904371e0	6.845809022449464e-2
1.210680890087995e0	6.307606312741665e-2
1.231054980271618e0	5.803847750881683e-2
1.251429070455242e0	5.333108917143607e-2
1.271803160638865e0	4.893948274757794e-2
1.292177250822488e0	4.484916422820061e-2
1.312551341006112e0	4.104564628646538e-2
1.332925431189735e0	3.751452631230864e-2
1.353299521373359e0	3.424155715128979e-2
1.373673611556982e0	3.121271061109161e-2
1.394047701740605e0	2.841423386231049e-2
1.414421791924229e0	2.583269891640444e-2
1.434795882107853e0	2.345504541281024e-2
1.455169972291476e0	2.126861698933130e-2
1.475544062475099e0	1.926119154507639e-2
1.495918152658723e0	1.742100573370791e-2
1.516292242842346e0	1.573677404682147e-2
1.536666333025970e0	1.419770286327761e-2
1.557040423209593e0	1.279349985063028e-2
1.577414513393216e0	1.151437910988184e-2
1.597788603576840e0	1.035106245510045e-2
1.618162693760464e0	9.294777215441943e-3
1.638536783944087e0	8.337250939313045e-3
1.658910874127710e0	7.470703369286625e-3
1.679284964311334e0	6.687836042415010e-3
1.699659054494957e0	5.981819854255377e-3
1.720033144678581e0	5.346280906675716e-3
1.740407234862204e0	4.775284939778528e-3
1.760781325045828e0	4.263320627467314e-3
1.781155415229451e0	3.805281994660388e-3
1.801529505413074e0	3.396450192269408e-3
1.821903595596698e0	3.032474844115389e-3
1.842277685780321e0	2.709355158227112e-3
1.862651775963944e0	2.423420973696318e-3
1.883025866147568e0	2.171313893659219e-3
1.903399956331192e0	1.949968635208706e-3
1.923774046514815e0	1.756594708260076e-3
1.944148136698438e0	1.588658517710056e-3
1.964522226882062e0	1.443865966730394e-3
1.984896317065685e0	1.320145623784878e-3
2.005270407249309e0	1.215632501990719e-3
2.025644497432932e0	1.128652486778517e-3
2.046018587616556e0	1.057707436438442e-3
2.066392677800179e0	1.001460970056108e-3
2.086766767983803e0	9.587249485078823e-4
2.107140858167426e0	9.284466465588892e-4
2.127514948351050e0	9.096966076336408e-4
2.147889038534673e0	9.016571674479168e-4
2.168263128718296e0	9.036116283331385e-4
2.188637218901920e0	9.149340626786121e-4
2.209011309085543e0	9.350797213867980e-4
2.229385399269167e0	9.635760215043859e-4
2.249759489452790e0	1.000014086178671e-3
2.270133579636413e0	1.044040809715831e-3
2.290507669820037e0	1.095351420707402e-3
2.310881760003660e0	1.153682516867167e-3
2.331255850187284e0	1.218805546308881e-3
2.351629940370907e0	1.290520711423904e-3
2.372004030554531e0	1.368651273218709e-3
2.392378120738154e0	1.453038235879918e-3
2.412752210921777e0	1.543535393387441e-3
2.433126301105402e0	1.640004722136559e-3
2.453500391289024e0	1.742312105703274e-3
2.473874481472648e0	1.850323380044450e-3
2.494248571656271e0	1.963900689518500e-3
2.514622661839895e0	2.082899146103382e-3
2.534996752023518e0	2.207163786037788e-3
2.555370842207141e0	2.336526819786833e-3
2.575744932390765e0	2.470805172706143e-3
2.596119022574388e0	2.609798315024335e-3
2.616493112758012e0	2.753286380763598e-3
2.636867202941636e0	2.901028575956748e-3
2.657241293125259e0	3.052761876985932e-3
2.677615383308882e0	3.208200020057305e-3
2.697989473492505e0	3.367032782735872e-3
2.718363563676129e0	3.528925558098165e-3
2.738737653859753e0	3.693519221425025e-3
2.759111744043376e0	3.860430288463448e-3
2.779485834227000e0	4.029251363151269e-3
2.799859924410622e0	4.199551871340437e-3
2.820234014594247e0	4.370879075496923e-3
2.840608104777870e0	4.542759363623809e-3
2.860982194961493e0	4.714699803779054e-3
2.881356285145117e0	4.886189953570883e-3
2.901730375328740e0	5.056703911947989e-3
2.922104465512363e0	5.225702598492268e-3
2.942478555695987e0	5.392636243307104e-3
2.962852645879610e0	5.556947068510712e-3
2.983226736063234e0	5.718072140330654e-3
3.003600826246857e0	5.875446368887517e-3
3.023974916430481e0	6.028505630991766e-3
3.044349006614104e0	6.176689989689698e-3
3.064723096797727e0	6.319446982916719e-3
3.085097186981351e0	6.456234952477255e-3
3.105471277164974e0	6.586526383697297e-3
3.125845367348598e0	6.709811225510949e-3
3.146219457532221e0	6.825600160463948e-3
3.166593547715845e0	6.933427794160730e-3
3.186967637899468e0	7.032855734054935e-3
3.207341728083092e0	7.123475528192129e-3
3.227715818266715e0	7.204911435556353e-3
3.248089908450338e0	7.276823001044068e-3
3.268463998633962e0	7.338907409778010e-3
3.288838088817585e0	7.390901597465149e-3
3.309212179001209e0	7.432584095775224e-3
3.329586269184833e0	7.463776594245126e-3
3.349960359368455e0	7.484345202970120e-3
3.370334449552079e0	7.494201403292637e-3
3.390708539735702e0	7.493302676807262e-3
3.411082629919326e0	7.481652806227897e-3
3.431456720102950e0	7.459301844969259e-3
3.451830810286573e0	7.426345755638027e-3
3.472204900470197e0	7.382925720966469e-3
3.492578990653819e0	7.329227134010631e-3
3.512953080837444e0	7.265478277634288e-3
3.533327171021067e0	7.191948706368527e-3
3.553701261204690e0	7.108947346635973e-3
3.574075351388314e0	7.016820334023307e-3
3.594449441571937e0	6.915948608741904e-3
3.614823531755560e0	6.806745292606229e-3
3.635197621939183e0	6.689652872756967e-3
3.655571712122807e0	6.565140218941052e-3
3.675945802306431e0	6.433699462416904e-3
3.696319892490054e0	6.295842765470312e-3
3.716693982673678e0	6.152099011097399e-3
