energy	density
-3.377499638673866e-1	5.934196113863703e-1
-3.173758736837632e-1	6.076545075239798e-1
-2.970017835001398e-1	6.213418912806300e-1
-2.766276933165163e-1	6.344300050975997e-1
-2.562536031328929e-1	6.468685723230456e-1
-2.358795129492695e-1	6.586091183528154e-1
-2.155054227656460e-1	6.696052851762115e-1
-1.951313325820226e-1	6.798131364748731e-1
-1.747572423983992e-1	6.891914504658180e-1
-1.543831522147757e-1	6.977019977556927e-1
-1.340090620311523e-1	7.053098015821077e-1
-1.136349718475289e-1	7.119833779586116e-1
-9.326088166390537e-2	7.176949534110344e-1
-7.288679148028193e-2	7.224206581927466e-1
-5.251270129665853e-2	7.261406930926223e-1
-3.213861111303506e-2	7.288394681994140e-1
-1.176452092941166e-2	7.305057122568620e-1
8.609569254211857e-3	7.311325515318102e-1
2.898365943783521e-2	7.307175574192253e-1
4.935774962145872e-2	7.292627623195006e-1
6.973183980508207e-2	7.267746436407952e-1
9.010592998870559e-2	7.232640760982788e-1
1.104800201723289e-1	7.187462527989572e-1
1.308541103559525e-1	7.132405759111685e-1
1.512282005395759e-1	7.067705180178484e-1
1.716022907231993e-1	6.993634555385229e-1
1.919763809068228e-1	6.910504758730758e-1
2.123504710904461e-1	6.818661601673517e-1
2.327245612740696e-1	6.718483438236393e-1
2.530986514576931e-1	6.610378570753984e-1
2.734727416413165e-1	6.494782481130845e-1
2.938468318249399e-1	6.372154913847921e-1
3.142209220085633e-1	6.242976838004156e-1
3.345950121921868e-1	6.107747316402522e-1
3.549691023758104e-1	5.966980310081487e-1
3.753431925594337e-1	5.821201446754874e-1
3.957172827430571e-1	5.670944781361542e-1
4.160913729266805e-1	5.516749576351804e-1
4.364654631103041e-1	5.359157128463853e-1
4.568395532939274e-1	5.198707667590201e-1
4.772136434775508e-1	5.035937351922236e-1
4.975877336611744e-1	4.871375381916176e-1
5.179618238447978e-1	4.705541253772982e-1
5.383359140284212e-1	4.538942171098457e-1
5.587100042120445e-1	4.372070631238471e-1
5.790840943956681e-1	4.205402200500667e-1
5.994581845792916e-1	4.039393490110821e-1
6.198322747629149e-1	3.874480342341816e-1
6.402063649465385e-1	3.711076233828354e-1
6.605804551301618e-1	3.549570900672254e-1
6.809545453137853e-1	3.390329187580822e-1
