index	raw_spacing	unfolded_spacing
0	1.109505692820616e-5	7.438962502786434e-1
1	2.495474506736369e-5	1.748233600409175e0
2	1.434782411543776e-5	1.030928031296266e0
3	1.259242445618834e-5	8.753567871964147e-1
4	1.189567198506313e-5	8.650169408707047e-1
5	1.460302207348878e-5	1.048036609457070e0
6	1.043109184842877e-5	6.395506814145198e-1
7	1.141925746740241e-5	6.698783806188784e-1
8	1.813019419711612e-5	1.036389347817788e0
9	8.050238046413316e-6	4.336882948394479e-1
10	1.575111470556795e-5	8.581743350004961e-1
11	3.723476406332973e-5	1.685320003650830e0
12	3.305878140694347e-5	1.433528298981221e0
13	1.926318305859329e-5	7.298786627726115e-1
14	2.434762126306197e-5	8.406583307685215e-1
15	9.607077046589938e-6	2.923397151472761e-1
16	5.573613350382515e-5	1.499266611098909e0
17	2.107405714926578e-5	5.823099361560531e-1
18	4.806223242210113e-5	1.266322451722543e0
19	4.640300861015413e-5	1.092889993412519e0
20	5.095190322902438e-5	1.029123252633750e0
21	6.319282119798993e-5	1.164251638445178e0
22	2.639810316062909e-5	5.071542442076026e-1
23	5.245985804690158e-5	9.357416010699370e-1
24	6.881610767323326e-5	1.291595166715525e0
25	1.019088154412593e-4	1.744621938070696e0
26	6.205090411166121e-5	1.094261476844106e0
27	3.124790852623133e-5	4.882288198353183e-1
28	6.519401005289729e-5	9.663457339956427e-1
29	1.745585469570027e-5	2.208292822874388e-1
30	1.028680642430509e-4	1.343243270736847e0
31	3.217066584680519e-5	4.260837448406558e-1
32	1.434581879306341e-4	1.523327953085386e0
33	6.447887621082176e-5	6.071604177913882e-1
34	1.798657332604261e-4	1.623004732931917e0
35	4.170140805030394e-5	3.661539330639085e-1
36	9.004306153363988e-5	7.328795398685265e-1
37	2.674324051787141e-4	1.834980526892551e0
38	1.635034674112444e-4	1.173330980706427e0
39	1.160717495675089e-4	7.800813110126027e-1
40	5.120048491560805e-5	3.602292377794531e-1
41	2.015561928330090e-4	1.203671579938132e0
42	2.838424796240899e-4	1.552981534090928e0
43	7.315222187769628e-5	3.508761223732554e-1
44	1.683694628813585e-4	6.775768711731213e-1
45	1.065907581453678e-4	3.922537432016168e-1
46	3.202003893359364e-4	9.530211035717276e-1
47	2.585790370061743e-4	5.886979963836277e-1
48	5.502629097567666e-4	1.127236881945264e0
49	6.035381145185282e-4	1.081170594829656e0
50	3.718402643996159e-4	5.269636741333183e-1
51	7.578984817675381e-4	9.367753327503093e-1
52	1.337353344243591e-3	1.252949194848990e0
53	8.218867366014473e-4	7.402123530822530e-1
54	8.439723825068041e-4	5.852697327699270e-1
55	1.789784349054474e-3	1.105427150040817e0
56	1.244238673751501e-3	7.345464123772674e-1
57	3.161653918983149e-3	1.931723805173378e0
58	7.313012018820703e-4	4.254836256232589e-1
59	4.198784905462133e-3	2.443313378233229e0
60	2.551258871528413e-3	1.388389638023898e0
61	1.194624956793306e-3	5.349024921774498e-1
62	1.288495826296011e-4	5.794035222011573e-2
63	2.239925970230455e-3	7.138557685801572e-1
64	8.188839771797359e-4	1.731825215659786e-1
65	2.153929717456329e-3	2.391151773819879e-1
66	6.143408010516459e-3	1.498929074548546e-1
67	1.139525812871509e-3	3.975882566011868e-3
68	1.321514272409876e-2	4.191855500502432e-2
69	1.822855723147573e-2	5.207603735966682e-2
70	5.127298226867404e-2	1.302370628288748e-1
71	3.543026334427912e-1	7.879988071074042e-1
72	2.703060933968679e0	5.163078919397153e0
