beta	free_energy	specific_heat	entropy
2.227757171543959e2	-1.374152656678864e-2	1.948603965667189e-1	3.463677266868117e0
2.397935332992690e2	-1.264038292149157e-2	1.969011478480071e-1	3.449262653836993e0
2.581113388237740e2	-1.162167680103816e-2	1.997512604207218e-1	3.434668503784907e0
2.778284397947280e2	-1.067931089443722e-2	2.034715098812203e-1	3.419832791699704e0
2.990517282600809e2	-9.807650337555852e-3	2.080901092105840e-1	3.404690237436475e0
3.218962617413018e2	-9.001486262946223e-3	2.136071648836895e-1	3.389174552114397e0
3.464858869931364e2	-8.256001858404145e-3	2.200007436390128e-1	3.373220290009671e0
3.729539114123138e2	-7.566740973926783e-3	2.272333095152964e-1	3.356764232410727e0
4.014438257351002e2	-6.929579249207307e-3	2.352573189912622e-1	3.339746321774164e0
4.321100819416492e2	-6.340697667941634e-3	2.440190458997459e-1	3.322110244783393e0
4.651189305843969e2	-5.796558391225693e-3	2.534601943597025e-1	3.303803814297271e0
5.006493220798905e2	-5.293882687165198e-3	2.635174359007080e-1	3.284779311559456e0
5.388938768502209e2	-4.829630760168430e-3	2.741205334840974e-1	3.264993919877775e0
5.800599295734585e2	-4.400983289478863e-3	2.851900585594236e-1	3.244410318115167e0
6.243706532042896e2	-4.005324507025934e-3	2.966357887773696e-1	3.222997423565449e0
6.720662688584899e2	-3.640226672460899e-3	3.083566912710993e-1	3.200731198974614e0
7.234053481203381e2	-3.303435831186394e-3	3.202430201507492e-1	3.177595384841856e0
7.786662148331934e2	-2.992858763843299e-3	3.321806021779672e-1	3.153581995858204e0
8.381484539727119e2	-2.706551050225684e-3	3.440569711110367e-1	3.128691430688611e0
9.021745357827482e2	-2.442706176726615e-3	3.557687267465975e-1	3.102932080728662e0
9.710915639788533e2	-2.199645615963736e-3	3.672293736210386e-1	3.076319374849092e0
1.045273157496856e3	-1.975809803007626e-3	3.783769144123827e-1	3.048874251948158e0
1.125121475988066e3	-1.769749927481158e-3	3.891805691693131e-1	3.020621103178713e0
1.211069400041850e3	-1.580120456854132e-3	3.996460825792196e-1	2.991585268394080e0
1.303582877955200e3	-1.405672304627302e-3	4.098191047924976e-1	2.961790209560935e0
1.403163451771830e3	-1.245246557938653e-3	4.197860735912392e-1	2.931254523472620e0
1.510350976285147e3	-1.097768682025074e-3	4.296719387572380e-1	2.899989001519187e0
1.625726545745598e3	-9.622431234655700e-4	4.396340594221783e-1	2.867993994019083e0
1.749915644138956e3	-8.377482400862311e-4	4.498517936296791e-1	2.835257380490724e0
1.883591536114000e3	-7.234314931586373e-4	4.605117684749330e-1	2.801753467186708e0
2.027478916942902e3	-6.185048476932001e-4	4.717895610712491e-1	2.767443108191640e0
2.182357841301735e3	-5.222403397089508e-4	4.838294131882392e-1	2.732275260113247e0
2.349067952170128e3	-4.339657852461011e-4	4.967244267165914e-1	2.696190029385138e0
2.528513032776194e3	-3.530606235707569e-4	5.105001858041182e-1	2.659123069954949e0
2.721665906264096e3	-2.789519045966874e-4	5.251047132130010e-1	2.621010969956651e0
2.929573709646771e3	-2.111104455630131e-4	5.404070090715222e-1	2.581797072462800e0
3.153363570635394e3	-1.490471920601389e-4	5.562052289223307e-1	2.541437051116708e0
3.394248718121287e3	-9.230982190370861e-5	5.722440856147634e-1	2.499903537112825e0
3.653535059437047e3	-4.047962663945995e-5	5.882396482950444e-1	2.457189177980166e0
3.932628260053948e3	6.831304491494423e-6	6.039086892119039e-1	2.413307683941391e0
4.233041364096834e3	4.998258745656124e-5	6.189993056207922e-1	2.368292646935426e0
4.556402996989323e3	8.930773824873386e-5	6.333197502519023e-1	2.322194154300841e0
4.904466194698502e3	1.251160793083438e-4	6.467630900301490e-1	2.275073421799457e0
5.279117907444544e3	1.576943887965185e-4	6.593262099687801e-1	2.226995813224986e0
5.682389229398062e3	1.873083313411456e-4	6.711224972819378e-1	2.178022691632137e0
6.116466409822919e3	2.142037119544713e-4	6.823880679511140e-1	2.128202574589715e0
6.583702705359165e3	2.386075942527763e-4	6.934815632565176e-1	2.077562067778753e0
7.086631137701090e3	2.607293209427052e-4	7.048774183231925e-1	2.026097052494247e0
7.627978225832536e3	2.807614698644968e-4	7.171522431730447e-1	1.973764619126165e0
8.210678767266994e3	2.988807735742736e-4	7.309637090918892e-1	1.920476274699857e0
8.837891748424721e3	3.152490250724550e-4	7.470211756791701e-1	1.866093003656992e0
9.513017470402501e3	3.300139871453227e-4	7.660472212385104e-1	1.810422820429732e0
1.023971598297904e4	3.433103180185717e-4	7.887292232948896e-1	1.753221514931534e0
1.102192692679250e4	3.552605216780702e-4	8.156602173237285e-1	1.694197352862026e0
1.186389089125986e4	3.659759272785044e-4	8.472686106681837e-1	1.633020539134470e0
1.277017240402619e4	3.755576984191314e-4	8.837372351434422e-1	1.569338254953708e0
1.374568467657536e4	3.840978694677218e-4	9.249140128238003e-1	1.502795983898597e0
1.479571624015566e4	3.916804021917431e-4	9.702194279232522e-1	1.433065574835402e0
1.592595961642176e4	3.983822513099577e-4	1.018560073514488e0	1.359879963801103e0
1.714254217822352e4	4.042744219170722e-4	1.068262450914567e0	1.283073617211455e0
1.845205936784865e4	4.094229950504113e-4	1.117046089055589e0	1.202626531084814e0
1.986161045280238e4	4.138900904135424e-4	1.162058361585550e0	1.118708079544492e0
2.137883701296924e4	4.177347285144840e-4	1.199992816091320e0	1.031715347421684e0
2.301196436780469e4	4.210135499575165e-4	1.227305760683586e0	9.422991887585939e-1
