index	raw_spacing	unfolded_spacing
0	1.514601125186048e-39	7.842379786956201e-34
1	3.524273935305401e-6	2.045601906814031e0
2	2.403602819391602e-6	1.548038729427983e0
3	1.796260898638486e-6	1.203645477343611e0
4	1.847386011902440e-6	1.270117340648745e0
5	2.016294060997675e-6	1.459022573823520e0
6	4.721620112493545e-7	3.223358444419352e-1
7	3.614294880052057e-7	2.973313835574586e-1
8	1.009745040485850e-6	8.756104526209897e-1
9	1.113848410381741e-6	1.097969619522129e0
10	6.564308510560384e-7	6.992376665620202e-1
11	9.115188894512025e-7	1.167831117774655e0
12	7.826794978410645e-7	8.589293417903350e-1
13	1.717332611724215e-6	1.827723306092965e0
14	2.702546682795159e-7	2.656270054987835e-1
15	1.014892563413669e-6	8.353167256021501e-1
16	2.754574790579114e-7	2.278964493569285e-1
17	1.909906098097806e-6	1.471597503579637e0
18	6.735567199860277e-7	5.011613952203057e-1
19	1.865760446034318e-6	1.404818732937404e0
20	3.286982907823474e-6	2.194766398909305e0
21	5.873118162184345e-7	3.627620737906350e-1
22	1.892164946022944e-6	1.123246907094480e0
23	1.290287663043532e-6	7.386823447173739e-1
24	1.542686673790081e-6	8.846588300060517e-1
25	2.135097631815520e-6	1.321084520704338e0
26	2.349788186706773e-6	1.589711039735428e0
27	9.965007278901498e-7	5.516713150464247e-1
28	2.594027063379603e-6	1.412911789720832e0
29	6.414232877956932e-7	3.042236135259296e-1
30	4.616029422598755e-7	2.251317635893659e-1
31	1.768460231008422e-6	9.140420446395491e-1
32	4.197596256885006e-6	2.272666455966565e0
33	2.217914429362122e-6	1.099485770062098e0
34	4.287238246071744e-6	1.878971905800751e0
35	9.043979420624235e-7	3.796918480118742e-1
36	8.635099073287173e-7	3.344856396947070e-1
37	1.384238517075325e-6	5.299861992760636e-1
38	2.869108665119657e-6	1.139941525969860e0
39	5.503139608401010e-6	1.863082026019642e0
40	1.743980914308086e-6	5.668380611280525e-1
41	2.658073816494218e-6	8.507303987887085e-1
42	2.101028462470552e-6	6.210506236106319e-1
43	3.153171435809290e-6	8.481190645712600e-1
44	7.023723077946684e-6	1.847393198848877e0
45	5.639138477242536e-6	1.518548592519236e0
46	1.429956358855338e-6	3.026276054668028e-1
47	3.707692225083769e-6	7.966881424933417e-1
48	5.067232830817476e-6	1.110336960973901e0
49	3.794470615721697e-6	7.245130335420559e-1
50	4.530091755768469e-6	7.724339673050503e-1
51	1.287190842630482e-5	2.341024752513143e0
52	1.874283075116464e-6	3.187181149727724e-1
53	1.108913254800414e-6	1.726352687029465e-1
54	1.056256355441167e-5	1.658263521212320e0
55	1.392542475692069e-5	2.093425089951259e0
56	1.609947381939084e-6	2.340571489313178e-1
57	5.635084335061405e-6	8.851720266461783e-1
58	9.677981463123266e-6	1.437418465273669e0
59	4.475516647686181e-6	5.382286366847316e-1
60	6.900080729276432e-6	8.109085195662723e-1
61	7.021104720199349e-6	9.095765809164245e-1
62	7.236084463849417e-6	8.295521567362508e-1
63	5.909096746848177e-6	6.633319675648681e-1
64	1.851508953179548e-5	1.826152931629002e0
65	1.269440497395706e-5	1.117401799155501e0
66	5.235613883895486e-6	3.807199657137158e-1
67	1.265162975626528e-5	8.647438679267850e-1
68	7.673645395648090e-6	5.345862158115542e-1
69	2.321507640987115e-5	1.508659758345043e0
70	1.791526653166828e-5	1.198535956803830e0
71	3.320362718822560e-5	2.012749403555113e0
72	1.668589638338853e-5	8.218197991183429e-1
73	4.198662641097500e-6	1.868781511505270e-1
74	1.727777523434862e-5	7.678957589014515e-1
75	1.367228119376435e-5	5.225296450872372e-1
76	2.973370128706379e-5	1.063043624050858e0
77	4.711198323442255e-5	1.619033017189689e0
78	3.645327659668770e-5	1.028824881119881e0
79	8.034181723808823e-6	2.132578306042892e-1
80	6.353451668935750e-5	1.581699185794591e0
81	3.776793807096506e-5	8.884882652264923e-1
82	4.561703042712953e-5	1.037114421473227e0
83	8.635015475761732e-5	1.847383063638337e0
84	2.885632321265310e-5	5.832144621805984e-1
85	4.472234192243641e-5	8.982112096441933e-1
86	3.940752881545235e-5	7.841333575150405e-1
87	4.597497925331695e-5	8.740941418496387e-1
88	7.744239235256607e-5	1.437473460440988e0
89	6.655133048957395e-5	1.263661644519313e0
90	1.147043359372903e-5	1.967418784070980e-1
91	6.865726977319593e-5	1.218392787699771e0
92	6.352035741968767e-5	1.056130252383171e0
93	5.966048394487832e-5	9.084856128842265e-1
94	7.305669492528003e-5	1.116488397994574e0
95	9.085755006157524e-5	1.425396605165012e0
96	2.325852870093174e-5	3.054146625834214e-1
97	8.113876556528252e-5	1.092510571451185e0
98	1.067590233936645e-4	1.443530121106725e0
99	7.484743498922461e-5	9.650846549349775e-1
100	4.793483759923532e-5	6.293311076431940e-1
101	1.480023508189155e-4	2.162943165807980e0
102	4.791389008423929e-5	6.109666326936163e-1
103	6.009642053847269e-5	7.808466138110859e-1
104	9.924286088683907e-5	1.142964992659532e0
105	5.779538987143659e-5	7.006819844438829e-1
106	5.700575009208193e-6	6.372852296070833e-2
107	1.332224207458315e-4	1.598934786925183e0
108	6.507952315889121e-5	5.964264370600869e-1
109	2.152866987914616e-4	1.635158830035076e0
110	2.705432410039571e-5	1.978913454205112e-1
111	1.245656660170424e-4	7.199530725456366e-1
112	8.055655032153299e-5	3.881381656902258e-1
113	3.316729157119007e-4	1.305283048653487e0
114	3.080944256709109e-4	1.136353304535877e0
115	1.548147659593715e-4	5.869616643610510e-1
116	4.571627442585911e-4	1.474349005599128e0
117	3.854967186995972e-4	1.010385695935174e0
118	6.453198223780911e-4	1.648042698032098e0
119	2.523565244201328e-4	6.343344038664674e-1
120	1.342235142364184e-4	2.575510930932081e-1
121	5.365910195366114e-4	9.174432942503357e-1
122	9.105874220926655e-4	1.445846346929534e0
123	1.909217140620830e-4	2.491291284065733e-1
124	4.005486442549572e-4	4.808933314959712e-1
125	1.664659658128056e-3	1.639400422378459e0
126	8.557736777309154e-4	7.612886711784708e-1
127	9.512710168512895e-4	6.918408930335204e-1
128	1.887667919743482e-3	1.306597215790502e0
129	1.377586838396047e-3	9.513829105345957e-1
130	2.259652240735021e-3	1.487163754800576e0
131	1.329971082591936e-3	9.247152707169347e-1
132	3.296197433391657e-3	2.311829326777725e0
133	1.677676426212697e-3	1.140046573465519e0
134	2.268145072823122e-4	1.596428576876692e-1
135	1.186540685969753e-3	7.156039420807623e-1
136	7.715903733609523e-4	4.245367352684851e-1
137	7.187895052349833e-4	3.252886917474538e-1
138	1.454957533527864e-3	4.106679907189479e-1
139	1.328605477221897e-3	2.672627554924480e-1
140	3.988270757103674e-3	3.015621587322938e-1
141	4.012952960176605e-3	6.884911080388234e-2
142	5.644273333866356e-3	1.709726268126498e-2
143	1.796147957942365e-2	4.947137057971614e-2
144	1.738846707968843e-2	4.312108841545316e-2
145	9.102312921330856e-2	2.007181631389833e-1
146	4.968556710922620e-1	9.597340729956353e-1
147	2.991023811240143e0	4.957639320293164e0
