index	eigenvalue
0	-5.244160415555934e-18
1	-5.110112295968799e-18
2	-3.737314906088704e-18
3	-3.682371576849063e-18
4	-3.459058017189068e-18
5	-3.004630300585568e-18
6	-2.782158314610369e-18
7	-1.869629595467058e-18
8	-1.752433325908659e-18
9	-1.602682641975378e-18
10	-1.337818801688599e-18
11	-1.242603503929630e-18
12	-1.156200498568614e-18
13	-1.022725462767815e-18
14	-9.747871127345092e-19
15	-8.410671262804240e-19
16	-7.812795829481396e-19
17	-7.334208270318630e-19
18	-6.206018872110521e-19
19	-4.874362497138705e-19
20	-3.551856790781062e-19
21	-1.176110472639020e-19
22	-1.115050283933925e-19
23	-5.660810159747161e-20
24	8.318142345390610e-21
25	1.061456192049642e-19
26	5.394554740938069e-19
27	6.007868426324556e-19
28	7.402902670758823e-19
29	7.519356095435472e-19
30	7.961728748087449e-19
31	8.580039122609882e-19
32	8.634601732463148e-19
33	9.266904211266719e-19
34	9.434561651898984e-19
35	1.157883065971404e-18
36	1.209819458057763e-18
37	1.304362765065283e-18
38	1.523330321533186e-18
39	1.547702860892397e-18
40	1.630210401475052e-18
41	1.644774901870863e-18
42	1.663932573966945e-18
43	1.684100151432707e-18
44	1.708279043797453e-18
45	1.744809648853391e-18
46	1.814011150989967e-18
47	1.849561031278716e-18
48	1.899420911973965e-18
49	1.900477785577263e-18
50	1.914836641898460e-18
51	1.950982938358645e-18
52	2.068985588176592e-18
53	2.075889539837928e-18
54	2.372516584977233e-18
55	2.430714441948917e-18
56	2.444776671915778e-18
57	2.981853016394223e-18
58	3.229795553183772e-18
59	5.025415262175089e-18
60	5.400340761760360e-18
61	1.095328800578080e-5
62	2.154554712788488e-5
63	3.773648652219422e-5
64	4.628391366793724e-5
65	5.275629394961614e-5
66	6.612369655886250e-5
67	6.849740397247000e-5
68	8.703737322601712e-5
69	8.925726816966779e-5
70	1.016418929584524e-4
71	1.062930167862409e-4
72	1.149780392268397e-4
73	1.176861265561282e-4
74	1.235578793564182e-4
75	1.273170164754151e-4
76	1.350382469711275e-4
77	1.500979296388342e-4
78	1.522423583426208e-4
79	1.739656057491711e-4
80	1.862947500484565e-4
81	1.901507644376189e-4
82	2.044625144541345e-4
83	2.461034905905930e-4
84	2.535342470776848e-4
85	2.634413349992297e-4
86	2.774624393852210e-4
87	3.205904909703415e-4
88	3.344676534343022e-4
89	3.441622511894873e-4
90	3.861888144512521e-4
91	4.134977372526226e-4
92	4.317070435474395e-4
93	4.724990481002539e-4
94	5.099166312715284e-4
95	5.603278591234723e-4
96	5.898606319832603e-4
97	6.318796699061993e-4
98	6.852765640227696e-4
99	7.912227238390615e-4
100	8.370925788784460e-4
101	9.539121108605382e-4
102	1.056539995917747e-3
103	1.405025903740854e-3
104	1.541876255684523e-3
105	1.827752598070677e-3
106	2.005167946527159e-3
107	2.196822080203731e-3
108	2.234427736199123e-3
109	2.544007772772340e-3
110	2.865386057395201e-3
111	3.128301434170513e-3
112	3.177690926176198e-3
113	3.446509566101125e-3
114	3.993330067902111e-3
115	4.308234148997372e-3
116	4.605737062988891e-3
117	4.908528131082225e-3
118	5.300532355994834e-3
119	5.673427988557586e-3
120	6.081804411479558e-3
121	6.554496505473399e-3
122	7.033263498187257e-3
123	7.362641271192140e-3
124	8.223143508357560e-3
125	8.436492810198381e-3
126	1.003232676659829e-2
127	1.024994808533315e-2
128	1.141981668222145e-2
129	1.362448297562395e-2
130	1.458818088148316e-2
131	1.730776546343603e-2
132	1.911366660034226e-2
133	2.134885283163190e-2
134	2.299082647907130e-2
135	2.356136618328183e-2
136	2.436083008499931e-2
137	2.607948627455460e-2
138	2.674111737751676e-2
139	2.759432340150454e-2
140	2.854500512478985e-2
141	3.294697190721232e-2
142	3.638382067815176e-2
143	4.161741994644327e-2
144	6.168964453242458e-2
145	7.464098268076402e-2
146	1.716265393963574e-1
147	6.694612535407868e-1
148	3.647855961038424e0
