energy	density
-2.867873431463256e-1	5.669559786436430e-1
-2.694674295963907e-1	5.748858907002006e-1
-2.521475160464557e-1	5.824527040936480e-1
-2.348276024965208e-1	5.896392922574897e-1
-2.175076889465859e-1	5.964292457570803e-1
-2.001877753966510e-1	6.028069347024346e-1
-1.828678618467161e-1	6.087575687038852e-1
-1.655479482967812e-1	6.142672540487411e-1
-1.482280347468462e-1	6.193230477895129e-1
-1.309081211969113e-1	6.239130084488709e-1
-1.135882076469764e-1	6.280262430631428e-1
-9.626829409704146e-2	6.316529503047749e-1
-7.894838054710657e-2	6.347844594446366e-1
-6.162846699717162e-2	6.374132649372174e-1
-4.430855344723672e-2	6.395330564354733e-1
-2.698863989730177e-2	6.411387440671988e-1
-9.668726347366874e-3	6.422264788311143e-1
7.651187202568022e-3	6.427936679982086e-1
2.497110075250297e-2	6.428389854320423e-1
4.229101430243792e-2	6.423623767705267e-1
5.961092785237276e-2	6.413650594408798e-1
7.693084140230771e-2	6.398495175088983e-1
9.425075495224267e-2	6.378194913930469e-1
1.115706685021776e-1	6.352799625030555e-1
1.288905820521125e-1	6.322371328914100e-1
1.462104956020474e-1	6.286984000342120e-1
1.635304091519824e-1	6.246723268850711e-1
1.808503227019172e-1	6.201686073718695e-1
1.981702362518521e-1	6.151980275311560e-1
2.154901498017872e-1	6.097724224984390e-1
2.328100633517221e-1	6.039046295945842e-1
2.501299769016569e-1	5.976084377687425e-1
2.674498904515918e-1	5.908985336765907e-1
2.847698040015267e-1	5.837904446890493e-1
3.020897175514616e-1	5.763004791409634e-1
3.194096311013966e-1	5.684456641413794e-1
3.367295446513315e-1	5.602436812769972e-1
3.540494582012664e-1	5.517128005480310e-1
3.713693717512014e-1	5.428718128811135e-1
3.886892853011363e-1	5.337399615669361e-1
4.060091988510711e-1	5.243368729711165e-1
4.233291124010061e-1	5.146824868653159e-1
4.406490259509410e-1	5.047969867219377e-1
4.579689395008759e-1	4.947007303099173e-1
4.752888530508109e-1	4.844141809212026e-1
4.926087666007458e-1	4.739578395476545e-1
5.099286801506808e-1	4.633521783163646e-1
5.272485937006157e-1	4.526175754778985e-1
5.445685072505505e-1	4.417742522268975e-1
5.618884208004855e-1	4.308422116179112e-1
5.792083343504204e-1	4.198411798214826e-1
5.965282479003553e-1	4.087905499464841e-1
6.138481614502903e-1	3.977093286347139e-1
6.311680750002252e-1	3.866160856129311e-1
6.484879885501600e-1	3.755289063660568e-1
6.658079021000950e-1	3.644653480733119e-1
6.831278156500299e-1	3.534423989268342e-1
7.004477291999648e-1	3.424764409299206e-1
7.177676427498999e-1	3.315832162496967e-1
7.350875562998346e-1	3.207777971768521e-1
7.524074698497697e-1	3.100745597232529e-1
7.697273833997046e-1	2.994871608669206e-1
7.870472969496395e-1	2.890285194331448e-1
8.043672104995744e-1	2.787108005805608e-1
8.216871240495093e-1	2.685454038419260e-1
8.390070375994442e-1	2.585429546512382e-1
8.563269511493791e-1	2.487132992718004e-1
8.736468646993140e-1	2.390655030239711e-1
8.909667782492489e-1	2.296078516966910e-1
9.082866917991840e-1	2.203478560135196e-1
9.256066053491189e-1	2.112922590118941e-1
9.429265188990538e-1	2.024470461836615e-1
9.602464324489887e-1	1.938174582156700e-1
9.775663459989236e-1	1.854080061613326e-1
9.948862595488585e-1	1.772224888676048e-1
1.012206173098793e0	1.692640124767263e-1
1.029526086648728e0	1.615350118183510e-1
1.046846000198663e0	1.540372735052870e-1
1.064165913748598e0	1.467719605449561e-1
1.081485827298533e0	1.397396382788040e-1
1.098805740848468e0	1.329403014631922e-1
1.116125654398403e0	1.263734023077206e-1
1.133445567948338e0	1.200378792903858e-1
1.150765481498273e0	1.139321865734136e-1
1.168085395048208e0	1.080543238489226e-1
1.185405308598143e0	1.024018664497060e-1
1.202725222148077e0	9.697199556727500e-2
1.220045135698012e0	9.176152842680067e-2
1.237365049247948e0	8.676694827664588e-2
1.254684962797882e0	8.198443405868952e-2
1.272004876347817e0	7.740988963455175e-2
1.289324789897752e0	7.303897245203506e-2
1.306644703447687e0	6.886712154550766e-2
1.323964616997622e0	6.488958477353432e-2
1.341284530547557e0	6.110144520668014e-2
1.358604444097492e0	5.749764658804817e-2
1.375924357647427e0	5.407301779866778e-2
1.393244271197362e0	5.082229626927787e-2
1.410564184747297e0	4.774015028928516e-2
1.427884098297231e0	4.482120017267392e-2
1.445204011847166e0	4.206003824934797e-2
1.462523925397102e0	3.945124765876147e-2
1.479843838947036e0	3.698941993070128e-2
1.497163752496971e0	3.466917134568857e-2
1.514483666046906e0	3.248515807465194e-2
1.531803579596841e0	3.043209010425219e-2
1.549123493146776e0	2.850474396050913e-2
1.566443406696711e0	2.669797424917488e-2
1.583763320246645e0	2.500672403659999e-2
1.601083233796581e0	2.342603409966481e-2
1.618403147346516e0	2.195105107767846e-2
1.635723060896451e0	2.057703456299829e-2
1.653042974446385e0	1.929936317049989e-2
1.670362887996320e0	1.811353962893617e-2
