energy	density
1.687682801546255e0	1.701519493968424e-2
1.705002715096190e0	1.600009165040060e-2
1.722322628646126e0	1.506412629271027e-2
1.739642542196060e0	1.420333103426027e-2
1.756962455745995e0	1.341387459629449e-2
1.774282369295930e0	1.269206248837800e-2
1.791602282845865e0	1.203433661203518e-2
1.808922196395800e0	1.143727428489225e-2
1.826242109945735e0	1.089758673645553e-2
1.843562023495670e0	1.041211712593321e-2
1.860881937045605e0	9.977838131547314e-3
1.878201850595540e0	9.591849159605101e-3
1.895521764145474e0	9.251373220229902e-3
1.912841677695409e0	8.953753515111903e-3
1.930161591245344e0	8.696449780951620e-3
1.947481504795279e0	8.477034430453952e-3
1.964801418345214e0	8.293188530807995e-3
1.982121331895149e0	8.142697657577046e-3
1.999441245445084e0	8.023447659841393e-3
2.016761158995019e0	7.933420370301345e-3
2.034081072544954e0	7.870689291874124e-3
2.051400986094889e0	7.833415290121335e-3
2.068720899644823e0	7.819842318636389e-3
2.086040813194758e0	7.828293202316063e-3
2.103360726744694e0	7.857165501249080e-3
2.120680640294628e0	7.904927475786323e-3
2.138000553844563e0	7.970114171222707e-3
2.155320467394498e0	8.051323638426670e-3
2.172640380944433e0	8.147213304708370e-3
2.189960294494368e0	8.256496507227463e-3
2.207280208044303e0	8.377939199312363e-3
2.224600121594238e0	8.510356838199706e-3
2.241920035144173e0	8.652611460909870e-3
2.259239948694108e0	8.803608953255524e-3
2.276559862244043e0	8.962296515338714e-3
2.293879775793978e0	9.127660325330200e-3
2.311199689343912e0	9.298723401845300e-3
2.328519602893848e0	9.474543663834906e-3
2.345839516443783e0	9.654212185600062e-3
2.363159429993717e0	9.836851643314984e-3
2.380479343543652e0	1.002161494830675e-2
2.397799257093587e0	1.020768406129144e-2
2.415119170643522e0	1.039426898080607e-2
2.432439084193457e0	1.058060689820297e-2
2.449758997743392e0	1.076596151078920e-2
2.467078911293327e0	1.094962248399631e-2
2.484398824843261e0	1.113090505285603e-2
2.501718738393197e0	1.130914975253352e-2
2.519038651943132e0	1.148372226723115e-2
2.536358565493066e0	1.165401338642117e-2
2.553678479043001e0	1.181943905709347e-2
2.570998392592937e0	1.197944052051333e-2
2.588318306142871e0	1.213348452187252e-2
2.605638219692806e0	1.228106358118183e-2
2.622958133242741e0	1.242169631379351e-2
2.640278046792676e0	1.255492778905463e-2
2.657597960342611e0	1.268032991577470e-2
2.674917873892546e0	1.279750184343977e-2
2.692237787442481e0	1.290607036841840e-2
2.709557700992415e0	1.300569033477761e-2
2.726877614542350e0	1.309604501975668e-2
2.744197528092286e0	1.317684649442930e-2
2.761517441642221e0	1.324783595061548e-2
2.778837355192155e0	1.330878398568058e-2
2.796157268742090e0	1.335949083747455e-2
2.813477182292025e0	1.339978656231543e-2
2.830797095841960e0	1.342953114960339e-2
2.848117009391895e0	1.344861456735895e-2
2.865436922941830e0	1.345695673370764e-2
2.882756836491765e0	1.345450741007772e-2
2.900076750041700e0	1.344124601263233e-2
2.917396663591635e0	1.341718133921790e-2
2.934716577141570e0	1.338235120987175e-2
2.952036490691504e0	1.333682201968803e-2
2.969356404241440e0	1.328068820358787e-2
2.986676317791375e0	1.321407161327201e-2
3.003996231341310e0	1.313712080734783e-2
3.021316144891244e0	1.305001025631188e-2
3.038636058441179e0	1.295293946473150e-2
3.055955971991114e0	1.284613201359883e-2
3.073275885541049e0	1.272983452642512e-2
3.090595799090984e0	1.260431556319839e-2
3.107915712640919e0	1.246986444684101e-2
3.125235626190853e0	1.232679002727178e-2
3.142555539740789e0	1.217541938859792e-2
3.159875453290724e0	1.201609650533448e-2
