energy	count	normalized
1.203650110353248e-4	1	1.010101010101010e-2
1.290582731609273e-4	2	2.020202020202020e-2
1.322412722561066e-4	3	3.030303030303030e-2
1.405078895813905e-4	4	4.040404040404041e-2
1.463935732122918e-4	5	5.050505050505050e-2
1.516082835745541e-4	6	6.060606060606061e-2
1.544753729521522e-4	7	7.070707070707070e-2
1.590338660270230e-4	8	8.080808080808081e-2
1.673035479813951e-4	9	9.090909090909091e-2
1.736274554047087e-4	10	1.010101010101010e-1
1.814724860757095e-4	11	1.111111111111111e-1
1.882530027413860e-4	12	1.212121212121212e-1
2.048931921891589e-4	13	1.313131313131313e-1
2.069096905366704e-4	14	1.414141414141414e-1
2.166143973764969e-4	15	1.515151515151515e-1
2.228527296035469e-4	16	1.616161616161616e-1
2.398538158029384e-4	17	1.717171717171717e-1
2.416932777402427e-4	18	1.818181818181818e-1
2.546572155642938e-4	19	1.919191919191919e-1
2.586630071586818e-4	20	2.020202020202020e-1
2.673176197577734e-4	21	2.121212121212121e-1
2.895790926709874e-4	22	2.222222222222222e-1
2.925179119690056e-4	23	2.323232323232323e-1
3.088884390450318e-4	24	2.424242424242424e-1
3.183460353255207e-4	25	2.525252525252525e-1
3.288784684064289e-4	26	2.626262626262627e-1
3.366613945594678e-4	27	2.727272727272727e-1
3.597853734549671e-4	28	2.828282828282828e-1
3.682164967650394e-4	29	2.929292929292929e-1
3.757614729807223e-4	30	3.030303030303030e-1
4.086362149916140e-4	31	3.131313131313131e-1
4.135527464999848e-4	32	3.232323232323233e-1
4.261770419726604e-4	33	3.333333333333333e-1
4.566710599249090e-4	34	3.434343434343434e-1
4.881781286063281e-4	35	3.535353535353535e-1
5.269871385472397e-4	36	3.636363636363636e-1
5.334950086882238e-4	37	3.737373737373738e-1
5.552296633374183e-4	38	3.838383838383838e-1
5.664303901098347e-4	39	3.939393939393939e-1
6.343647150541176e-4	40	4.040404040404040e-1
6.466232551401325e-4	41	4.141414141414141e-1
6.687637897251570e-4	42	4.242424242424243e-1
7.163322777188274e-4	43	4.343434343434344e-1
7.236223820861441e-4	44	4.444444444444444e-1
7.814017706286975e-4	45	4.545454545454545e-1
8.084777172708022e-4	46	4.646464646464646e-1
8.401619080212210e-4	47	4.747474747474748e-1
8.621553490671498e-4	48	4.848484848484849e-1
9.468217241757753e-4	49	4.949494949494950e-1
1.000507735729318e-3	50	5.050505050505051e-1
1.045816304706732e-3	51	5.151515151515151e-1
1.094404628242577e-3	52	5.252525252525253e-1
1.189489363826796e-3	53	5.353535353535354e-1
1.221268706794966e-3	54	5.454545454545454e-1
1.385040945986484e-3	55	5.555555555555556e-1
1.457704662768410e-3	56	5.656565656565656e-1
1.520519369812462e-3	57	5.757575757575758e-1
1.594466302710686e-3	58	5.858585858585859e-1
1.692892341550153e-3	59	5.959595959595959e-1
1.723833238677810e-3	60	6.060606060606061e-1
1.903027002430848e-3	61	6.161616161616161e-1
1.969830698737088e-3	62	6.262626262626263e-1
2.095094969770256e-3	63	6.363636363636364e-1
2.249261463819703e-3	64	6.464646464646465e-1
2.300628501337419e-3	65	6.565656565656566e-1
2.462674361485208e-3	66	6.666666666666666e-1
2.706801225785151e-3	67	6.767676767676768e-1
2.816997932656277e-3	68	6.868686868686869e-1
3.021829233868137e-3	69	6.969696969696970e-1
3.193387721474240e-3	70	7.070707070707071e-1
3.396975646502473e-3	71	7.171717171717171e-1
4.145174754339669e-3	72	7.272727272727273e-1
4.446028765823411e-3	73	7.373737373737373e-1
4.834388262484971e-3	74	7.474747474747475e-1
5.828633830437543e-3	75	7.575757575757576e-1
5.970080638485126e-3	76	7.676767676767676e-1
6.786783956722551e-3	77	7.777777777777778e-1
8.027824122432426e-3	78	7.878787878787878e-1
8.931177978121081e-3	79	7.979797979797980e-1
9.863423092694031e-3	80	8.080808080808081e-1
1.105845048668466e-2	81	8.181818181818182e-1
1.276206840478167e-2	82	8.282828282828283e-1
1.544822102642563e-2	83	8.383838383838383e-1
1.644429402940762e-2	84	8.484848484848485e-1
2.009514374657948e-2	85	8.585858585858586e-1
2.259100180259902e-2	86	8.686868686868687e-1
2.329820984999758e-2	87	8.787878787878788e-1
2.395562485904301e-2	88	8.888888888888888e-1
2.536042821173370e-2	89	8.989898989898990e-1
2.657969629257684e-2	90	9.090909090909091e-1
2.734431815098470e-2	91	9.191919191919192e-1
3.053882265065712e-2	92	9.292929292929293e-1
3.631206090326526e-2	93	9.393939393939394e-1
3.802270992531829e-2	94	9.494949494949495e-1
5.440119097970760e-2	95	9.595959595959596e-1
7.075688383843919e-2	96	9.696969696969697e-1
1.382181022211809e-1	97	9.797979797979798e-1
5.510682847925773e-1	98	9.898989898989899e-1
3.378823653795255e0	99	1.000000000000000e0
