index	raw_spacing	unfolded_spacing
0	4.104597826233734e-4	5.221617299269424e-1
1	3.307570346433057e-4	3.537107073287081e-1
2	7.261726213779332e-4	6.220666002251610e-1
3	1.113410479231142e-3	7.568169781345462e-1
4	5.080031171844010e-4	2.639198762451155e-1
5	1.627664209838880e-3	7.613715536449608e-1
6	1.829275347935457e-3	8.184919733799866e-1
7	2.793098246588044e-3	1.008122989485457e0
8	3.901737269408964e-3	1.329997828845538e0
9	6.007806075487877e-3	1.441398016334634e0
10	4.267475086378734e-3	7.196599695944813e-1
11	1.478871930245377e-3	8.377756551144608e-2
12	6.223005875175703e-3	3.210210491379496e-2
13	2.519712533039495e-3	1.183207326440629e-2
14	1.469180166042492e-2	6.220479385382901e-2
15	1.988789283413065e-2	7.506098212800170e-2
16	1.305753072890721e-1	4.320856303530068e-1
17	1.940007690101691e0	5.506417687342891e0
