energy	density
6.401934363996239e-1	3.775536997098074e-1
6.593483066925842e-1	3.637098254242494e-1
6.785031769855444e-1	3.499820500465639e-1
6.976580472785049e-1	3.363962602547317e-1
7.168129175714651e-1	3.229768699959455e-1
7.359677878644254e-1	3.097467706710098e-1
7.551226581573859e-1	2.967272917315479e-1
7.742775284503461e-1	2.839381715280738e-1
7.934323987433064e-1	2.713975381743601e-1
8.125872690362667e-1	2.591219001260406e-1
8.317421393292271e-1	2.471261461094451e-1
8.508970096221874e-1	2.354235539807033e-1
8.700518799151477e-1	2.240258080454060e-1
8.892067502081081e-1	2.129430243258367e-1
9.083616205010684e-1	2.021837832260677e-1
9.275164907940286e-1	1.917551690151291e-1
9.466713610869891e-1	1.816628155249760e-1
9.658262313799494e-1	1.719109574429787e-1
9.849811016729099e-1	1.625024865680104e-1
1.004135971965870e0	1.534390123946583e-1
1.023290842258830e0	1.447209263913523e-1
1.042445712551791e0	1.363474693449876e-1
1.061600582844751e0	1.283168011565031e-1
1.080755453137711e0	1.206260724884881e-1
1.099910323430672e0	1.132714976867778e-1
1.119065193723632e0	1.062484284227000e-1
1.138220064016592e0	9.955142753068451e-2
1.157374934309553e0	9.317434254687179e-2
1.176529804602513e0	8.711037848764652e-2
1.195684674895473e0	8.135216944223103e-2
1.214839545188434e0	7.589184859010881e-2
1.233994415481394e0	7.072111629166584e-2
1.253149285774354e0	6.583130593860051e-2
1.272304156067315e0	6.121344728894666e-2
1.291459026360275e0	5.685832704959767e-2
1.310613896653235e0	5.275654650665244e-2
1.329768766946196e0	4.889857604040178e-2
1.348923637239156e0	4.527480639705004e-2
1.368078507532116e0	4.187559662305879e-2
1.387233377825077e0	3.869131860008693e-2
1.406388248118037e0	3.571239814870355e-2
1.425543118410998e0	3.292935269720330e-2
1.444697988703957e0	3.033282553785279e-2
1.463852858996918e0	2.791361671664518e-2
1.483007729289878e0	2.566271062409609e-2
1.502162599582839e0	2.357130037373602e-2
1.521317469875799e0	2.163080907176707e-2
1.540472340168760e0	1.983290809586157e-2
1.559627210461719e0	1.816953251335486e-2
1.578782080754680e0	1.663289377918302e-2
1.597936951047640e0	1.521548986193854e-2
1.617091821340601e0	1.391011295245415e-2
1.636246691633561e0	1.270985491350817e-2
1.655401561926522e0	1.160811063168873e-2
1.674556432219481e0	1.059857943330080e-2
1.693711302512442e0	9.675264725586151e-3
1.712866172805402e0	8.832472022598731e-3
1.732021043098363e0	8.064805511975382e-3
1.751175913391323e0	7.367163314715963e-3
1.770330783684283e0	6.734731585073814e-3
1.789485653977243e0	6.162977591897711e-3
1.808640524270204e0	5.647641916393119e-3
1.827795394563164e0	5.184729894409857e-3
1.846950264856125e0	4.770502424135106e-3
1.866105135149085e0	4.401466252587542e-3
1.885260005442045e0	4.074363846672181e-3
1.904414875735005e0	3.786162946861993e-3
1.923569746027966e0	3.534045893905899e-3
1.942724616320926e0	3.315398811399133e-3
1.961879486613887e0	3.127800719657907e-3
1.981034356906847e0	2.969012649172865e-3
2.000189227199807e0	2.836966815022630e-3
2.019344097492767e0	2.729755907050369e-3
2.038498967785728e0	2.645622544372368e-3
2.057653838078688e0	2.582948936922634e-3
2.076808708371649e0	2.540246791256448e-3
2.095963578664609e0	2.516147492748348e-3
2.115118448957569e0	2.509392591628443e-3
2.134273319250529e0	2.518824616003020e-3
2.153428189543490e0	2.543378231093040e-3
2.172583059836450e0	2.582071760385300e-3
2.191737930129411e0	2.633999081210023e-3
2.210892800422371e0	2.698321904416273e-3
2.230047670715331e0	2.774262445291623e-3
2.249202541008291e0	2.861096490641097e-3
2.268357411301252e0	2.958146864978140e-3
2.287512281594212e0	3.064777297060963e-3
2.306667151887173e0	3.180386686505207e-3
2.325822022180133e0	3.304403768892085e-3
2.344976892473094e0	3.436282176644188e-3
2.364131762766053e0	3.575495891934141e-3
2.383286633059014e0	3.721535087000264e-3
2.402441503351974e0	3.873902346445797e-3
2.421596373644935e0	4.032109265373623e-3
2.440751243937895e0	4.195673416537341e-3
2.459906114230856e0	4.364115679055325e-3
2.479060984523815e0	4.536957920622417e-3
2.498215854816776e0	4.713721024551251e-3
2.517370725109736e0	4.893923252371784e-3
2.536525595402697e0	5.077078932105726e-3
2.555680465695657e0	5.262697461706137e-3
2.574835335988618e0	5.450282616508224e-3
2.593990206281577e0	5.639332148874316e-3
2.613145076574538e0	5.829337667534701e-3
2.632299946867498e0	6.019784783428819e-3
2.651454817160459e0	6.210153508143816e-3
2.670609687453419e0	6.399918890334364e-3
2.689764557746380e0	6.588551874797492e-3
2.708919428039339e0	6.775520368177106e-3
2.728074298332300e0	6.960290494594857e-3
2.747229168625260e0	7.142328023856837e-3
2.766384038918221e0	7.321099954281213e-3
2.785538909211181e0	7.496076231640353e-3
2.804693779504141e0	7.666731585224326e-3
2.823848649797101e0	7.832547461621523e-3
2.843003520090062e0	7.993014036487289e-3
2.862158390383022e0	8.147632284342930e-3
2.881313260675983e0	8.295916086324124e-3
2.900468130968943e0	8.437394355788278e-3
2.919623001261903e0	8.571613161801295e-3
2.938777871554863e0	8.698137830761217e-3
2.957932741847824e0	8.816555006783642e-3
2.977087612140784e0	8.926474651974289e-3
2.996242482433745e0	9.027531968348055e-3
3.015397352726705e0	9.119389223921422e-3
3.034552223019665e0	9.201737466403062e-3
3.053707093312626e0	9.274298108931872e-3
3.072861963605586e0	9.336824373456780e-3
3.092016833898546e0	9.389102578610805e-3
3.111171704191507e0	9.430953260293756e-3
3.130326574484467e0	9.462232114633599e-3
3.149481444777427e0	9.482830754533319e-3
3.168636315070388e0	9.492677272615572e-3
3.187791185363348e0	9.491736605037120e-3
3.206946055656308e0	9.480010692344160e-3
3.226100925949269e0	9.457538435262529e-3
3.245255796242229e0	9.424395445047347e-3
3.264410666535189e0	9.380693589738804e-3
3.283565536828150e0	9.326580339367854e-3
3.302720407121110e0	9.262237914811783e-3
3.321875277414070e0	9.187882246599046e-3
3.341030147707031e0	9.103761751490098e-3
3.360185017999991e0	9.010155936102306e-3
3.379339888292951e0	8.907373838188432e-3
3.398494758585912e0	8.795752317407901e-3
3.417649628878872e0	8.675654208536887e-3
3.436804499171832e0	8.547466351037519e-3
3.455959369464793e0	8.411597509740886e-3
3.475114239757753e0	8.268476202085512e-3
3.494269110050713e0	8.118548447889111e-3
