index	eigenvalue
0	3.141879841508515e-5
1	4.297950216076036e-5
2	5.058468580209658e-5
3	5.169743357336848e-5
4	5.362311965651184e-5
5	5.741142772142030e-5
6	6.315473203979725e-5
7	6.695400357157395e-5
8	7.753426817917190e-5
9	8.424610571378425e-5
10	9.114726917235028e-5
11	9.583389538111269e-5
12	9.853862891524028e-5
13	1.027488133610343e-4
14	1.169818032100087e-4
15	1.209959606141676e-4
16	1.267300930149623e-4
17	1.372583909496161e-4
18	1.447291006920913e-4
19	1.512652812511694e-4
20	1.589651182366390e-4
21	1.632203403668577e-4
22	1.814827701940455e-4
23	2.021901453749661e-4
24	2.092926534793694e-4
25	2.222730913886508e-4
26	2.359105726520189e-4
27	2.521932496312084e-4
28	2.601402969964483e-4
29	2.881482289517824e-4
30	3.012668344254784e-4
31	3.255652692996465e-4
32	3.598776275681245e-4
33	3.630064401138178e-4
34	3.735738725832862e-4
35	4.096692643690105e-4
36	4.486002095420032e-4
37	5.317897850697775e-4
38	5.472126610298036e-4
39	5.785646272684844e-4
40	5.874888082279549e-4
41	6.279299134350118e-4
42	7.018437383286256e-4
43	7.342586829796179e-4
44	8.039075491284496e-4
45	8.641350892316076e-4
46	8.987122861242511e-4
47	9.391761859520497e-4
48	1.025407305179376e-3
49	1.092353759332376e-3
50	1.160845852246867e-3
51	1.212970523095371e-3
52	1.238553642533943e-3
53	1.341271843231480e-3
54	1.472326613730355e-3
55	1.516376744339524e-3
56	1.669881340223707e-3
57	1.812010449587787e-3
58	1.861280532108120e-3
59	1.904731976808688e-3
60	2.022549047382645e-3
61	2.151153451451805e-3
62	2.257159115663208e-3
63	2.323750465390568e-3
64	2.407893367844372e-3
65	2.538583677456448e-3
66	2.810596946886300e-3
67	3.039114796004191e-3
68	3.110621165527060e-3
69	3.368643419885814e-3
70	3.527432972240652e-3
71	4.326022568891501e-3
72	4.533145289628361e-3
73	4.918881928174055e-3
74	5.685497876711311e-3
75	6.005783708810987e-3
76	6.820208987045159e-3
77	8.074880050761825e-3
78	8.753337376534220e-3
79	9.847404295400215e-3
80	1.116479865863323e-2
81	1.273508901178444e-2
82	1.542359395653380e-2
83	1.665415281160110e-2
84	2.017682452819036e-2
85	2.249510805593884e-2
86	2.327952021226567e-2
87	2.418266315764095e-2
88	2.521554821099373e-2
89	2.672840722642925e-2
90	2.725437809410675e-2
91	3.063586103172317e-2
92	3.624263498759990e-2
93	3.818278553807360e-2
94	5.437357489952119e-2
95	7.109348652581801e-2
96	1.378612410254848e-1
97	5.498533579404684e-1
98	3.381513021904218e0
