energy	density
-3.841917710284402e-1	5.998888196706323e-1
-3.610244280518509e-1	6.249035865587983e-1
-3.378570850752615e-1	6.493326204482219e-1
-3.146897420986721e-1	6.730285480989765e-1
-2.915223991220828e-1	6.958440658838466e-1
-2.683550561454934e-1	7.176334437535863e-1
-2.451877131689041e-1	7.382540617568941e-1
-2.220203701923147e-1	7.575679567519846e-1
-1.988530272157253e-1	7.754433560402291e-1
-1.756856842391360e-1	7.917561741906042e-1
-1.525183412625466e-1	8.063914493303463e-1
-1.293509982859573e-1	8.192446956649089e-1
-1.061836553093679e-1	8.302231499599496e-1
-8.301631233277851e-2	8.392468911581459e-1
-5.984896935618916e-2	8.462498141907189e-1
-3.668162637959982e-2	8.511804413424633e-1
-1.351428340301042e-2	8.540025571936543e-1
9.653059573578926e-3	8.546956561365591e-1
3.282040255016827e-2	8.532551946840204e-1
5.598774552675762e-2	8.496926441817717e-1
7.915508850334702e-2	8.440353430289219e-1
1.023224314799363e-1	8.363261510239364e-1
1.254897744565257e-1	8.266229119074250e-1
1.486571174331151e-1	8.149977334905285e-1
1.718244604097044e-1	8.015360978651396e-1
1.949918033862938e-1	7.863358170214996e-1
2.181591463628832e-1	7.695058516894095e-1
2.413264893394726e-1	7.511650133202367e-1
2.644938323160619e-1	7.314405707969444e-1
2.876611752926512e-1	7.104667846692214e-1
3.108285182692406e-1	6.883833924426183e-1
3.339958612458300e-1	6.653340686992234e-1
3.571632042224194e-1	6.414648835994180e-1
3.803305471990087e-1	6.169227826279016e-1
4.034978901755981e-1	5.918541093315843e-1
4.266652331521875e-1	5.664031912907612e-1
4.498325761287768e-1	5.407110077151818e-1
4.729999191053662e-1	5.149139549170665e-1
4.961672620819554e-1	4.891427235424500e-1
5.193346050585448e-1	4.635212989025921e-1
5.425019480351343e-1	4.381660931020474e-1
5.656692910117236e-1	4.131852149724839e-1
5.888366339883129e-1	3.886778811527068e-1
6.120039769649022e-1	3.647339690631352e-1
6.351713199414917e-1	3.414337100599701e-1
6.583386629180810e-1	3.188475187671290e-1
6.815060058946705e-1	2.970359525123891e-1
7.046733488712598e-1	2.760497929702158e-1
7.278406918478491e-1	2.559302405614930e-1
7.510080348244386e-1	2.367092108958126e-1
7.741753778010279e-1	2.184097215730064e-1
7.973427207776171e-1	2.010463569874554e-1
8.205100637542067e-1	1.846257983944572e-1
8.436774067307959e-1	1.691474063891548e-1
8.668447497073855e-1	1.546038430962522e-1
8.900120926839745e-1	1.409817217492396e-1
9.131794356605640e-1	1.282622719237660e-1
9.363467786371535e-1	1.164220094510921e-1
9.595141216137426e-1	1.054334009425422e-1
9.826814645903319e-1	9.526551387222126e-2
1.005848807566921e0	8.588464426086374e-2
1.029016150543511e0	7.725491514749971e-2
1.052183493520100e0	6.933884019840272e-2
1.075350836496689e0	6.209784795767705e-2
1.098518179473279e0	5.549276336678344e-2
1.121685522449868e0	4.948424425051662e-2
1.144852865426458e0	4.403317146698090e-2
1.168020208403047e0	3.910099233509907e-2
1.191187551379636e0	3.465001777471276e-2
1.214354894356226e0	3.064367431439667e-2
1.237522237332815e0	2.704671273690486e-2
1.260689580309404e0	2.382537564081218e-2
1.283856923285994e0	2.094752660115965e-2
1.307024266262583e0	1.838274391575615e-2
1.330191609239173e0	1.610238213312746e-2
1.353358952215762e0	1.407960468033655e-2
1.376526295192351e0	1.228939095254254e-2
1.399693638168941e0	1.070852120051052e-2
1.422860981145530e0	9.315542467031691e-3
1.446028324122119e0	8.090718688190484e-3
1.469195667098709e0	7.015967900289828e-3
1.492363010075298e0	6.074789287305870e-3
1.515530353051888e0	5.252182575708269e-3
1.538697696028477e0	4.534562041352342e-3
1.561865039005066e0	3.909667144110382e-3
1.585032381981655e0	3.366471556255667e-3
1.608199724958245e0	2.895092105722209e-3
1.631367067934834e0	2.486698919690951e-3
1.654534410911424e0	2.133427831059214e-3
1.677701753888013e0	1.828295902940607e-3
1.700869096864602e0	1.565120736337881e-3
1.724036439841192e0	1.338444054734698e-3
1.747203782817781e0	1.143459907138536e-3
1.770371125794370e0	9.759476981053691e-4
1.793538468770960e0	8.322101390621861e-4
1.816705811747549e0	7.090161190209086e-4
1.839873154724138e0	6.035484134666135e-4
1.863040497700728e0	5.133560865128713e-4
1.886207840677317e0	4.363113919166048e-4
1.909375183653907e0	3.705709417229816e-4
1.932542526630496e0	3.145408856305883e-4
1.955709869607085e0	2.668458281084005e-4
1.978877212583674e0	2.263012023920965e-4
2.002044555560264e0	1.918888193524235e-4
2.025211898536853e0	1.627353135778488e-4
2.048379241513443e0	1.380932176780788e-4
2.071546584490032e0	1.173244077475944e-4
2.094713927466621e0	9.988567720840475e-5
2.117881270443211e0	8.531621208321179e-5
2.141048613419800e0	7.322675745903926e-5
2.164215956396389e0	6.329028192615915e-5
2.187383299372979e0	5.523396366226873e-5
2.210550642349568e0	4.883233821754417e-5
2.233717985326158e0	4.390146366825857e-5
2.256885328302747e0	4.029397344600198e-5
2.280052671279337e0	3.789490068206493e-5
2.303220014255925e0	3.661817025335539e-5
2.326387357232515e0	3.640366584456642e-5
2.349554700209104e0	3.721478925644664e-5
2.372722043185694e0	3.903643792777266e-5
2.395889386162283e0	4.187333425900856e-5
2.419056729138872e0	4.574864690730115e-5
2.442224072115462e0	5.070284985797264e-5
2.465391415092051e0	5.679276986955622e-5
2.488558758068641e0	6.409077694689079e-5
2.511726101045230e0	7.268407593300061e-5
2.534893444021819e0	8.267406024027582e-5
2.558060786998408e0	9.417569127946271e-5
2.581228129974998e0	1.073168694038745e-4
2.604395472951587e0	1.222377642753975e-4
2.627562815928177e0	1.390900745828524e-4
2.650730158904766e0	1.580361891004779e-4
2.673897501881355e0	1.792482232556567e-4
2.697064844857945e0	2.029069077624575e-4
2.720232187834534e0	2.292003085427082e-4
2.743399530811124e0	2.583223601589195e-4
2.766566873787713e0	2.904711983697700e-4
2.789734216764302e0	3.258472812206926e-4
2.812901559740892e0	3.646512923147277e-4
2.836068902717481e0	4.070818245702661e-4
2.859236245694071e0	4.533328478422807e-4
2.882403588670659e0	5.035909692226493e-4
2.905570931647249e0	5.580325005844894e-4
2.928738274623838e0	6.168203539169241e-4
2.951905617600428e0	6.801007911138318e-4
2.975072960577017e0	7.480000610187115e-4
2.998240303553606e0	8.206209625583674e-4
3.021407646530196e0	8.980393785776925e-4
3.044574989506785e0	9.803008303637189e-4
3.067742332483375e0	1.067417107659720e-3
3.090909675459964e0	1.159363033057978e-3
3.114077018436553e0	1.256073422863243e-3
3.137244361413142e0	1.357440308685992e-3
3.160411704389732e0	1.463310485015361e-3
3.183579047366321e0	1.573483447714132e-3
3.206746390342911e0	1.687709786673059e-3
3.229913733319500e0	1.805690092687378e-3
3.253081076296089e0	1.927074433935024e-3
3.276248419272679e0	2.051462451239789e-3
3.299415762249268e0	2.178404113628154e-3
3.322583105225858e0	2.307401166611039e-3
3.345750448202447e0	2.437909295257557e-3
3.368917791179036e0	2.569341012634672e-3
3.392085134155626e0	2.701069271760515e-3
3.415252477132215e0	2.832431786092713e-3
3.438419820108805e0	2.962736030010368e-3
3.461587163085394e0	3.091264877039303e-3
3.484754506061983e0	3.217282820024423e-3
3.507921849038572e0	3.340042704391068e-3
3.531089192015162e0	3.458792893383453e-3
3.554256534991751e0	3.572784773040599e-3
3.577423877968340e0	3.681280494971875e-3
3.600591220944930e0	3.783560847004253e-3
3.623758563921519e0	3.878933135737937e-3
3.646925906898109e0	3.966738961170929e-3
3.670093249874698e0	4.046361761993625e-3
3.693260592851287e0	4.117234011014217e-3
3.716427935827876e0	4.178843943499395e-3
3.739595278804466e0	4.230741706985352e-3
3.762762621781055e0	4.272544829252699e-3
3.785929964757644e0	4.303942911524948e-3
3.809097307734234e0	4.324701466344874e-3
3.832264650710824e0	4.334664833753053e-3
3.855431993687413e0	4.333758125037515e-3
3.878599336664002e0	4.321988160101622e-3
3.901766679640592e0	4.299443382037467e-3
3.924934022617181e0	4.266292750401238e-3
3.948101365593770e0	4.222783632562578e-3
3.971268708570360e0	4.169238729939811e-3
3.994436051546949e0	4.106052092547292e-3
4.017603394523539e0	4.033684290702434e-3
4.040770737500128e0	3.952656826633676e-3
4.063938080476716e0	3.863545880802993e-3
4.087105423453306e0	3.766975497763442e-3
4.110272766429895e0	3.663610324123748e-3
4.133440109406484e0	3.554148016557896e-3
4.156607452383074e0	3.439311440709546e-3
4.179774795359664e0	3.319840782291981e-3
4.202942138336253e0	3.196485689728856e-3
4.226109481312842e0	3.069997563431487e-3
