index	eigenvalue
0	1.015207765327481e-4
1	1.126158334609543e-4
2	1.375705785283179e-4
3	1.519184026437557e-4
4	1.645108270999440e-4
5	1.764064990850072e-4
6	1.910095211584960e-4
7	2.014406130069247e-4
8	2.128598704743271e-4
9	2.309900646714433e-4
10	2.390403027178566e-4
11	2.547914174234245e-4
12	2.920261814867543e-4
13	3.250849628936977e-4
14	3.443481459522910e-4
15	3.686957672153530e-4
16	3.783028442619429e-4
17	4.340389777657681e-4
18	4.551130349150339e-4
19	5.031752673371350e-4
20	5.495782759472891e-4
21	6.005301791763135e-4
22	6.637230003743034e-4
23	6.901211035349325e-4
24	7.425809615818341e-4
25	8.113970692550673e-4
26	9.133058846963266e-4
27	9.753567888079878e-4
28	1.006604697334219e-3
29	1.071798707387116e-3
30	1.089254562082817e-3
31	1.192122626325868e-3
32	1.224293292172673e-3
33	1.367751480103307e-3
34	1.432230356314129e-3
35	1.612096089574555e-3
36	1.653797497624859e-3
37	1.743840559158499e-3
38	2.011272964337213e-3
39	2.174776431748457e-3
40	2.290848181315966e-3
41	2.342048666231574e-3
42	2.543604859064583e-3
43	2.827447338688673e-3
44	2.900599560566369e-3
45	3.068969023447728e-3
46	3.175559781593095e-3
47	3.495760170929032e-3
48	3.754339207935206e-3
49	4.304602117691973e-3
50	4.908140232210501e-3
51	5.279980496610117e-3
52	6.037878978377655e-3
53	7.375232322621246e-3
54	8.197119059222694e-3
55	9.041091441729498e-3
56	1.083087579078397e-2
57	1.207511446453547e-2
58	1.523676838351862e-2
59	1.596806958540069e-2
60	2.016685449086282e-2
61	2.271811336239124e-2
62	2.391273831918454e-2
63	2.404158790181414e-2
64	2.628151387204460e-2
65	2.710039784922433e-2
66	2.925432756668066e-2
67	3.539773557719712e-2
68	3.653726139006863e-2
69	4.975240411416739e-2
70	6.798096134564312e-2
71	1.192539436143172e-1
72	4.735565770571084e-1
73	3.176617511025788e0
