energy	density
1.039801485790186e0	1.855171611599307e-1
1.052699376090656e0	1.805173328911741e-1
1.065597266391125e0	1.756149516927062e-1
1.078495156691594e0	1.708111069640925e-1
1.091393046992063e0	1.661067420736937e-1
1.104290937292532e0	1.615026569264700e-1
1.117188827593002e0	1.569995107120061e-1
1.130086717893471e0	1.525978248215930e-1
1.142984608193940e0	1.482979859231407e-1
1.155882498494409e0	1.441002491826777e-1
1.168780388794878e0	1.400047416212034e-1
1.181678279095348e0	1.360114655957054e-1
1.194576169395817e0	1.321203023932284e-1
1.207474059696286e0	1.283310159269885e-1
1.220371949996755e0	1.246432565236602e-1
1.233269840297225e0	1.210565647911262e-1
1.246167730597694e0	1.175703755561642e-1
1.259065620898163e0	1.141840218617570e-1
1.271963511198632e0	1.108967390139449e-1
1.284861401499102e0	1.077076686683894e-1
1.297759291799571e0	1.046158629470913e-1
1.310657182100040e0	1.016202885759915e-1
1.323555072400509e0	9.871983103448936e-2
1.336452962700978e0	9.591329870822624e-2
1.349350853001448e0	9.319942703681333e-2
1.362248743301917e0	9.057688264852143e-2
1.375146633602386e0	8.804426747429447e-2
1.388044523902855e0	8.560012283380736e-2
1.400942414203324e0	8.324293348664312e-2
1.413840304503793e0	8.097113164203243e-2
1.426738194804263e0	7.878310092096062e-2
1.439636085104732e0	7.667718026481568e-2
1.452533975405201e0	7.465166778511705e-2
1.465431865705670e0	7.270482454922984e-2
1.478329756006140e0	7.083487829733033e-2
1.491227646306609e0	6.904002708624742e-2
1.504125536607078e0	6.731844285615778e-2
1.517023426907547e0	6.566827491645849e-2
1.529921317208016e0	6.408765334748291e-2
1.542819207508486e0	6.257469231505491e-2
1.555717097808955e0	6.112749329520428e-2
1.568614988109424e0	5.974414820667698e-2
1.581512878409893e0	5.842274244918163e-2
1.594410768710362e0	5.716135784560569e-2
1.607308659010832e0	5.595807548672079e-2
1.620206549311301e0	5.481097847716706e-2
1.633104439611770e0	5.371815458176796e-2
1.646002329912239e0	5.267769877147697e-2
1.658900220212709e0	5.168771566849314e-2
1.671798110513178e0	5.074632189030909e-2
1.684696000813647e0	4.985164829266675e-2
1.697593891114116e0	4.900184211159819e-2
1.710491781414585e0	4.819506900491630e-2
1.723389671715055e0	4.742951499369813e-2
1.736287562015524e0	4.670338830446775e-2
1.749185452315993e0	4.601492111293955e-2
1.762083342616462e0	4.536237119032428e-2
1.774981232916931e0	4.474402345333170e-2
1.787879123217401e0	4.415819141912340e-2
1.800777013517870e0	4.360321856657946e-2
1.813674903818339e0	4.307747960534216e-2
1.826572794118808e0	4.257938165418995e-2
1.839470684419277e0	4.210736533037600e-2
1.852368574719747e0	4.165990575163756e-2
1.865266465020216e0	4.123551345264609e-2
1.878164355320685e0	4.083273521772349e-2
1.891062245621155e0	4.045015483169914e-2
1.903960135921624e0	4.008639375082273e-2
1.916858026222093e0	3.974011169568323e-2
1.929755916522562e0	3.941000716811333e-2
1.942653806823031e0	3.909481789408115e-2
1.955551697123500e0	3.879332119459036e-2
1.968449587423970e0	3.850433428662121e-2
1.981347477724439e0	3.822671451615616e-2
1.994245368024908e0	3.795935952533712e-2
2.007143258325377e0	3.770120735580412e-2
2.020041148625846e0	3.745123649026286e-2
2.032939038926316e0	3.720846583432504e-2
2.045836929226785e0	3.697195464065826e-2
2.058734819527254e0	3.674080237747329e-2
2.071632709827723e0	3.651414854336655e-2
2.084530600128192e0	3.629117243052262e-2
2.097428490428662e0	3.607109283826879e-2
2.110326380729131e0	3.585316773895855e-2
2.123224271029600e0	3.563669389814601e-2
2.136122161330069e0	3.542100645099689e-2
2.149020051630539e0	3.520547843686457e-2
2.161917941931008e0	3.498952029394389e-2
2.174815832231477e0	3.477257931589654e-2
2.187713722531946e0	3.455413907232579e-2
2.200611612832415e0	3.433371879495955e-2
2.213509503132884e0	3.411087273138386e-2
2.226407393433354e0	3.388518946815091e-2
2.239305283733823e0	3.365629122506789e-2
2.252203174034292e0	3.342383312245547e-2
2.265101064334761e0	3.318750242314718e-2
2.277998954635231e0	3.294701775098265e-2
2.290896844935700e0	3.270212828753066e-2
2.303794735236169e0	3.245261294875925e-2
2.316692625536638e0	3.219827954335275e-2
2.329590515837107e0	3.193896391435685e-2
2.342488406137577e0	3.167452906581431e-2
2.355386296438046e0	3.140486427603489e-2
