beta	free_energy	specific_heat	entropy
1.649785499133635e0	-1.724738792175759e0	2.512791364292506e-2	2.895564460707495e0
1.759933201157475e0	-1.614922484649349e0	2.365974640362174e-2	2.893987697531093e0
1.877434899362942e0	-1.512033569695583e0	2.218789764149236e-2	2.892506255728749e0
2.002781582294015e0	-1.415631922166507e0	2.077136013666445e-2	2.891118472451548e0
2.136497019277311e0	-1.325305682438355e0	1.946870816599058e-2	2.889818869900501e0
2.279139949026515e0	-1.240669526510868e0	1.833517501899191e-2	2.888598276992383e0
2.431306414368729e0	-1.161363017387952e0	1.741989339403993e-2	2.887444136049612e0
2.593632252848438e0	-1.087049033693957e0	1.676355692521243e-2	2.886340975587495e0
2.766795753616385e0	-1.017412273255761e0	1.639673356507380e-2	2.885271014281874e0
2.951520491705183e0	-9.521578308249415e-1	1.633899949600884e-2	2.884214848115013e0
3.148578351535038e0	-8.910098501180088e-1	1.659897085272482e-2	2.883152164616721e0
3.358792752283327e0	-8.337102508510775e-1	1.717520141865620e-2	2.882062426594762e0
3.583042088595603e0	-7.800175314289972e-1	1.805780442563221e-2	2.880925473408381e0
3.822263401015161e0	-7.297056474697002e-1	1.923056486530930e-2	2.879722000121736e0
4.077456291468336e0	-6.825629655095359e-1	2.067325292417876e-2	2.878433892007033e0
4.349687100166640e0	-6.383912901929460e-1	2.236384091115334e-2	2.877044411109390e0
4.640093361379202e0	-5.970049621657653e-1	2.428036753983690e-2	2.875538249735851e0
4.949888556694223e0	-5.582300229226106e-1	2.640227607409456e-2	2.873901479795831e0
5.280367185631309e0	-5.219034421281419e-1	2.871115889296163e-2	2.872121434773374e0
5.632910174792511e0	-4.878724025108904e-1	3.119094791826826e-2	2.870186561959139e0
6.008990648154607e0	-4.559936373302433e-1	3.382767665472330e-2	2.868086277072464e0
6.410180082614152e0	-4.261328156033305e-1	3.660899066614073e-2	2.865810843413466e0
6.838154874506618e0	-3.981639706735749e-1	3.952359464890380e-2	2.863351285682748e0
7.294703344538370e0	-3.719689682153618e-1	4.256080149157569e-2	2.860699337026707e0
7.781733210401812e0	-3.474370103129048e-1	4.571030435492349e-2	2.857847408533938e0
8.301279558298848e0	-3.244641727581550e-1	4.896224129591913e-2	2.854788564247662e0
8.855513346681791e0	-3.029529731410065e-1	5.230757489204253e-2	2.851516481833004e0
9.446750477745606e0	-2.828119676384295e-1	5.573877272266233e-2	2.848025378831522e0
1.007746147457684e1	-2.639553746504188e-1	5.925074874953814e-2	2.844309886234858e0
1.075028180439627e1	-2.463027235934774e-1	6.284200715195634e-2	2.840364854316340e0
1.146802289103134e1	-2.297785272648960e-1	6.651591451460781e-2	2.836185079947082e0
1.223368386263476e1	-2.143119762504794e-1	7.028201018153751e-2	2.831764949924923e0
1.305046408373803e1	-1.998366538792734e-1	7.415724722868088e-2	2.827098001229695e0
1.392177652400575e1	-1.862902702429157e-1	7.816703948232716e-2	2.822176406628985e0
1.485126201955285e1	-1.736144138041522e-1	8.234597675067985e-2	2.816990402569831e0
1.584280448641701e1	-1.617543191274091e-1	8.673806530546277e-2	2.811527685421841e0
1.690054714975608e1	-1.506586492821910e-1	9.139635808975365e-2	2.805772811215450e0
1.802890985658602e1	-1.402792915050841e-1	9.638186285991659e-2	2.799706642106701e0
1.923260754440102e1	-1.305711647651950e-1	1.017616587313293e-1	2.793305888761805e0
2.051666994284896e1	-1.214920379661520e-1	1.076062123774663e-1	2.786542800479382e0
2.188646259078598e1	-1.130023576383743e-1	1.139859614819754e-1	2.779385053036821e0
2.334770925653241e1	-1.050650841278225e-1	1.209673186394576e-1	2.771795877138988e0
2.490651585501341e1	-9.764553546789989e-2	1.286083340635985e-1	2.763734457660822e0
2.656939596172469e1	-9.071123832140611e-2	1.369543278509300e-1	2.755156616025814e0
2.834329803013437e1	-8.423178558765375e-2	1.460338486619247e-1	2.746015766311053e0
3.023563442625106e1	-7.817870047127312e-2	1.558553231334085e-1	2.736264112128216e0
3.225431240168081e1	-7.252530698779598e-2	1.664047206742083e-1	2.725854028799449e0
3.440776713459600e1	-6.724660702135751e-2	1.776444698318629e-1	2.714739556970516e0
3.670499697667994e1	-6.231916413923437e-2	1.895137323405552e-1	2.702877922553743e0
3.915560105332894e1	-5.772099439890621e-2	2.019299858902489e-1	2.690230995971403e0
4.176981937422666e1	-5.343146435500482e-2	2.147917109841136e-1	2.676766611936539e0
4.455857562189522e1	-4.943119639231078e-2	2.279818490645850e-1	2.662459688599247e0
4.753352279701866e1	-4.570198139005977e-2	2.413716242586608e-1	2.647293109160256e0
5.070709191126950e1	-4.222669858037163e-2	2.548243168649059e-1	2.631258355941980e0
5.409254393110541e1	-3.898924231988878e-2	2.681986466738489e-1	2.614355911648645e0
5.770402518958641e1	-3.597445536785035e-2	2.813515564686990e-1	2.596595460649417e0
6.155662649775432e1	-3.316806817073432e-2	2.941403554023602e-1	2.577995931311488e0
6.566644620257537e1	-3.055664360177780e-2	3.064243557302649e-1	2.558585417331346e0
7.005065745493762e1	-2.812752659440291e-2	3.180662819735700e-1	2.538401002449818e0
7.472757996878713e1	-2.586879813646901e-2	3.289338230280259e-1	2.517488491600035e0
7.971675657125274e1	-2.376923314710858e-2	3.389017193900521e-1	2.495902026491843e0
8.503903486362975e1	-2.181826182693278e-2	3.478547244720142e-1	2.473703539608116e0
9.071665433444755e1	-2.000593414271329e-2	3.556916544591014e-1	2.450961982341695e0
9.677333928862959e1	-1.832288716811458e-2	3.623305555846584e-1	2.427752254848020e0
1.032343979810557e2	-1.676031504457704e-2	3.677147879911377e-1	2.404153770566336e0
1.101268283687631e2	-1.530994134668865e-2	3.718195767714075e-1	2.380248609358096e0
1.174794309236790e2	-1.396399363398206e-2	3.746583484179787e-1	2.356119249963293e0
1.253229289772787e2	-1.271517994958884e-2	3.762879979710600e-1	2.331845922571223e0
1.336900971000398e2	-1.155666699252548e-2	3.768121634663666e-1	2.307503680434704e0
1.426158980521308e2	-1.048205965402341e-2	3.763816553618702e-1	2.283159347657192e0
1.521376288775976e2	-9.485381579783491e-3	3.751914137129178e-1	2.258868548913760e0
1.622950767525017e2	-8.561056409199776e-3	3.734737294148860e-1	2.234673056305985e0
1.731306852382466e2	-7.703889356781704e-3	3.714879212780604e-1	2.210598691198053e0
1.846897316347747e2	-6.909048843527984e-3	3.695071378690888e-1	2.186653990971406e0
1.970205161747368e2	-6.172047955351786e-3	3.678033723316200e-1	2.162829793330600e0
2.101745638491730e2	-5.488725595688592e-3	3.666320674282585e-1	2.139099810256232e0
2.242068397080691e2	-4.855227300398178e-3	3.662177961938724e-1	2.115422170133071e0
2.391759785354136e2	-4.267985783437642e-3	3.667424107499656e-1	2.091741812499893e0
2.551445298584878e2	-3.723701370070294e-3	3.683367704768450e-1	2.067993538028882e0
2.721792193151617e2	-3.219322541074027e-3	3.710767322269474e-1	2.044105457732360e0
2.903512274713440e2	-2.752026850256321e-3	3.749835722252201e-1	2.020002557589518e0
3.097364872536396e2	-2.319202486259172e-3	3.800284858249108e-1	1.995610100887555e0
3.304160012400588e2	-1.918430729776864e-3	3.861403519139494e-1	1.970856628817804e0
3.524761801345938e2	-1.547469513920252e-3	3.932156174004001e-1	1.945676383964428e0
3.760092038400117e2	-1.204238235914522e-3	4.011289973937835e-1	1.920011061459310e0
4.011134066376118e2	-8.868039011165092e-4	4.097437151559605e-1	1.893810876969757e0
4.278936880834661e2	-5.933686138524486e-4	4.189202105501978e-1	1.867035017405343e0
4.564619513380832e2	-3.222583709591774e-4	4.285225883527425e-1	1.839651598997153e0
4.869375707610985e2	-7.191306830133875e-5	4.384225002520800e-1	1.811637291092082e0
5.194478907248584e2	1.591223993338712e-4	4.485005872425827e-1	1.782976769666931e0
5.541287577312187e2	3.722060783946706e-4	4.586459824676580e-1	1.753662143817661e0
5.911250880550523e2	5.686060698051276e-4	4.687546302038640e-1	1.723692457144350e0
6.305914732864017e2	7.495069370161585e-4	4.787272804457618e-1	1.693073312901480e0
6.726928263015662e2	9.160155125078769e-4	4.884679687385094e-1	1.661816617072362e0
7.176050703623558e2	1.069166185640155e-3	4.978836183819697e-1	1.629940386241809e0
7.655158742229653e2	1.209925734831761e-3	5.068851600252064e-1	1.597468533572493e0
8.166254363161645e2	1.339197750372285e-3	5.153903091579700e-1	1.564430528954359e0
8.711473212955599e2	1.457826681949706e-3	5.233279172791755e-1	1.530860827808615e0
9.293093524294992e2	1.566601537378796e-3	5.306436331981661e-1	1.496797974504318e0
9.913545635755091e2	1.666259255497209e-3	5.373064668584908e-1	1.462283308165368e0
1.057542214713206e3	1.757487775878793e-3	5.433157156316352e-1	1.427359229266852e0
1.128148875279100e3	1.840928829976781e-3	5.487075726089279e-1	1.392067024792520e0
1.203469579830104e3	1.917180481743210e-3	5.535605872748522e-1	1.356444298517951e0
1.283819060864754e3	1.986799449980020e-3	5.579990154989600e-1	1.320522111106182e0
1.369533063953589e3	2.050303249009121e-3	5.621930239262234e-1	1.284321999747694e0
1.460969750673998e3	2.108172188006165e-3	5.663547594192385e-1	1.247853113272555e0
1.558511195211845e3	2.160851271752248e-3	5.707295072486397e-1	1.211109756726421e0
1.662564980883471e3	2.208752045810842e-3	5.755815697002389e-1	1.174069677457088e0
1.773565903249312e3	2.252254426510349e-3	5.811750893144877e-1	1.136693430302536e0
1.891977786935606e3	2.291708550130536e-3	5.877507596253168e-1	1.098925122191685e0
2.018295423755999e3	2.327436666297451e-3	5.955001037558263e-1	1.060694751440262e0
2.153046640231534e3	2.359735088273298e-3	6.045396151719457e-1	1.021922227504465e0
2.296794503148370e3	2.388876198648232e-3	6.148873971316373e-1	9.825229957892841e-1
2.450139672369241e3	2.415110494442671e-3	6.264448945851903e-1	9.424150208227728e-1
2.613722910730008e3	2.438668642606727e-3	6.389858473410606e-1	9.015267262933669e-1
2.788227761509189e3	2.459763507077908e-3	6.521537733817707e-1	8.598053778152033e-1
2.974383404658302e3	2.478592103219592e-3	6.654682889639846e-1	8.172253417124283e-1
3.172967703728101e3	2.495337435177541e-3	6.783396309459079e-1	7.737956647384401e-1
3.384810456222314e3	2.510170176161172e-3	6.900901104401560e-1	7.295664834115775e-1
3.610796860960954e3	2.523250159786221e-3	6.999810490151138e-1	6.846338621581376e-1
3.851871216941535e3	2.534727660800119e-3	7.072440133029226e-1	6.391427465319965e-1
