beta	free_energy	specific_heat	entropy
1.000000000000001e-2	-2.943040276799149e2	2.201321406569055e-5	2.944427903473417e0
1.066764862511935e-2	-2.758759483516545e2	2.501941122539955e-5	2.944426385662372e0
1.137987271890106e-2	-2.586012237626026e2	2.843376188951200e-5	2.944424660647076e0
1.213964835638180e-2	-2.424076703307859e2	3.231117310617903e-5	2.944422700310843e0
1.295015030983885e-2	-2.272276222168948e2	3.671382983744329e-5	2.944420472757903e0
1.381476531478414e-2	-2.129976485778886e2	4.171213644007474e-5	2.944417941813194e0
1.473710622166034e-2	-1.996582885167787e2	4.738577494917350e-5	2.944415066457609e0
1.572102709237326e-2	-1.871538026210502e2	5.382489357112495e-5	2.944411800190702e0
1.677063930474195e-2	-1.754319400515094e2	6.113144008988104e-5	2.944408090311990e0
1.789032873216028e-2	-1.644437202083130e2	6.942065625668938e-5	2.944403877110955e0
1.908477407025626e-2	-1.541432280618517e2	7.882275065647990e-5	2.944399092954810e0
2.035896638712825e-2	-1.444874222932570e2	8.948476900680694e-5	2.944393661261847e0
2.171822997884995e-2	-1.354359554428252e2	1.015726823232448e-4	2.944387495347006e0
2.316824461739044e-2	-1.269510053148286e2	1.152737148455185e-4	2.944380497124842e0
2.471506928391337e-2	-1.189971169342175e2	1.307989350178353e-4	2.944372555653674e0
2.636516748662677e-2	-1.115410543948056e2	1.483861340982316e-4	2.944363545503110e0
2.812543426897552e-2	-1.045516619798652e2	1.683030180627494e-4	2.944353324925550e0
3.000322502103212e-2	-9.799973397480069e1	1.908507392792717e-4	2.944341733810552e0
3.200638621447595e-2	-9.185789262788651e1	2.163677948382338e-4	2.944328591399253e0
3.414328818958930e-2	-8.610047374910306e1	2.452343183012900e-4	2.944313693734249e0
3.642286013127256e-2	-8.070341946901677e1	2.778767907900951e-4	2.944296810818694e0
3.885462738022838e-2	-7.564417770956753e1	3.147731955736502e-4	2.944277683456713e0
4.144875123522175e-2	-7.090160794666964e1	3.564586373680981e-4	2.944256019745747e0
4.421607141273269e-2	-6.645589287082062e1	4.035314431307818e-4	2.944231491190241e0
4.716815134142167e-2	-6.228845557655450e1	4.566597548463837e-4	2.944203728405177e0
5.031732648067380e-2	-5.838188193467479e1	5.165886162376829e-4	2.944172316377518e0
5.367675586512408e-2	-5.471984782285575e1	5.841475439853556e-4	2.944136789253909e0
5.726047709054574e-2	-5.128705091049705e1	6.602585593300863e-4	2.944096624623974e0
6.108346497086378e-2	-4.806914671274356e1	7.459446371917742e-4	2.944051237270759e0
6.516169411139604e-2	-4.505268864641551e1	8.423385064233873e-4	2.943999972363316e0
6.951220565978809e-2	-4.222507183731241e1	9.506917056825601e-4	2.943942098071666e0
7.415317851356512e-2	-3.957448044402374e1	1.072383763732289e-3	2.943876797591634e0
7.910400528184620e-2	-3.708983827806894e1	1.208931329783367e-3	2.943803160576905e0
8.438537331863201e-2	-3.476076251395676e1	1.361997027728823e-3	2.943720173988522e0
9.001935116626869e-2	-3.257752029566118e1	1.533397746745527e-3	2.943626712388627e0
9.602948077029813e-2	-3.053098805810773e1	1.725112008741880e-3	2.943521527726038e0
1.024408758510195e-1	-2.861261339360492e1	1.939285969619217e-3	2.943403238687205e0
1.092803268428149e-1	-2.681437930378419e1	2.178237515611975e-3	2.943270319717651e0
1.165764128397347e-1	-2.512877068757719e1	2.444457807754917e-3	2.943121089857359e0
1.243596210151141e-1	-2.354874292509887e1	2.740609507004912e-3	2.942953701579102e0
1.326624740142244e-1	-2.206769242606270e1	3.069520780688594e-3	2.942766129872617e0
1.415196658522771e-1	-2.067942901956279e1	3.434174049768357e-3	2.942556161880086e0
1.509682068856392e-1	-1.937815006975625e1	3.837688289316922e-3	2.942321387460431e0
1.610475784620321e-1	-1.815841620919638e1	4.283293546764658e-3	2.942059191141428e0
1.717998978959296e-1	-1.701512858833727e1	4.774296201404134e-3	2.941766746009631e0
1.832700944585157e-1	-1.594350754608047e1	5.314033364575805e-3	2.941441010187588e0
1.955060971175877e-1	-1.493907261219265e1	5.905814726553268e-3	2.941078726654564e0
2.085590348118883e-1	-1.399762375801552e1	6.552850110960155e-3	2.940676427278227e0
2.224834500967257e-1	-1.311522381713999e1	7.258161022579456e-3	2.940230442036766e0
2.373375270536144e-1	-1.228818200264898e1	8.024474596454200e-3	2.939736914518393e0
2.531833344162714e-1	-1.151303845216869e1	8.854098606926545e-3	2.939191824880748e0
2.700870849288868e-1	-1.078654973632774e1	9.748776611020268e-3	2.938591021526959e0
2.881194120204130e-1	-1.010567527032548e1	1.070952292132482e-2	2.937930262796120e0
3.073556649509752e-1	-9.467564572174073e0	1.173643797118358e-2	2.937205269959037e0
3.278762236636911e-1	-8.869545314818620e0	1.282850579043718e-2	2.936411792738030e0
3.497668346575296e-1	-8.309112122771918e0	1.398337678883297e-2	2.935545688412565e0
3.731189692846740e-1	-7.783916067137756e0	1.519714087077882e-2	2.934603015308751e0
3.980302059695598e-1	-7.291754815951163e0	1.646409808448056e-2	2.933580141077489e0
4.246046379467143e-1	-6.830563399644666e0	1.777653651670643e-2	2.932473865621102e0
4.529533082211561e-1	-6.398405554164502e0	1.912452991694102e-2	2.931281557812221e0
4.831946735688674e-1	-5.993465606814143e0	2.049577045379039e-2	2.930001304247905e0
5.154550995161916e-1	-5.614040872297471e0	2.187545488864884e-2	2.928632067192504e0
5.498693883664654e-1	-5.258534528670213e0	2.324624503682878e-2	2.927173847595018e0
5.865813424802737e-1	-4.925448944983242e0	2.458832533190727e-2	2.925627847650514e0
6.257443651630349e-1	-4.613379434310120e0	2.587958119130460e-2	2.923996625865008e0
6.675221016707630e-1	-4.321008407587229e0	2.709592120907306e-2	2.922284236063579e0
7.120891230124886e-1	-4.047099905250232e0	2.821176344695287e-2	2.920496340369653e0
7.596316554066611e-1	-3.790494485017625e0	2.920070074056395e-2	2.918640285031026e0
8.103483584395997e-1	-3.550104445344971e0	3.003635155205372e-2	2.916725127257818e0
8.644511551775910e-1	-3.324909365048736e0	3.069339122982549e-2	2.914761601174644e0
9.221661177013054e-1	-3.113951940379523e0	3.114874361574462e-2	2.912762011786846e0
9.837344117627971e-1	-2.916334101420410e0	3.138289521329497e-2	2.910740047716829e0
1.049413304512399e0	-2.731213390116685e0	3.138127455381511e-2	2.908710506534924e0
1.119477239506363e0	-2.557799582538760e0	3.113561951676901e-2	2.906688930862639e0
1.194218983487245e0	-2.395351538182525e0	3.064523731533743e-2	2.904691159018185e0
1.273950849728912e0	-2.243174259274211e0	2.991804830400663e-2	2.902732800602757e0
1.359006003058025e0	-2.100616143232718e0	2.897129866109803e-2	2.900828654706152e0
1.449739852005087e0	-1.967066411720024e0	2.783183127458536e-2	2.898992095764426e0
1.546531533902279e0	-1.841952700148541e0	2.653582124134247e-2	2.897234458777079e0
