beta	free_energy	specific_heat	entropy
1.000000000000001e-2	-5.293031734900201e2	7.369600064739189e-6	5.293301094534844e0
1.090649489558503e-2	-4.853078279049288e2	8.737215899781086e-6	5.293300397379335e0
1.189516309074223e-2	-4.449691675951195e2	1.035551418435539e-5	5.293299570974916e0
1.297345355313315e-2	-4.079832671382731e2	1.226952945640873e-5	5.293298591667452e0
1.414949049553562e-2	-3.740714619585983e2	1.453211767293245e-5	5.293297431564282e0
1.543213458646881e-2	-3.429782487708982e2	1.720523541141351e-5	5.293296057801308e0
1.683104970953032e-2	-3.144693605296644e2	2.036140475595499e-5	5.293294431691161e0
1.835677577443303e-2	-2.883300013791728e2	2.408538364059515e-5	5.293292507735464e0
2.002080812832527e-2	-2.643632283060642e2	2.847606115935455e-5	5.293290232482586e0
2.183568416570668e-2	-2.423884673011834e2	3.364859606999073e-5	5.293287543210434e0
2.381507778948867e-2	-2.222401528508968e2	3.973681401909403e-5	5.293284366412608e0
2.597390243490185e-2	-2.037664805073016e2	4.689587439767507e-5	5.293280616064880e0
2.832842343246806e-2	-1.868282631387136e2	5.530521057319634e-5	5.293276191648392e0
3.089638055661841e-2	-1.712978822429752e2	6.517173676972173e-5	5.293270975906054e0
3.369712168328112e-2	-1.570583264223551e2	7.673330016039162e-5	5.293264832309828e0
3.675174856346131e-2	-1.440023097755081e2	9.026233670908384e-5	5.293257602219212e0
4.008327581112150e-2	-1.320314635640789e2	1.060696627016718e-4	5.293249101716015e0
4.371680430323235e-2	-1.210555950636012e2	1.245082993501316e-4	5.293239118107817e0
4.767971029844931e-2	-1.109920080145241e2	1.459771838485836e-4	5.293227406103207e0
5.200185169930103e-2	-1.017648795533064e2	1.709245653165463e-4	5.293213683677014e0
5.671579301193962e-2	-9.330468892905381e1	1.998508168276174e-4	5.293197627663984e0
6.185705069837764e-2	-8.554769370133293e1	2.333103141999356e-4	5.293178869146046e0
6.746436076978000e-2	-7.843544947253820e1	2.719119381135215e-4	5.293156988732759e0
7.357997063695124e-2	-7.191436953618432e1	3.163176492549468e-4	5.293131511877363e0
8.024995741692048e-2	-6.593532112324509e1	3.672384691570375e-4	5.293101904423767e0
8.752457509385590e-2	-6.045325520440866e1	4.254270773211767e-4	5.293067568642973e0
9.545863314993877e-2	-5.542686705895918e1	4.916661167093320e-4	5.293027840091086e0
1.041119095189331e-1	-5.081828505282755e1	5.667511980449326e-4	5.292981985704500e0
1.135496009737854e-1	-4.659278528093172e1	6.514675277291985e-4	5.292929203638630e0
1.238428143416307e-1	-4.271852992385132e1	7.465590808354492e-4	5.292868625450533e0
1.350691022471880e-1	-3.916632734762734e1	8.526893339324514e-4	5.292799321316189e0
1.473130474210208e-1	-3.590941213938927e1	9.703928051596166e-4	5.292720309049781e0
1.606668999750438e-1	-3.292324342183273e1	1.100017071353925e-3	5.292630567740807e0
1.752312724467285e-1	-3.018531992742992e1	1.241655599265096e-3	5.292529056826655e0
1.911158978487114e-1	-2.767501043969339e1	1.395072694403760e-3	5.292414741349265e0
2.084404564352121e-1	-2.537339832478158e1	1.559623181060100e-3	5.292286623977340e0
2.273354774144053e-1	-2.326313898310061e1	1.734171100171132e-3	5.292143784078643e0
2.479433224005596e-1	-2.132832914811409e1	1.917013723216104e-3	5.291985423669988e0
2.704192580156097e-1	-1.955438704904245e1	2.105819435689715e-3	5.291810919429344e0
2.949326257215138e-1	-1.792794253617036e1	2.297590349913237e-3	5.291619879111590e0
3.216681176973178e-1	-1.643673634267962e1	2.488662544277423e-3	5.291412199675317e0
3.508271683738240e-1	-1.506952772581983e1	2.674758128282281e-3	5.291188123245068e0
3.826294721101661e-1	-1.381600979330618e1	2.851103287677138e-3	5.290948285791016e0
4.173146384469921e-1	-1.266673187852839e1	3.012624349537094e-3	5.290693752253884e0
4.551439974075029e-1	-1.161302838087125e1	3.154228981421725e-3	5.290426030989069e0
4.964025684481095e-1	-1.064695353555231e1	3.271171299763044e-3	5.290147060122189e0
5.414012078934606e-1	-9.761221621233053e0	3.359487682535480e-3	5.289859159008572e0
5.904789510353593e-1	-8.949152153599327e0	3.416474900875684e-3	5.289564939774110e0
