beta	free_energy	specific_heat	entropy
6.440055665417548e-1	-8.204619649488547e0	3.441165217880672e-3	5.289267177108965e0
7.023843424215992e-1	-7.522007579328782e0	3.434736960377837e-3	5.288968639139615e0
7.660551245360017e-1	-6.896166156030695e0	3.400787560389004e-3	5.288671888089680e0
8.354976305488655e-1	-6.322373636435614e0	3.345393821644689e-3	5.288379065956424e0
9.112350642854585e-1	-5.796300837366730e0	3.276895770005748e-3	5.288091686570024e0
9.938380577307447e-1	-5.313978592627330e0	3.205369007085770e-3	5.287810459813644e0
1.083928970367851e0	-4.871767900248972e0	3.141795911416524e-3	5.287535174967039e0
1.182186578249370e0	-4.466332531121943e0	3.097003435319398e-3	5.287264666804510e0
1.289351188130588e0	-4.094613890914154e0	3.080494260417740e-3	5.286996879601298e0
1.406230215196275e0	-3.753807946826408e0	3.099343896388397e-3	5.286729031060278e0
1.533704266405560e0	-3.441344049028774e0	3.157353006909658e-3	5.286457862207761e0
1.672733775288922e0	-3.154865493279742e0	3.254620069402271e-3	5.286179943612857e0
1.824366238186132e0	-2.892211685951318e0	3.387632661894931e-3	5.285891996572633e0
1.989744106445470e0	-2.651401785277862e0	3.549878241583950e-3	5.285591183457576e0
2.170113394046791e0	-2.430619703112511e0	3.732872030439107e-3	5.285275325883939e0
2.366833065501201e0	-2.228200360043503e0	3.927420975497588e-3	5.284943021958590e0
2.581385274759071e0	-2.042617093829271e0	4.124913085201467e-3	5.284593651246238e0
2.815386532269816e0	-1.872470127302315e0	4.318447824580630e-3	5.284227273627175e0
3.070599884329957e0	-1.716476007688182e0	4.503690866065388e-3	5.283844441473993e0
3.348948196482866e0	-1.573457935059982e0	4.679414701420049e-3	5.283445951261362e0
3.652528641051906e0	-1.442336903556323e0	4.847743775351414e-3	5.283032561342201e0
3.983628497961076e0	-1.322123584987286e0	5.014142041176090e-3	5.282604699885595e0
4.344742387891952e0	-1.211910890374214e0	5.187167599010917e-3	5.282162184089433e0
4.738591067617548e0	-1.110867150634034e0	5.377995889637411e-3	5.281703970673861e0
5.168141929123554e0	-1.018229862908087e0	5.599705256726294e-3	5.281227958052077e0
5.636631356964500e0	-9.332999539151908e-1	5.866340966534066e-3	5.280730860374617e0
6.147589112302782e0	-8.554365162079820e-1	6.191823131521620e-3	5.280208170253763e0
6.704864927348438e0	-7.840519773768855e-1	6.588823262297866e-3	5.279654218713316e0
7.312657510571288e0	-7.186076661035451e-1	7.067780008741915e-3	5.279062327916044e0
7.975546181220726e0	-6.586097425051290e-1	7.636235970965700e-3	5.278425036621025e0
8.698525371498651e0	-6.036054633939484e-1	8.298642117487712e-3	5.277734363721316e0
9.487042256336688e0	-5.531797558578126e-1	9.056695611874371e-3	5.276982065711098e0
1.034703779429354e1	-5.069520749184206e-1	9.910167067000349e-3	5.276159842865769e0
1.128499148878879e1	-4.645735229596200e-1	1.085806296586138e-2	5.275259457635376e0
1.230797020691954e1	-4.257242101923736e-1	1.189989054346806e-2	5.274272745877422e0
1.342368142367806e1	-3.901108367352543e-1	1.303676989691050e-2	5.273191523178367e0
1.464053129273043e1	-3.574644780522699e-1	1.427217684167941e-2	5.272007409390182e0
1.596768798128174e1	-3.275385566077183e-1	1.561218386758995e-2	5.270711609882586e0
1.741515074621437e1	-3.001069837409634e-1	1.706516535344228e-2	5.269294699225690e0
1.899382527194308e1	-2.749624569581751e-1	1.864101771228297e-2	5.267746452105071e0
2.071560583760809e1	-2.519148990691346e-1	2.035000033624342e-2	5.266055759256748e0
2.259346493268240e1	-2.307900268275994e-1	2.220133197416542e-2	5.264210655625644e0
2.464155099618799e1	-2.114280379215373e-1	2.420169226209344e-2	5.262198475561449e0
2.687529501592225e1	-1.936824062714229e-1	2.635378875863742e-2	5.260006136387617e0
2.931152679084980e1	-1.774187766100172e-1	2.865515296493695e-2	5.257620537534998e0
3.196860173262071e1	-1.625139502244163e-1	3.109731123202539e-2	5.255029048804068e0
3.486653916158181e1	-1.488549545347646e-1	3.366542592159226e-2	5.252220050593309e0
3.802717313925078e1	-1.363381898616697e-1	3.633841967631856e-2	5.249183484051479e0
4.147431697367663e1	-1.248686472994836e-1	3.908950099942891e-2	5.245911372126161e0
4.523394263712800e1	-1.143591920774537e-1	4.188693644048926e-2	5.242398283034162e0
4.933437644790220e1	-1.047299071773747e-1	4.469489787708190e-2	5.238641722335371e0
5.380651249059160e1	-9.590749231370775e-2	4.747427047028325e-2	5.234642452733839e0
5.868404538278688e1	-8.782471369953671e-2	5.018342652872609e-2	5.230404745804605e0
6.400372414196457e1	-8.041990034094421e-2	5.277911125180838e-2	5.225936563234353e0
6.980562906527682e1	-7.363648293190772e-2	5.521768969551667e-2	5.221249647528175e0
7.613347370835440e1	-6.742257175550727e-2	5.745701783601247e-2	5.216359479124945e0
8.303493423833234e1	-6.173057031852373e-2	5.945909996263935e-2	5.211285037594534e0
9.056200864256110e1	-5.651682173584546e-2	6.119349450251791e-2	5.206048298616609e0
9.877140849940187e1	-5.174128512413922e-2	6.264117976488787e-2	5.200673412469245e0
1.077249862628471e2	-4.736723945707157e-2	6.379835698701598e-2	5.195185545317888e0
1.174902012802710e2	-4.336101248485121e-2	6.467951587922124e-2	5.189609417344331e0
1.281406280544532e2	-3.969173244575396e-2	6.531906548538315e-2	5.183967632334609e0
1.397565105792952e2	-3.633110041722288e-2	6.577096120747879e-2	5.178278949378273e0
1.524253669257859e2	-3.325318128794316e-2	6.610602690963378e-2	5.172556685993091e0
1.662426486333758e2	-3.043421149254969e-2	6.640703936486790e-2	5.166807452656554e0
1.813124598748450e2	-2.785242184107953e-2	6.676204799099718e-2	5.161030395291510e0
1.977483418130960e2	-2.548787399051133e-2	6.725676913106078e-2	5.155217064745515e0
2.156741280594937e2	-2.332230933274331e-2	6.796714206754902e-2	5.149351947595593e0
2.352248776790617e2	-2.133900929456945e-2	6.895319588924555e-2	5.143413594046608e0
2.565478927721301e2	-1.952266624202798e-2	7.025521251967126e-2	5.137376184402915e0
2.798038282992329e2	-1.785926433805907e-2	7.189278741553601e-2	5.131211305304741e0
3.051679025110736e2	-1.633596980871884e-2	7.386684910783022e-2	5.124889677402641e0
3.328312171033416e2	-1.494103012730151e-2	7.616412035097554e-2	5.118382596177858e0
3.630021970428944e2	-1.366368163423939e-2	7.876303552537423e-2	5.111662914141465e0
3.959081609134482e2	-1.249406508746996e-2	8.163990303321428e-2	5.104705490050224e0
4.317970336122974e2	-1.142314860103888e-2	8.477418024269828e-2	5.097487134663398e0
4.709392143021282e2	-1.044265739678727e-2	8.815207128013258e-2	5.089986167480289e0
5.136296136916970e2	-9.545009778368861e-3	9.176813033126231e-2	5.082181747246433e0
5.601898759949809e2	-8.723258744774434e-3	9.562498531783491e-2	5.074053146948877e0
6.109708023097662e2	-7.971038690894749e-3	9.973156379851193e-2	5.065579121037700e0
6.663549936742960e2	-7.282516689092002e-3	1.041002804977384e-1	5.056737474905684e0
7.267597337156309e2	-6.652347900088565e-3	1.087436069548108e-1	5.047504908040904e0
7.926401326086254e2	-6.075634716680317e-3	1.136703976220841e-1	5.037857168075618e0
8.644925560331820e2	-5.547889295483807e-3	1.188823625918388e-1	5.027769520303965e0
9.428583649647144e2	-5.064999178266956e-3	1.243711440201645e-1	5.017217500636670e0
1.028327994474731e3	-4.623195744888847e-3	1.301164985302119e-1	5.006177877866297e0
1.121545402272583e3	-4.219025274232878e-3	1.360860346380148e-1	4.994629708941979e0
1.223212920505280e3	-3.849322417324114e-3	1.422367749345203e-1	4.982555338910299e0
1.334096547370447e3	-3.511185907714588e-3	1.485185432246016e-1	4.969941185055673e0
1.455031718411341e3	-3.201956348390563e-3	1.548788882303274e-1	4.956778157401786e0
1.586929600976761e3	-2.919195922916515e-3	1.612690094256847e-1	4.943061603886306e0
1.730783959270581e3	-2.660669882951689e-3	1.676499722922418e-1	4.928790723130486e0
1.887678641714505e3	-2.424329666564283e-3	1.739983882446107e-1	4.913967454897008e0
2.058795747036408e3	-2.208297503660086e-3	1.803106946057107e-1	4.898594932238767e0
2.245424530610480e3	-2.010852367718175e-3	1.866052399977781e-1	4.882675652327819e0
2.448971118152454e3	-1.830417137930691e-3	1.929216151959418e-1	4.866209583077833e0
2.670969099956492e3	-1.665546843522389e-3	1.993170908895514e-1	4.849192454243085e0
2.913091085494084e3	-1.514917872845538e-3	2.058605732712165e-1	4.831614470360479e0
3.177161305431542e3	-1.377318043592614e-3	2.126250235354773e-1	4.813459623285161e0
3.465169356013946e3	-1.251637446222189e-3	2.196796355827092e-1	4.794705682955092e0
3.779285189370373e3	-1.136859988916189e-3	2.270831047189225e-1	4.775324828583896e0
4.121875462682802e3	-1.032055587300400e-3	2.348790342446515e-1	4.755284777113648e0
4.495521369398712e3	-9.363729542387694e-4	2.430940144087409e-1	4.734550196059675e0
4.903038086834059e3	-8.490329533926864e-4	2.517383323919790e-1	4.713084166649193e0
5.347495986691460e3	-7.693224848852538e-4	2.608087903421125e-1	4.690849488769026e0
5.832243768301177e3	-6.965888730010454e-4	2.702928145982348e-1	4.667809678869178e0
6.360933688878454e3	-6.302347254561922e-4	2.801729441679109e-1	4.643929588294572e0
6.937549080890763e3	-5.697132325108434e-4	2.904308462823924e-1	4.619175646975894e0
7.566434363860563e3	-5.145238729783399e-4	3.010501745383806e-1	4.593515804760912e0
8.252327776722430e3	-4.642084936167094e-4	3.120178474251116e-1	4.566919291400364e0
9.000397077351796e3	-4.183477287873569e-4	3.233236923413793e-1	4.539356337677931e0
9.816278478237531e3	-3.765577287341566e-4	3.349588561545489e-1	4.510797985582722e0
1.070611911165391e4	-3.384871672955856e-4	3.469138367397956e-1	4.481216060408648e0
1.167662334427786e4	-3.038145030618755e-4	3.591772774043298e-1	4.450583289184382e0
1.273510329020353e4	-2.722454715129364e-4	3.717366191057382e-1	4.418873449910246e0
1.388953390293532e4	-2.435107890090511e-4	3.845812464092179e-1	4.386061358063984e0
1.514861306144191e4	-2.173640521734549e-4	3.977079712126991e-1	4.352122474268068e0
1.652182710298087e4	-1.935798179035851e-4	4.111278006226903e-1	4.317031969775738e0
1.801952229643991e4	-1.719518499554489e-4	4.248722265549932e-1	4.280763211011896e0
1.965298279470030e4	-1.522915180257734e-4	4.389970040376140e-1	4.243285792875239e0
2.143451565334190e4	-1.344263349585554e-4	4.535816652671039e-1	4.204563418761121e0
2.337754355625106e4	-1.181986176082134e-4	4.687237882392851e-1	4.164552046866620e0
2.549670594675695e4	-1.034642573663610e-4	4.845281024102434e-1	4.123198762512931e0
2.780796932625368e4	-9.009158755815168e-5	5.010916057306513e-1	4.080441780946238e0
3.032874755133705e4	-7.796033676585550e-5	5.184867483824768e-1	4.036211842738354e0
3.307803303581441e4	-6.696065939712894e-5	5.367452557931424e-1	3.990435060174761e0
3.607653984611038e4	-5.699223715623324e-5	5.558452632825214e-1	3.943037042431250e0
3.934685976819709e4	-4.796344718021381e-5	5.757041312358175e-1	3.893947905831983e0
4.291363252191426e4	-3.979059422408356e-5	5.961786417817609e-1	3.843107596419852e0
4.680373140512707e4	-3.239720527727663e-5	6.170732924598515e-1	3.790470845149829e0
5.104646576643488e4	-2.571338533004842e-5	6.381561817756639e-1	3.736011065650855e0
5.567380183192793e4	-1.967523273880848e-5	6.591806924827229e-1	3.679722604613828e0
6.072060354977337e4	-1.422431189939345e-5	6.799100895241801e-1	3.621620960386954e0
6.622489526724447e4	-9.307179926812894e-6	7.001415758719510e-1	3.561740865205096e0
7.222814821928543e4	-4.874962996081801e-6	7.197265250463875e-1	3.500132424647490e0
7.877559298711973e4	-8.829771540013616e-7	7.385845425931059e-1	3.436855756965096e0
8.591656028107043e4	2.709612056105710e-6	7.567104092413237e-1	3.371974719564197e0
9.370485261517171e4	5.940096826906513e-6	7.741743050348111e-1	3.305550331227351e0
1.021991496738920e5	8.842506440922164e-6	7.911164788731411e-1	3.237634425161149e0
1.114634504251433e5	1.144786331785171e-5	8.077374634054276e-1	3.168263963842036e0
1.215675553106118e5	1.378441952215001e-5	8.242842558875957e-1	3.097456378060438e0
1.325875921463937e5	1.587787672593504e-5	8.410322064589053e-1	3.025206288225093e0
1.446065896962557e5	1.775159195825909e-5	8.582623733441662e-1	2.951483994695686e0
1.577151032390169e5	1.942677090947857e-5	8.762351883209156e-1	2.876236105507152e0
1.720118968433002e5	2.092265004564898e-5	8.951632027292059e-1	2.799388516939378e0
1.876046874901357e5	2.225666827355076e-5	9.151876744668411e-1	2.720851632428072e0
2.046109566498987e5	2.344462837952794e-5	9.363647640127623e-1	2.640527237650418e0
2.231588354282888e5	2.450084800168544e-5	9.586662008357629e-1	2.558315972059823e0
2.433880699503328e5	2.543829958328180e-5	9.819959678402164e-1	2.474124041312024e0
2.654510742559604e5	2.626873869640394e-5	1.006219016217860e0	2.387867907358128e0
2.895140786400191e5	2.700282038022565e-5	1.031191304393741e0	2.299476327826205e0
3.157583820887368e5	2.765020369374070e-5	1.056774503520416e0	2.208890318048881e0
