energy	density
2.376786158269304e0	2.195159161947424e-2
2.391687666938734e0	2.195608525652545e-2
2.406589175608162e0	2.195407852556096e-2
2.421490684277591e0	2.194515501709451e-2
2.436392192947020e0	2.192893626979614e-2
2.451293701616449e0	2.190508096109113e-2
2.466195210285878e0	2.187328408331439e-2
2.481096718955306e0	2.183327610500536e-2
2.495998227624735e0	2.178482211697993e-2
2.510899736294164e0	2.172772096288016e-2
2.525801244963593e0	2.166180435397821e-2
2.540702753633021e0	2.158693596809722e-2
2.555604262302451e0	2.150301053260656e-2
2.570505770971879e0	2.140995289155226e-2
2.585407279641308e0	2.130771705709147e-2
2.600308788310737e0	2.119628524551496e-2
2.615210296980166e0	2.107566689825832e-2
2.630111805649594e0	2.094589768842352e-2
2.645013314319023e0	2.080703851345321e-2
2.659914822988452e0	2.065917447472183e-2
2.674816331657881e0	2.050241384492727e-2
2.689717840327310e0	2.033688702428501e-2
2.704619348996739e0	2.016274548664053e-2
2.719520857666168e0	1.998016071672640e-2
