index	raw_spacing	unfolded_spacing
0	7.863018350002556e-5	1.759018305969563e0
1	2.158386376413740e-5	4.474151706400178e-1
2	2.894331416250203e-5	5.299396339220412e-1
3	8.717579855986460e-6	1.670623180852679e-1
4	8.012032233072053e-5	1.485443586438925e0
5	5.021178084948239e-5	9.179825712182196e-1
6	6.948165333618326e-5	1.209706039490884e0
7	9.924128153909718e-5	1.671589159352901e0
8	3.270446368350104e-5	4.747901102514915e-1
9	6.973523121011412e-5	9.741424913491896e-1
10	6.230796830925260e-5	7.806139949930232e-1
11	1.087574272268287e-4	1.230634018073226e0
12	4.284261506662195e-5	4.099023908274148e-1
13	1.335810118789891e-4	1.346227424008797e0
14	3.846525754557287e-5	2.734991857040689e-1
15	1.706822799466844e-4	1.114711518424362e0
16	1.443271141993968e-4	9.506693357899378e-1
17	2.470650760963266e-4	1.433941560499744e0
18	4.101959353178340e-5	2.182058434722397e-1
19	4.882697806028874e-4	2.593070046543269e0
20	2.069787078983953e-4	1.004640619945352e0
21	4.799058777265729e-5	1.970724847268855e-1
22	3.340545417612252e-4	1.122970666341261e0
23	2.154095201854036e-4	6.113248625252581e-1
24	1.370150185947493e-4	3.794691252437635e-1
25	2.334367660443313e-4	4.963616778116037e-1
26	5.831251778284307e-4	9.574119805425012e-1
27	7.378488943075284e-4	9.427399537993379e-1
28	8.508670412827549e-4	1.041444878330630e0
29	1.367769072359980e-4	1.252348446457380e-1
30	1.689749610769145e-3	1.239571034404630e0
31	1.733430018219462e-3	1.029006219996465e0
32	1.957593667080582e-3	1.092437601237189e0
33	7.118168324903654e-4	3.994628727000238e-1
34	3.242136896030617e-3	1.710742023491544e0
35	3.118119814004176e-3	1.549930014593186e0
36	3.768773180011370e-3	1.673869742826606e0
37	1.764338221448728e-3	7.172601062637118e-1
38	6.276816665948329e-4	2.102823471915033e-1
39	2.096388470963717e-3	4.443665518083221e-1
40	1.419563043357424e-3	1.886786323045350e-1
41	4.327022611470457e-3	1.328557658629938e-1
42	4.024700109329989e-3	1.553122080571740e-2
43	7.733876425926288e-3	2.714847912755133e-2
44	1.977210920261770e-2	6.247977951717083e-2
45	3.410822155412006e-2	9.587664471445208e-2
46	2.786199000964265e-1	6.856312646590987e-1
47	2.496003384648465e0	5.272759800091126e0
