gcd_class	dim	lambda_min	lambda_max	trace	frobenius_norm	condition
4891	8	2.679991217401250e-6	5.836302384416933e-4	7.005363656006499e-4	5.879687118297396e-4	2.177732e2
4892	8	2.679531442883650e-6	5.835122983153963e-4	7.003940262138092e-4	5.878498810417267e-4	2.177665e2
4893	8	2.679071814784820e-6	5.833944287373593e-4	7.002517644298938e-4	5.877311206528498e-4	2.177599e2
4894	8	2.678612332969939e-6	5.832766295557994e-4	7.001095800844759e-4	5.876124305112943e-4	2.177533e2
4895	8	2.678152997304482e-6	5.831589006191869e-4	6.999674730134002e-4	5.874938104654977e-4	2.177467e2
4896	8	2.677693807653950e-6	5.830412417762447e-4	6.998254430527834e-4	5.873752603641502e-4	2.177401e2
4897	8	2.677234763883886e-6	5.829236528759464e-4	6.996834900390153e-4	5.872567800561944e-4	2.177335e2
4898	8	2.676775865859565e-6	5.828061337675160e-4	6.995416138087557e-4	5.871383693908241e-4	2.177269e2
4899	8	2.676317113446378e-6	5.826886843004297e-4	6.993998141989356e-4	5.870200282174846e-4	2.177203e2
4900	8	2.675858506509694e-6	5.825713043244132e-4	6.992580910467572e-4	5.869017563858721e-4	2.177138e2
4901	8	2.675400044914884e-6	5.824539936894424e-4	6.991164441896919e-4	5.867835537459332e-4	2.177073e2
4902	8	2.674941728527358e-6	5.823367522457428e-4	6.989748734654811e-4	5.866654201478637e-4	2.177007e2
4903	8	2.674483557212322e-6	5.822195798437882e-4	6.988333787121355e-4	5.865473554421103e-4	2.176942e2
4904	8	2.674025530835119e-6	5.821024763343023e-4	6.986919597679342e-4	5.864293594793677e-4	2.176877e2
4905	8	2.673567649261102e-6	5.819854415682568e-4	6.985506164714247e-4	5.863114321105807e-4	2.176812e2
4906	8	2.673109912355348e-6	5.818684753968696e-4	6.984093486614225e-4	5.861935731869403e-4	2.176747e2
4907	8	2.672652319983372e-6	5.817515776716086e-4	6.982681561770100e-4	5.860757825598883e-4	2.176683e2
4908	8	2.672194872010133e-6	5.816347482441869e-4	6.981270388575375e-4	5.859580600811118e-4	2.176618e2
4909	8	2.671737568300929e-6	5.815179869665654e-4	6.979859965426210e-4	5.858404056025462e-4	2.176554e2
4910	8	2.671280408721027e-6	5.814012936909503e-4	6.978450290721430e-4	5.857228189763734e-4	2.176489e2
4911	8	2.670823393135525e-6	5.812846682697952e-4	6.977041362862513e-4	5.856053000550210e-4	2.176425e2
4912	8	2.670366521409580e-6	5.811681105557976e-4	6.975633180253595e-4	5.854878486911638e-4	2.176361e2
4913	8	2.669909793408290e-6	5.810516204019004e-4	6.974225741301453e-4	5.853704647377208e-4	2.176297e2
4914	8	2.669453208996790e-6	5.809351976612913e-4	6.972819044415516e-4	5.852531480478577e-4	2.176233e2
4915	8	2.668996768040277e-6	5.808188421874035e-4	6.971413088007844e-4	5.851358984749839e-4	2.176169e2
4916	8	2.668540470403606e-6	5.807025538339119e-4	6.970007870493138e-4	5.850187158727529e-4	2.176105e2
4917	8	2.668084315951835e-6	5.805863324547368e-4	6.968603390288725e-4	5.849016000950629e-4	2.176042e2
4918	8	2.667628304550090e-6	5.804701779040397e-4	6.967199645814563e-4	5.847845509960554e-4	2.175978e2
4919	8	2.667172436063328e-6	5.803540900362267e-4	6.965796635493229e-4	5.846675684301150e-4	2.175915e2
4920	8	2.666716710356629e-6	5.802380687059457e-4	6.964394357749922e-4	5.845506522518690e-4	2.175852e2
4921	8	2.666261127294815e-6	5.801221137680851e-4	6.962992811012445e-4	5.844338023161876e-4	2.175789e2
4922	8	2.665805686742772e-6	5.800062250777764e-4	6.961591993711225e-4	5.843170184781824e-4	2.175726e2
4923	8	2.665350388565648e-6	5.798904024903926e-4	6.960191904279282e-4	5.842003005932064e-4	2.175663e2
4924	8	2.664895232628031e-6	5.797746458615451e-4	6.958792541152239e-4	5.840836485168548e-4	2.175600e2
4925	8	2.664440218794960e-6	5.796589550470877e-4	6.957393902768320e-4	5.839670621049626e-4	2.175537e2
4926	8	2.663985346931292e-6	5.795433299031141e-4	6.955995987568339e-4	5.838505412136056e-4	2.175475e2
4927	8	2.663530616901700e-6	5.794277702859563e-4	6.954598793995696e-4	5.837340856990997e-4	2.175412e2
4928	8	2.663076028571109e-6	5.793122760521859e-4	6.953202320496377e-4	5.836176954180001e-4	2.175350e2
4929	8	2.662621581804162e-6	5.791968470586146e-4	6.951806565518951e-4	5.835013702271018e-4	2.175288e2
4930	8	2.662167276465798e-6	5.790814831622914e-4	6.950411527514553e-4	5.833851099834384e-4	2.175226e2
4931	8	2.661713112420539e-6	5.789661842205023e-4	6.949017204936901e-4	5.832689145442816e-4	2.175164e2
4932	8	2.661259089533171e-6	5.788509500907730e-4	6.947623596242271e-4	5.831527837671421e-4	2.175102e2
4933	8	2.660805207668315e-6	5.787357806308652e-4	6.946230699889507e-4	5.830367175097669e-4	2.175040e2
4934	8	2.660351466690729e-6	5.786206756987779e-4	6.944838514340009e-4	5.829207156301414e-4	2.174978e2
4935	8	2.659897866464822e-6	5.785056351527461e-4	6.943447038057733e-4	5.828047779864878e-4	2.174917e2
4936	8	2.659444406855414e-6	5.783906588512420e-4	6.942056269509185e-4	5.826889044372645e-4	2.174855e2
4937	8	2.658991087726936e-6	5.782757466529720e-4	6.940666207163415e-4	5.825730948411664e-4	2.174794e2
4938	8	2.658537908943935e-6	5.781608984168787e-4	6.939276849492022e-4	5.824573490571237e-4	2.174733e2
4939	8	2.658084870370908e-6	5.780461140021398e-4	6.937888194969137e-4	5.823416669443026e-4	2.174671e2
4940	8	2.657631971872362e-6	5.779313932681671e-4	6.936500242071424e-4	5.822260483621033e-4	2.174610e2
4941	8	2.657179213312820e-6	5.778167360746065e-4	6.935112989278080e-4	5.821104931701627e-4	2.174549e2
4942	8	2.656726594556637e-6	5.777021422813390e-4	6.933726435070827e-4	5.819950012283493e-4	2.174488e2
4943	8	2.656274115468162e-6	5.775876117484765e-4	6.932340577933908e-4	5.818795723967673e-4	2.174428e2
4944	8	2.655821775911840e-6	5.774731443363672e-4	6.930955416354082e-4	5.817642065357537e-4	2.174367e2
4945	8	2.655369575752032e-6	5.773587399055894e-4	6.929570948820625e-4	5.816489035058786e-4	2.174307e2
4946	8	2.654917514853155e-6	5.772443983169549e-4	6.928187173825318e-4	5.815336631679454e-4	2.174246e2
4947	8	2.654465593079117e-6	5.771301194315067e-4	6.926804089862449e-4	5.814184853829890e-4	2.174186e2
4948	8	2.654013810294622e-6	5.770159031105203e-4	6.925421695428808e-4	5.813033700122771e-4	2.174125e2
4949	8	2.653562166363656e-6	5.769017492155017e-4	6.924039989023678e-4	5.811883169173083e-4	2.174065e2
4950	8	2.653110661150587e-6	5.767876576081881e-4	6.922658969148841e-4	5.810733259598128e-4	2.174005e2
4951	8	2.652659294519351e-6	5.766736281505465e-4	6.921278634308565e-4	5.809583970017519e-4	2.173945e2
4952	8	2.652208066334246e-6	5.765596607047747e-4	6.919898983009602e-4	5.808435299053168e-4	2.173885e2
4953	8	2.651756976459418e-6	5.764457551333002e-4	6.918520013761179e-4	5.807287245329294e-4	2.173826e2
4954	8	2.651306024758768e-6	5.763319112987790e-4	6.917141725075015e-4	5.806139807472407e-4	2.173766e2
4955	8	2.650855211096378e-6	5.762181290640967e-4	6.915764115465287e-4	5.804992984111317e-4	2.173707e2
4956	8	2.650404535336517e-6	5.761044082923679e-4	6.914387183448650e-4	5.803846773877120e-4	2.173647e2
4957	8	2.649953997342931e-6	5.759907488469347e-4	6.913010927544215e-4	5.802701175403203e-4	2.173588e2
4958	8	2.649503596979739e-6	5.758771505913667e-4	6.911635346273560e-4	5.801556187325226e-4	2.173528e2
4959	8	2.649053334110563e-6	5.757636133894617e-4	6.910260438160722e-4	5.800411808281135e-4	2.173469e2
4960	8	2.648603208599685e-6	5.756501371052453e-4	6.908886201732181e-4	5.799268036911154e-4	2.173410e2
4961	8	2.648153220310671e-6	5.755367216029680e-4	6.907512635516876e-4	5.798124871857774e-4	2.173351e2
4962	8	2.647703369107473e-6	5.754233667471081e-4	6.906139738046185e-4	5.796982311765752e-4	2.173292e2
4963	8	2.647253654853956e-6	5.753100724023702e-4	6.904767507853927e-4	5.795840355282113e-4	2.173234e2
4964	8	2.646804077413708e-6	5.751968384336824e-4	6.903395943476357e-4	5.794699001056142e-4	2.173175e2
4965	8	2.646354636650441e-6	5.750836647062006e-4	6.902025043452167e-4	5.793558247739377e-4	2.173116e2
4966	8	2.645905332428079e-6	5.749705510853045e-4	6.900654806322476e-4	5.792418093985618e-4	2.173058e2
4967	8	2.645456164610144e-6	5.748574974365985e-4	6.899285230630821e-4	5.791278538450906e-4	2.173000e2
4968	8	2.645007133060244e-6	5.747445036259110e-4	6.897916314923174e-4	5.790139579793528e-4	2.172941e2
4969	8	2.644558237641950e-6	5.746315695192942e-4	6.896548057747910e-4	5.789001216674024e-4	2.172883e2
4970	8	2.644109478218950e-6	5.745186949830250e-4	6.895180457655827e-4	5.787863447755161e-4	2.172825e2
4971	8	2.643660854654515e-6	5.744058798836014e-4	6.893813513200127e-4	5.786726271701942e-4	2.172767e2
4972	8	2.643212366812436e-6	5.742931240877455e-4	6.892447222936416e-4	5.785589687181610e-4	2.172709e2
4973	8	2.642764014555908e-6	5.741804274624018e-4	6.891081585422707e-4	5.784453692863629e-4	2.172651e2
4974	8	2.642315797748612e-6	5.740677898747367e-4	6.889716599219406e-4	5.783318287419689e-4	2.172593e2
4975	8	2.641867716253602e-6	5.739552111921375e-4	6.888352262889313e-4	5.782183469523702e-4	2.172536e2
4976	8	2.641419769934473e-6	5.738426912822143e-4	6.886988574997620e-4	5.781049237851794e-4	2.172478e2
4977	8	2.640971958654431e-6	5.737302300127966e-4	6.885625534111906e-4	5.779915591082309e-4	2.172421e2
4978	8	2.640524282276740e-6	5.736178272519367e-4	6.884263138802122e-4	5.778782527895801e-4	2.172363e2
4979	8	2.640076740664674e-6	5.735054828679047e-4	6.882901387640609e-4	5.777650046975022e-4	2.172306e2
4980	8	2.639629333681437e-6	5.733931967291917e-4	6.881540279202080e-4	5.776518147004937e-4	2.172249e2
4981	8	2.639182061190136e-6	5.732809687045092e-4	6.880179812063610e-4	5.775386826672707e-4	2.172192e2
4982	8	2.638734923053814e-6	5.731687986627865e-4	6.878819984804652e-4	5.774256084667691e-4	2.172135e2
4983	8	2.638287919135700e-6	5.730566864731730e-4	6.877460796007011e-4	5.773125919681432e-4	2.172078e2
4984	8	2.637841049298763e-6	5.729446320050357e-4	6.876102244254859e-4	5.771996330407672e-4	2.172021e2
4985	8	2.637394313406047e-6	5.728326351279597e-4	6.874744328134718e-4	5.770867315542332e-4	2.171964e2
4986	8	2.636947711320459e-6	5.727206957117487e-4	6.873387046235466e-4	5.769738873783517e-4	2.171908e2
4987	8	2.636501242905033e-6	5.726088136264242e-4	6.872030397148322e-4	5.768611003831510e-4	2.171851e2
4988	8	2.636054908022559e-6	5.724969887422229e-4	6.870674379466855e-4	5.767483704388772e-4	2.171795e2
4989	8	2.635608706535896e-6	5.723852209295996e-4	6.869318991786967e-4	5.766356974159925e-4	2.171738e2
4990	8	2.635162638307797e-6	5.722735100592262e-4	6.867964232706903e-4	5.765230811851771e-4	2.171682e2
4991	8	2.634716703201118e-6	5.721618560019884e-4	6.866610100827237e-4	5.764105216173270e-4	2.171626e2
4992	8	2.634270901078568e-6	5.720502586289914e-4	6.865256594750870e-4	5.762980185835542e-4	2.171570e2
4993	8	2.633825231802755e-6	5.719387178115510e-4	6.863903713083027e-4	5.761855719551869e-4	2.171514e2
4994	8	2.633379695236362e-6	5.718272334212025e-4	6.862551454431261e-4	5.760731816037680e-4	2.171458e2
4995	8	2.632934291242110e-6	5.717158053296925e-4	6.861199817405433e-4	5.759608474010563e-4	2.171402e2
4996	8	2.632489019682361e-6	5.716044334089841e-4	6.859848800617720e-4	5.758485692190244e-4	2.171346e2
4997	8	2.632043880419759e-6	5.714931175312531e-4	6.858498402682615e-4	5.757363469298600e-4	2.171290e2
4998	8	2.631598873316772e-6	5.713818575688906e-4	6.857148622216908e-4	5.756241804059642e-4	2.171235e2
4999	8	2.631153998235664e-6	5.712706533944983e-4	6.855799457839698e-4	5.755120695199526e-4	2.171179e2
5000	8	2.630709255039131e-6	5.711595048808940e-4	6.854450908172374e-4	5.754000141446530e-4	2.171124e2
5001	7	3.358888743378091e-6	5.507817567067100e-4	6.539477807489885e-4	5.544578061450643e-4	1.639774e2
5002	7	3.358079911555487e-6	5.506658249872481e-4	6.538111986118295e-4	5.543411722883166e-4	1.639823e2
5003	7	3.357271317576334e-6	5.505499800662679e-4	6.536747084326460e-4	5.542246249113290e-4	1.639873e2
5004	7	3.356462961313183e-6	5.504342217866179e-4	6.535383100449124e-4	5.541081638571394e-4	1.639923e2
5005	7	3.355654842638193e-6	5.503185499913884e-4	6.534020032823607e-4	5.539917889690280e-4	1.639974e2
5006	7	3.354846961423273e-6	5.502029645239097e-4	6.532657879789798e-4	5.538755000905170e-4	1.640024e2
5007	7	3.354039317540464e-6	5.500874652277530e-4	6.531296639690162e-4	5.537592970653693e-4	1.640075e2
5008	7	3.353231910861254e-6	5.499720519467311e-4	6.529936310869722e-4	5.536431797375894e-4	1.640125e2
5009	7	3.352424741257453e-6	5.498567245248964e-4	6.528576891676064e-4	5.535271479514212e-4	1.640176e2
5010	7	3.351617808600325e-6	5.497414828065402e-4	6.527218380459333e-4	5.534112015513494e-4	1.640227e2
5011	7	3.350811112761340e-6	5.496263266361938e-4	6.525860775572219e-4	5.532953403820987e-4	1.640278e2
5012	7	3.350004653611691e-6	5.495112558586292e-4	6.524504075369968e-4	5.531795642886326e-4	1.640330e2
5013	7	3.349198431022322e-6	5.493962703188531e-4	6.523148278210367e-4	5.530638731161539e-4	1.640381e2
5014	7	3.348392444864202e-6	5.492813698621142e-4	6.521793382453745e-4	5.529482667101042e-4	1.640433e2
5015	7	3.347586695008054e-6	5.491665543338966e-4	6.520439386462968e-4	5.528327449161627e-4	1.640485e2
5016	7	3.346781181324433e-6	5.490518235799235e-4	6.519086288603430e-4	5.527173075802471e-4	1.640537e2
5017	7	3.345975903684097e-6	5.489371774461541e-4	6.517734087243059e-4	5.526019545485125e-4	1.640589e2
5018	7	3.345170861957061e-6	5.488226157787853e-4	6.516382780752304e-4	5.524866856673506e-4	1.640642e2
5019	7	3.344366056013817e-6	5.487081384242497e-4	6.515032367504140e-4	5.523715007833910e-4	1.640694e2
5020	7	3.343561485724304e-6	5.485937452292164e-4	6.513682845874053e-4	5.522563997434987e-4	1.640747e2
5021	7	3.342757150958361e-6	5.484794360405896e-4	6.512334214240041e-4	5.521413823947746e-4	1.640800e2
5022	7	3.341953051586239e-6	5.483652107055096e-4	6.510986470982618e-4	5.520264485845560e-4	1.640853e2
5023	7	3.341149187477157e-6	5.482510690713508e-4	6.509639614484799e-4	5.519115981604151e-4	1.640906e2
5024	7	3.340345558500873e-6	5.481370109857223e-4	6.508293643132098e-4	5.517968309701593e-4	1.640959e2
5025	7	3.339542164526640e-6	5.480230362964680e-4	6.506948555312530e-4	5.516821468618302e-4	1.641012e2
5026	7	3.338739005423923e-6	5.479091448516651e-4	6.505604349416601e-4	5.515675456837040e-4	1.641066e2
5027	7	3.337936081061671e-6	5.477953364996244e-4	6.504261023837305e-4	5.514530272842903e-4	1.641120e2
5028	7	3.337133391309042e-6	5.476816110888895e-4	6.502918576970128e-4	5.513385915123320e-4	1.641174e2
5029	7	3.336330936034769e-6	5.475679684682378e-4	6.501577007213031e-4	5.512242382168062e-4	1.641228e2
5030	7	3.335528715107643e-6	5.474544084866773e-4	6.500236312966454e-4	5.511099672469214e-4	1.641282e2
5031	7	3.334726728396153e-6	5.473409309934501e-4	6.498896492633312e-4	5.509957784521195e-4	1.641337e2
5032	7	3.333924975768944e-6	5.472275358380283e-4	6.497557544618992e-4	5.508816716820736e-4	1.641391e2
5033	7	3.333123457094250e-6	5.471142228701162e-4	6.496219467331343e-4	5.507676467866891e-4	1.641446e2
5034	7	3.332322172240089e-6	5.470009919396484e-4	6.494882259180680e-4	5.506537036161022e-4	1.641501e2
5035	7	3.331521121074612e-6	5.468878428967906e-4	6.493545918579775e-4	5.505398420206806e-4	1.641556e2
5036	7	3.330720303465818e-6	5.467747755919387e-4	6.492210443943856e-4	5.504260618510220e-4	1.641611e2
5037	7	3.329919719281494e-6	5.466617898757184e-4	6.490875833690598e-4	5.503123629579549e-4	1.641667e2
5038	7	3.329119368389232e-6	5.465488855989844e-4	6.489542086240126e-4	5.501987451925370e-4	1.641722e2
5039	7	3.328319250656549e-6	5.464360626128214e-4	6.488209200015009e-4	5.500852084060559e-4	1.641778e2
5040	7	3.327519365950800e-6	5.463233207685424e-4	6.486877173440255e-4	5.499717524500281e-4	1.641834e2
5041	7	3.326719714139149e-6	5.462106599176891e-4	6.485546004943307e-4	5.498583771761996e-4	1.641890e2
5042	7	3.325920295088981e-6	5.460980799120309e-4	6.484215692954037e-4	5.497450824365437e-4	1.641946e2
5043	7	3.325121108666970e-6	5.459855806035659e-4	6.482886235904752e-4	5.496318680832627e-4	1.642002e2
5044	7	3.324322154740113e-6	5.458731618445173e-4	6.481557632230174e-4	5.495187339687863e-4	1.642059e2
5045	7	3.323523433175155e-6	5.457608234873386e-4	6.480229880367455e-4	5.494056799457714e-4	1.642115e2
5046	7	3.322724943838677e-6	5.456485653847076e-4	6.478902978756158e-4	5.492927058671022e-4	1.642172e2
5047	7	3.321926686597003e-6	5.455363873895293e-4	6.477576925838259e-4	5.491798115858894e-4	1.642229e2
5048	7	3.321128661316449e-6	5.454242893549338e-4	6.476251720058144e-4	5.490669969554704e-4	1.642286e2
5049	7	3.320330867863272e-6	5.453122711342783e-4	6.474927359862608e-4	5.489542618294074e-4	1.642343e2
5050	7	3.319533306103621e-6	5.452003325811443e-4	6.473603843700841e-4	5.488416060614899e-4	1.642401e2
5051	7	3.318735975903236e-6	5.450884735493392e-4	6.472281170024435e-4	5.487290295057315e-4	1.642458e2
5052	7	3.317938877127951e-6	5.449766938928927e-4	6.470959337287378e-4	5.486165320163709e-4	1.642516e2
5053	7	3.317142009643391e-6	5.448649934660609e-4	6.469638343946044e-4	5.485041134478714e-4	1.642574e2
5054	7	3.316345373315128e-6	5.447533721233235e-4	6.468318188459197e-4	5.483917736549212e-4	1.642632e2
5055	7	3.315548968008475e-6	5.446418297193835e-4	6.466998869287982e-4	5.482795124924311e-4	1.642690e2
5056	7	3.314752793588866e-6	5.445303661091667e-4	6.465680384895926e-4	5.481673298155363e-4	1.642748e2
5057	7	3.313956849921266e-6	5.444189811478227e-4	6.464362733748926e-4	5.480552254795949e-4	1.642806e2
5058	7	3.313161136870644e-6	5.443076746907218e-4	6.463045914315260e-4	5.479431993401882e-4	1.642865e2
5059	7	3.312365654301971e-6	5.441964465934588e-4	6.461729925065566e-4	5.478312512531193e-4	1.642924e2
5060	7	3.311570402079890e-6	5.440852967118482e-4	6.460414764472851e-4	5.477193810744139e-4	1.642983e2
5061	7	3.310775380068972e-6	5.439742249019284e-4	6.459100431012480e-4	5.476075886603195e-4	1.643042e2
5062	7	3.309980588133763e-6	5.438632310199561e-4	6.457786923162181e-4	5.474958738673050e-4	1.643101e2
5063	7	3.309186026138616e-6	5.437523149224103e-4	6.456474239402027e-4	5.473842365520601e-4	1.643160e2
5064	7	3.308391693947592e-6	5.436414764659912e-4	6.455162378214446e-4	5.472726765714959e-4	1.643220e2
5065	7	3.307597591425016e-6	5.435307155076177e-4	6.453851338084212e-4	5.471611937827433e-4	1.643279e2
5066	7	3.306803718434685e-6	5.434200319044294e-4	6.452541117498442e-4	5.470497880431535e-4	1.643339e2
5067	7	3.306010074840296e-6	5.433094255137845e-4	6.451231714946591e-4	5.469384592102977e-4	1.643399e2
5068	7	3.305216660505749e-6	5.431988961932614e-4	6.449923128920451e-4	5.468272071419661e-4	1.643459e2
5069	7	3.304423475294421e-6	5.430884438006560e-4	6.448615357914143e-4	5.467160316961682e-4	1.643520e2
5070	7	3.303630519069892e-6	5.429780681939835e-4	6.447308400424114e-4	5.466049327311323e-4	1.643580e2
5071	7	3.302837791695414e-6	5.428677692314777e-4	6.446002254949145e-4	5.464939101053048e-4	1.643640e2
5072	7	3.302045293033991e-6	5.427575467715883e-4	6.444696919990328e-4	5.463829636773504e-4	1.643701e2
5073	7	3.301253022948820e-6	5.426474006729844e-4	6.443392394051071e-4	5.462720933061514e-4	1.643762e2
5074	7	3.300460981302970e-6	5.425373307945511e-4	6.442088675637111e-4	5.461612988508077e-4	1.643823e2
5075	7	3.299669167958806e-6	5.424273369953899e-4	6.440785763256479e-4	5.460505801706356e-4	1.643884e2
5076	7	3.298877582779270e-6	5.423174191348206e-4	6.439483655419518e-4	5.459399371251689e-4	1.643945e2
5077	7	3.298086225626743e-6	5.422075770723756e-4	6.438182350638872e-4	5.458293695741576e-4	1.644007e2
5078	7	3.297295096363721e-6	5.420978106678073e-4	6.436881847429491e-4	5.457188773775669e-4	1.644068e2
5079	7	3.296504194852441e-6	5.419881197810804e-4	6.435582144308613e-4	5.456084603955789e-4	1.644130e2
5080	7	3.295713520954946e-6	5.418785042723761e-4	6.434283239795771e-4	5.454981184885905e-4	1.644192e2
5081	7	3.294923074533331e-6	5.417689640020896e-4	6.432985132412788e-4	5.453878515172134e-4	1.644254e2
5082	7	3.294132855449529e-6	5.416594988308315e-4	6.431687820683771e-4	5.452776593422744e-4	1.644316e2
5083	7	3.293342863565021e-6	5.415501086194246e-4	6.430391303135108e-4	5.451675418248148e-4	1.644378e2
5084	7	3.292553098741686e-6	5.414407932289085e-4	6.429095578295465e-4	5.450574988260894e-4	1.644441e2
5085	7	3.291763560840988e-6	5.413315525205331e-4	6.427800644695784e-4	5.449475302075668e-4	1.644503e2
5086	7	3.290974249724284e-6	5.412223863557633e-4	6.426506500869275e-4	5.448376358309298e-4	1.644566e2
5087	7	3.290185165252734e-6	5.411132945962758e-4	6.425213145351418e-4	5.447278155580733e-4	1.644629e2
5088	7	3.289396307287528e-6	5.410042771039618e-4	6.423920576679958e-4	5.446180692511050e-4	1.644692e2
5089	7	3.288607675689456e-6	5.408953337409210e-4	6.422628793394896e-4	5.445083967723459e-4	1.644755e2
5090	7	3.287819270319687e-6	5.407864643694679e-4	6.421337794038493e-4	5.443987979843279e-4	1.644818e2
5091	7	3.287031091038729e-6	5.406776688521272e-4	6.420047577155263e-4	5.442892727497954e-4	1.644882e2
5092	7	3.286243137707199e-6	5.405689470516355e-4	6.418758141291971e-4	5.441798209317041e-4	1.644945e2
5093	7	3.285455410185623e-6	5.404602988309393e-4	6.417469484997625e-4	5.440704423932205e-4	1.645009e2
5094	7	3.284667908334292e-6	5.403517240531967e-4	6.416181606823479e-4	5.439611369977222e-4	1.645073e2
5095	7	3.283880632013565e-6	5.402432225817750e-4	6.414894505323024e-4	5.438519046087972e-4	1.645137e2
5096	7	3.283093581083370e-6	5.401347942802510e-4	6.413608179051989e-4	5.437427450902430e-4	1.645201e2
5097	7	3.282306755403747e-6	5.400264390124131e-4	6.412322626568337e-4	5.436336583060683e-4	1.645265e2
5098	7	3.281520154834515e-6	5.399181566422570e-4	6.411037846432256e-4	5.435246441204897e-4	1.645329e2
5099	7	3.280733779235444e-6	5.398099470339877e-4	6.409753837206161e-4	5.434157023979335e-4	1.645394e2
5100	7	3.279947628466034e-6	5.397018100520185e-4	6.408470597454692e-4	5.433068330030360e-4	1.645459e2
5101	7	3.279161702385898e-6	5.395937455609723e-4	6.407188125744702e-4	5.431980358006400e-4	1.645523e2
5102	7	3.278376000854248e-6	5.394857534256791e-4	6.405906420645266e-4	5.430893106557978e-4	1.645588e2
5103	7	3.277590523730183e-6	5.393778335111749e-4	6.404625480727665e-4	5.429806574337692e-4	1.645654e2
5104	7	3.276805270873098e-6	5.392699856827058e-4	6.403345304565395e-4	5.428720760000217e-4	1.645719e2
5105	7	3.276020242141645e-6	5.391622098057231e-4	6.402065890734148e-4	5.427635662202298e-4	1.645784e2
5106	7	3.275235437394775e-6	5.390545057458853e-4	6.400787237811823e-4	5.426551279602751e-4	1.645850e2
5107	7	3.274450856491316e-6	5.389468733690581e-4	6.399509344378520e-4	5.425467610862458e-4	1.645915e2
5108	7	3.273666499289854e-6	5.388393125413113e-4	6.398232209016530e-4	5.424384654644360e-4	1.645981e2
5109	7	3.272882365648674e-6	5.387318231289217e-4	6.396955830310332e-4	5.423302409613462e-4	1.646047e2
5110	7	3.272098455426179e-6	5.386244049983709e-4	6.395680206846602e-4	5.422220874436825e-4	1.646113e2
5111	7	3.271314768480524e-6	5.385170580163465e-4	6.394405337214191e-4	5.421140047783561e-4	1.646179e2
5112	7	3.270531304669878e-6	5.384097820497396e-4	6.393131220004141e-4	5.420059928324831e-4	1.646246e2
5113	7	3.269748063852337e-6	5.383025769656471e-4	6.391857853809660e-4	5.418980514733852e-4	1.646312e2
5114	7	3.268965045885530e-6	5.381954426313694e-4	6.390585237226142e-4	5.417901805685871e-4	1.646379e2
5115	7	3.268182250627162e-6	5.380883789144098e-4	6.389313368851144e-4	5.416823799858187e-4	1.646445e2
5116	7	3.267399677935013e-6	5.379813856824768e-4	6.388042247284399e-4	5.415746495930129e-4	1.646512e2
5117	7	3.266617327666519e-6	5.378744628034817e-4	6.386771871127793e-4	5.414669892583066e-4	1.646579e2
5118	7	3.265835199678847e-6	5.377676101455373e-4	6.385502238985384e-4	5.413593988500394e-4	1.646647e2
5119	7	3.265053293829285e-6	5.376608275769602e-4	6.384233349463381e-4	5.412518782367541e-4	1.646714e2
5120	7	3.264271609975013e-6	5.375541149662700e-4	6.382965201170150e-4	5.411444272871957e-4	1.646781e2
5121	7	3.263490147972846e-6	5.374474721821863e-4	6.381697792716208e-4	5.410370458703116e-4	1.646849e2
5122	7	3.262708907679920e-6	5.373408990936321e-4	6.380431122714220e-4	5.409297338552508e-4	1.646916e2
5123	7	3.261927888952593e-6	5.372343955697307e-4	6.379165189778992e-4	5.408224911113645e-4	1.646984e2
5124	7	3.261147091647773e-6	5.371279614798069e-4	6.377899992527476e-4	5.407153175082043e-4	1.647052e2
5125	7	3.260366515621917e-6	5.370215966933862e-4	6.376635529578761e-4	5.406082129155234e-4	1.647120e2
5126	7	3.259586160731172e-6	5.369153010801940e-4	6.375371799554068e-4	5.405011772032751e-4	1.647189e2
5127	7	3.258806026831916e-6	5.368090745101572e-4	6.374108801076749e-4	5.403942102416143e-4	1.647257e2
5128	7	3.258026113780158e-6	5.367029168534008e-4	6.372846532772287e-4	5.402873119008941e-4	1.647325e2
5129	7	3.257246421432194e-6	5.365968279802510e-4	6.371584993268287e-4	5.401804820516689e-4	1.647394e2
5130	7	3.256466949643498e-6	5.364908077612314e-4	6.370324181194478e-4	5.400737205646914e-4	1.647463e2
5131	7	3.255687698270176e-6	5.363848560670661e-4	6.369064095182702e-4	5.399670273109142e-4	1.647532e2
5132	7	3.254908667167536e-6	5.362789727686766e-4	6.367804733866922e-4	5.398604021614887e-4	1.647601e2
5133	7	3.254129856191189e-6	5.361731577371834e-4	6.366546095883212e-4	5.397538449877640e-4	1.647670e2
5134	7	3.253351265196647e-6	5.360674108439051e-4	6.365288179869745e-4	5.396473556612883e-4	1.647739e2
5135	7	3.252572894039184e-6	5.359617319603577e-4	6.364030984466812e-4	5.395409340538070e-4	1.647809e2
5136	7	3.251794742573588e-6	5.358561209582543e-4	6.362774508316797e-4	5.394345800372640e-4	1.647878e2
5137	7	3.251016810655289e-6	5.357505777095055e-4	6.361518750064187e-4	5.393282934837995e-4	1.647948e2
5138	7	3.250239098138883e-6	5.356451020862188e-4	6.360263708355562e-4	5.392220742657513e-4	1.648018e2
5139	7	3.249461604879310e-6	5.355396939606977e-4	6.359009381839593e-4	5.391159222556540e-4	1.648087e2
