index	eigenvalue
0	4.236882357653666e-4
1	4.907611655121531e-4
2	5.626379582307760e-4
3	6.237726299435100e-4
4	6.675682277203708e-4
5	7.284022217580777e-4
6	8.125186421441723e-4
7	8.672528356041277e-4
8	9.725852842954318e-4
9	1.074250474928559e-3
10	1.122140361960152e-3
11	1.318527092976204e-3
12	1.451964650837283e-3
13	1.669403399970099e-3
14	1.804980569920254e-3
15	1.880816347732028e-3
16	2.291226111066871e-3
17	2.601646887775259e-3
18	2.971553693480170e-3
19	3.293300447936963e-3
20	3.596719020184417e-3
21	4.234874427627683e-3
22	5.436358786310777e-3
23	7.506109951950655e-3
24	8.117247147401771e-3
25	9.921968976690331e-3
26	1.217815170777576e-2
27	1.283080560429020e-2
28	1.339928508638063e-2
29	1.466658702215084e-2
30	1.645638909954860e-2
31	1.979854732681408e-2
32	2.590307156414922e-2
33	3.725310823069703e-2
34	6.219544186862273e-2
35	2.230835389170664e-1
36	1.538575862862062e0
