index	raw	unfolded
0	6.863504709184539e-6	1.023758595368705e0
1	6.231244510043602e-6	9.106447395882817e-1
2	6.028481072900405e-6	7.346883869205283e-1
3	6.754185174601642e-6	8.309669723901755e-1
4	9.819244554514059e-6	1.272826828543867e0
5	4.528670873561031e-6	5.315908938777021e-1
6	7.673382702361045e-6	9.176898126456843e-1
7	1.774523755517451e-5	2.002251370376273e0
8	7.508976209581199e-6	8.301720021836403e-1
9	3.992245369449610e-6	4.461862828710129e-1
10	1.656482151964327e-5	1.643568222172785e0
11	5.131440868693564e-6	4.734821359546809e-1
12	1.174237865700180e-5	1.130339473037501e0
13	8.035349994420043e-6	8.050590339201800e-1
14	5.680593999298465e-6	5.231648918032459e-1
15	2.226119997688838e-5	1.932619765293978e0
16	1.287869037155313e-5	1.005422217128219e0
17	2.731076947486263e-6	1.916553361560578e-1
18	1.326498819840600e-5	9.505420566355419e-1
19	1.715667758429141e-5	1.082906491898847e0
20	1.125809874971689e-5	6.990573032628298e-1
21	3.076109969728187e-5	1.620674542662800e0
22	2.097918046199286e-5	9.530561352707700e-1
23	8.500055269628057e-6	3.763133648470838e-1
24	2.880326907126743e-5	1.131019186050592e0
25	8.557215724331539e-6	3.525250546960413e-1
26	5.389437783912579e-5	1.954702736030877e0
27	4.623183307649108e-5	1.690975357433910e0
28	9.057959236990218e-6	3.163681865030717e-1
29	4.493337664456887e-5	1.461007682004822e0
30	4.038237761687228e-6	1.116001784181960e-1
31	4.753153479031345e-5	1.129019652618160e0
32	2.821664725405175e-5	6.224923641102146e-1
33	3.517724745739751e-5	7.266771468184925e-1
34	3.186394400803096e-5	5.955707761731446e-1
35	8.853117783901227e-5	1.767889077682891e0
36	7.362178774410514e-5	1.239547729004840e0
37	8.940979178187014e-5	1.290444600160321e0
38	8.011023323658574e-5	1.119010455924937e0
39	6.508278239618316e-5	8.787385538799305e-1
40	7.267327193676270e-6	9.188870084164581e-2
41	1.065223243346099e-4	1.304625776840530e0
42	1.563431392256746e-4	1.891495686190400e0
43	5.356294508480279e-5	4.832834497146628e-1
44	6.238717195440114e-5	4.662670652133692e-1
45	8.713334404162796e-5	6.367079024089487e-1
46	1.167060304339326e-4	6.691432465431398e-1
47	8.468900159810315e-5	3.670687546926270e-1
48	3.993402755540240e-4	1.627917057513127e0
49	3.327807244784416e-4	1.163467568872203e0
50	9.861542865712654e-5	2.794682466069374e-1
51	4.204420556920252e-4	1.044921530919603e0
52	7.258868749395160e-4	1.352424022261725e0
53	3.168387284358124e-4	5.545458573876419e-1
54	5.014545425414355e-4	7.047548229932401e-1
55	7.976620726332841e-4	9.974656372747059e-1
56	6.316224657632744e-4	7.490621273495339e-1
57	1.594700509473602e-3	1.956090897540833e0
58	4.654855498634914e-4	5.498006754142930e-1
59	1.941346406417717e-3	2.248570636960711e0
60	1.302521880177626e-3	1.429066019937133e0
61	5.774339310017813e-4	5.183525997300589e-1
62	1.127824472975259e-4	1.023351470695194e-1
63	1.071237603729692e-3	6.942556164572077e-1
64	5.008126876689372e-4	2.139616301918791e-1
65	1.030341800444621e-3	3.141173940444968e-1
66	3.025484149100036e-3	3.565502215111624e-1
67	5.008328301244584e-4	1.497312030792579e-2
68	6.444739529864067e-3	3.768805780126545e-2
69	9.239791427007184e-3	4.914906612353818e-2
70	1.227530858203850e-2	5.878191631963012e-2
71	5.856103297636560e-2	2.494053008394603e-1
72	2.751743798161268e-1	1.027100786321415e0
73	1.513199868541996e0	4.842510447743091e0
