bin_center	count	density
1.172946347840929e-1	47	4.097631319231416e0
3.513771079845612e-1	1	8.718364509003014e-2
5.854595811850295e-1	0	0.000000000000000e0
8.195420543854979e-1	0	0.000000000000000e0
1.053624527585966e0	0	0.000000000000000e0
1.287707000786435e0	0	0.000000000000000e0
1.521789473986903e0	1	8.718364509003014e-2
