k	weight	is_prime	d(k)	sigma(k)	omega	Omega	hub	class	factors
8250	8.593967737681e-5	0	32	22464	4	6	22464	heavy fermion	2·3·5^3·11
8251	1.492144878501e-5	0	4	8512	2	2	8512	heavy fermion	37·223
8252	3.670168268396e-7	0	6	14448	2	3	14448	spectator	2^2·2063
8253	2.191687922791e-5	0	12	13728	3	4	13728	heavy fermion	3^2·7·131
8254	7.570941614931e-8	0	4	12384	2	2	12384	spectator	2·4127
8255	7.721174588139e-6	0	8	10752	3	3	10752	fermion	5·13·127
8256	7.212080995034e-7	0	28	22352	3	8	22352	spectator	2^6·3·43
8257	3.174154160400e-5	0	4	8640	2	2	8640	heavy fermion	23·359
8258	6.119778739915e-8	0	4	12390	2	2	12390	spectator	2·4129
8259	2.110756531383e-6	0	4	11016	2	2	11016	spectator	3·2753
8260	1.657842508454e-5	0	24	20160	4	5	20160	heavy fermion	2^2·5·7·59
8261	4.033650608973e-7	0	4	9024	2	2	9024	spectator	11·751
8262	1.082348446337e-4	0	24	19656	3	7	19656	heavy fermion	2·3^5·17
8263	6.441151773143e-8	1	2	8264	1	1	8264	gauge boson (light)	8263 (prime)
8264	2.688565795432e-7	0	8	15510	2	4	15510	spectator	2^3·1033
8265	7.866188029734e-5	0	16	14400	4	4	14400	heavy fermion	3·5·19·29
8266	2.857554972525e-7	0	4	12402	2	2	12402	spectator	2·4133
8267	7.391807390903e-9	0	4	9456	2	2	9456	spectator	7·1181
8268	4.455173105675e-8	0	24	21168	4	5	21168	spectator	2^2·3·13·53
8269	3.187070107012e-7	1	2	8270	1	1	8270	gauge boson (light)	8269 (prime)
8270	7.410438346864e-7	0	8	14904	3	3	14904	spectator	2·5·827
8271	2.234295259164e-7	0	6	11960	2	3	11960	spectator	3^2·919
8272	3.054248924511e-7	0	20	17856	3	6	17856	spectator	2^4·11·47
8273	9.064059083496e-8	1	2	8274	1	1	8274	gauge boson (light)	8273 (prime)
8274	2.239050435271e-5	0	16	19008	4	4	19008	heavy fermion	2·3·7·197
8275	1.622651133821e-6	0	6	10292	2	3	10292	spectator	5^2·331
8276	1.265727437333e-6	0	6	14490	2	3	14490	spectator	2^2·2069
8277	9.706320145200e-7	0	8	11520	3	3	11520	spectator	3·31·89
8278	2.030272757689e-6	0	4	12420	2	2	12420	spectator	2·4139
8279	8.202219405400e-5	0	4	8784	2	2	8784	heavy fermion	17·487
8280	6.837060675332e-8	0	48	28080	4	7	28080	spectator	2^3·3^2·5·23
8281	7.664440032494e-6	0	9	10431	2	4	10431	fermion	7^2·13^2
8282	1.723034479372e-5	0	8	12852	3	3	12852	heavy fermion	2·41·101
8283	1.690602310380e-4	0	8	12096	3	3	12096	heavy fermion	3·11·251
8284	7.483496477071e-5	0	12	15400	3	4	15400	heavy fermion	2^2·19·109
8285	5.172981395417e-7	0	4	9948	2	2	9948	spectator	5·1657
8286	3.820498075564e-6	0	8	16584	3	3	16584	light fermion	2·3·1381
8287	7.765252624982e-7	1	2	8288	1	1	8288	gauge boson (light)	8287 (prime)
8288	2.296770597990e-5	0	24	19152	3	7	19152	heavy fermion	2^5·7·37
8289	7.655673788554e-6	0	8	12320	2	4	12320	fermion	3^3·307
8290	3.924000651140e-7	0	8	14940	3	3	14940	spectator	2·5·829
8291	1.170573514868e-6	1	2	8292	1	1	8292	gauge boson (light)	8291 (prime)
8292	4.917676881109e-6	0	12	19376	3	4	19376	fermion	2^2·3·691
8293	1.408957749412e-6	1	2	8294	1	1	8294	gauge boson	8293 (prime)
8294	5.155578580112e-8	0	16	15120	4	4	15120	spectator	2·11·13·29
8295	3.149442048401e-5	0	16	15360	4	4	15360	heavy fermion	3·5·7·79
8296	1.497069233489e-7	0	16	16740	3	5	16740	spectator	2^3·17·61
8297	2.324789056456e-6	1	2	8298	1	1	8298	gauge boson	8297 (prime)
8298	3.524620675956e-6	0	12	18018	3	4	18018	light fermion	2·3^2·461
8299	3.860764944424e-6	0	4	8536	2	2	8536	light fermion	43·193
8300	1.037722620524e-6	0	18	18228	3	5	18228	spectator	2^2·5^2·83
8301	1.033221154199e-5	0	4	11072	2	2	11072	heavy fermion	3·2767
8302	1.333870985790e-6	0	8	14256	3	3	14256	spectator	2·7·593
8303	6.888645752185e-5	0	6	9144	2	3	9144	heavy fermion	19^2·23
8304	9.551007151662e-6	0	20	21576	3	6	21576	heavy fermion	2^4·3·173
8305	6.584205154543e-6	0	8	10944	3	3	10944	fermion	5·11·151
8306	1.369512862919e-6	0	4	12462	2	2	12462	spectator	2·4153
8307	2.823308432178e-5	0	12	13104	3	4	13104	heavy fermion	3^2·13·71
8308	3.272612963093e-6	0	12	15232	3	4	15232	light fermion	2^2·31·67
8309	1.960832662144e-6	0	4	9504	2	2	9504	spectator	7·1187
8310	9.183879730577e-6	0	16	20016	4	4	20016	heavy fermion	2·3·5·277
8311	1.725448921605e-6	1	2	8312	1	1	8312	gauge boson	8311 (prime)
8312	1.382033065184e-6	0	8	15600	2	4	15600	spectator	2^3·1039
8313	3.879950868958e-5	0	8	11808	3	3	11808	heavy fermion	3·17·163
8314	1.103640675670e-6	0	4	12474	2	2	12474	spectator	2·4157
8315	1.726573228607e-6	0	4	9984	2	2	9984	spectator	5·1663
8316	5.241299460147e-6	0	48	26880	4	7	26880	fermion	2^2·3^3·7·11
8317	8.879973499575e-7	1	2	8318	1	1	8318	gauge boson (light)	8317 (prime)
8318	1.239183591871e-6	0	4	12480	2	2	12480	spectator	2·4159
8319	5.498023584556e-6	0	8	11520	3	3	11520	fermion	3·47·59
8320	2.175918147614e-5	0	32	21420	3	9	21420	heavy fermion	2^7·5·13
8321	1.493239002905e-7	0	4	8532	2	2	8532	spectator	53·157
8322	1.047493191643e-5	0	16	17760	4	4	17760	heavy fermion	2·3·19·73
8323	2.988308781983e-5	0	8	10080	3	3	10080	heavy fermion	7·29·41
8324	4.184877594967e-6	0	6	14574	2	3	14574	light fermion	2^2·2081
8325	3.168053333568e-5	0	18	15314	3	5	15314	heavy fermion	3^2·5^2·37
8326	4.525418670431e-5	0	8	13104	3	3	13104	heavy fermion	2·23·181
8327	1.502869242410e-7	0	4	9096	2	2	9096	spectator	11·757
8328	4.677525629655e-6	0	16	20880	3	5	20880	fermion	2^3·3·347
8329	3.865083047739e-7	1	2	8330	1	1	8330	gauge boson (light)	8329 (prime)
8330	1.215613335001e-4	0	24	18468	4	5	18468	heavy fermion	2·5·7^2·17
8331	1.623053629227e-7	0	4	11112	2	2	11112	spectator	3·2777
8332	1.035104370358e-6	0	6	14588	2	3	14588	spectator	2^2·2083
8333	2.049664797010e-7	0	4	8988	2	2	8988	spectator	13·641
8334	3.653822350381e-7	0	12	18096	3	4	18096	spectator	2·3^2·463
8335	5.109479703822e-7	0	4	10008	2	2	10008	spectator	5·1667
8336	1.064256519857e-7	0	10	16182	2	5	16182	spectator	2^4·521
8337	1.183823974764e-4	0	8	12736	3	3	12736	heavy fermion	3·7·397
8338	8.273357685431e-6	0	8	13680	3	3	13680	fermion	2·11·379
8339	7.663550737284e-6	0	4	8640	2	2	8640	fermion	31·269
8340	1.299316573227e-5	0	24	23520	4	5	23520	heavy fermion	2^2·3·5·139
8341	3.218090833947e-5	0	4	8800	2	2	8800	heavy fermion	19·439
8342	2.422547276137e-6	0	8	12936	3	3	12936	spectator	2·43·97
8343	2.043323419422e-6	0	10	12584	2	5	12584	spectator	3^4·103
8344	4.788041063333e-6	0	16	18000	3	5	18000	fermion	2^3·7·149
8345	1.230738582357e-11	0	4	10020	2	2	10020	spectator	5·1669
8346	1.685971417116e-6	0	16	18144	4	4	18144	spectator	2·3·13·107
8347	6.022077934749e-6	0	4	8856	2	2	8856	fermion	17·491
8348	3.615005624575e-8	0	6	14616	2	3	14616	spectator	2^2·2087
8349	3.664574484894e-5	0	12	12768	3	4	12768	heavy fermion	3·11^2·23
8350	3.438834727478e-7	0	12	15624	3	4	15624	spectator	2·5^2·167
8351	6.391467428651e-9	0	4	9552	2	2	9552	spectator	7·1193
8352	2.240877425108e-5	0	36	24570	3	8	24570	heavy fermion	2^5·3^2·29
8353	1.003562103278e-6	1	2	8354	1	1	8354	gauge boson (light)	8353 (prime)
8354	2.054793126572e-6	0	4	12534	2	2	12534	spectator	2·4177
8355	2.215513946784e-5	0	8	13392	3	3	13392	heavy fermion	3·5·557
8356	3.265434513892e-6	0	6	14630	2	3	14630	light fermion	2^2·2089
8357	1.567140300029e-6	0	4	8556	2	2	8556	spectator	61·137
8358	2.428467189666e-5	0	16	19200	4	4	19200	heavy fermion	2·3·7·199
8359	4.627550899110e-6	0	4	9016	2	2	9016	fermion	13·643
8360	1.408757632546e-4	0	32	21600	4	6	21600	heavy fermion	2^3·5·11·19
8361	5.562943191483e-6	0	6	12090	2	3	12090	fermion	3^2·929
8362	6.198039936246e-5	0	8	12996	3	3	12996	heavy fermion	2·37·113
8363	4.794292422212e-6	1	2	8364	1	1	8364	excited boson	8363 (prime)
8364	7.082483583291e-5	0	24	21168	4	5	21168	heavy fermion	2^2·3·17·41
8365	1.532054152134e-6	0	8	11520	3	3	11520	spectator	5·7·239
8366	1.003269566726e-5	0	8	12960	3	3	12960	heavy fermion	2·47·89
8367	4.929788777260e-6	0	4	11160	2	2	11160	fermion	3·2789
8368	3.478139218147e-6	0	10	16244	2	5	16244	light fermion	2^4·523
8369	2.339994744901e-6	1	2	8370	1	1	8370	gauge boson	8369 (prime)
8370	2.556560255341e-5	0	32	23040	4	6	23040	heavy fermion	2·3^3·5·31
8371	1.640542850625e-6	0	4	9144	2	2	9144	spectator	11·761
8372	1.224380532225e-6	0	24	18816	4	5	18816	spectator	2^2·7·13·23
8373	6.427002912668e-6	0	4	11168	2	2	11168	fermion	3·2791
8374	3.660326549016e-6	0	8	12960	3	3	12960	light fermion	2·53·79
8375	5.797864729169e-6	0	8	10608	2	4	10608	fermion	5^3·67
8376	1.893456915509e-5	0	16	21000	3	5	21000	heavy fermion	2^3·3·349
8377	4.138936730169e-6	1	2	8378	1	1	8378	excited boson	8377 (prime)
8378	2.157413393841e-5	0	8	12960	3	3	12960	heavy fermion	2·59·71
8379	1.868190307656e-4	0	18	14820	3	5	14820	heavy fermion	3^2·7^2·19
8380	1.668156767140e-5	0	12	17640	3	4	17640	heavy fermion	2^2·5·419
8381	1.433531993779e-5	0	6	9210	2	3	9210	heavy fermion	17^2·29
8382	1.120795449842e-4	0	16	18432	4	4	18432	heavy fermion	2·3·11·127
8383	5.227625507626e-6	0	4	8568	2	2	8568	fermion	83·101
8384	9.405914536764e-6	0	14	16764	2	7	16764	heavy fermion	2^6·131
8385	9.621099851087e-6	0	16	14784	4	4	14784	heavy fermion	3·5·13·43
8386	1.889151204434e-6	0	8	14400	3	3	14400	spectator	2·7·599
8387	3.790783422913e-6	1	2	8388	1	1	8388	excited boson	8387 (prime)
8388	5.223997991096e-6	0	18	21294	3	5	21294	fermion	2^2·3^2·233
8389	2.838857684317e-6	1	2	8390	1	1	8390	excited boson	8389 (prime)
8390	8.583887546728e-6	0	8	15120	3	3	15120	heavy fermion	2·5·839
8391	2.432635018794e-6	0	4	11192	2	2	11192	spectator	3·2797
8392	5.201491807334e-6	0	8	15750	2	4	15750	fermion	2^3·1049
8393	9.568860914302e-9	0	8	10560	3	3	10560	spectator	7·11·109
8394	7.751301423267e-6	0	8	16800	3	3	16800	fermion	2·3·1399
8395	1.914655337655e-5	0	8	10656	3	3	10656	heavy fermion	5·23·73
8396	4.058590594700e-6	0	6	14700	2	3	14700	light fermion	2^2·2099
8397	4.029009384265e-8	0	8	12480	2	4	12480	spectator	3^3·311
8398	1.652258561635e-4	0	16	15120	4	4	15120	heavy fermion	2·13·17·19
8399	4.464241386825e-6	0	4	8664	2	2	8664	fermion	37·227
8400	1.021222239402e-4	0	60	30752	4	8	30752	heavy fermion	2^4·3·5^2·7
8401	1.431694892791e-6	0	4	8704	2	2	8704	spectator	31·271
8402	2.532181204677e-7	0	4	12606	2	2	12606	spectator	2·4201
8403	5.574222998043e-8	0	4	11208	2	2	11208	spectator	3·2801
8404	9.065167500758e-6	0	12	16128	3	4	16128	heavy fermion	2^2·11·191
8405	5.075935170520e-7	0	6	10338	2	3	10338	spectator	5·41^2
8406	1.044207968021e-6	0	12	18252	3	4	18252	spectator	2·3^2·467
8407	3.088261978591e-7	0	4	9616	2	2	9616	spectator	7·1201
8408	3.874536034486e-7	0	8	15780	2	4	15780	spectator	2^3·1051
8409	4.292976075255e-8	0	4	11216	2	2	11216	spectator	3·2803
8410	8.991938939892e-6	0	12	15678	3	4	15678	heavy fermion	2·5·29^2
8411	8.389903197997e-8	0	4	9072	2	2	9072	spectator	13·647
8412	9.460669915520e-8	0	12	19656	3	4	19656	spectator	2^2·3·701
8413	1.037289227275e-7	0	4	8640	2	2	8640	spectator	47·179
8414	3.907776330748e-6	0	8	14448	3	3	14448	light fermion	2·7·601
8415	1.293796777939e-5	0	24	16848	4	5	16848	heavy fermion	3^2·5·11·17
8416	1.635927373621e-6	0	12	16632	2	6	16632	spectator	2^5·263
8417	3.909172247879e-6	0	4	8880	2	2	8880	light fermion	19·443
8418	1.193639640831e-5	0	16	17856	4	4	17856	heavy fermion	2·3·23·61
8419	6.741166317420e-8	1	2	8420	1	1	8420	gauge boson (light)	8419 (prime)
8420	4.095589710683e-6	0	12	17724	3	4	17724	light fermion	2^2·5·421
8421	1.656844993824e-4	0	8	12864	3	3	12864	heavy fermion	3·7·401
8422	4.014255934911e-6	0	4	12636	2	2	12636	light fermion	2·4211
8423	1.674978244191e-7	1	2	8424	1	1	8424	gauge boson (light)	8423 (prime)
8424	2.055375039584e-5	0	40	25410	3	8	25410	heavy fermion	2^3·3^4·13
8425	8.717394940622e-7	0	6	10478	2	3	10478	spectator	5^2·337
8426	1.095863751818e-6	0	8	13824	3	3	13824	spectator	2·11·383
8427	1.033443003210e-7	0	6	11452	2	3	11452	spectator	3·53^2
8428	1.761765771958e-7	0	18	17556	3	5	17556	spectator	2^2·7^2·43
8429	2.738429128176e-7	1	2	8430	1	1	8430	gauge boson (light)	8429 (prime)
8430	3.587316832246e-5	0	16	20304	4	4	20304	heavy fermion	2·3·5·281
8431	5.289718750333e-7	1	2	8432	1	1	8432	gauge boson (light)	8431 (prime)
8432	1.649167480228e-4	0	20	17856	3	6	17856	heavy fermion	2^4·17·31
8433	2.555154013965e-7	0	6	12194	2	3	12194	spectator	3^2·937
8434	1.092561476278e-5	0	4	12654	2	2	12654	heavy fermion	2·4217
8435	5.219242194866e-6	0	8	11616	3	3	11616	fermion	5·7·241
8436	3.700091048146e-5	0	24	21280	4	5	21280	heavy fermion	2^2·3·19·37
8437	1.730645263472e-9	0	8	10080	3	3	10080	spectator	11·13·59
8438	6.287916060233e-6	0	4	12660	2	2	12660	fermion	2·4219
8439	3.534301882314e-5	0	8	11760	3	3	11760	heavy fermion	3·29·97
8440	1.033333542482e-5	0	16	19080	3	5	19080	heavy fermion	2^3·5·211
8441	1.288074765007e-5	0	4	8832	2	2	8832	heavy fermion	23·367
8442	3.200480043317e-4	0	24	21216	4	5	21216	heavy fermion	2·3^2·7·67
8443	1.874077580712e-6	1	2	8444	1	1	8444	gauge boson	8443 (prime)
8444	3.121868456027e-6	0	6	14784	2	3	14784	light fermion	2^2·2111
8445	5.062656527339e-6	0	8	13536	3	3	13536	fermion	3·5·563
8446	7.507882840290e-6	0	8	13104	3	3	13104	fermion	2·41·103
8447	2.325559856640e-6	1	2	8448	1	1	8448	gauge boson	8447 (prime)
8448	3.374024844989e-5	0	36	24528	3	10	24528	heavy fermion	2^8·3·11
8449	1.119580254686e-5	0	8	10368	3	3	10368	heavy fermion	7·17·71
8450	1.508777591200e-5	0	18	17019	3	5	17019	heavy fermion	2·5^2·13^2
8451	8.896815952269e-7	0	8	12560	2	4	12560	spectator	3^3·313
8452	1.724777579811e-6	0	6	14798	2	3	14798	spectator	2^2·2113
8453	1.111562686836e-6	0	4	8640	2	2	8640	spectator	79·107
8454	6.559151674077e-6	0	8	16920	3	3	16920	fermion	2·3·1409
8455	1.504786866052e-4	0	8	10800	3	3	10800	heavy fermion	5·19·89
8456	5.860192197374e-8	0	16	18240	3	5	18240	spectator	2^3·7·151
8457	4.604749493189e-6	0	4	11280	2	2	11280	fermion	3·2819
8458	3.493324332463e-7	0	4	12690	2	2	12690	spectator	2·4229
8459	1.170241856081e-6	0	4	9240	2	2	9240	spectator	11·769
8460	4.532866973243e-5	0	36	26208	4	6	26208	heavy fermion	2^2·3^2·5·47
8461	1.255221275259e-6	1	2	8462	1	1	8462	gauge boson (light)	8461 (prime)
8462	5.036739731427e-8	0	4	12696	2	2	12696	spectator	2·4231
8463	1.651206019340e-4	0	16	14336	4	4	14336	heavy fermion	3·7·13·31
8464	7.555108993334e-6	0	15	17143	2	6	17143	fermion	2^4·23^2
8465	7.493163686529e-6	0	4	10164	2	2	10164	fermion	5·1693
8466	1.891077415658e-5	0	16	18144	4	4	18144	heavy fermion	2·3·17·83
8467	1.490194430768e-6	1	2	8468	1	1	8468	gauge boson	8467 (prime)
8468	2.964336350091e-5	0	12	15540	3	4	15540	heavy fermion	2^2·29·73
8469	9.486666533163e-6	0	6	12246	2	3	12246	heavy fermion	3^2·941
8470	2.672748539428e-5	0	24	19152	4	5	19152	heavy fermion	2·5·7·11^2
8471	1.238577525074e-5	0	4	8712	2	2	8712	heavy fermion	43·197
8472	8.544472842575e-6	0	16	21240	3	5	21240	heavy fermion	2^3·3·353
8473	3.854461367939e-5	0	4	8740	2	2	8740	heavy fermion	37·229
8474	8.655038568551e-5	0	8	13440	3	3	13440	heavy fermion	2·19·223
8475	2.500302727448e-5	0	12	14136	3	4	14136	heavy fermion	3·5^2·113
8476	2.881639045550e-6	0	12	16072	3	4	16072	light fermion	2^2·13·163
8477	8.515087048650e-6	0	6	9918	2	3	9918	heavy fermion	7^2·173
8478	6.166407551113e-6	0	16	18960	3	5	18960	fermion	2·3^3·157
8479	1.342177786990e-6	0	4	8680	2	2	8680	spectator	61·139
8480	3.780577227964e-8	0	24	20412	3	7	20412	spectator	2^5·5·53
8481	6.624400407165e-5	0	8	12384	3	3	12384	heavy fermion	3·11·257
8482	7.443438344243e-9	0	4	12726	2	2	12726	spectator	2·4241
8483	1.595783182931e-8	0	4	9000	2	2	9000	spectator	17·499
8484	5.668489699222e-5	0	24	22848	4	5	22848	heavy fermion	2^2·3·7·101
8485	2.643827023124e-7	0	4	10188	2	2	10188	spectator	5·1697
8486	3.079076910098e-7	0	4	12732	2	2	12732	spectator	2·4243
8487	1.252369447384e-5	0	12	13104	3	4	13104	heavy fermion	3^2·23·41
8488	6.864807243308e-7	0	8	15930	2	4	15930	spectator	2^3·1061
8489	5.726856814568e-8	0	4	9156	2	2	9156	spectator	13·653
8490	5.113855420358e-7	0	16	20448	4	4	20448	spectator	2·3·5·283
8491	9.512772958210e-8	0	4	9712	2	2	9712	spectator	7·1213
8492	1.610160088115e-6	0	12	16296	3	4	16296	spectator	2^2·11·193
8493	1.410236965334e-5	0	8	12000	3	3	12000	heavy fermion	3·19·149
8494	9.603344209719e-6	0	8	13248	3	3	13248	heavy fermion	2·31·137
8495	8.936760178021e-7	0	4	10200	2	2	10200	spectator	5·1699
8496	7.281006215682e-7	0	30	24180	3	7	24180	spectator	2^4·3^2·59
8497	1.097762541391e-5	0	4	8820	2	2	8820	heavy fermion	29·293
8498	8.179433922953e-6	0	8	14592	3	3	14592	fermion	2·7·607
8499	1.720532485101e-7	0	4	11336	2	2	11336	spectator	3·2833
8500	2.251200170655e-4	0	24	19656	3	6	19656	heavy fermion	2^2·5^3·17
8501	9.433500384740e-8	1	2	8502	1	1	8502	gauge boson (light)	8501 (prime)
8502	1.743099360551e-5	0	16	18480	4	4	18480	heavy fermion	2·3·13·109
8503	3.270519921120e-8	0	4	9288	2	2	9288	spectator	11·773
8504	3.897661982880e-6	0	8	15960	2	4	15960	light fermion	2^3·1063
8505	1.993199712830e-4	0	24	17472	3	7	17472	heavy fermion	3^5·5·7
8506	2.255538778371e-6	0	4	12762	2	2	12762	spectator	2·4253
8507	3.585847668803e-6	0	4	8736	2	2	8736	light fermion	47·181
8508	4.697694275761e-6	0	12	19880	3	4	19880	fermion	2^2·3·709
8509	1.445628212733e-7	0	4	8704	2	2	8704	spectator	67·127
8510	4.948702272824e-5	0	16	16416	4	4	16416	heavy fermion	2·5·23·37
8511	3.321958721497e-6	0	4	11352	2	2	11352	light fermion	3·2837
8512	3.575062856250e-5	0	28	20320	3	8	20320	heavy fermion	2^6·7·19
8513	1.183429870603e-6	1	2	8514	1	1	8514	gauge boson (light)	8513 (prime)
8514	1.243208872861e-6	0	24	20592	4	5	20592	spectator	2·3^2·11·43
8515	4.160504441349e-6	0	8	11088	3	3	11088	light fermion	5·13·131
8516	4.740516250916e-7	0	6	14910	2	3	14910	spectator	2^2·2129
8517	9.195510731481e-7	0	8	12096	3	3	12096	spectator	3·17·167
8518	2.535973689546e-7	0	4	12780	2	2	12780	spectator	2·4259
8519	4.135900461626e-6	0	4	9744	2	2	9744	light fermion	7·1217
8520	5.205998018168e-5	0	32	25920	4	6	25920	heavy fermion	2^3·3·5·71
8521	4.683651579094e-7	1	2	8522	1	1	8522	gauge boson (light)	8521 (prime)
8522	3.726880681825e-8	0	4	12786	2	2	12786	spectator	2·4261
8523	1.122528682295e-5	0	6	12324	2	3	12324	heavy fermion	3^2·947
8524	4.101412123869e-8	0	6	14924	2	3	14924	spectator	2^2·2131
8525	1.052442295407e-7	0	12	11904	3	4	11904	spectator	5^2·11·31
8526	8.621802970586e-8	0	24	20520	4	5	20520	spectator	2·3·7^2·29
8527	1.006599753313e-6	1	2	8528	1	1	8528	gauge boson (light)	8527 (prime)
8528	3.413512012597e-6	0	20	18228	3	6	18228	light fermion	2^4·13·41
8529	1.180229074705e-5	0	4	11376	2	2	11376	heavy fermion	3·2843
8530	1.276381389386e-8	0	8	15372	3	3	15372	spectator	2·5·853
8531	1.032603509238e-4	0	4	9000	2	2	9000	heavy fermion	19·449
8532	7.386412858252e-7	0	24	22400	3	6	22400	spectator	2^2·3^3·79
8533	8.363010712195e-7	0	8	10368	3	3	10368	spectator	7·23·53
8534	1.072615666818e-4	0	8	13608	3	3	13608	heavy fermion	2·17·251
8535	3.376027315475e-5	0	8	13680	3	3	13680	heavy fermion	3·5·569
8536	7.196646671909e-6	0	16	17640	3	5	17640	fermion	2^3·11·97
8537	1.935105640572e-6	1	2	8538	1	1	8538	gauge boson	8537 (prime)
8538	2.113561404815e-7	0	8	17088	3	3	17088	spectator	2·3·1423
8539	2.077430459737e-6	1	2	8540	1	1	8540	gauge boson	8539 (prime)
8540	6.546707097170e-6	0	24	20832	4	5	20832	fermion	2^2·5·7·61
8541	5.000001935812e-6	0	12	13468	3	4	13468	fermion	3^2·13·73
8542	1.897922484865e-8	0	4	12816	2	2	12816	spectator	2·4271
8543	2.497020339237e-6	1	2	8544	1	1	8544	gauge boson	8543 (prime)
8544	6.345436637469e-7	0	24	22680	3	7	22680	spectator	2^5·3·89
8545	6.420479282971e-6	0	4	10260	2	2	10260	fermion	5·1709
8546	4.187573474359e-7	0	4	12822	2	2	12822	spectator	2·4273
8547	1.285478430630e-4	0	16	14592	4	4	14592	heavy fermion	3·7·11·37
8548	1.121671591330e-6	0	6	14966	2	3	14966	spectator	2^2·2137
8549	2.943817532402e-6	0	4	8736	2	2	8736	light fermion	83·103
8550	2.216311133335e-4	0	36	24180	4	6	24180	heavy fermion	2·3^2·5^2·19
8551	1.221119544409e-9	0	4	9072	2	2	9072	spectator	17·503
8552	1.494729905400e-6	0	8	16050	2	4	16050	spectator	2^3·1069
8553	2.684004076347e-6	0	4	11408	2	2	11408	spectator	3·2851
8554	1.053299110921e-7	0	16	16128	4	4	16128	spectator	2·7·13·47
8555	9.601063449251e-6	0	8	10800	3	3	10800	heavy fermion	5·29·59
8556	3.425295093123e-6	0	24	21504	4	5	21504	light fermion	2^2·3·23·31
8557	2.116359352916e-6	0	4	8800	2	2	8800	spectator	43·199
8558	2.500623409410e-5	0	8	14040	3	3	14040	heavy fermion	2·11·389
8559	2.709684415832e-10	0	8	12720	2	4	12720	spectator	3^3·317
8560	1.623090092911e-7	0	20	20088	3	6	20088	spectator	2^4·5·107
8561	2.218868518597e-6	0	4	9792	2	2	9792	spectator	7·1223
8562	1.503853013291e-6	0	8	17136	3	3	17136	spectator	2·3·1427
8563	2.687918801595e-7	1	2	8564	1	1	8564	gauge boson (light)	8563 (prime)
8564	1.278306330948e-8	0	6	14994	2	3	14994	spectator	2^2·2141
8565	3.267731138168e-6	0	8	13728	3	3	13728	light fermion	3·5·571
8566	1.351890135296e-8	0	4	12852	2	2	12852	spectator	2·4283
8567	1.033291690681e-6	0	4	9240	2	2	9240	spectator	13·659
8568	2.307327721480e-5	0	48	28080	4	7	28080	heavy fermion	2^3·3^2·7·17
8569	1.842347894795e-5	0	8	10080	3	3	10080	heavy fermion	11·19·41
8570	6.438740658961e-6	0	8	15444	3	3	15444	fermion	2·5·857
8571	1.663803238764e-6	0	4	11432	2	2	11432	spectator	3·2857
8572	4.554551953558e-7	0	6	15008	2	3	15008	spectator	2^2·2143
8573	6.952443345784e-7	1	2	8574	1	1	8574	gauge boson (light)	8573 (prime)
8574	4.604424166189e-6	0	8	17160	3	3	17160	fermion	2·3·1429
8575	1.062677820523e-4	0	12	12400	2	5	12400	heavy fermion	5^2·7^3
8576	2.021723910511e-7	0	16	17340	2	8	17340	spectator	2^7·67
8577	8.964388993247e-7	0	6	12402	2	3	12402	spectator	3^2·953
8578	9.458440705292e-7	0	4	12870	2	2	12870	spectator	2·4289
8579	8.022240494453e-6	0	4	8976	2	2	8976	fermion	23·373
8580	2.016680999088e-6	0	48	28224	5	6	28224	spectator	2^2·3·5·11·13
8581	9.177346887452e-8	1	2	8582	1	1	8582	gauge boson (light)	8581 (prime)
8582	5.114025988468e-6	0	8	14736	3	3	14736	fermion	2·7·613
8583	6.317280293787e-7	0	4	11448	2	2	11448	spectator	3·2861
8584	6.691334098522e-6	0	16	17100	3	5	17100	fermion	2^3·29·37
8585	8.235401227690e-5	0	8	11016	3	3	11016	heavy fermion	5·17·101
8586	5.382028605525e-6	0	20	19602	3	6	19602	fermion	2·3^4·53
8587	4.733972648577e-6	0	4	8896	2	2	8896	fermion	31·277
8588	1.622107949632e-5	0	12	15960	3	4	15960	heavy fermion	2^2·19·113
8589	6.972881803729e-5	0	8	13120	3	3	13120	heavy fermion	3·7·409
8590	1.787487463428e-6	0	8	15480	3	3	15480	spectator	2·5·859
8591	7.981580591009e-7	0	6	9576	2	3	9576	spectator	11^2·71
8592	2.354792466641e-6	0	20	22320	3	6	22320	spectator	2^4·3·179
8593	1.336351034919e-6	0	4	9268	2	2	9268	spectator	13·661
8594	1.163802277581e-6	0	4	12894	2	2	12894	spectator	2·4297
8595	8.074249143808e-6	0	12	14976	3	4	14976	fermion	3^2·5·191
8596	6.595489241455e-6	0	12	17248	3	4	17248	fermion	2^2·7·307
8597	2.485543254028e-6	1	2	8598	1	1	8598	gauge boson	8597 (prime)
8598	1.257173612970e-6	0	8	17208	3	3	17208	spectator	2·3·1433
8599	3.168606751973e-6	1	2	8600	1	1	8600	excited boson	8599 (prime)
8600	5.253515577034e-8	0	24	20460	3	6	20460	spectator	2^3·5^2·43
8601	2.744809853089e-5	0	8	11904	3	3	11904	heavy fermion	3·47·61
8602	1.029727740168e-4	0	16	15552	4	4	15552	heavy fermion	2·11·17·23
8603	3.501214636117e-6	0	4	9840	2	2	9840	light fermion	7·1229
8604	2.767976489521e-7	0	18	21840	3	5	21840	spectator	2^2·3^2·239
8605	1.647320873916e-6	0	4	10332	2	2	10332	spectator	5·1721
