index	eigenvalue
0	1.237317884526059e-3
1	1.377441246994287e-3
2	1.420698440919262e-3
3	1.565765547715996e-3
4	1.891030722818595e-3
5	2.095344662114789e-3
6	2.524049994767584e-3
7	2.632108895613229e-3
8	3.202611116565398e-3
9	3.780034126093142e-3
10	3.936543291260721e-3
11	4.748167409517812e-3
12	5.230987684460659e-3
13	6.246924390596533e-3
14	7.205350243529046e-3
15	9.572995340456421e-3
16	1.210559590449015e-2
17	1.452886998770946e-2
18	1.929014783857708e-2
19	2.296367411672351e-2
20	2.556259125366543e-2
21	2.651918726114186e-2
22	2.972201609365659e-2
23	3.625629598962402e-2
24	3.775221626491684e-2
25	5.813921904804658e-2
26	7.899311049072305e-2
27	2.706164092650449e-1
28	2.472404172231473e0
