index	eigenvalue
0	5.988122141541424e-6
1	6.702541198276416e-6
2	6.992435101804001e-6
3	7.093709074703466e-6
4	7.359488746173648e-6
5	7.488262791947578e-6
6	7.579678964875969e-6
7	7.831816324565008e-6
8	8.024006032497994e-6
9	8.192107675489451e-6
10	8.244823110815622e-6
11	8.470012798842939e-6
12	8.696584603860156e-6
13	8.811762559819352e-6
14	8.895228367565359e-6
15	9.173716293012066e-6
16	9.289542355571693e-6
17	9.534713315607118e-6
18	9.764212211669081e-6
19	9.806113986889313e-6
20	9.968524746055521e-6
21	1.052635178032284e-5
22	1.073842292597831e-5
23	1.099684257448760e-5
24	1.118792035814792e-5
25	1.151423227610616e-5
26	1.160391823315970e-5
27	1.185539811203925e-5
28	1.189247335662995e-5
29	1.196557925275237e-5
30	1.220229928785444e-5
31	1.235460664031250e-5
32	1.244827776849580e-5
33	1.253853791045335e-5
34	1.275855390565026e-5
35	1.279628297414720e-5
36	1.287135792227093e-5
37	1.303756024841426e-5
38	1.324558763400015e-5
39	1.329501662890313e-5
40	1.352521018056651e-5
41	1.359538343262994e-5
42	1.383944395760397e-5
43	1.410506324787647e-5
44	1.423051105399078e-5
45	1.442242599785161e-5
46	1.472832912890464e-5
47	1.481821965360752e-5
48	1.493344631514480e-5
49	1.505975281565518e-5
50	1.519214617457703e-5
51	1.537924769141181e-5
52	1.567344960453361e-5
53	1.597620432127576e-5
54	1.612665942210072e-5
55	1.619151738275935e-5
56	1.645807394304314e-5
57	1.657623254210250e-5
58	1.664256335415495e-5
59	1.682088318906633e-5
60	1.692726043482108e-5
61	1.714670289298527e-5
62	1.718607630035487e-5
63	1.755586227377840e-5
64	1.771986489584957e-5
65	1.787383071390836e-5
66	1.790769923735848e-5
67	1.819851723579972e-5
68	1.834773266826555e-5
69	1.847465870913238e-5
70	1.870455871975247e-5
71	1.893201590167336e-5
72	1.917844403890317e-5
73	1.941380211620412e-5
74	1.951924965405963e-5
75	1.996759028156730e-5
76	2.023036069763868e-5
77	2.034500469557142e-5
78	2.049347866761232e-5
79	2.059475289305954e-5
80	2.065731713289721e-5
81	2.135474967786197e-5
82	2.171704677283445e-5
83	2.183314625106173e-5
84	2.205948313949282e-5
85	2.222477918243151e-5
86	2.225186840307651e-5
87	2.266103995773565e-5
88	2.295598939803142e-5
89	2.312624955516120e-5
90	2.337291386430884e-5
91	2.373584467727250e-5
92	2.403166790150369e-5
93	2.408534110038798e-5
94	2.429838990388103e-5
95	2.482773042316043e-5
96	2.492127536470063e-5
97	2.527726145154230e-5
98	2.533485876723533e-5
99	2.556244187387692e-5
100	2.586342287447895e-5
101	2.625015964807852e-5
102	2.640053100027086e-5
103	2.662905649842078e-5
104	2.671419069695825e-5
105	2.715823326645977e-5
106	2.736747894527101e-5
107	2.768456055653776e-5
108	2.774603691548799e-5
109	2.800027828608361e-5
110	2.831373929994623e-5
111	2.853528772677687e-5
112	2.893489073600825e-5
113	2.914910675094113e-5
114	2.964030304845553e-5
115	2.971095506014513e-5
116	3.004880695526296e-5
117	3.039383380283644e-5
118	3.084447680631483e-5
119	3.128151033270233e-5
120	3.142931871852159e-5
121	3.187107387757616e-5
122	3.195408728216064e-5
123	3.216708588126193e-5
124	3.236946938653873e-5
125	3.294259327062547e-5
126	3.358520755119206e-5
127	3.421355414900675e-5
128	3.449061216113450e-5
129	3.453264881857121e-5
130	3.508763450053446e-5
131	3.519435815807694e-5
132	3.594074482335585e-5
133	3.627188861528607e-5
134	3.681952701631182e-5
135	3.714228648621848e-5
136	3.735008129355086e-5
137	3.757912887404413e-5
138	3.819091100698579e-5
139	3.872197563506732e-5
140	3.919628587478846e-5
141	4.003906862905569e-5
142	4.019466135846103e-5
143	4.144250715254184e-5
144	4.183959531903757e-5
145	4.195725703928952e-5
146	4.206841077558477e-5
147	4.340316147019034e-5
148	4.353060508234810e-5
149	4.371543033988827e-5
150	4.439752395226923e-5
151	4.542940136313721e-5
152	4.594736823865211e-5
153	4.623452286643888e-5
154	4.687369668788654e-5
155	4.748229653743793e-5
156	4.808566990750586e-5
157	4.848530496761782e-5
158	4.925073015083396e-5
159	4.951077703372783e-5
160	4.969170379293862e-5
161	5.033035508736460e-5
162	5.144362425343807e-5
163	5.168714880043427e-5
164	5.249338193088509e-5
165	5.355684895328108e-5
166	5.398567022878664e-5
167	5.447748821976983e-5
168	5.523289136764655e-5
169	5.592058085656336e-5
170	5.728623112911819e-5
171	5.760586476922843e-5
172	5.814545681464903e-5
173	5.834500167578454e-5
174	5.873783748338362e-5
175	5.923256477321899e-5
176	6.076105977097914e-5
177	6.133102519746256e-5
178	6.148063792512954e-5
179	6.216284435139991e-5
180	6.273798225625465e-5
181	6.336806142361804e-5
182	6.367373191526722e-5
183	6.448138784672232e-5
184	6.615611184011793e-5
185	6.667864202190184e-5
186	6.824266702950111e-5
187	6.880030817992204e-5
188	7.021403610656267e-5
189	7.196604233930045e-5
190	7.286568847250614e-5
191	7.313661027931592e-5
192	7.439175802968988e-5
193	7.510121191604737e-5
194	7.557433568139068e-5
195	7.699556287987917e-5
196	7.782859706159857e-5
197	8.010924465443074e-5
198	8.101084094201321e-5
199	8.133619549125972e-5
200	8.362716370718388e-5
201	8.449622726451313e-5
202	8.631613068067191e-5
203	8.752539271087524e-5
204	8.767543556084984e-5
205	8.850983658279900e-5
206	8.942032572503181e-5
207	8.976848972970042e-5
208	9.181447191742316e-5
209	9.345615162167033e-5
210	9.505272463931108e-5
211	9.543219935169341e-5
212	9.677941662362453e-5
213	1.008983853165739e-4
214	1.018631159609662e-4
215	1.029929590628923e-4
216	1.060627906667770e-4
217	1.066449154269784e-4
218	1.092203040899591e-4
219	1.100932517385345e-4
220	1.109775713858788e-4
221	1.126031488997471e-4
222	1.142494053072973e-4
223	1.185426714135159e-4
224	1.187246943173231e-4
225	1.199114104676741e-4
226	1.228977594363680e-4
227	1.233381016628999e-4
228	1.245234579531101e-4
229	1.273103195931845e-4
230	1.286953188704073e-4
231	1.298038815259186e-4
232	1.309501047387565e-4
233	1.327053634609633e-4
234	1.335291542758087e-4
235	1.369865004766782e-4
236	1.389566399466578e-4
237	1.439343235391458e-4
238	1.456879854968254e-4
239	1.466014888653757e-4
240	1.476931101397646e-4
241	1.509080906181990e-4
242	1.543975765430605e-4
243	1.567290517572244e-4
244	1.583652525569186e-4
245	1.606782344163727e-4
246	1.624515685815262e-4
247	1.684566041806959e-4
248	1.690975989209012e-4
249	1.713015936615861e-4
250	1.749548427862724e-4
251	1.780296765111882e-4
252	1.785508662747608e-4
253	1.849406622331436e-4
254	1.889902786007560e-4
255	1.900304271759367e-4
256	1.947078330774710e-4
257	1.972784552055753e-4
258	2.016248400105443e-4
259	2.039239915092259e-4
260	2.100661649804182e-4
261	2.163514115593373e-4
262	2.177725753766446e-4
263	2.256047312308757e-4
264	2.275897539369338e-4
265	2.317186904031782e-4
266	2.345891538498295e-4
267	2.373716771077374e-4
268	2.411930170276313e-4
269	2.429241503944448e-4
