k	weight	is_prime	d(k)	sigma(k)	omega	Omega	hub	class	factors
394	2.971158482892e-5	0	4	594	2	2	594	heavy fermion	2·197
395	5.050333530614e-3	0	4	480	2	2	480	heavy fermion	5·79
396	5.099157209675e-3	0	18	1092	3	5	1092	heavy fermion	2^2·3^2·11
397	5.352332735067e-3	1	2	398	1	1	398	excited boson	397 (prime)
398	2.636246793140e-3	0	4	600	2	2	600	heavy fermion	2·199
399	5.284704095229e-6	0	8	640	3	3	640	light fermion	3·7·19
400	6.209938389838e-4	0	15	961	2	6	961	heavy fermion	2^4·5^2
401	3.255798897084e-3	1	2	402	1	1	402	excited boson	401 (prime)
402	2.217355854077e-2	0	8	816	3	3	816	heavy fermion	2·3·67
403	3.329986594141e-2	0	4	448	2	2	448	heavy fermion	13·31
404	7.211474769703e-4	0	6	714	2	3	714	heavy fermion	2^2·101
405	9.903930501379e-3	0	10	726	2	5	726	heavy fermion	3^4·5
406	2.467951924535e-6	0	8	720	3	3	720	spectator	2·7·29
407	5.351039675828e-3	0	4	456	2	2	456	heavy fermion	11·37
408	9.132567375480e-4	0	16	1080	3	5	1080	heavy fermion	2^3·3·17
409	2.162584010419e-3	1	2	410	1	1	410	excited boson	409 (prime)
410	1.322347887116e-3	0	8	756	3	3	756	heavy fermion	2·5·41
411	6.758927702200e-5	0	4	552	2	2	552	heavy fermion	3·137
412	3.843494878455e-4	0	6	728	2	3	728	heavy fermion	2^2·103
413	1.842274331486e-3	0	4	480	2	2	480	heavy fermion	7·59
414	3.543421521341e-4	0	12	936	3	4	936	heavy fermion	2·3^2·23
415	6.996816595187e-4	0	4	504	2	2	504	heavy fermion	5·83
416	1.183038234408e-3	0	12	882	2	6	882	heavy fermion	2^5·13
417	7.403621141128e-4	0	4	560	2	2	560	heavy fermion	3·139
418	2.719559082947e-4	0	8	720	3	3	720	heavy fermion	2·11·19
419	6.756724340420e-4	1	2	420	1	1	420	excited boson	419 (prime)
420	5.021003475884e-4	0	24	1344	4	5	1344	heavy fermion	2^2·3·5·7
421	1.262308234194e-4	1	2	422	1	1	422	excited boson	421 (prime)
422	1.444424021636e-4	0	4	636	2	2	636	heavy fermion	2·211
423	6.986790084188e-4	0	6	624	2	3	624	heavy fermion	3^2·47
424	2.976064901288e-4	0	8	810	2	4	810	heavy fermion	2^3·53
425	4.114333367042e-5	0	6	558	2	3	558	heavy fermion	5^2·17
426	1.477279922640e-4	0	8	864	3	3	864	heavy fermion	2·3·71
427	3.607715919590e-4	0	4	496	2	2	496	heavy fermion	7·61
428	1.733948060719e-4	0	6	756	2	3	756	heavy fermion	2^2·107
429	2.447058163797e-5	0	8	672	3	3	672	heavy fermion	3·11·13
430	3.406596357437e-5	0	8	792	3	3	792	heavy fermion	2·5·43
431	1.133720534281e-4	1	2	432	1	1	432	excited boson	431 (prime)
432	1.464600590548e-4	0	20	1240	2	7	1240	heavy fermion	2^4·3^3
433	6.619301859101e-5	1	2	434	1	1	434	excited boson	433 (prime)
434	1.167509418185e-5	0	8	768	3	3	768	fermion	2·7·31
435	1.498776884857e-4	0	8	720	3	3	720	heavy fermion	3·5·29
436	1.137994680844e-4	0	6	770	2	3	770	heavy fermion	2^2·109
437	1.325027618623e-4	0	4	480	2	2	480	heavy fermion	19·23
438	7.312946078031e-5	0	8	888	3	3	888	heavy fermion	2·3·73
439	1.342727516806e-5	1	2	440	1	1	440	excited boson	439 (prime)
440	3.221898037105e-4	0	16	1080	3	5	1080	heavy fermion	2^3·5·11
441	2.718993208256e-4	0	9	741	2	4	741	heavy fermion	3^2·7^2
442	1.067125429941e-4	0	8	756	3	3	756	heavy fermion	2·13·17
443	3.512477619643e-6	1	2	444	1	1	444	gauge boson	443 (prime)
444	1.601240409717e-4	0	12	1064	3	4	1064	heavy fermion	2^2·3·37
445	3.596784987980e-4	0	4	540	2	2	540	heavy fermion	5·89
446	4.221865262303e-4	0	4	672	2	2	672	heavy fermion	2·223
447	2.378322771329e-5	0	4	600	2	2	600	heavy fermion	3·149
448	7.790530898652e-5	0	14	1016	2	7	1016	heavy fermion	2^6·7
449	5.881658600075e-4	1	2	450	1	1	450	excited boson	449 (prime)
450	7.854529048443e-4	0	18	1209	3	5	1209	heavy fermion	2·3^2·5^2
451	3.084112148396e-5	0	4	504	2	2	504	heavy fermion	11·41
452	2.336999186327e-4	0	6	798	2	3	798	heavy fermion	2^2·113
453	4.786734913055e-4	0	4	608	2	2	608	heavy fermion	3·151
454	1.586276822619e-3	0	4	684	2	2	684	heavy fermion	2·227
455	1.906951554433e-5	0	8	672	3	3	672	heavy fermion	5·7·13
456	1.386441542633e-3	0	16	1200	3	5	1200	heavy fermion	2^3·3·19
457	6.014229759486e-4	1	2	458	1	1	458	excited boson	457 (prime)
458	1.633502262200e-4	0	4	690	2	2	690	heavy fermion	2·229
459	7.557248952301e-5	0	8	720	2	4	720	heavy fermion	3^3·17
460	1.164470048305e-3	0	12	1008	3	4	1008	heavy fermion	2^2·5·23
461	4.943778237683e-4	1	2	462	1	1	462	excited boson	461 (prime)
462	8.437703999930e-5	0	16	1152	4	4	1152	heavy fermion	2·3·7·11
463	3.389579952898e-9	1	2	464	1	1	464	gauge boson (light)	463 (prime)
464	7.718680379017e-4	0	10	930	2	5	930	heavy fermion	2^4·29
465	9.425529389912e-4	0	8	768	3	3	768	heavy fermion	3·5·31
466	3.922687090147e-4	0	4	702	2	2	702	heavy fermion	2·233
467	2.561526892871e-4	1	2	468	1	1	468	excited boson	467 (prime)
468	1.199708054011e-5	0	18	1274	3	5	1274	fermion	2^2·3^2·13
469	9.330617267262e-5	0	4	544	2	2	544	heavy fermion	7·67
470	5.442222774567e-4	0	8	864	3	3	864	heavy fermion	2·5·47
471	7.366898323364e-4	0	4	632	2	2	632	heavy fermion	3·157
472	1.274697232632e-3	0	8	900	2	4	900	heavy fermion	2^3·59
473	5.526829925834e-4	0	4	528	2	2	528	heavy fermion	11·43
474	2.390976983915e-4	0	8	960	3	3	960	heavy fermion	2·3·79
475	3.707263041456e-5	0	6	620	2	3	620	heavy fermion	5^2·19
476	1.310118810777e-3	0	12	1008	3	4	1008	heavy fermion	2^2·7·17
477	5.084321298751e-4	0	6	702	2	3	702	heavy fermion	3^2·53
478	7.017909229966e-3	0	4	720	2	2	720	heavy fermion	2·239
479	7.756881129278e-4	1	2	480	1	1	480	excited boson	479 (prime)
480	4.527792386194e-3	0	24	1512	3	7	1512	heavy fermion	2^5·3·5
481	9.005637358235e-4	0	4	532	2	2	532	heavy fermion	13·37
482	1.682432676405e-3	0	4	726	2	2	726	heavy fermion	2·241
483	7.450697976746e-5	0	8	768	3	3	768	heavy fermion	3·7·23
484	1.970901785718e-4	0	9	931	2	4	931	heavy fermion	2^2·11^2
485	3.282201593390e-4	0	4	588	2	2	588	heavy fermion	5·97
486	3.932710842104e-4	0	12	1092	2	6	1092	heavy fermion	2·3^5
487	4.363100021031e-5	1	2	488	1	1	488	excited boson	487 (prime)
488	6.730272825717e-5	0	8	930	2	4	930	heavy fermion	2^3·61
489	7.427274305856e-5	0	4	656	2	2	656	heavy fermion	3·163
490	1.957470237444e-5	0	12	1026	3	4	1026	heavy fermion	2·5·7^2
491	1.553351102074e-6	1	2	492	1	1	492	gauge boson (light)	491 (prime)
492	1.235657039362e-4	0	12	1176	3	4	1176	heavy fermion	2^2·3·41
493	2.185952227856e-6	0	4	540	2	2	540	spectator	17·29
494	1.108932598937e-4	0	8	840	3	3	840	heavy fermion	2·13·19
495	1.601570414358e-6	0	12	936	3	4	936	spectator	3^2·5·11
496	7.517074940001e-5	0	10	992	2	5	992	heavy fermion	2^4·31
497	4.454991733057e-6	0	4	576	2	2	576	spectator	7·71
498	4.107846247891e-9	0	8	1008	3	3	1008	spectator	2·3·83
499	2.777913775639e-6	1	2	500	1	1	500	gauge boson	499 (prime)
500	7.670746655711e-4	0	12	1092	2	5	1092	heavy fermion	2^2·5^3
501	1.113118691161e-6	0	4	672	2	2	672	spectator	3·167
502	9.117935642188e-4	0	4	756	2	2	756	heavy fermion	2·251
503	1.678972431846e-6	1	2	504	1	1	504	gauge boson (light)	503 (prime)
504	3.698870359061e-4	0	24	1560	3	6	1560	heavy fermion	2^3·3^2·7
505	1.501534920189e-5	0	4	612	2	2	612	heavy fermion	5·101
506	3.440458188761e-4	0	8	864	3	3	864	heavy fermion	2·11·23
507	1.590932874779e-4	0	6	732	2	3	732	heavy fermion	3·13^2
508	3.737461857242e-4	0	6	896	2	3	896	heavy fermion	2^2·127
509	1.117489077553e-3	1	2	510	1	1	510	excited boson	509 (prime)
510	2.940123648896e-5	0	16	1296	4	4	1296	heavy fermion	2·3·5·17
511	8.592688166189e-4	0	4	592	2	2	592	heavy fermion	7·73
512	1.160934992927e-4	0	10	1023	1	9	1023	heavy fermion	2^9
513	8.248557418842e-4	0	8	800	2	4	800	heavy fermion	3^3·19
514	5.184060346046e-6	0	4	774	2	2	774	light fermion	2·257
515	4.374882059677e-4	0	4	624	2	2	624	heavy fermion	5·103
516	3.088572446682e-4	0	12	1232	3	4	1232	heavy fermion	2^2·3·43
517	1.433822545665e-4	0	4	576	2	2	576	heavy fermion	11·47
518	3.546008403489e-5	0	8	912	3	3	912	heavy fermion	2·7·37
519	4.477172745662e-4	0	4	696	2	2	696	heavy fermion	3·173
520	7.704375816875e-4	0	16	1260	3	5	1260	heavy fermion	2^3·5·13
521	1.024786123196e-4	1	2	522	1	1	522	excited boson	521 (prime)
522	1.818474817359e-4	0	12	1170	3	4	1170	heavy fermion	2·3^2·29
523	5.158859018060e-4	1	2	524	1	1	524	excited boson	523 (prime)
524	4.520615244311e-5	0	6	924	2	3	924	heavy fermion	2^2·131
525	2.677414229354e-4	0	12	992	3	4	992	heavy fermion	3·5^2·7
526	8.457153002175e-5	0	4	792	2	2	792	heavy fermion	2·263
527	1.867700025791e-4	0	4	576	2	2	576	heavy fermion	17·31
528	8.166916009430e-4	0	20	1488	3	6	1488	heavy fermion	2^4·3·11
529	4.489054690024e-4	0	3	553	1	2	553	heavy fermion	23^2
530	1.542863097601e-5	0	8	972	3	3	972	heavy fermion	2·5·53
531	2.109263653630e-5	0	6	780	2	3	780	heavy fermion	3^2·59
532	2.749488635595e-4	0	12	1120	3	4	1120	heavy fermion	2^2·7·19
533	5.846417916735e-4	0	4	588	2	2	588	heavy fermion	13·41
534	3.194810400314e-6	0	8	1080	3	3	1080	spectator	2·3·89
535	6.157380341326e-5	0	4	648	2	2	648	heavy fermion	5·107
536	4.071113186226e-4	0	8	1020	2	4	1020	heavy fermion	2^3·67
537	5.007625549021e-4	0	4	720	2	2	720	heavy fermion	3·179
538	1.581356323543e-3	0	4	810	2	2	810	heavy fermion	2·269
539	3.756329557547e-4	0	6	684	2	3	684	heavy fermion	7^2·11
540	3.846929779221e-5	0	24	1680	3	6	1680	heavy fermion	2^2·3^3·5
541	4.780939343940e-5	1	2	542	1	1	542	excited boson	541 (prime)
542	7.932204413106e-5	0	4	816	2	2	816	heavy fermion	2·271
543	6.592673089294e-4	0	4	728	2	2	728	heavy fermion	3·181
544	2.810827432549e-4	0	12	1134	2	6	1134	heavy fermion	2^5·17
545	4.134270475386e-5	0	4	660	2	2	660	heavy fermion	5·109
546	3.655453791567e-5	0	16	1344	4	4	1344	heavy fermion	2·3·7·13
547	2.236226194512e-4	1	2	548	1	1	548	excited boson	547 (prime)
548	2.617782974779e-4	0	6	966	2	3	966	heavy fermion	2^2·137
549	1.882432685722e-4	0	6	806	2	3	806	heavy fermion	3^2·61
550	5.752302493818e-5	0	12	1116	3	4	1116	heavy fermion	2·5^2·11
551	4.631489869504e-7	0	4	600	2	2	600	spectator	19·29
552	2.917747353635e-5	0	16	1440	3	5	1440	heavy fermion	2^3·3·23
553	1.500061776128e-4	0	4	640	2	2	640	heavy fermion	7·79
554	1.993947861382e-4	0	4	834	2	2	834	heavy fermion	2·277
555	1.008959827804e-4	0	8	912	3	3	912	heavy fermion	3·5·37
556	3.056049809613e-5	0	6	980	2	3	980	heavy fermion	2^2·139
557	1.529043348124e-6	1	2	558	1	1	558	gauge boson (light)	557 (prime)
558	5.161812297168e-5	0	12	1248	3	4	1248	heavy fermion	2·3^2·31
559	1.093064159378e-4	0	4	616	2	2	616	heavy fermion	13·43
560	1.592925013107e-4	0	20	1488	3	6	1488	heavy fermion	2^4·5·7
561	2.267134661212e-4	0	8	864	3	3	864	heavy fermion	3·11·17
562	1.060173795535e-4	0	4	846	2	2	846	heavy fermion	2·281
563	1.271241373857e-6	1	2	564	1	1	564	gauge boson (light)	563 (prime)
564	1.787869931518e-4	0	12	1344	3	4	1344	heavy fermion	2^2·3·47
565	1.976922240994e-4	0	4	684	2	2	684	heavy fermion	5·113
566	3.591186663674e-4	0	4	852	2	2	852	heavy fermion	2·283
567	3.468657168551e-4	0	10	968	2	5	968	heavy fermion	3^4·7
568	3.866672122193e-5	0	8	1080	2	4	1080	heavy fermion	2^3·71
569	7.882836149126e-6	1	2	570	1	1	570	excited boson	569 (prime)
570	1.775809091580e-4	0	16	1440	4	4	1440	heavy fermion	2·3·5·19
571	3.902335670558e-4	1	2	572	1	1	572	excited boson	571 (prime)
572	6.559117695440e-4	0	12	1176	3	4	1176	heavy fermion	2^2·11·13
573	4.020686441206e-4	0	4	768	2	2	768	heavy fermion	3·191
574	6.934128739589e-5	0	8	1008	3	3	1008	heavy fermion	2·7·41
575	7.638153874170e-5	0	6	744	2	3	744	heavy fermion	5^2·23
576	9.715282011848e-4	0	21	1651	2	8	1651	heavy fermion	2^6·3^2
577	9.196136294128e-4	1	2	578	1	1	578	excited boson	577 (prime)
578	9.093514609521e-4	0	6	921	2	3	921	heavy fermion	2·17^2
579	1.321248897704e-4	0	4	776	2	2	776	heavy fermion	3·193
580	4.748866534668e-5	0	12	1260	3	4	1260	heavy fermion	2^2·5·29
581	7.155170841501e-4	0	4	672	2	2	672	heavy fermion	7·83
582	2.688291263635e-3	0	8	1176	3	3	1176	heavy fermion	2·3·97
583	9.273870096029e-4	0	4	648	2	2	648	heavy fermion	11·53
584	6.352302606782e-6	0	8	1110	2	4	1110	light fermion	2^3·73
585	3.519003690237e-5	0	12	1092	3	4	1092	heavy fermion	3^2·5·13
586	3.874803809832e-4	0	4	882	2	2	882	heavy fermion	2·293
587	1.386014525126e-3	1	2	588	1	1	588	excited boson	587 (prime)
588	2.137468365216e-3	0	18	1596	3	5	1596	heavy fermion	2^2·3·7^2
589	2.495463921640e-4	0	4	640	2	2	640	heavy fermion	19·31
590	5.981683163216e-5	0	8	1080	3	3	1080	heavy fermion	2·5·59
591	7.297492270868e-4	0	4	792	2	2	792	heavy fermion	3·197
592	2.935176517442e-3	0	10	1178	2	5	1178	heavy fermion	2^4·37
593	7.909869978209e-4	1	2	594	1	1	594	excited boson	593 (prime)
594	2.959294152854e-4	0	16	1440	3	5	1440	heavy fermion	2·3^3·11
595	1.093860273735e-4	0	8	864	3	3	864	heavy fermion	5·7·17
596	2.280590223727e-3	0	6	1050	2	3	1050	heavy fermion	2^2·149
597	1.659741898471e-3	0	4	800	2	2	800	heavy fermion	3·199
598	7.860590890967e-4	0	8	1008	3	3	1008	heavy fermion	2·13·23
599	3.609027443692e-6	1	2	600	1	1	600	gauge boson	599 (prime)
600	1.750026209506e-3	0	24	1860	3	6	1860	heavy fermion	2^3·3·5^2
601	1.644388139765e-3	1	2	602	1	1	602	excited boson	601 (prime)
602	1.616551435109e-3	0	8	1056	3	3	1056	heavy fermion	2·7·43
603	2.779497647237e-5	0	6	884	2	3	884	heavy fermion	3^2·67
604	2.253152062062e-3	0	6	1064	2	3	1064	heavy fermion	2^2·151
605	1.550047428006e-3	0	6	798	2	3	798	heavy fermion	5·11^2
606	6.275589686734e-4	0	8	1224	3	3	1224	heavy fermion	2·3·101
607	6.867617494516e-5	1	2	608	1	1	608	excited boson	607 (prime)
608	2.155042037892e-3	0	12	1260	2	6	1260	heavy fermion	2^5·19
609	2.345129165328e-3	0	8	960	3	3	960	heavy fermion	3·7·29
610	5.222099034629e-4	0	8	1116	3	3	1116	heavy fermion	2·5·61
611	1.181761820638e-3	0	4	672	2	2	672	heavy fermion	13·47
612	7.581765928480e-3	0	18	1638	3	5	1638	heavy fermion	2^2·3^2·17
613	7.944999660661e-4	1	2	614	1	1	614	excited boson	613 (prime)
614	1.641126706324e-3	0	4	924	2	2	924	heavy fermion	2·307
615	3.056961972464e-3	0	8	1008	3	3	1008	heavy fermion	3·5·41
616	4.305819513801e-3	0	16	1440	3	5	1440	heavy fermion	2^3·7·11
617	1.169809924231e-3	1	2	618	1	1	618	excited boson	617 (prime)
618	6.371696881460e-3	0	8	1248	3	3	1248	heavy fermion	2·3·103
619	1.650359808877e-3	1	2	620	1	1	620	excited boson	619 (prime)
620	8.498364595532e-3	0	12	1344	3	4	1344	heavy fermion	2^2·5·31
621	7.095253943603e-3	0	8	960	2	4	960	heavy fermion	3^3·23
622	1.397840223134e-2	0	4	936	2	2	936	heavy fermion	2·311
623	6.070697307564e-3	0	4	720	2	2	720	heavy fermion	7·89
624	1.428840251058e-2	0	20	1736	3	6	1736	heavy fermion	2^4·3·13
625	3.021968608456e-4	0	5	781	1	4	781	heavy fermion	5^4
626	1.147557713785e-2	0	4	942	2	2	942	heavy fermion	2·313
627	9.858868426212e-3	0	8	960	3	3	960	heavy fermion	3·11·19
628	2.978360304443e-3	0	6	1106	2	3	1106	heavy fermion	2^2·157
629	5.714192028897e-4	0	4	684	2	2	684	heavy fermion	17·37
630	1.351216211591e-5	0	24	1872	4	5	1872	fermion	2·3^2·5·7
631	4.239125733001e-5	1	2	632	1	1	632	excited boson	631 (prime)
632	3.468721136334e-5	0	8	1200	2	4	1200	heavy fermion	2^3·79
633	7.046161177782e-7	0	4	848	2	2	848	spectator	3·211
634	5.202835439137e-6	0	4	954	2	2	954	light fermion	2·317
635	1.632084306255e-6	0	4	768	2	2	768	spectator	5·127
636	2.935157432663e-6	0	12	1512	3	4	1512	spectator	2^2·3·53
637	2.019272985059e-7	0	6	798	2	3	798	spectator	7^2·13
638	3.389967969334e-6	0	8	1080	3	3	1080	spectator	2·11·29
639	3.242544956876e-6	0	6	936	2	3	936	spectator	3^2·71
640	1.421726742495e-5	0	16	1530	2	8	1530	heavy fermion	2^7·5
641	2.327464367494e-7	1	2	642	1	1	642	gauge boson (light)	641 (prime)
642	1.005020535531e-6	0	8	1296	3	3	1296	spectator	2·3·107
643	2.166149222444e-6	1	2	644	1	1	644	gauge boson (light)	643 (prime)
644	1.622965033085e-6	0	12	1344	3	4	1344	spectator	2^2·7·23
645	2.286935463791e-7	0	8	1056	3	3	1056	spectator	3·5·43
646	8.858948332969e-8	0	8	1080	3	3	1080	spectator	2·17·19
647	8.868349100684e-7	1	2	648	1	1	648	gauge boson (light)	647 (prime)
648	5.394188631637e-5	0	20	1815	2	7	1815	heavy fermion	2^3·3^4
649	1.288244819526e-7	0	4	720	2	2	720	spectator	11·59
650	2.325895400865e-5	0	12	1302	3	4	1302	heavy fermion	2·5^2·13
651	6.252128185128e-6	0	8	1024	3	3	1024	light fermion	3·7·31
652	1.725630662124e-5	0	6	1148	2	3	1148	heavy fermion	2^2·163
653	4.717351617428e-7	1	2	654	1	1	654	gauge boson (light)	653 (prime)
654	8.397715326069e-6	0	8	1320	3	3	1320	fermion	2·3·109
655	1.124657056342e-5	0	4	792	2	2	792	fermion	5·131
656	3.388121244077e-5	0	10	1302	2	5	1302	heavy fermion	2^4·41
657	2.566320863346e-5	0	6	962	2	3	962	heavy fermion	3^2·73
658	6.212322887197e-6	0	8	1152	3	3	1152	light fermion	2·7·47
659	1.183446757471e-6	1	2	660	1	1	660	gauge boson (light)	659 (prime)
660	1.331264301594e-4	0	24	2016	4	5	2016	heavy fermion	2^2·3·5·11
661	5.909522477706e-7	1	2	662	1	1	662	gauge boson (light)	661 (prime)
662	2.911650982750e-7	0	4	996	2	2	996	spectator	2·331
663	5.523133645259e-7	0	8	1008	3	3	1008	spectator	3·13·17
664	1.050067330859e-5	0	8	1260	2	4	1260	fermion	2^3·83
665	1.569839455141e-5	0	8	960	3	3	960	heavy fermion	5·7·19
666	3.013468929165e-4	0	12	1482	3	4	1482	heavy fermion	2·3^2·37
667	1.001853694710e-6	0	4	720	2	2	720	spectator	23·29
668	2.641791666069e-4	0	6	1176	2	3	1176	heavy fermion	2^2·167
669	1.970609193524e-5	0	4	896	2	2	896	heavy fermion	3·223
670	4.903379838637e-6	0	8	1224	3	3	1224	light fermion	2·5·67
671	8.459014212563e-7	0	4	744	2	2	744	spectator	11·61
672	3.125707780133e-5	0	24	2016	3	7	2016	heavy fermion	2^5·3·7
673	7.877249657692e-8	1	2	674	1	1	674	gauge boson (light)	673 (prime)
674	6.319073497244e-5	0	4	1014	2	2	1014	heavy fermion	2·337
675	2.003757554944e-4	0	12	1240	2	5	1240	heavy fermion	3^3·5^2
676	1.005302164149e-4	0	9	1281	2	4	1281	heavy fermion	2^2·13^2
677	1.729826996856e-7	1	2	678	1	1	678	gauge boson (light)	677 (prime)
678	3.724537363175e-8	0	8	1368	3	3	1368	spectator	2·3·113
679	6.546068806783e-6	0	4	784	2	2	784	light fermion	7·97
680	1.835060779406e-4	0	16	1620	3	5	1620	heavy fermion	2^3·5·17
681	3.899152589989e-4	0	4	912	2	2	912	heavy fermion	3·227
682	1.799087282746e-4	0	8	1152	3	3	1152	heavy fermion	2·11·31
683	8.409008745889e-7	1	2	684	1	1	684	gauge boson (light)	683 (prime)
684	8.456096530028e-4	0	18	1820	3	5	1820	heavy fermion	2^2·3^2·19
685	3.067140027431e-5	0	4	828	2	2	828	heavy fermion	5·137
686	1.897011738783e-4	0	8	1200	2	4	1200	heavy fermion	2·7^3
687	3.418206962286e-5	0	4	920	2	2	920	heavy fermion	3·229
688	7.578827678834e-5	0	10	1364	2	5	1364	heavy fermion	2^4·43
689	1.690834500247e-6	0	4	756	2	2	756	spectator	13·53
690	3.367211166971e-4	0	16	1728	4	4	1728	heavy fermion	2·3·5·23
691	1.609434070638e-6	1	2	692	1	1	692	gauge boson (light)	691 (prime)
692	8.433419492222e-5	0	6	1218	2	3	1218	heavy fermion	2^2·173
693	1.696510354779e-4	0	12	1248	3	4	1248	heavy fermion	3^2·7·11
694	1.513212429265e-4	0	4	1044	2	2	1044	heavy fermion	2·347
695	1.623173996021e-5	0	4	840	2	2	840	heavy fermion	5·139
696	2.445117131591e-5	0	16	1800	3	5	1800	heavy fermion	2^3·3·29
697	1.580367856685e-7	0	4	756	2	2	756	spectator	17·41
698	8.690881348550e-5	0	4	1050	2	2	1050	heavy fermion	2·349
699	4.457838648408e-4	0	4	936	2	2	936	heavy fermion	3·233
700	6.617075197684e-5	0	18	1736	3	5	1736	heavy fermion	2^2·5^2·7
701	2.384182529345e-9	1	2	702	1	1	702	gauge boson (light)	701 (prime)
702	3.490782340620e-4	0	16	1680	3	5	1680	heavy fermion	2·3^3·13
703	4.228039751923e-7	0	4	760	2	2	760	spectator	19·37
704	2.924475013648e-5	0	14	1524	2	7	1524	heavy fermion	2^6·11
705	4.641660670355e-5	0	8	1152	3	3	1152	heavy fermion	3·5·47
706	6.361445228105e-5	0	4	1062	2	2	1062	heavy fermion	2·353
707	2.999463007009e-6	0	4	816	2	2	816	spectator	7·101
708	8.747549705548e-4	0	12	1680	3	4	1680	heavy fermion	2^2·3·59
709	1.551981308185e-6	1	2	710	1	1	710	gauge boson (light)	709 (prime)
710	4.553377880642e-6	0	8	1296	3	3	1296	spectator	2·5·71
711	7.217272909466e-4	0	6	1040	2	3	1040	heavy fermion	3^2·79
712	1.150582557072e-7	0	8	1350	2	4	1350	spectator	2^3·89
713	2.372770134885e-6	0	4	768	2	2	768	spectator	23·31
714	9.988319599564e-5	0	16	1728	4	4	1728	heavy fermion	2·3·7·17
715	1.831796416802e-5	0	8	1008	3	3	1008	heavy fermion	5·11·13
716	1.085196185246e-9	0	6	1260	2	3	1260	spectator	2^2·179
717	1.511473573728e-3	0	4	960	2	2	960	heavy fermion	3·239
718	1.553789711916e-5	0	4	1080	2	2	1080	heavy fermion	2·359
719	1.753037751242e-6	1	2	720	1	1	720	gauge boson (light)	719 (prime)
720	1.826389335424e-3	0	30	2418	3	7	2418	heavy fermion	2^4·3^2·5
721	9.775079137394e-8	0	4	832	2	2	832	spectator	7·103
722	6.534240077596e-8	0	6	1143	2	3	1143	spectator	2·19^2
723	3.131507876543e-5	0	4	968	2	2	968	heavy fermion	3·241
724	7.359885422385e-5	0	6	1274	2	3	1274	heavy fermion	2^2·181
725	2.466025951936e-5	0	6	930	2	3	930	heavy fermion	5^2·29
726	6.030921249691e-4	0	12	1596	3	4	1596	heavy fermion	2·3·11^2
727	4.464076880630e-6	1	2	728	1	1	728	gauge boson	727 (prime)
728	1.102571386714e-7	0	16	1680	3	5	1680	spectator	2^3·7·13
729	2.608251429695e-4	0	7	1093	1	6	1093	heavy fermion	3^6
730	8.635039723125e-5	0	8	1332	3	3	1332	heavy fermion	2·5·73
731	1.270677337837e-5	0	4	792	2	2	792	fermion	17·43
732	8.690479797720e-5	0	12	1736	3	4	1736	heavy fermion	2^2·3·61
733	6.517722891966e-7	1	2	734	1	1	734	gauge boson (light)	733 (prime)
734	2.514857946720e-5	0	4	1104	2	2	1104	heavy fermion	2·367
735	1.702319824255e-4	0	12	1368	3	4	1368	heavy fermion	3·5·7^2
736	1.995808318370e-5	0	12	1512	2	6	1512	heavy fermion	2^5·23
737	1.396953179055e-6	0	4	816	2	2	816	spectator	11·67
738	1.344769378461e-5	0	12	1638	3	4	1638	fermion	2·3^2·41
739	2.671072557093e-7	1	2	740	1	1	740	gauge boson (light)	739 (prime)
740	1.937679920857e-4	0	12	1596	3	4	1596	heavy fermion	2^2·5·37
741	1.626540574854e-4	0	8	1120	3	3	1120	heavy fermion	3·13·19
742	1.618923688200e-5	0	8	1296	3	3	1296	heavy fermion	2·7·53
743	1.657824716378e-8	1	2	744	1	1	744	gauge boson (light)	743 (prime)
744	2.826237773581e-4	0	16	1920	3	5	1920	heavy fermion	2^3·3·31
745	1.338218368052e-5	0	4	900	2	2	900	fermion	5·149
746	1.509729637028e-4	0	4	1122	2	2	1122	heavy fermion	2·373
747	5.755027968834e-5	0	6	1092	2	3	1092	heavy fermion	3^2·83
748	1.477231245766e-5	0	12	1512	3	4	1512	heavy fermion	2^2·11·17
