bin_center	count	density
9.380303721812637e-2	97	5.226341092797092e0
2.812760632608259e-1	1	5.387980508038240e-2
4.687490893035253e-1	0	0.000000000000000e0
6.562221153462248e-1	0	0.000000000000000e0
8.436951413889243e-1	0	0.000000000000000e0
1.031168167431624e0	0	0.000000000000000e0
1.218641193474323e0	0	0.000000000000000e0
1.406114219517023e0	0	0.000000000000000e0
1.593587245559722e0	0	0.000000000000000e0
1.781060271602422e0	1	5.387980508038240e-2
