index	raw	unfolded
0	1.250272805858000e-5	1.376265162031720e0
1	8.387819421215885e-6	8.436036149456496e-1
2	9.212139934970599e-6	9.855324926871377e-1
3	6.823184887528992e-6	6.957085352929920e-1
4	8.297559393412009e-6	8.967702168653863e-1
5	9.283774052882865e-6	9.625914348401765e-1
6	1.509270457457010e-5	1.496330365148126e0
7	5.179074668824305e-6	5.287777842932379e-1
8	1.348881807859158e-5	1.428523767566216e0
9	4.259348671992646e-6	3.757377895014243e-1
10	1.356304487201780e-5	1.185290376165514e0
11	1.736379874908221e-5	1.601290971807971e0
12	5.175233750063119e-6	4.862197077831032e-1
13	5.340822802290222e-6	4.128074783942076e-1
14	2.765138389104944e-5	2.090780598309625e0
15	9.472834454663469e-6	7.146455886219332e-1
16	2.692810039728972e-6	1.736355246242052e-1
17	1.289482061038092e-5	8.272588501932614e-1
18	3.041294292485382e-5	1.929263980802476e0
19	1.665222331709027e-5	9.222457853760488e-1
20	4.588273515309879e-6	2.554970902933659e-1
21	3.834731103857103e-5	1.933840738638511e0
22	1.823282355561338e-5	7.741591887517196e-1
23	7.117899422191083e-6	3.002832917811353e-1
24	3.055450708954025e-5	1.273131105651893e0
25	2.657399807569377e-5	1.015980842963278e0
26	3.005811968967290e-5	9.991437886871349e-1
27	4.363661326271015e-5	1.475896123386329e0
28	1.456871202582389e-5	4.675121013194253e-1
29	3.366399411947778e-5	1.055914091577577e0
30	4.037378227947233e-5	1.044075472970305e0
31	4.779489574965000e-5	1.177151152095026e0
32	3.265265572827516e-5	7.109215966900698e-1
33	3.578917366152726e-5	7.193860085956324e-1
34	1.502868371596800e-5	2.857382983255202e-1
35	1.052228789971309e-4	1.640373403271846e0
36	4.783440334979428e-5	7.700668515415512e-1
37	8.866462166404524e-5	1.396076015084868e0
38	8.565191321103127e-5	9.821341268716260e-1
39	4.587869637263714e-5	4.878132474172671e-1
40	1.607108529928852e-4	1.700163990330817e0
41	1.806052053754306e-5	1.722459468337691e-1
42	6.311429139202397e-5	6.019031626580739e-1
43	2.933539193784519e-4	2.892930122794233e0
44	1.110260716586013e-4	8.841204461646919e-1
45	2.027528153392176e-5	1.325300123283440e-1
46	2.188134672136393e-4	1.142131877948704e0
47	4.788707676549146e-5	1.940574841830643e-1
48	5.066899330918818e-5	1.830449616946211e-1
49	3.515687575560630e-4	1.016733317449231e0
50	3.473705082974346e-4	9.297719213431049e-1
51	5.852781154387296e-4	1.418786053773605e0
52	6.250858211786278e-4	1.162249664924317e0
53	3.936010654279542e-4	6.154370519869128e-1
54	1.052034172353033e-3	1.355892954100197e0
55	4.171080572134998e-4	4.845108659362427e-1
56	4.483077839309429e-4	5.253587565390061e-1
57	1.597154191694683e-3	1.886431930712498e0
58	1.166842127772027e-3	1.364807396611488e0
59	1.550523675818434e-3	1.741712498646784e0
60	1.286427673509083e-3	1.366508250695051e0
61	2.643384258294700e-4	2.401588396539613e-1
62	5.117654763801792e-4	3.420848052818971e-1
63	7.163477050141018e-4	3.565960089264862e-1
64	7.816741305404790e-4	2.481205258011472e-1
65	1.614885043965225e-3	2.459460953252081e-1
66	2.169231821056609e-3	7.890119118664649e-2
67	4.797022203402380e-3	2.985193597647339e-2
68	7.238285932304678e-3	4.096090825149164e-2
69	1.372368626754481e-2	6.992351016979630e-2
70	3.912246869382066e-2	1.772631234873627e-1
71	2.314834855441934e-1	9.185813231935340e-1
72	1.465473379778436e0	4.990719146493674e0
