index	raw	unfolded
0	6.095426020382848e-5	9.619151240632801e-1
1	4.657502821323961e-5	8.004205443378972e-1
2	2.612211778302623e-5	3.806418626098382e-1
3	1.109677121417393e-4	1.696417530646958e0
4	5.765710400092703e-5	8.536131055180566e-1
5	7.792942374178051e-5	9.404828501211702e-1
6	2.711173200994953e-5	3.158801975769180e-1
7	1.416946008596301e-4	1.460198922314567e0
8	3.970476750320823e-5	3.408345277450248e-1
9	8.673099008995623e-5	7.425605357738958e-1
10	2.360241324497331e-4	1.665795337320112e0
11	9.360315090345081e-5	6.438940847680708e-1
12	1.698708962355972e-4	9.559919985086474e-1
13	2.401262587427844e-4	1.178290028102918e0
14	1.143457511389367e-4	4.424200932454936e-1
15	3.314323893008051e-4	9.732755298122737e-1
16	1.184299057542110e-4	2.806410269880310e-1
17	3.826349585791932e-4	6.943712556900711e-1
18	4.288104548299922e-4	6.550901262565144e-1
19	6.409977514372682e-4	7.616274900375092e-1
20	9.895868229045611e-4	1.058941311716513e0
21	1.132137843334334e-3	1.178086932659819e0
22	1.513203552141979e-3	1.498958834365231e0
23	1.308700506453051e-3	1.136416390587233e0
24	2.297494183416845e-3	1.703388718574802e0
25	1.136135694095141e-3	7.696734572217074e-1
26	6.228337893057004e-4	2.723073204783016e-1
27	6.519982652133140e-4	2.227270675636059e-1
28	1.945733960735052e-3	3.106586833294321e-1
29	2.597741793915724e-3	1.052641498745466e-1
30	2.041829483827740e-3	1.362485118115968e-2
31	9.911895302488594e-3	6.016940814683978e-2
32	8.173193779222224e-3	4.467016644946107e-2
33	3.820822731760524e-2	1.856958209693331e-1
34	2.038743756936437e-1	8.680197429752243e-1
35	1.379303531809954e0	5.041581103351687e0
