bin_center	count	density
2.055930563446815e-1	48	2.387402515000198e0
6.159100559205206e-1	0	0.000000000000000e0
1.026227055496360e0	0	0.000000000000000e0
1.436544055072199e0	0	0.000000000000000e0
1.846861054648038e0	0	0.000000000000000e0
2.257178054223878e0	0	0.000000000000000e0
2.667495053799717e0	1	4.973755239583746e-2
