rank	k	weight	d_k	omega	is_prime	factors
35	15872	3.058498757702e-3	20	2	composite	2^9·31
36	27776	3.045029188381e-3	32	3	composite	2^7·7·31
37	2243	3.021841804159e-3	2	1	prime	2243 (prime)
38	6272	2.970826080575e-3	24	2	composite	2^7·7^2
39	31744	2.532403105142e-3	22	2	composite	2^10·31
40	45360	2.417472035083e-3	100	4	composite	2^4·3^4·5·7
41	18427	2.348600381077e-3	2	1	prime	18427 (prime)
42	18433	2.343094382343e-3	2	1	prime	18433 (prime)
43	11648	2.288449446569e-3	32	3	composite	2^7·7·13
44	1087	2.191202204775e-3	2	1	prime	1087 (prime)
45	36864	2.165302737466e-3	39	2	composite	2^12·3^2
46	3600	2.072693980804e-3	45	3	composite	2^4·3^2·5^2
47	1193	1.954412040826e-3	2	1	prime	1193 (prime)
48	15120	1.838583157705e-3	80	4	composite	2^4·3^3·5·7
49	7936	1.755493583647e-3	18	2	composite	2^8·31
50	15625	1.749631358901e-3	7	1	composite	5^6
51	3793	1.515054615283e-3	2	1	prime	3793 (prime)
52	5376	1.399645216539e-3	36	3	composite	2^8·3·7
53	47616	1.367962529261e-3	40	3	composite	2^9·3·31
54	2160	1.339017749373e-3	40	3	composite	2^4·3^3·5
55	2880	1.324162986205e-3	42	3	composite	2^6·3^2·5
56	6300	1.299561193292e-3	54	4	composite	2^2·3^2·5^2·7
57	5939	1.289760658098e-3	2	1	prime	5939 (prime)
58	6720	1.142864192038e-3	56	4	composite	2^6·3·5·7
59	2728	1.127510570186e-3	16	3	composite	2^3·11·31
60	23296	1.098231378129e-3	36	3	composite	2^8·7·13
61	37800	1.031592392207e-3	96	4	composite	2^3·3^3·5^2·7
62	1331	1.021296950305e-3	4	1	composite	11^3
63	560	9.866045994611e-4	20	3	composite	2^4·5·7
64	1327	9.665112783748e-4	2	1	prime	1327 (prime)
65	43008	9.171513637155e-4	48	3	composite	2^11·3·7
66	360	9.170385438044e-4	24	3	composite	2^3·3^2·5
67	75600	9.141234833617e-4	120	4	composite	2^4·3^3·5^2·7
68	95232	9.055765180977e-4	44	3	composite	2^10·3·31
69	6944	9.054129058950e-4	24	3	composite	2^5·7·31
70	11904	8.988463884297e-4	32	3	composite	2^7·3·31
71	6733	8.922266997374e-4	2	1	prime	6733 (prime)
72	28672	8.863680788342e-4	26	2	composite	2^12·7
73	11176	8.780322828070e-4	16	3	composite	2^3·11·127
74	4224	8.725598577557e-4	32	3	composite	2^7·3·11
75	39424	8.317101531391e-4	40	3	composite	2^9·7·11
76	2161	8.055452964847e-4	2	1	prime	2161 (prime)
77	22680	7.933126962927e-4	80	4	composite	2^3·3^4·5·7
78	887	7.933018831137e-4	2	1	prime	887 (prime)
79	384	7.900941998511e-4	16	2	composite	2^7·3
80	22352	7.836097942923e-4	20	3	composite	2^4·11·127
81	3607	7.581005073014e-4	2	1	prime	3607 (prime)
82	1440	7.400754415138e-4	36	3	composite	2^5·3^2·5
83	2689	7.193481853940e-4	2	1	prime	2689 (prime)
84	30240	7.060869615910e-4	96	4	composite	2^5·3^3·5·7
85	26416	7.007790405960e-4	20	3	composite	2^4·13·127
86	1120	6.945875160241e-4	24	3	composite	2^5·5·7
87	480	6.898066974963e-4	24	3	composite	2^5·3·5
88	1123	6.885545242445e-4	2	1	prime	1123 (prime)
89	46592	6.699835605348e-4	40	3	composite	2^9·7·13
90	5952	6.579319908729e-4	28	3	composite	2^6·3·31
91	1152	6.434793246209e-4	24	2	composite	2^7·3^2
92	2999	6.270300398385e-4	2	1	prime	2999 (prime)
93	1364	6.035801063157e-4	12	3	composite	2^2·11·31
94	2401	5.916543148942e-4	5	1	composite	7^4
95	673	5.745206519133e-4	2	1	prime	673 (prime)
96	1920	5.665324402705e-4	32	3	composite	2^7·3·5
97	1153	5.552715090104e-4	2	1	prime	1153 (prime)
98	39936	5.464237847483e-4	44	3	composite	2^10·3·13
99	8448	5.383579293980e-4	36	3	composite	2^8·3·11
100	1612	5.373434796862e-4	12	3	composite	2^2·13·31
101	9216	5.327886335224e-4	33	2	composite	2^10·3^2
102	10752	5.167883461985e-4	40	3	composite	2^9·3·7
103	26407	5.105468829940e-4	2	1	prime	26407 (prime)
104	23808	5.102158709955e-4	36	3	composite	2^8·3·31
105	12589	5.083111242308e-4	2	1	prime	12589 (prime)
106	26417	4.995645699360e-4	2	1	prime	26417 (prime)
107	4960	4.990765150887e-4	24	3	composite	2^5·5·31
108	889	4.982132929273e-4	4	2	composite	7·127
109	14336	4.955158716936e-4	24	2	composite	2^11·7
110	90720	4.925565980083e-4	120	4	composite	2^5·3^4·5·7
111	21504	4.873987745954e-4	44	3	composite	2^10·3·7
112	48768	4.716555560677e-4	32	3	composite	2^7·3·127
113	528	4.713610997148e-4	20	3	composite	2^4·3·11
114	3360	4.675638402205e-4	48	4	composite	2^5·3·5·7
115	3137	4.591495022090e-4	2	1	prime	3137 (prime)
116	63488	4.404762543306e-4	24	2	composite	2^11·31
117	1571	4.263373856545e-4	2	1	prime	1571 (prime)
118	2197	4.177810157264e-4	4	1	composite	13^3
119	19968	4.092198091296e-4	40	3	composite	2^9·3·13
120	7177	3.981121705416e-4	2	1	prime	7177 (prime)
121	1789	3.861086134425e-4	2	1	prime	1789 (prime)
122	907	3.818243379897e-4	2	1	prime	907 (prime)
123	6599	3.772106599033e-4	2	1	prime	6599 (prime)
124	2309	3.738497865174e-4	2	1	prime	2309 (prime)
125	37799	3.617238282608e-4	2	1	prime	37799 (prime)
126	52832	3.592254714001e-4	24	3	composite	2^5·13·127
127	3556	3.536032802407e-4	12	3	composite	2^2·7·127
128	5588	3.514494104824e-4	12	3	composite	2^2·11·127
129	37811	3.475283299719e-4	2	1	prime	37811 (prime)
130	1792	3.473501879927e-4	18	2	composite	2^8·7
131	1056	3.384710756939e-4	24	3	composite	2^5·3·11
132	3840	3.350242922978e-4	36	3	composite	2^8·3·5
133	11657	3.310535654758e-4	2	1	prime	11657 (prime)
134	20160	3.248291585562e-4	84	4	composite	2^6·3^2·5·7
135	27720	3.221958204897e-4	96	5	composite	2^3·3^2·5·7·11
136	1680	3.201525714037e-4	40	4	composite	2^4·3·5·7
137	5040	3.115271123935e-4	60	4	composite	2^4·3^2·5·7
138	1361	3.094492226069e-4	2	1	prime	1361 (prime)
139	806	3.077873951893e-4	8	3	composite	2·13·31
140	40320	3.073274381754e-4	96	4	composite	2^7·3^2·5·7
141	1783	3.028354221152e-4	2	1	prime	1783 (prime)
142	149	2.987339527644e-4	2	1	prime	149 (prime)
143	5456	2.964190001993e-4	20	3	composite	2^4·11·31
144	86016	2.931271906899e-4	52	3	composite	2^12·3·7
145	11903	2.913888900958e-4	2	1	prime	11903 (prime)
146	8389	2.822107136960e-4	2	1	prime	8389 (prime)
147	7937	2.797448618807e-4	2	1	prime	7937 (prime)
148	2719	2.726226997088e-4	2	1	prime	2719 (prime)
149	8419	2.678987099321e-4	2	1	prime	8419 (prime)
150	269	2.677097065494e-4	2	1	prime	269 (prime)
151	97536	2.672818027058e-4	36	3	composite	2^8·3·127
152	4096	2.655275816904e-4	13	1	composite	2^12
153	2917	2.611423902626e-4	2	1	prime	2917 (prime)
154	8192	2.587190018349e-4	14	1	composite	2^13
155	1232	2.532833261222e-4	20	3	composite	2^4·7·11
156	223	2.495376372294e-4	2	1	prime	223 (prime)
157	4992	2.463787927535e-4	32	3	composite	2^7·3·13
158	2304	2.459958338926e-4	27	2	composite	2^8·3^2
159	6277	2.457633078407e-4	2	1	prime	6277 (prime)
160	5581	2.440808815413e-4	2	1	prime	5581 (prime)
161	337	2.411177701974e-4	2	1	prime	337 (prime)
162	5351	2.391352605188e-4	2	1	prime	5351 (prime)
163	5827	2.388532054650e-4	2	1	prime	5827 (prime)
164	4957	2.340544575688e-4	2	1	prime	4957 (prime)
165	13217	2.334537382947e-4	2	1	prime	13217 (prime)
166	359	2.324321906528e-4	2	1	prime	359 (prime)
167	1069	2.298576950113e-4	2	1	prime	1069 (prime)
168	14641	2.290168331821e-4	5	1	composite	11^4
169	7933	2.289791052775e-4	2	1	prime	7933 (prime)
170	616	2.263805291398e-4	16	3	composite	2^3·7·11
171	11909	2.248642632274e-4	2	1	prime	11909 (prime)
172	166320	2.234578942689e-4	160	5	composite	2^4·3^3·5·7·11
173	55440	2.221332788281e-4	120	5	composite	2^4·3^2·5·7·11
174	4219	2.208558564463e-4	2	1	prime	4219 (prime)
175	20320	2.173184659481e-4	24	3	composite	2^5·5·127
176	2540	2.139018108446e-4	12	3	composite	2^2·5·127
177	7561	2.113292191130e-4	2	1	prime	7561 (prime)
178	433	2.066960168732e-4	2	1	prime	433 (prime)
179	3121	2.051377121094e-4	2	1	prime	3121 (prime)
180	13187	1.968938515770e-4	2	1	prime	13187 (prime)
181	10160	1.954765017169e-4	20	3	composite	2^4·5·127
182	5381	1.943352046756e-4	2	1	prime	5381 (prime)
183	31751	1.903865286991e-4	2	1	prime	31751 (prime)
184	12601	1.886818783925e-4	2	1	prime	12601 (prime)
185	2976	1.837334569890e-4	24	3	composite	2^5·3·31
186	3079	1.827135743611e-4	2	1	prime	3079 (prime)
187	5080	1.823964425184e-4	16	3	composite	2^3·5·127
188	39419	1.816030843046e-4	2	1	prime	39419 (prime)
189	9920	1.813081900972e-4	28	3	composite	2^6·5·31
190	2687	1.775587582703e-4	2	1	prime	2687 (prime)
191	3125	1.757856714832e-4	6	1	composite	5^5
192	4931	1.753669924430e-4	2	1	prime	4931 (prime)
193	10007	1.733638583990e-4	2	1	prime	10007 (prime)
194	6299	1.722135397494e-4	2	1	prime	6299 (prime)
195	4177	1.687806980483e-4	2	1	prime	4177 (prime)
196	2239	1.686938304836e-4	2	1	prime	2239 (prime)
197	877	1.670268530689e-4	2	1	prime	877 (prime)
198	3048	1.659252341569e-4	16	3	composite	2^3·3·127
199	15859	1.647441544285e-4	2	1	prime	15859 (prime)
200	4621	1.630981709621e-4	2	1	prime	4621 (prime)
201	31741	1.619825284128e-4	2	1	prime	31741 (prime)
202	24576	1.618629908408e-4	28	2	composite	2^13·3
203	48779	1.615703848427e-4	2	1	prime	48779 (prime)
204	8461	1.598706608418e-4	2	1	prime	8461 (prime)
205	2153	1.588555347415e-4	2	1	prime	2153 (prime)
206	563	1.574092317301e-4	2	1	prime	563 (prime)
207	21503	1.567954999331e-4	2	1	prime	21503 (prime)
208	15360	1.549149466327e-4	44	3	composite	2^10·3·5
209	40955	1.544063991432e-4	4	2	composite	5·8191
210	23297	1.534732025944e-4	2	1	prime	23297 (prime)
211	2729	1.533829542759e-4	2	1	prime	2729 (prime)
212	3301	1.532115188431e-4	2	1	prime	3301 (prime)
213	48767	1.529655947012e-4	2	1	prime	48767 (prime)
214	83160	1.527561433561e-4	128	5	composite	2^3·3^3·5·7·11
215	7559	1.515507364756e-4	2	1	prime	7559 (prime)
216	960	1.497012394746e-4	28	3	composite	2^6·3·5
217	336	1.493597300982e-4	20	3	composite	2^4·3·7
218	11177	1.430139914247e-4	2	1	prime	11177 (prime)
219	39439	1.404786509999e-4	2	1	prime	39439 (prime)
220	23293	1.387551009161e-4	2	1	prime	23293 (prime)
221	22367	1.385662694160e-4	2	1	prime	22367 (prime)
222	2520	1.360911958973e-4	48	4	composite	2^3·3^2·5·7
223	22349	1.351013739675e-4	2	1	prime	22349 (prime)
224	571	1.346394802320e-4	2	1	prime	571 (prime)
225	17911	1.330704952777e-4	2	1	prime	17911 (prime)
226	32512	1.323247577152e-4	18	2	composite	2^8·127
227	12899	1.306176667414e-4	2	1	prime	12899 (prime)
228	4057	1.305852018619e-4	2	1	prime	4057 (prime)
229	1270	1.294611063391e-4	8	3	composite	2·5·127
230	45343	1.265390673004e-4	2	1	prime	45343 (prime)
231	9984	1.265387618232e-4	36	3	composite	2^8·3·13
232	12192	1.252115041159e-4	24	3	composite	2^5·3·127
233	93184	1.211609082872e-4	44	3	composite	2^10·7·13
234	78848	1.210275135391e-4	44	3	composite	2^10·7·11
235	3224	1.191593389498e-4	16	3	composite	2^3·13·31
236	6151	1.189053425098e-4	2	1	prime	6151 (prime)
237	19840	1.187640985631e-4	32	3	composite	2^7·5·31
238	13883	1.182961193165e-4	2	1	prime	13883 (prime)
239	768	1.171686378732e-4	18	2	composite	2^8·3
240	21517	1.142487740367e-4	2	1	prime	21517 (prime)
241	9857	1.133307194463e-4	2	1	prime	9857 (prime)
242	288	1.124976888887e-4	18	2	composite	2^5·3^2
243	11173	1.123380422328e-4	2	1	prime	11173 (prime)
244	439	1.121538389921e-4	2	1	prime	439 (prime)
245	25088	1.119976656009e-4	30	2	composite	2^9·7^2
246	14224	1.114953825302e-4	20	3	composite	2^4·7·127
247	45361	1.097333792054e-4	2	1	prime	45361 (prime)
248	3302	1.095887145932e-4	8	3	composite	2·13·127
249	3833	1.082068419260e-4	2	1	prime	3833 (prime)
250	809	1.074801237037e-4	2	1	prime	809 (prime)
251	47623	1.062705157070e-4	2	1	prime	47623 (prime)
252	24384	1.059775072681e-4	28	3	composite	2^6·3·127
253	79872	1.035002445214e-4	48	3	composite	2^11·3·13
254	24593	1.030632124916e-4	2	1	prime	24593 (prime)
255	3968	1.028621672305e-4	16	2	composite	2^7·31
256	158720	1.024651790419e-4	44	3	composite	2^10·5·31
257	762	9.907375592489e-5	8	3	composite	2·3·127
258	4481	9.766947047301e-5	2	1	prime	4481 (prime)
259	6301	9.605782317778e-5	2	1	prime	6301 (prime)
260	672	9.481942210688e-5	24	3	composite	2^5·3·7
261	190464	9.430014505818e-5	48	3	composite	2^11·3·31
262	47609	9.332903574461e-5	2	1	prime	47609 (prime)
263	25200	9.293555210861e-5	90	4	composite	2^4·3^2·5^2·7
264	381	9.207961646494e-5	4	2	composite	3·127
265	4229	9.178146648266e-5	2	1	prime	4229 (prime)
266	40961	9.166387415265e-5	2	1	prime	40961 (prime)
267	1777	9.153836886241e-5	2	1	prime	1777 (prime)
268	13208	8.936726531933e-5	16	3	composite	2^3·13·127
269	23813	8.894349899950e-5	2	1	prime	23813 (prime)
270	78125	8.729733166931e-5	8	1	composite	5^7
271	10739	8.638999292131e-5	2	1	prime	10739 (prime)
272	21821	8.603136750395e-5	2	1	prime	21821 (prime)
273	16267	8.420113158706e-5	2	1	prime	16267 (prime)
274	1613	8.331684233265e-5	2	1	prime	1613 (prime)
275	40949	8.314856464120e-5	2	1	prime	40949 (prime)
276	4064	8.298453655474e-5	12	2	composite	2^5·127
277	8963	8.292009865176e-5	2	1	prime	8963 (prime)
278	21839	8.288289357948e-5	2	1	prime	21839 (prime)
279	23801	8.137400702947e-5	2	1	prime	23801 (prime)
280	2971	8.088914032564e-5	2	1	prime	2971 (prime)
281	46591	8.003367289192e-5	2	1	prime	46591 (prime)
282	25793	7.974687195728e-5	2	1	prime	25793 (prime)
283	15361	7.970686863286e-5	2	1	prime	15361 (prime)
284	868	7.965130862885e-5	12	3	composite	2^2·7·31
285	15359	7.883318015826e-5	2	1	prime	15359 (prime)
286	8960	7.800047912809e-5	36	3	composite	2^8·5·7
287	498960	7.782941805665e-5	200	5	composite	2^4·3^4·5·7·11
288	16896	7.774933822775e-5	40	3	composite	2^9·3·11
289	65024	7.713399704287e-5	20	2	composite	2^9·127
290	3847	7.688217401398e-5	2	1	prime	3847 (prime)
291	28447	7.659787096078e-5	2	1	prime	28447 (prime)
292	44704	7.576568031020e-5	24	3	composite	2^5·11·127
293	27701	7.571463162899e-5	2	1	prime	27701 (prime)
294	28463	7.570701555192e-5	2	1	prime	28463 (prime)
295	57344	7.507709599974e-5	28	2	composite	2^13·7
296	3779	7.475249389231e-5	2	1	prime	3779 (prime)
297	1151	7.282313871501e-5	2	1	prime	1151 (prime)
298	22679	7.231694164764e-5	2	1	prime	22679 (prime)
299	28448	7.136058958297e-5	24	3	composite	2^5·7·127
300	39929	7.113023042895e-5	2	1	prime	39929 (prime)
301	19712	7.078358697012e-5	36	3	composite	2^8·7·11
302	1979	7.053278064171e-5	2	1	prime	1979 (prime)
303	434	7.032417981109e-5	8	3	composite	2·7·31
304	840	7.024103673176e-5	32	4	composite	2^3·3·5·7
305	2794	7.008177688115e-5	8	3	composite	2·11·127
306	35840	6.926282178176e-5	44	3	composite	2^10·5·7
307	25792	6.873348968856e-5	28	3	composite	2^6·13·31
308	6449	6.809479663911e-5	2	1	prime	6449 (prime)
309	87296	6.768656232271e-5	36	3	composite	2^8·11·31
310	46601	6.734668249867e-5	2	1	prime	46601 (prime)
311	3072	6.714142084675e-5	22	2	composite	2^10·3
312	17921	6.676265545291e-5	2	1	prime	17921 (prime)
313	1397	6.650468215931e-5	4	2	composite	11·127
314	151200	6.550315581737e-5	144	4	composite	2^5·3^3·5^2·7
315	144	6.539136410064e-5	15	2	composite	2^4·3^2
316	22691	6.458668945081e-5	2	1	prime	22691 (prime)
317	2539	6.446710468384e-5	2	1	prime	2539 (prime)
318	16253	6.411938035626e-5	2	1	prime	16253 (prime)
319	14341	6.381540761314e-5	2	1	prime	14341 (prime)
320	831600	6.281684708391e-5	240	5	composite	2^4·3^3·5^2·7·11
321	19973	6.255799951239e-5	2	1	prime	19973 (prime)
322	56896	6.197857898835e-5	28	3	composite	2^6·7·127
323	1367	6.116028144332e-5	2	1	prime	1367 (prime)
324	4201	5.978376179539e-5	2	1	prime	4201 (prime)
325	9851	5.958639913001e-5	2	1	prime	9851 (prime)
326	20323	5.889046803744e-5	2	1	prime	20323 (prime)
327	364	5.883466120794e-5	12	3	composite	2^2·7·13
328	2048	5.854414506741e-5	12	1	composite	2^11
329	24573	5.705275427690e-5	4	2	composite	3·8191
330	14221	5.666348479164e-5	2	1	prime	14221 (prime)
331	39937	5.658694454061e-5	2	1	prime	39937 (prime)
332	332640	5.570005747564e-5	192	5	composite	2^5·3^3·5·7·11
333	479	5.563856739859e-5	2	1	prime	479 (prime)
334	12893	5.539589982690e-5	2	1	prime	12893 (prime)
335	2187	5.538931392376e-5	8	1	composite	3^7
336	12547	5.528232251614e-5	2	1	prime	12547 (prime)
337	27733	5.488103272972e-5	2	1	prime	27733 (prime)
338	222208	5.440972050263e-5	44	3	composite	2^10·7·31
339	55552	5.404499017431e-5	36	3	composite	2^8·7·31
340	1051	5.292600592660e-5	2	1	prime	1051 (prime)
341	79360	5.287010541766e-5	40	3	composite	2^9·5·31
342	720	5.203875825656e-5	30	3	composite	2^4·3^2·5
343	1567	5.184430841643e-5	2	1	prime	1567 (prime)
344	81910	5.111044472190e-5	8	3	composite	2·5·8191
345	2496	5.034651495133e-5	28	3	composite	2^6·3·13
346	168	5.023936008565e-5	16	3	composite	2^3·3·7
347	415800	4.994891607230e-5	192	5	composite	2^3·3^3·5^2·7·11
348	3049	4.954800303618e-5	2	1	prime	3049 (prime)
349	1568	4.767508830420e-5	18	2	composite	2^5·7^2
350	5051	4.748106420433e-5	2	1	prime	5051 (prime)
351	1637	4.738944487212e-5	2	1	prime	1637 (prime)
352	12163	4.704573284890e-5	2	1	prime	12163 (prime)
353	2459	4.661406713096e-5	2	1	prime	2459 (prime)
354	401	4.620654678685e-5	2	1	prime	401 (prime)
355	392	4.595245591554e-5	12	2	composite	2^3·7^2
356	15877	4.584944105737e-5	2	1	prime	15877 (prime)
357	3229	4.572463099433e-5	2	1	prime	3229 (prime)
358	51584	4.538206936810e-5	32	3	composite	2^7·13·31
359	277200	4.513598754222e-5	180	5	composite	2^4·3^2·5^2·7·11
360	80640	4.485882750377e-5	108	4	composite	2^8·3^2·5·7
361	311	4.457587379993e-5	2	1	prime	311 (prime)
362	28561	4.450532326648e-5	5	1	composite	13^4
363	2467	4.410809046612e-5	2	1	prime	2467 (prime)
364	136080	4.404548743248e-5	120	4	composite	2^4·3^5·5·7
365	7112	4.392420233171e-5	16	3	composite	2^3·7·127
366	1651	4.389082600447e-5	4	2	composite	13·127
367	226800	4.258211147506e-5	150	4	composite	2^4·3^4·5^2·7
368	4919	4.247600558727e-5	2	1	prime	4919 (prime)
369	111104	4.197920908957e-5	40	3	composite	2^9·7·31
370	7159	4.188872757329e-5	2	1	prime	7159 (prime)
371	14327	4.180072611820e-5	2	1	prime	14327 (prime)
372	21824	4.174375473538e-5	28	3	composite	2^6·11·31
373	241	4.171549686658e-5	2	1	prime	241 (prime)
374	10909	4.136992866810e-5	2	1	prime	10909 (prime)
375	383	4.132130266381e-5	2	1	prime	383 (prime)
376	27773	4.049471593369e-5	2	1	prime	27773 (prime)
377	2887	4.042888778028e-5	2	1	prime	2887 (prime)
378	3472	4.010921298112e-5	20	3	composite	2^4·7·31
379	4967	4.010467735898e-5	2	1	prime	4967 (prime)
380	300	3.993033156913e-5	18	3	composite	2^2·3·5^2
381	77	3.989845182767e-5	4	2	composite	7·11
382	2297	3.978361455197e-5	2	1	prime	2297 (prime)
383	729	3.968367738739e-5	7	1	composite	3^6
384	180	3.878753405323e-5	18	3	composite	2^2·3^2·5
385	9221	3.852704401424e-5	2	1	prime	9221 (prime)
386	1456	3.840988192831e-5	20	3	composite	2^4·7·13
387	3041	3.824996482485e-5	2	1	prime	3041 (prime)
388	25189	3.816580821246e-5	2	1	prime	25189 (prime)
389	138600	3.769454685252e-5	144	5	composite	2^3·3^2·5^2·7·11
390	20297	3.759878581626e-5	2	1	prime	20297 (prime)
391	40640	3.734222413178e-5	28	3	composite	2^6·5·127
392	172032	3.654738809729e-5	56	3	composite	2^13·3·7
393	27779	3.618541441780e-5	2	1	prime	27779 (prime)
394	8128	3.588621036263e-5	14	2	composite	2^6·127
395	32531	3.539633763281e-5	2	1	prime	32531 (prime)
396	11633	3.538647906102e-5	2	1	prime	11633 (prime)
397	10912	3.490191624105e-5	24	3	composite	2^5·11·31
398	25219	3.391096506653e-5	2	1	prime	25219 (prime)
399	174592	3.335080249876e-5	40	3	composite	2^9·11·31
400	9973	3.261722709158e-5	2	1	prime	9973 (prime)
401	3557	3.172829078981e-5	2	1	prime	3557 (prime)
402	50400	3.092951414189e-5	108	4	composite	2^5·3^2·5^2·7
403	8191	3.013359556737e-5	2	1	prime	8191 (prime)
404	264	3.006566948546e-5	16	3	composite	2^3·3·11
405	2797	2.989907140730e-5	2	1	prime	2797 (prime)
406	2912	2.940918799493e-5	24	3	composite	2^5·7·13
407	617	2.911373329390e-5	2	1	prime	617 (prime)
408	179	2.908029929803e-5	2	1	prime	179 (prime)
409	39703	2.877346598725e-5	2	1	prime	39703 (prime)
410	32507	2.854434153129e-5	2	1	prime	32507 (prime)
411	1277	2.851000637631e-5	2	1	prime	1277 (prime)
412	19841	2.800592779187e-5	2	1	prime	19841 (prime)
413	143360	2.792777765224e-5	52	3	composite	2^12·5·7
414	409	2.757103563351e-5	2	1	prime	409 (prime)
415	5039	2.705394773166e-5	2	1	prime	5039 (prime)
416	8447	2.677206199189e-5	2	1	prime	8447 (prime)
417	10937	2.673122551832e-5	2	1	prime	10937 (prime)
418	24391	2.636616618234e-5	2	1	prime	24391 (prime)
419	14243	2.631578003905e-5	2	1	prime	14243 (prime)
420	249480	2.625115081325e-5	160	5	composite	2^3·3^4·5·7·11
421	1488	2.620231092650e-5	20	3	composite	2^4·3·31
422	84	2.612681513304e-5	12	3	composite	2^2·3·7
423	317440	2.591675997054e-5	48	3	composite	2^11·5·31
424	128	2.567010411253e-5	8	1	composite	2^7
425	619	2.564055122742e-5	2	1	prime	619 (prime)
426	154	2.542550525179e-5	8	3	composite	2·7·11
427	1733	2.541668512539e-5	2	1	prime	1733 (prime)
428	193	2.493539586166e-5	2	1	prime	193 (prime)
429	192	2.486507002471e-5	14	2	composite	2^6·3
430	1061	2.461836165379e-5	2	1	prime	1061 (prime)
431	28687	2.419323067452e-5	2	1	prime	28687 (prime)
432	3491	2.389046030414e-5	2	1	prime	3491 (prime)
433	12197	2.375493013964e-5	2	1	prime	12197 (prime)
434	19963	2.372287303445e-5	2	1	prime	19963 (prime)
435	19683	2.325027637339e-5	10	1	composite	3^9
436	15121	2.304636393235e-5	2	1	prime	15121 (prime)
437	349184	2.281288738642e-5	44	3	composite	2^10·11·31
438	17920	2.258428063676e-5	40	3	composite	2^9·5·7
439	195072	2.255999319726e-5	40	3	composite	2^9·3·127
440	30727	2.220325550600e-5	2	1	prime	30727 (prime)
441	997920	2.207536705907e-5	240	5	composite	2^5·3^4·5·7·11
442	7109	2.158180421927e-5	2	1	prime	7109 (prime)
443	30713	2.133494017255e-5	2	1	prime	30713 (prime)
444	64	2.130585680397e-5	7	1	composite	2^6
445	624	2.116374722705e-5	20	3	composite	2^4·3·13
446	10159	2.107329803630e-5	2	1	prime	10159 (prime)
447	9209	2.077618902143e-5	2	1	prime	9209 (prime)
448	5821	2.063207692094e-5	2	1	prime	5821 (prime)
449	2111	2.024323841800e-5	2	1	prime	2111 (prime)
450	2521	2.023092051437e-5	2	1	prime	2521 (prime)
451	49152	2.020532157196e-5	30	2	composite	2^14·3
452	2112	2.011579808163e-5	28	3	composite	2^6·3·11
453	60480	2.005716670975e-5	112	4	composite	2^6·3^3·5·7
454	221760	1.978675368430e-5	168	5	composite	2^6·3^2·5·7·11
455	6144	1.966040563178e-5	24	2	composite	2^11·3
456	121	1.962980606763e-5	3	1	composite	11^2
457	206336	1.957067564896e-5	40	3	composite	2^9·13·31
458	557	1.925005073716e-5	2	1	prime	557 (prime)
459	5953	1.914190435305e-5	2	1	prime	5953 (prime)
460	110880	1.910524660227e-5	144	5	composite	2^5·3^2·5·7·11
461	191	1.888266384441e-5	2	1	prime	191 (prime)
462	1609	1.837160107686e-5	2	1	prime	1609 (prime)
463	343	1.753265092195e-5	4	1	composite	7^3
464	412672	1.751825915182e-5	44	3	composite	2^10·13·31
465	3583	1.731433989273e-5	2	1	prime	3583 (prime)
