index	eigenvalue
0	6.652419677664083e-5
1	7.308012371254483e-5
2	7.804843531239108e-5
3	8.138376664821108e-5
4	8.538358654121850e-5
5	9.073065119571685e-5
6	9.211099382980568e-5
7	9.615764641147501e-5
8	1.030985779203033e-4
9	1.063117602293478e-4
10	1.092241539853402e-4
11	1.124443024247776e-4
12	1.194690832987232e-4
13	1.226914762636764e-4
14	1.260294529285728e-4
15	1.308377336521825e-4
16	1.415159580846117e-4
17	1.439323911657434e-4
18	1.474781687922679e-4
19	1.550442682493830e-4
20	1.595260678006911e-4
21	1.650936871477780e-4
22	1.708010562897513e-4
23	1.746838740038971e-4
24	1.826705620301037e-4
25	1.876627432131544e-4
26	1.927639546231481e-4
27	2.075344039322258e-4
28	2.159126685804282e-4
29	2.168156729694689e-4
30	2.231882304603080e-4
31	2.372533423658134e-4
32	2.469840507133289e-4
33	2.528484582432146e-4
34	2.582705055478751e-4
35	2.870069190601231e-4
36	2.971033395347556e-4
37	3.046953000212923e-4
38	3.223781382964303e-4
39	3.287473856701342e-4
40	3.621927136135943e-4
41	3.786747241191995e-4
42	3.942572378269698e-4
43	4.126326521674131e-4
44	4.363745678725661e-4
45	4.577201960032589e-4
46	4.667893901759297e-4
47	4.748375236729763e-4
48	5.162564006486298e-4
49	5.481862021461553e-4
50	5.752624963729582e-4
51	6.024344657476775e-4
52	6.313761735593340e-4
53	6.731351735334916e-4
54	6.944394278662273e-4
55	7.728044615577976e-4
56	8.277424480456424e-4
57	8.368529420047872e-4
58	9.038613608499199e-4
59	9.483537516958788e-4
60	1.013982231211887e-3
61	1.093040455400669e-3
62	1.137290798204644e-3
63	1.253280637261513e-3
64	1.304437554282617e-3
65	1.361158639047279e-3
66	1.435016068944319e-3
67	1.531249061500926e-3
68	1.735770402128736e-3
69	1.792923868145690e-3
70	1.947183695061911e-3
71	2.075849313883070e-3
72	2.158264824618032e-3
73	2.711696999555415e-3
74	3.183196417718488e-3
75	3.297002187728719e-3
76	3.928112912195464e-3
77	4.294633186872081e-3
78	4.686173037795309e-3
79	5.346318085399198e-3
80	5.853365070366518e-3
81	7.258674791282665e-3
82	8.075446300454082e-3
83	8.954507375102326e-3
84	1.065476631432620e-2
85	1.176088430742371e-2
86	1.197515158428645e-2
87	1.249926356780417e-2
88	1.310659587611747e-2
89	1.358335613709975e-2
90	1.461196925119398e-2
91	1.629141109236184e-2
92	1.893869092701335e-2
93	2.405721318323147e-2
94	3.211162220839323e-2
95	4.686797622692698e-2
96	9.401649118195310e-2
97	3.571713775801061e-1
98	1.874796784623771e0
