rank	k	weight	d_k	omega	is_prime	factors
1053	22716	6.335084998651e-6	18	3	composite	2^2·3^2·631
1054	16411	6.308086334369e-6	2	1	prime	16411 (prime)
1055	22172	6.307494432040e-6	12	3	composite	2^2·23·241
1056	21334	6.303832651584e-6	4	2	composite	2·10667
1057	22937	6.302485877762e-6	2	1	prime	22937 (prime)
1058	22728	6.294396396424e-6	16	3	composite	2^3·3·947
1059	2909	6.271605686741e-6	2	1	prime	2909 (prime)
1060	22013	6.258425223678e-6	2	1	prime	22013 (prime)
1061	434	6.255393830081e-6	8	3	composite	2·7·31
1062	21335	6.220584220887e-6	8	3	composite	5·17·251
1063	98304	6.191786349209e-6	32	2	composite	2^15·3
1064	43648	6.190961534088e-6	32	3	composite	2^7·11·31
1065	22446	6.171161691164e-6	24	4	composite	2·3^2·29·43
1066	21945	6.158364726399e-6	32	5	composite	3·5·7·11·19
1067	21917	6.150260495893e-6	8	3	composite	7·31·101
1068	22917	6.138169317176e-6	4	2	composite	3·7639
1069	22936	6.133294906311e-6	16	3	composite	2^3·47·61
1070	21329	6.123482229975e-6	8	3	composite	7·11·277
1071	249480	6.091214958196e-6	160	5	composite	2^3·3^4·5·7·11
1072	22452	6.085832323633e-6	12	3	composite	2^2·3·1871
1073	20698	6.071426222943e-6	8	3	composite	2·79·131
1074	21890	6.048775602961e-6	16	4	composite	2·5·11·199
1075	22158	6.001117630584e-6	12	3	composite	2·3^2·1231
1076	22888	5.989133240668e-6	8	2	composite	2^3·2861
1077	22119	5.988774632218e-6	8	3	composite	3·73·101
1078	20192	5.975352355317e-6	12	2	composite	2^5·631
1079	1536	5.974695136357e-6	20	2	composite	2^9·3
1080	22935	5.959808334204e-6	16	4	composite	3·5·11·139
1081	140	5.954876710366e-6	12	3	composite	2^2·5·7
1082	22159	5.915026871793e-6	2	1	prime	22159 (prime)
1083	22619	5.906194688434e-6	2	1	prime	22619 (prime)
1084	103168	5.902127829029e-6	36	3	composite	2^8·13·31
1085	32749	5.894737643110e-6	2	1	prime	32749 (prime)
1086	21006	5.888832760601e-6	16	3	composite	2·3^3·389
1087	16381	5.881776209110e-6	2	1	prime	16381 (prime)
1088	22919	5.881601969464e-6	8	3	composite	13·41·43
1089	20514	5.865856623023e-6	16	4	composite	2·3·13·263
1090	21307	5.863350781001e-6	8	3	composite	11·13·149
1091	20995	5.862110823349e-6	16	4	composite	5·13·17·19
1092	20018	5.856977077753e-6	4	2	composite	2·10009
1093	20705	5.842090240055e-6	8	3	composite	5·41·101
1094	641	5.823279779496e-6	2	1	prime	641 (prime)
1095	22628	5.803077890585e-6	6	2	composite	2^2·5657
1096	682	5.795993214342e-6	8	3	composite	2·11·31
1097	2912	5.792300113988e-6	24	3	composite	2^5·7·13
1098	22934	5.784651502796e-6	4	2	composite	2·11467
1099	1487	5.776841055271e-6	2	1	prime	1487 (prime)
1100	22617	5.769699630702e-6	12	3	composite	3^2·7·359
1101	22927	5.721463502541e-6	4	2	composite	101·227
1102	28	5.714414190961e-6	6	2	composite	2^2·7
1103	20367	5.710488593827e-6	12	3	composite	3^2·31·73
1104	20613	5.697122774499e-6	4	2	composite	3·6871
1105	21992	5.692870033928e-6	8	2	composite	2^3·2749
1106	22921	5.690094893415e-6	2	1	prime	22921 (prime)
1107	22848	5.683532987023e-6	56	4	composite	2^6·3·7·17
1108	20364	5.678771219110e-6	12	3	composite	2^2·3·1697
1109	22925	5.648583575505e-6	12	3	composite	5^2·7·131
1110	81	5.634666326480e-6	5	1	composite	3^4
1111	35	5.631198591210e-6	4	2	composite	5·7
1112	22922	5.618297683625e-6	8	3	composite	2·73·157
1113	20215	5.610369005141e-6	8	3	composite	5·13·311
1114	21643	5.608430777356e-6	4	2	composite	23·941
1115	21573	5.607450225876e-6	16	3	composite	3^3·17·47
1116	22559	5.594957167030e-6	4	2	composite	17·1327
1117	21338	5.594168631793e-6	8	3	composite	2·47·227
1118	21530	5.592345641852e-6	8	3	composite	2·5·2153
1119	22924	5.589961010493e-6	12	3	composite	2^2·11·521
1120	22933	5.589034614925e-6	8	3	composite	17·19·71
1121	21308	5.588184837896e-6	12	3	composite	2^2·7·761
1122	22014	5.578851706605e-6	12	3	composite	2·3^2·1223
1123	20391	5.571340362091e-6	8	3	composite	3·7·971
1124	20520	5.547709009913e-6	64	4	composite	2^3·3^3·5·19
1125	21328	5.544674966149e-6	20	3	composite	2^4·31·43
1126	967	5.544585204302e-6	2	1	prime	967 (prime)
1127	66	5.537370815657e-6	8	3	composite	2·3·11
1128	22618	5.517993901222e-6	8	3	composite	2·43·263
1129	397	5.507878352704e-6	2	1	prime	397 (prime)
1130	22928	5.507807206568e-6	10	2	composite	2^4·1433
1131	22445	5.493430231982e-6	6	2	composite	5·67^2
1132	22926	5.490809462350e-6	8	3	composite	2·3·3821
1133	20548	5.488555804849e-6	12	3	composite	2^2·11·467
1134	21918	5.484346609827e-6	16	4	composite	2·3·13·281
1135	22929	5.482678903463e-6	4	2	composite	3·7643
1136	19717	5.479415064729e-6	2	1	prime	19717 (prime)
1137	22923	5.472299373074e-6	10	2	composite	3^4·283
1138	21616	5.469109077192e-6	20	3	composite	2^4·7·193
1139	107	5.466155528705e-6	2	1	prime	107 (prime)
1140	22118	5.447170707140e-6	4	2	composite	2·11059
1141	21944	5.440350580473e-6	16	3	composite	2^3·13·211
1142	20351	5.420816254104e-6	4	2	composite	47·433
1143	89408	5.397434143468e-6	28	3	composite	2^6·11·127
1144	98292	5.391923709803e-6	12	3	composite	2^2·3·8191
1145	20513	5.389746381157e-6	4	2	composite	73·281
1146	20706	5.379966285210e-6	32	5	composite	2·3·7·17·29
1147	22931	5.372792870936e-6	4	2	composite	23·997
1148	21889	5.352912347035e-6	8	3	composite	7·53·59
1149	22160	5.352322672675e-6	20	3	composite	2^4·5·277
1150	22930	5.348288823728e-6	8	3	composite	2·5·2293
1151	21840	5.316819561384e-6	80	5	composite	2^4·3·5·7·13
1152	21648	5.314868305513e-6	40	4	composite	2^4·3·11·41
1153	22729	5.313660132113e-6	8	3	composite	7·17·191
1154	22932	5.309035468198e-6	54	4	composite	2^2·3^2·7^2·13
1155	20672	5.301030126525e-6	28	3	composite	2^6·17·19
1156	20523	5.297004682140e-6	4	2	composite	3·6841
1157	20019	5.293716080376e-6	4	2	composite	3·6673
1158	20436	5.287869725507e-6	24	4	composite	2^2·3·13·131
1159	20016	5.287485506491e-6	30	3	composite	2^4·3^2·139
1160	20635	5.278914883337e-6	4	2	composite	5·4127
1161	310	5.277003033920e-6	8	3	composite	2·5·31
1162	20216	5.252518646922e-6	24	3	composite	2^3·7·19^2
1163	20512	5.231600534881e-6	12	2	composite	2^5·641
1164	22016	5.230852929154e-6	20	2	composite	2^9·43
1165	21309	5.214203922668e-6	4	2	composite	3·7103
1166	22714	5.211447964724e-6	8	3	composite	2·41·277
1167	21007	5.210759374251e-6	4	2	composite	7·3001
1168	22218	5.204024211557e-6	24	4	composite	2·3·7·23^2
1169	21279	5.202106466392e-6	8	3	composite	3·41·173
1170	113792	5.199720133826e-6	32	3	composite	2^7·7·127
1171	21327	5.196727113270e-6	4	2	composite	3·7109
1172	20707	5.188138803831e-6	2	1	prime	20707 (prime)
1173	21339	5.171537874751e-6	6	2	composite	3^2·2371
1174	22799	5.166738452724e-6	4	2	composite	7·3257
1175	22453	5.132308879466e-6	2	1	prime	22453 (prime)
1176	22920	5.128847522188e-6	32	4	composite	2^3·3·5·191
1177	20099	5.124658406369e-6	4	2	composite	101·199
1178	21961	5.118227040283e-6	2	1	prime	21961 (prime)
1179	50176	5.114105835722e-6	33	2	composite	2^10·7^2
1180	613	5.100410716238e-6	2	1	prime	613 (prime)
1181	22410	5.096415822849e-6	32	4	composite	2·3^3·5·83
1182	125	5.077031756032e-6	4	1	composite	5^3
1183	20697	5.075272179827e-6	4	2	composite	3·6899
1184	20994	5.070643391647e-6	8	3	composite	2·3·3499
1185	20371	5.038811833656e-6	4	2	composite	13·1567
1186	22916	5.014933412682e-6	12	3	composite	2^2·17·337
1187	20430	5.010774880684e-6	24	4	composite	2·3^2·5·227
1188	22444	5.009486289883e-6	12	3	composite	2^2·31·181
1189	20708	5.006205859371e-6	12	3	composite	2^2·31·167
1190	22015	4.998581670047e-6	16	4	composite	5·7·17·37
1191	21336	4.991026942985e-6	32	4	composite	2^3·3·7·127
1192	20362	4.990497758256e-6	4	2	composite	2·10181
1193	20101	4.989100358154e-6	2	1	prime	20101 (prime)
1194	21340	4.982708206562e-6	24	4	composite	2^2·5·11·97
1195	22117	4.978786787743e-6	4	2	composite	17·1301
1196	22629	4.949065699617e-6	8	3	composite	3·19·397
1197	20437	4.905841467970e-6	4	2	composite	107·191
1198	21991	4.897872274537e-6	2	1	prime	21991 (prime)
1199	21639	4.897370053708e-6	4	2	composite	3·7213
1200	20431	4.889277628326e-6	2	1	prime	20431 (prime)
1201	21919	4.879504357114e-6	4	2	composite	23·953
1202	21644	4.836839772714e-6	12	3	composite	2^2·7·773
1203	22730	4.835768075171e-6	8	3	composite	2·5·2273
1204	21574	4.835567857969e-6	16	4	composite	2·7·23·67
1205	21341	4.804143252402e-6	2	1	prime	21341 (prime)
1206	22713	4.780477925005e-6	8	3	composite	3·67·113
1207	6917	4.775392885942e-6	2	1	prime	6917 (prime)
1208	21943	4.762269012667e-6	2	1	prime	21943 (prime)
1209	20414	4.748897132169e-6	8	3	composite	2·59·173
1210	21832	4.744871342583e-6	8	2	composite	2^3·2729
1211	21960	4.738580137789e-6	48	4	composite	2^3·3^2·5·61
1212	21884	4.736204970413e-6	6	2	composite	2^2·5471
1213	21645	4.734083109734e-6	24	4	composite	3^2·5·13·37
1214	124	4.712059430437e-6	6	2	composite	2^2·31
1215	20151	4.709018686302e-6	6	2	composite	3^2·2239
1216	20217	4.665620690750e-6	8	3	composite	3·23·293
1217	20368	4.654501005215e-6	20	3	composite	2^4·19·67
1218	20511	4.625482108898e-6	12	3	composite	3^2·43·53
1219	20634	4.596549875171e-6	16	4	composite	2·3·19·181
1220	20713	4.594758881076e-6	8	3	composite	7·11·269
1221	20633	4.586853973063e-6	4	2	composite	47·439
1222	20614	4.581146793027e-6	8	3	composite	2·11·937
1223	22116	4.575736442390e-6	24	4	composite	2^2·3·19·97
1224	1248	4.564915198060e-6	24	3	composite	2^5·3·13
1225	20709	4.543104404410e-6	16	3	composite	3^3·13·59
1226	20005	4.541199138729e-6	4	2	composite	5·4001
1227	21310	4.535280101553e-6	8	3	composite	2·5·2131
1228	773	4.531768851445e-6	2	1	prime	773 (prime)
1229	20413	4.511035516616e-6	4	2	composite	137·149
1230	21870	4.493529826548e-6	32	3	composite	2·3^7·5
1231	21962	4.489430212043e-6	8	3	composite	2·79·139
1232	20358	4.483309903198e-6	32	4	composite	2·3^3·13·29
1233	21617	4.481414287921e-6	2	1	prime	21617 (prime)
1234	22803	4.475284548939e-6	8	3	composite	3·11·691
1235	32	4.467490593572e-6	6	1	composite	2^5
1236	22630	4.458098469925e-6	16	4	composite	2·5·31·73
1237	22918	4.451909541538e-6	8	3	composite	2·7·1637
1238	22633	4.438391281205e-6	4	2	composite	13·1741
1239	22887	4.436509854224e-6	6	2	composite	3^2·2543
1240	22443	4.431949918325e-6	4	2	composite	3·7481
1241	22616	4.421336178824e-6	16	3	composite	2^3·11·257
1242	21646	4.407740535281e-6	8	3	composite	2·79·137
1243	22961	4.407014529398e-6	2	1	prime	22961 (prime)
1244	20524	4.405738585871e-6	12	3	composite	2^2·7·733
1245	21539	4.401053374508e-6	8	3	composite	7·17·181
1246	20710	4.392750280235e-6	16	4	composite	2·5·19·109
1247	22886	4.380802596986e-6	4	2	composite	2·11443
1248	444416	4.379766741453e-6	48	3	composite	2^11·7·31
1249	5821	4.378573983377e-6	2	1	prime	5821 (prime)
1250	22798	4.369609468211e-6	4	2	composite	2·11399
1251	20250	4.363284070936e-6	40	3	composite	2·3^4·5^3
1252	21348	4.342458579861e-6	18	3	composite	2^2·3^2·593
1253	20021	4.339344368925e-6	2	1	prime	20021 (prime)
1254	21008	4.333015303785e-6	20	3	composite	2^4·13·101
1255	22161	4.322259237965e-6	8	3	composite	3·83·89
1256	20352	4.315934473134e-6	32	3	composite	2^7·3·53
1257	27	4.315058566591e-6	4	1	composite	3^3
1258	21345	4.308746665037e-6	8	3	composite	3·5·1423
1259	22454	4.294270700756e-6	8	3	composite	2·103·109
1260	78	4.291296207353e-6	8	3	composite	2·3·13
1261	21990	4.278853049036e-6	16	4	composite	2·3·5·733
1262	20359	4.274005551609e-6	2	1	prime	20359 (prime)
1263	21346	4.270619588974e-6	8	3	composite	2·13·821
1264	22712	4.267826284052e-6	16	3	composite	2^3·17·167
1265	20102	4.265837449515e-6	12	3	composite	2·19·23^2
1266	21344	4.262855115822e-6	24	3	composite	2^5·23·29
1267	20360	4.261261027062e-6	16	3	composite	2^3·5·509
1268	21347	4.256316214948e-6	2	1	prime	21347 (prime)
1269	512	4.253580314966e-6	10	1	composite	2^9
1270	21350	4.252094595087e-6	24	4	composite	2·5^2·7·61
1271	21278	4.232754238450e-6	4	2	composite	2·10639
1272	20098	4.223876876269e-6	8	3	composite	2·13·773
1273	21615	4.206753722834e-6	16	4	composite	3·5·11·131
1274	21540	4.206631910375e-6	24	4	composite	2^2·3·5·359
1275	21619	4.201284432858e-6	4	2	composite	13·1663
1276	20712	4.188916197610e-6	16	3	composite	2^3·3·863
1277	22731	4.176525740088e-6	4	2	composite	3·7577
1278	20547	4.161979446368e-6	8	2	composite	3^3·761
1279	22115	4.156398101915e-6	4	2	composite	5·4423
1280	20510	4.151976202074e-6	16	4	composite	2·5·7·293
1281	1237	4.148177064778e-6	2	1	prime	1237 (prime)
1282	20097	4.143920151976e-6	24	4	composite	3^2·7·11·29
1283	20696	4.139937613269e-6	16	3	composite	2^3·13·199
1284	20218	4.134662564806e-6	8	3	composite	2·11·919
1285	20191	4.130677417087e-6	4	2	composite	61·331
1286	40289	4.118358968501e-6	2	1	prime	40289 (prime)
1287	21614	4.116089776233e-6	8	3	composite	2·101·107
1288	720	4.113165284035e-6	30	3	composite	2^4·3^2·5
1289	22615	4.098999595926e-6	4	2	composite	5·4523
1290	21942	4.093563813340e-6	24	4	composite	2·3^2·23·53
1291	20369	4.087773259051e-6	2	1	prime	20369 (prime)
1292	22442	4.062410247959e-6	12	3	composite	2·7^2·229
1293	22219	4.056567522774e-6	4	2	composite	17·1307
1294	20438	4.053576146764e-6	8	3	composite	2·11·929
1295	20378	4.052093012222e-6	8	3	composite	2·23·443
1296	110880	4.043340554514e-6	144	5	composite	2^5·3^2·5·7·11
1297	21647	4.040215691945e-6	2	1	prime	21647 (prime)
1298	20389	4.025716058613e-6	2	1	prime	20389 (prime)
1299	20104	4.010906205807e-6	16	3	composite	2^3·7·359
1300	20361	4.000196434471e-6	8	3	composite	3·11·617
1301	22631	3.991382682289e-6	8	3	composite	7·53·61
1302	22804	3.979906064727e-6	6	2	composite	2^2·5701
1303	21613	3.969489368015e-6	2	1	prime	21613 (prime)
1304	93	3.955375786535e-6	4	2	composite	3·31
1305	20357	3.952657911798e-6	2	1	prime	20357 (prime)
1306	20022	3.935240238287e-6	16	4	composite	2·3·47·71
1307	21925	3.932828861262e-6	6	2	composite	5^2·877
1308	21575	3.927548913383e-6	6	2	composite	5^2·863
1309	22667	3.925743746223e-6	4	2	composite	19·1193
1310	21311	3.895413154051e-6	4	2	composite	101·211
1311	21887	3.885889645642e-6	4	2	composite	43·509
1312	20020	3.880796172066e-6	48	5	composite	2^2·5·7·11·13
1313	20885	3.877797484471e-6	4	2	composite	5·4177
1314	21888	3.859340760327e-6	48	3	composite	2^7·3^2·19
1315	122880	3.857133784062e-6	56	3	composite	2^13·3·5
1316	21924	3.850106795920e-6	48	4	composite	2^2·3^3·7·29
1317	22171	3.844225652995e-6	2	1	prime	22171 (prime)
1318	21920	3.840522559031e-6	24	3	composite	2^5·5·137
1319	22455	3.840025020416e-6	12	3	composite	3^2·5·499
1320	3359	3.838641565522e-6	2	1	prime	3359 (prime)
1321	151	3.832620139607e-6	2	1	prime	151 (prime)
1322	20440	3.830957331975e-6	32	4	composite	2^3·5·7·73
1323	20509	3.821450424827e-6	2	1	prime	20509 (prime)
1324	21885	3.818533209267e-6	8	3	composite	3·5·1459
1325	21963	3.811490716060e-6	4	2	composite	3·7321
1326	21620	3.804666676920e-6	24	4	composite	2^2·5·23·47
1327	173	3.802677813019e-6	2	1	prime	173 (prime)
1328	22711	3.788360496169e-6	4	2	composite	13·1747
1329	22114	3.787673388160e-6	4	2	composite	2·11057
1330	20674	3.778957853858e-6	4	2	composite	2·10337
1331	22885	3.769473007046e-6	8	3	composite	5·23·199
1332	35839	3.754394877149e-6	2	1	prime	35839 (prime)
1333	22176	3.748381983653e-6	72	4	composite	2^5·3^2·7·11
1334	4993	3.743428907200e-6	2	1	prime	4993 (prime)
1335	761	3.737652210895e-6	2	1	prime	761 (prime)
1336	20355	3.723861971001e-6	16	4	composite	3·5·23·59
1337	20432	3.715559091379e-6	10	2	composite	2^4·1277
1338	22017	3.709384539665e-6	8	3	composite	3·41·179
1339	21921	3.702973905994e-6	4	2	composite	3·7307
1340	20103	3.698310027024e-6	4	2	composite	3·6701
1341	21538	3.691912302300e-6	12	3	composite	2·11^2·89
1342	20356	3.685404360055e-6	12	3	composite	2^2·7·727
1343	20354	3.683110030595e-6	4	2	composite	2·10177
1344	20546	3.679871053445e-6	4	2	composite	2·10273
1345	22614	3.674698155154e-6	8	3	composite	2·3·3769
1346	20390	3.671047117888e-6	8	3	composite	2·5·2039
1347	5077	3.662318177213e-6	2	1	prime	5077 (prime)
1348	224	3.651552225781e-6	12	2	composite	2^5·7
1349	21576	3.650193084910e-6	32	4	composite	2^3·3·29·31
1350	20353	3.637618973462e-6	2	1	prime	20353 (prime)
1351	22238	3.626756525308e-6	4	2	composite	2·11119
1352	22632	3.605303488929e-6	32	4	composite	2^3·3·23·41
1353	315392	3.603782139209e-6	52	3	composite	2^12·7·11
1354	22732	3.585739997508e-6	6	2	composite	2^2·5683
1355	20439	3.584184798625e-6	8	2	composite	3^3·757
1356	503	3.578146459631e-6	2	1	prime	503 (prime)
1357	20219	3.562320712596e-6	2	1	prime	20219 (prime)
1358	20508	3.560423579742e-6	12	3	composite	2^2·3·1709
1359	21941	3.559950127542e-6	4	2	composite	37·593
1360	20023	3.552732571172e-6	2	1	prime	20023 (prime)
1361	20711	3.544943616389e-6	4	2	composite	139·149
1362	22162	3.536463482904e-6	8	3	composite	2·7·1583
1363	22805	3.526092450538e-6	4	2	composite	5·4561
1364	22441	3.524719307422e-6	2	1	prime	22441 (prime)
1365	21989	3.516578282711e-6	4	2	composite	11·1999
1366	21010	3.498746380293e-6	16	4	composite	2·5·11·191
1367	21621	3.468394510800e-6	4	2	composite	3·7207
1368	20096	3.463947580003e-6	16	2	composite	2^7·157
1369	21009	3.456597725707e-6	8	3	composite	3·47·149
1370	20288	3.447678871256e-6	14	2	composite	2^6·317
1371	21277	3.445032918437e-6	2	1	prime	21277 (prime)
1372	20615	3.437980794723e-6	16	4	composite	5·7·19·31
1373	20525	3.435320576861e-6	6	2	composite	5^2·821
1374	21396	3.434552764290e-6	12	3	composite	2^2·3·1783
1375	496	3.429092430341e-6	10	2	composite	2^4·31
1376	20991	3.424778785926e-6	4	2	composite	3·6997
1377	186	3.424073374536e-6	8	3	composite	2·3·31
1378	379	3.419430557439e-6	2	1	prime	379 (prime)
1379	22018	3.417018480614e-6	8	3	composite	2·101·109
1380	22405	3.416599777563e-6	4	2	composite	5·4481
1381	20370	3.393433295876e-6	32	5	composite	2·3·5·7·97
1382	20695	3.393266754677e-6	4	2	composite	5·4139
1383	20350	3.388527152735e-6	24	4	composite	2·5^2·11·37
1384	20388	3.388170542497e-6	12	3	composite	2^2·3·1699
1385	21638	3.382325911765e-6	8	3	composite	2·31·349
1386	20496	3.371273742865e-6	40	4	composite	2^4·3·7·61
1387	1669	3.359099321799e-6	2	1	prime	1669 (prime)
1388	20784	3.356617293119e-6	20	3	composite	2^4·3·433
1389	21611	3.353166512657e-6	2	1	prime	21611 (prime)
1390	22710	3.351254387396e-6	16	4	composite	2·3·5·757
1391	21351	3.348218216280e-6	8	3	composite	3·11·647
1392	20429	3.347056180442e-6	4	2	composite	31·659
1393	20025	3.326065299336e-6	18	3	composite	3^2·5^2·89
1394	100352	3.321021423432e-6	36	2	composite	2^11·7^2
1395	21264	3.318409266066e-6	20	3	composite	2^4·3·443
1396	22733	3.314732011655e-6	4	2	composite	127·179
1397	21649	3.310429217519e-6	2	1	prime	21649 (prime)
1398	20608	3.304725933060e-6	32	3	composite	2^7·7·23
1399	71680	3.302576041171e-6	48	3	composite	2^11·5·7
1400	20287	3.294813660711e-6	2	1	prime	20287 (prime)
1401	21011	3.293545412890e-6	2	1	prime	21011 (prime)
1402	20095	3.291580224358e-6	4	2	composite	5·4019
1403	20718	3.288864026963e-6	12	3	composite	2·3^2·1151
1404	21886	3.287308174109e-6	8	3	composite	2·31·353
1405	22613	3.279426126264e-6	2	1	prime	22613 (prime)
1406	22679	3.277111836757e-6	2	1	prime	22679 (prime)
1407	22681	3.257089943649e-6	4	2	composite	37·613
1408	22240	3.255177198141e-6	24	3	composite	2^5·5·139
1409	21964	3.252814303103e-6	18	3	composite	2^2·17^2·19
1410	22019	3.235663250255e-6	4	2	composite	97·227
1411	20480	3.228599892901e-6	26	2	composite	2^12·5
1412	20833	3.226441218807e-6	4	2	composite	83·251
1413	20673	3.225653076438e-6	6	2	composite	3^2·2297
1414	22113	3.223758704146e-6	24	3	composite	3^5·7·13
1415	22239	3.223580021776e-6	12	3	composite	3^2·7·353
1416	22236	3.220578723152e-6	24	4	composite	2^2·3·17·109
1417	1240	3.219965896530e-6	16	3	composite	2^3·5·31
1418	22797	3.214890803866e-6	12	3	composite	3^2·17·149
1419	728	3.214461785929e-6	16	3	composite	2^3·7·13
1420	20831	3.214025829858e-6	4	2	composite	37·563
1421	20715	3.205792971113e-6	8	3	composite	3·5·1381
1422	20714	3.204152038305e-6	4	2	composite	2·10357
1423	20507	3.196386116136e-6	2	1	prime	20507 (prime)
1424	22884	3.187908318166e-6	12	3	composite	2^2·3·1907
1425	20340	3.186133620338e-6	36	4	composite	2^2·3^2·5·113
1426	21922	3.177934130596e-6	8	3	composite	2·97·113
1427	20830	3.170571241505e-6	8	3	composite	2·5·2083
1428	21326	3.167737863379e-6	4	2	composite	2·10663
1429	20024	3.161869383010e-6	8	2	composite	2^3·2503
1430	2032	3.160557326656e-6	10	2	composite	2^4·127
1431	21622	3.158845801616e-6	8	3	composite	2·19·569
1432	20286	3.138081594635e-6	36	4	composite	2·3^2·7^2·23
1433	21577	3.133005679085e-6	2	1	prime	21577 (prime)
1434	20365	3.129618178517e-6	4	2	composite	5·4073
1435	1913	3.120966388949e-6	2	1	prime	1913 (prime)
1436	22678	3.119925411807e-6	16	4	composite	2·17·23·29
1437	22796	3.116147249226e-6	12	3	composite	2^2·41·139
1438	21727	3.108883604897e-6	2	1	prime	21727 (prime)
1439	22112	3.095629190482e-6	12	2	composite	2^5·691
1440	20015	3.093012688468e-6	4	2	composite	5·4003
1441	20992	3.080983045857e-6	20	2	composite	2^9·41
1442	8179	3.055041788912e-6	2	1	prime	8179 (prime)
1443	21012	3.049574550389e-6	24	4	composite	2^2·3·17·103
1444	6427	3.041775969049e-6	2	1	prime	6427 (prime)
1445	22806	3.034864329166e-6	24	4	composite	2·3^2·7·181
1446	20284	3.028143324915e-6	12	3	composite	2^2·11·461
1447	20990	3.026804677050e-6	8	3	composite	2·5·2099
1448	22220	3.023263231574e-6	24	4	composite	2^2·5·11·101
1449	21940	3.010248857995e-6	12	3	composite	2^2·5·1097
1450	21352	3.000979066807e-6	16	3	composite	2^3·17·157
1451	20675	3.000487662655e-6	6	2	composite	5^2·827
1452	22880	2.983047554422e-6	48	4	composite	2^5·5·11·13
1453	20006	2.978787816639e-6	8	3	composite	2·7·1429
1454	25087	2.976291173493e-6	2	1	prime	25087 (prime)
1455	32771	2.970970968722e-6	2	1	prime	32771 (prime)
1456	21729	2.947568145198e-6	4	2	composite	3·7243
1457	113	2.939268787030e-6	2	1	prime	113 (prime)
1458	20545	2.936632164310e-6	8	3	composite	5·7·587
1459	20349	2.935235060778e-6	24	4	composite	3^2·7·17·19
1460	20506	2.927574933250e-6	4	2	composite	2·10253
1461	20829	2.921024383946e-6	8	3	composite	3·53·131
1462	22612	2.919174589713e-6	6	2	composite	2^2·5653
1463	21537	2.914154293800e-6	6	2	composite	3^2·2393
1464	20834	2.913760492593e-6	8	3	composite	2·11·947
1465	20221	2.906084882770e-6	4	2	composite	73·277
1466	1439	2.902869432579e-6	2	1	prime	1439 (prime)
1467	20837	2.889817394876e-6	4	2	composite	67·311
1468	21988	2.885360492877e-6	12	3	composite	2^2·23·239
1469	22111	2.878280681045e-6	2	1	prime	22111 (prime)
1470	21623	2.872678777378e-6	4	2	composite	7·3089
1471	56	2.865920376670e-6	8	2	composite	2^3·7
1472	20423	2.857813284264e-6	4	2	composite	13·1571
1473	22676	2.856359368485e-6	6	2	composite	2^2·5669
1474	22709	2.840725055955e-6	2	1	prime	22709 (prime)
1475	49146	2.835110021004e-6	8	3	composite	2·3·8191
1476	698368	2.828479203955e-6	48	3	composite	2^11·11·31
1477	21726	2.828441341712e-6	24	4	composite	2·3^2·17·71
1478	20632	2.798842235674e-6	8	2	composite	2^3·2579
1479	21923	2.796825955236e-6	4	2	composite	11·1993
1480	22439	2.796734525981e-6	4	2	composite	19·1181
1481	20283	2.782409965311e-6	4	2	composite	3·6761
1482	20094	2.778009367939e-6	16	4	composite	2·3·17·197
1483	20616	2.771816359167e-6	16	3	composite	2^3·3·859
1484	22807	2.762225809217e-6	2	1	prime	22807 (prime)
1485	20387	2.755792192622e-6	8	3	composite	19·29·37
1486	21651	2.752130400517e-6	8	3	composite	3·7·1031
1487	21013	2.752073146729e-6	2	1	prime	21013 (prime)
1488	20989	2.729873125262e-6	4	2	composite	139·151
1489	22110	2.711600374955e-6	32	5	composite	2·3·5·11·67
1490	22634	2.709227897167e-6	4	2	composite	2·11317
1491	49157	2.707364586908e-6	2	1	prime	49157 (prime)
1492	157696	2.706664428161e-6	48	3	composite	2^11·7·11
1493	21624	2.704420187916e-6	32	4	composite	2^3·3·17·53
1494	20790	2.704198140133e-6	64	5	composite	2·3^3·5·7·11
1495	20694	2.695646598400e-6	8	3	composite	2·3·3449
1496	20835	2.689394121934e-6	12	3	composite	3^2·5·463
1497	21578	2.689241629709e-6	4	2	composite	2·10789
1498	22682	2.682221043030e-6	8	3	composite	2·11·1031
1499	22883	2.673889628583e-6	6	2	composite	7^2·467
1500	62	2.672955761880e-6	4	2	composite	2·31
1501	20026	2.672312435777e-6	16	4	composite	2·17·19·31
1502	20348	2.667394550878e-6	6	2	composite	2^2·5087
1503	22020	2.654713996466e-6	24	4	composite	2^2·3·5·367
1504	22457	2.650912184621e-6	4	2	composite	17·1321
1505	2480	2.650137295736e-6	20	3	composite	2^4·5·31
1506	20836	2.648228145835e-6	6	2	composite	2^2·5209
1507	20282	2.645368861134e-6	4	2	composite	2·10141
1508	22734	2.640130057091e-6	16	3	composite	2·3^3·421
1509	20289	2.614144023560e-6	4	2	composite	3·6763
1510	22235	2.613751273870e-6	4	2	composite	5·4447
1511	22795	2.612914977140e-6	8	3	composite	5·47·97
1512	21353	2.606192755858e-6	4	2	composite	131·163
1513	20093	2.603000384385e-6	4	2	composite	71·283
1514	20280	2.598359388735e-6	48	4	composite	2^3·3·5·13^2
1515	42	2.595579211807e-6	8	3	composite	2·3·7
1516	22611	2.590631439605e-6	4	2	composite	3·7537
