index	raw	unfolded
0	5.498508895151535e-4	3.630443743549724e-1
1	1.060938289007392e-3	6.515084780450742e-1
2	3.570893765057885e-4	2.125358799306575e-1
3	1.248659640991135e-3	7.183101023238718e-1
4	1.790007406835579e-3	8.708868279910228e-1
5	4.080787985366783e-3	1.424209525546011e0
6	2.311701533064715e-3	5.337422309659507e-1
7	2.042060156265395e-3	1.306726980267471e-1
8	2.203870222116412e-3	1.825416458764809e-2
9	4.908880870528792e-3	3.699766153709410e-2
10	1.096445696499875e-2	7.447452203972491e-2
11	1.667386511591025e-2	1.009819985676172e-1
12	1.253188114950511e-1	6.652619728429666e-1
13	1.156513974399925e0	5.270521735933237e0
