bin_center	count	density
1.103098695961867e-1	48	4.359985169331734e0
3.304941047978724e-1	1	9.083302436107779e-2
5.506783399995582e-1	0	0.000000000000000e0
7.708625752012438e-1	0	0.000000000000000e0
9.910468104029296e-1	0	0.000000000000000e0
1.211231045604615e0	0	0.000000000000000e0
1.431415280806301e0	0	0.000000000000000e0
1.651599516007987e0	1	9.083302436107779e-2
