bin_center	count	density
1.527845236991572e-1	24	3.157609876190282e0
4.568119487584741e-1	0	0.000000000000000e0
7.608393738177910e-1	0	0.000000000000000e0
1.064866798877108e0	0	0.000000000000000e0
1.368894223936425e0	1	1.315670781745951e-1
