bin_center	count	density
2.071678890801049e-1	28	2.344278549255146e0
6.190290314712628e-1	0	0.000000000000000e0
1.030890173862420e0	0	0.000000000000000e0
1.442751316253578e0	0	0.000000000000000e0
1.854612458644736e0	0	0.000000000000000e0
2.266473601035894e0	1	8.372423390196949e-2
