index	eigenvalue
0	-3.865984867479035e-6
1	-3.790663988339621e-6
2	-3.689271664630168e-6
3	-3.603765807832611e-6
4	-3.480032774505512e-6
5	-3.350286389342192e-6
6	-3.267301397312938e-6
7	-3.249922522676494e-6
8	-3.165458533805406e-6
9	-3.130968320548530e-6
10	-3.009067968331147e-6
11	-2.958991222986086e-6
12	-2.888420669989481e-6
13	-2.836908959355903e-6
14	-2.767469075739621e-6
15	-2.722917371124750e-6
16	-2.623129067397256e-6
17	-2.566320274225814e-6
18	-2.555175403855279e-6
19	-2.476904878341942e-6
20	-2.377793383349065e-6
21	-2.320492365485471e-6
22	-2.239343522662345e-6
23	-2.189259718762968e-6
24	-2.107831190234651e-6
25	-2.104405848700162e-6
26	-2.069168161405139e-6
27	-2.014033477091205e-6
28	-1.918553218218845e-6
29	-1.828667675391650e-6
30	-1.768643979653262e-6
31	-1.692304464713046e-6
32	-1.620160271518491e-6
33	-1.572778199114046e-6
34	-1.523269926962541e-6
35	-1.471489146238396e-6
36	-1.392402532713381e-6
37	-1.234334259458850e-6
38	-1.219565222041351e-6
39	-1.111635467340267e-6
40	-1.019986247500222e-6
41	-9.548853625453728e-7
42	-7.929153038171752e-7
43	-7.542292228179669e-7
44	-6.777407595568653e-7
45	-5.896754405258115e-7
46	-5.259664273505742e-7
47	-4.871793574211302e-7
48	-4.183414922243776e-7
49	-3.576585026786879e-7
50	-3.244468403041256e-7
51	-1.662905699434937e-7
52	-1.258991762435343e-7
53	-7.847423953382662e-8
54	-4.749651445909183e-8
55	-1.903048785272089e-8
56	3.210334148801785e-8
57	9.859192392388998e-8
58	1.795460690871624e-7
59	2.085089206310308e-7
60	2.629805565163049e-7
61	2.823276868644043e-7
62	3.413527858662359e-7
63	3.643968364211234e-7
64	4.296544415879830e-7
65	4.499919327088874e-7
66	5.353343527067837e-7
67	5.679037632004914e-7
68	5.804441069451367e-7
69	6.051934654755218e-7
70	6.669352697513942e-7
71	7.329292838092595e-7
72	7.780636099913854e-7
73	8.471375643409320e-7
74	9.044699520868962e-7
75	9.522100097565454e-7
76	1.017708363287257e-6
77	1.043855760597500e-6
78	1.111517706280677e-6
79	1.124949131765383e-6
80	1.169894177510205e-6
81	1.230788015088295e-6
82	1.285613953462696e-6
83	1.290775331339121e-6
84	1.320568743545540e-6
85	1.371737622778832e-6
86	1.427664804629922e-6
87	1.467722437123890e-6
88	1.526710837390742e-6
89	1.552965105124438e-6
90	1.593428643399512e-6
91	1.635457803180587e-6
92	1.651512152059562e-6
93	1.671828235980880e-6
94	1.747275941715234e-6
95	1.756405031122360e-6
96	1.805909159509992e-6
97	1.873617018418205e-6
98	1.887002079550041e-6
99	1.943417136513197e-6
100	1.958875258499834e-6
101	1.994041951934261e-6
102	2.020252654994159e-6
103	2.046121248581484e-6
104	2.078012498282823e-6
105	2.121178733553078e-6
106	2.142758985120611e-6
107	2.183203336611126e-6
108	2.203685070659294e-6
109	2.212685398762091e-6
110	2.253538753757146e-6
111	2.302924741537565e-6
112	2.318406793521881e-6
113	2.366654367942290e-6
114	2.408035515028125e-6
115	2.437705304717309e-6
116	2.462333473402582e-6
117	2.513786665686806e-6
118	2.533079376656285e-6
119	2.599802476017829e-6
120	2.615691367130747e-6
121	2.677067799697702e-6
122	2.724211716254064e-6
123	2.742754632743781e-6
124	2.849039498085079e-6
125	2.878563116710906e-6
126	2.927734834671416e-6
127	2.959264942123982e-6
128	3.001403416677353e-6
129	3.034924821486717e-6
130	3.087417661758347e-6
131	3.108466701166773e-6
132	3.163301402648020e-6
133	3.215629006377653e-6
134	3.254648057770636e-6
135	3.277311986469310e-6
136	3.310191825717026e-6
137	3.380918331120676e-6
138	3.408447922507621e-6
139	3.433172756362906e-6
140	3.478803925599484e-6
141	3.506909958926488e-6
142	3.582963925026086e-6
143	3.598971632936548e-6
144	3.636122266391765e-6
145	3.677607171291506e-6
146	3.775557365839602e-6
147	3.795420215070174e-6
148	3.837947806063905e-6
149	3.887396043828059e-6
150	3.905201467719005e-6
151	3.962777167600495e-6
152	3.995745727072748e-6
153	4.031745839192519e-6
154	4.041443554738938e-6
155	4.066478580030875e-6
156	4.102660084282545e-6
157	4.130078321376131e-6
158	4.186005339429029e-6
159	4.231406752822879e-6
160	4.255029259567579e-6
161	4.299892060639355e-6
162	4.324325286018857e-6
163	4.396243326515577e-6
164	4.443664418676590e-6
165	4.475629327483309e-6
166	4.543733290508883e-6
167	4.591580788003295e-6
168	4.634106027211043e-6
169	4.657723202966400e-6
170	4.680548200409433e-6
171	4.741519980107413e-6
172	4.806119350869255e-6
173	4.832102156937581e-6
174	4.845181418768892e-6
175	4.894767925576520e-6
176	4.976179762168680e-6
177	4.993710293786613e-6
178	5.048205689346072e-6
179	5.074318303341544e-6
180	5.132879084001123e-6
181	5.159700160234466e-6
182	5.214290845494399e-6
183	5.233074800866611e-6
184	5.277173733725843e-6
185	5.297553771380137e-6
186	5.329850234061841e-6
187	5.362482397462640e-6
188	5.420544116319977e-6
189	5.503395414806377e-6
190	5.552341897522077e-6
191	5.611813918935997e-6
192	5.635807805825783e-6
193	5.654826524210382e-6
194	5.724599377851300e-6
195	5.784252140221735e-6
196	5.811052815284416e-6
197	5.877567928920185e-6
198	5.903535028824681e-6
199	5.930108602973659e-6
200	5.957240148792842e-6
201	6.015290644320783e-6
202	6.055386804295369e-6
203	6.072939250214121e-6
204	6.121629715753710e-6
205	6.209346003363885e-6
206	6.241302184546364e-6
207	6.281275829663002e-6
208	6.346345527508349e-6
209	6.376609145486007e-6
210	6.486665112970778e-6
211	6.500839663736494e-6
212	6.540608676056524e-6
213	6.569834345117569e-6
214	6.697023450631178e-6
215	6.731888805183472e-6
216	6.806825250280108e-6
217	6.817552369157870e-6
218	6.852654039372270e-6
219	6.898974702949064e-6
220	6.932663046467873e-6
221	7.051735104936547e-6
222	7.072205890243665e-6
223	7.099754132862698e-6
224	7.177454945437205e-6
225	7.194751961782605e-6
226	7.247475772053210e-6
227	7.281483189246241e-6
228	7.325001591307558e-6
229	7.348700715215478e-6
230	7.468542476166891e-6
231	7.496563705558652e-6
232	7.574651248981181e-6
233	7.610796081853167e-6
234	7.671792604280031e-6
235	7.787708881310341e-6
236	7.807011011129230e-6
237	7.848868428971480e-6
238	7.900882646765700e-6
239	7.951339130385960e-6
240	8.005088103312418e-6
241	8.082747707877131e-6
242	8.116261803129894e-6
243	8.161455228999769e-6
244	8.245199888292845e-6
245	8.264011344616179e-6
246	8.317607165498573e-6
247	8.365041634832860e-6
248	8.430805662212287e-6
249	8.464762389516996e-6
250	8.536889515593820e-6
251	8.609371450434459e-6
252	8.637595964290967e-6
253	8.650742635459889e-6
254	8.686673353296648e-6
255	8.829492866139421e-6
256	8.839412802590599e-6
257	8.883066050221192e-6
258	8.920337603530563e-6
259	8.957902913947823e-6
260	9.008202749256541e-6
261	9.074194814917861e-6
262	9.088358145728718e-6
263	9.212003097480579e-6
264	9.220361523694807e-6
265	9.303424401045325e-6
266	9.347216745726800e-6
267	9.376855367692239e-6
268	9.410167231196465e-6
269	9.480150966207231e-6
270	9.567168986893936e-6
271	9.601352093127457e-6
272	9.639695649551510e-6
273	9.742346582886740e-6
274	9.814550673481875e-6
275	9.821425288273785e-6
276	9.922954604106817e-6
277	9.969280493813317e-6
278	1.003592074858341e-5
279	1.004487701872147e-5
280	1.013820220019082e-5
281	1.014397859698934e-5
282	1.023571467352900e-5
283	1.027643229811780e-5
284	1.032350795860064e-5
285	1.039539226400997e-5
286	1.039982239929643e-5
287	1.043751834123774e-5
288	1.053723965251822e-5
289	1.063174099385981e-5
290	1.065413460559865e-5
291	1.074723669013767e-5
292	1.074912994428193e-5
293	1.086967009865269e-5
