index	raw	unfolded
0	1.511452171531084e-4	6.531078533474215e-1
1	1.914017996567138e-4	8.019306987978935e-1
2	2.289186294936625e-4	8.039761819222949e-1
3	2.483191797124681e-4	7.882202999609942e-1
4	2.948395385312303e-4	8.287399065275133e-1
5	2.739231751441506e-4	7.741072885437789e-1
6	2.821861030104563e-4	5.518360735573741e-1
7	6.071311462408032e-4	8.305440635754934e-1
8	5.574753025556945e-4	6.187063804089257e-1
9	7.223447286599650e-4	6.941974993851325e-1
10	3.347406500293351e-4	3.092220974101622e-1
11	1.883663968362626e-3	1.549016458029382e0
12	2.607503082694532e-3	1.850894072543470e0
13	2.099243885547141e-3	1.119759465124486e0
14	1.782959132742044e-3	6.627554638659999e-1
15	7.566037905215109e-4	1.708468662311404e-1
16	1.742573969726727e-3	1.127463838685783e-1
17	2.402343499742183e-3	1.926786935472422e-2
18	5.732550714308282e-3	4.187745495797105e-2
19	9.527911311792588e-3	6.273921919612352e-2
20	1.984394962514219e-2	1.163011205151830e-1
21	1.216333662446908e-1	6.241045554810437e-1
22	1.203365580400783e0	5.299202398114663e0
