index	raw	unfolded
0	3.902577537853282e-5	1.745476305230891e0
1	1.070655876156168e-5	4.455167243995872e-1
2	1.494761441472024e-5	5.494377819736809e-1
3	4.046775776769221e-6	1.555970456338382e-1
4	4.002924588689740e-5	1.486157344597073e0
5	2.539346026618109e-5	9.311383164409516e-1
6	3.407301151666682e-5	1.189277278655374e0
7	4.941988118985246e-5	1.665747395913008e0
8	1.643012877960553e-5	4.782504892700784e-1
9	3.527484178935032e-5	9.887592744317224e-1
10	3.063828088107701e-5	7.683361285490090e-1
11	5.419221230782160e-5	1.226648044952215e0
12	2.190576612267541e-5	4.191528845725362e-1
13	6.649755947668113e-5	1.338863466828290e0
14	1.858012007730078e-5	2.644770090082169e-1
15	8.623230410720686e-5	1.131092107337129e0
16	7.272604455346168e-5	9.610150234814118e-1
17	1.229848100427661e-4	1.426369674305306e0
18	2.087680237909065e-5	2.224919496101274e-1
19	2.428666371763505e-4	2.593192794358613e0
20	1.011184745601337e-4	9.884605133735693e-1
21	2.445837841044988e-5	2.008096567419007e-1
22	1.701979101031924e-4	1.145355449695472e0
23	1.056098821301489e-4	6.005616011125774e-1
24	6.455858257407463e-5	3.578513498652952e-1
25	1.136586453915199e-4	4.833409968044617e-1
26	3.007308074693055e-4	9.867697920410411e-1
27	3.675207287867173e-4	9.474377039181536e-1
28	4.227737489385314e-4	1.041682178458523e0
29	7.097380136018372e-5	1.299931756629563e-1
30	8.450720259577599e-4	1.239692184889595e0
31	8.668372106798057e-4	1.045093410160471e0
32	9.390786194376421e-4	1.050612456423868e0
33	3.676102548934093e-4	4.126696268708531e-1
34	1.646976347606978e-3	1.747016525301729e0
35	1.557235896024345e-3	1.548596491425569e0
36	1.738977222100391e-3	1.545989605608290e0
37	1.009175573275551e-3	8.305552056237273e-1
38	3.341999549382260e-4	2.257049892914053e-1
39	9.939652429013148e-4	4.220610876564202e-1
40	7.622391233836449e-4	2.524864984382335e-1
41	2.156846892658078e-3	3.027055947215939e-1
42	1.859370303945201e-3	6.597354879697251e-2
43	3.861033851032310e-3	2.427276117734107e-2
44	9.985276222594711e-3	5.707762963215530e-2
45	8.949912272485226e-3	4.606954851125436e-2
46	4.672652999677387e-2	2.138925022177930e-1
47	2.333807494571425e-1	9.359258036424740e-1
48	1.440744346355046e0	4.957690331380183e0
