index	raw	unfolded
0	1.519617958590030e-5	1.116628466172816e0
1	1.022237276708415e-5	7.491987634078702e-1
2	1.340814244465597e-5	8.227755929625210e-1
3	1.282066551183965e-5	7.865081844388553e-1
4	2.006965416888931e-5	1.300196836801883e0
5	9.936893045505921e-6	5.895593748682262e-1
6	1.385694068428310e-5	8.349264036585106e-1
7	3.485901263205478e-5	1.960559920782643e0
8	1.633680018313079e-5	9.095572584421506e-1
9	7.651922237441266e-6	4.287467465250989e-1
10	3.104398713341182e-5	1.535739387484282e0
11	1.235622412303951e-5	5.758644073446169e-1
12	2.324120112034397e-5	1.125748480007001e0
13	1.540062905451106e-5	7.696974551060569e-1
14	1.156576379437904e-5	5.375813521615095e-1
15	4.610857373387844e-5	2.006641769154908e0
16	2.360406444601969e-5	9.141167934843412e-1
17	4.928030743150285e-6	1.735825809535157e-1
18	2.785826883180942e-5	9.970145079216585e-1
19	3.290021669194226e-5	1.034539740621502e0
20	2.375081646324522e-5	7.372542449371086e-1
21	6.232508957087547e-5	1.645242012774929e0
22	4.060869343094258e-5	9.189914860534132e-1
23	1.830842697625240e-5	4.044947388495742e-1
24	5.786175716284119e-5	1.134309317210619e0
25	1.611361274962762e-5	3.307958140275317e-1
26	1.084432344962670e-4	1.960233548409013e0
27	9.297341559000045e-5	1.697709773561881e0
28	1.674352909305588e-5	2.914079065436879e-1
29	9.108740344935390e-5	1.482545617078402e0
30	7.612265298620902e-6	1.053317585821609e-1
31	9.646004998786198e-5	1.144730045421405e0
32	5.619185506779492e-5	6.189312170682687e-1
33	7.023541390041533e-5	7.254137097128809e-1
34	6.211598473135739e-5	5.793634336052997e-1
35	1.769868763453453e-4	1.764587287962300e0
36	1.480589442560598e-4	1.243601213993967e0
37	1.802080869315833e-4	1.300016175177232e0
38	1.593326094217007e-4	1.110940752671620e0
39	1.310666667155807e-4	8.832091731832022e-1
40	1.502358832329619e-5	9.489334430345205e-2
41	2.139426301268157e-4	1.307975226698537e0
42	3.116560303607586e-4	1.871763686510814e0
43	1.090078892120607e-4	4.897975577205738e-1
44	1.249810827817621e-4	4.669784770814884e-1
45	1.712641797404660e-4	6.257220533292637e-1
46	2.347040907947091e-4	6.725093237238144e-1
47	1.803564962152664e-4	3.896413579763808e-1
48	7.967920542815512e-4	1.622822205699777e0
49	6.552208683358292e-4	1.142026049617574e0
50	1.978223533964677e-4	2.793355571000577e-1
51	8.432251206200682e-4	1.042046063004042e0
52	1.466630197707876e-3	1.364546426864329e0
53	6.209031516113423e-4	5.433316677055315e-1
54	1.019190728686902e-3	7.117196398679070e-1
55	1.603969150175289e-3	9.933244941862316e-1
56	1.282401056990292e-3	7.591262364619619e-1
57	3.156415368977924e-3	1.929451369203489e0
58	9.279003886946378e-4	5.471035423738885e-1
59	3.978448418043859e-3	2.297340590681465e0
60	2.665326603599815e-3	1.462784874574367e0
61	1.018021760122292e-3	4.569019325276533e-1
62	2.558406862738678e-4	1.148573396959076e-1
63	2.127839656671102e-3	6.718982067866021e-1
64	1.014034320377354e-3	2.166672515459093e-1
65	2.012799444364215e-3	2.223366441216400e-1
66	6.070037730112061e-3	1.477418623719185e-1
67	1.275448909240272e-3	4.453308079687278e-3
68	1.349028763353215e-2	4.282362898885878e-2
69	1.757351828518450e-2	5.024084485668887e-2
70	5.207914268611248e-2	1.323882479672541e-1
71	3.550227429221265e-1	7.901830184323880e-1
72	2.699531353100805e0	5.160028688353941e0
