index	eigenvalue
0	5.980589753091978e-5
1	6.491286354995056e-5
2	6.607680334452146e-5
3	6.925224389808704e-5
4	7.386240028743222e-5
5	7.625318063294975e-5
6	7.787154369468793e-5
7	7.942351662032574e-5
8	8.262745075476975e-5
9	8.674764621820216e-5
10	9.132767406315215e-5
11	9.347445039279894e-5
12	1.026015666414725e-4
13	1.038055821283862e-4
14	1.078943312326004e-4
15	1.114077010918231e-4
16	1.202303697788691e-4
17	1.206376648708462e-4
18	1.267907279433619e-4
19	1.294282925917454e-4
20	1.329288694987716e-4
21	1.452906004205481e-4
22	1.465602913880417e-4
23	1.544776123348738e-4
24	1.597827994224110e-4
25	1.645358563967241e-4
26	1.689234341600730e-4
27	1.801151261155860e-4
28	1.837897534745362e-4
29	1.886350575959367e-4
30	2.041759730807332e-4
31	2.071718721059203e-4
32	2.138970222527987e-4
33	2.278949590710249e-4
34	2.447425940221832e-4
35	2.635048574953957e-4
36	2.670130970245232e-4
37	2.771819072955292e-4
38	2.838937354306668e-4
39	3.176442035695772e-4
40	3.236335731948680e-4
41	3.349289110937072e-4
42	3.589251036510888e-4
43	3.615888328421127e-4
44	3.909661442155999e-4
45	4.048416571962785e-4
46	4.199767899486649e-4
47	4.308512853987159e-4
48	4.732560428644618e-4
49	5.004777046969383e-4
50	5.230695028848796e-4
51	5.471943044114515e-4
52	5.946173460907554e-4
53	6.109907216134856e-4
54	6.927400846572636e-4
55	7.277600206754830e-4
56	7.602961738157307e-4
57	7.971439992866565e-4
58	8.475848559003290e-4
59	8.611188193081127e-4
60	9.501864076680546e-4
61	9.840424005256164e-4
62	1.047273534617728e-3
63	1.124107120977145e-3
64	1.149334302273856e-3
65	1.229910455302471e-3
66	1.353639313897554e-3
67	1.406790241212851e-3
68	1.510204966257450e-3
69	1.594285477466631e-3
70	1.698350784176285e-3
71	2.071234281084393e-3
72	2.221733539327968e-3
73	2.411925310638607e-3
74	2.912332939554482e-3
75	2.975153317700163e-3
76	3.393403481049712e-3
77	4.003238512320148e-3
78	4.452883822847777e-3
79	4.928696293349963e-3
80	5.527081137507456e-3
81	6.348135567988362e-3
82	7.708019870091999e-3
83	8.220503947710284e-3
84	1.000432022091960e-2
85	1.120879475689634e-2
86	1.164208857276878e-2
87	1.193180707896194e-2
88	1.266612816368684e-2
89	1.327044257113390e-2
90	1.364774957733702e-2
91	1.526046417022061e-2
92	1.800582455101829e-2
93	1.898153611541387e-2
94	2.657659638079799e-2
95	3.492514077323228e-2
96	5.076230425418016e-2
97	1.181230283575512e-1
98	4.240994028542313e-1
99	1.981763598624164e0
