index	raw	unfolded
0	1.759825288903553e-4	8.334850260879362e-1
1	1.466830920977048e-4	7.141966592472843e-1
2	2.084828254017180e-4	9.176114809636048e-1
3	2.938914840768547e-4	1.122210540271521e0
4	1.476555972759310e-4	5.506036832566024e-1
5	2.941480750730801e-4	8.227586898602340e-1
6	1.708299446440895e-4	3.672522800788939e-1
7	3.799395031772127e-4	6.183656967385250e-1
8	5.393629906429052e-4	6.679949759524137e-1
9	3.247277279831273e-4	3.289231461201791e-1
10	1.250954573553835e-3	1.202313657085061e0
11	1.360050461214176e-3	1.241216099189861e0
12	1.788634662433620e-3	1.261922275609039e0
13	2.331597673968738e-3	1.643630510679813e0
14	2.271793676051705e-3	1.056249890279351e0
15	7.329777648387818e-4	2.488236492986371e-1
16	9.022739698636949e-4	1.686704462397323e-1
17	3.708965212891468e-3	1.810617359378090e-1
18	3.928827018979224e-4	2.856279175411374e-3
19	8.594060422584062e-3	5.688702486340660e-2
20	9.069302021137836e-3	5.411090114966234e-2
21	2.769009741212147e-2	1.469244061121650e-1
22	1.678472840457039e-1	7.797435787717385e-1
23	1.289514546929060e0	5.147392195593728e0
