rank	k	weight	d_k	omega	is_prime	factors
1179	120	1.091856702692e-6	16	3	composite	2^3·3·5
1180	711	1.090223828407e-6	6	2	composite	3^2·79
1181	797	1.083411651264e-6	2	1	prime	797 (prime)
1182	722	1.079062938734e-6	6	2	composite	2·19^2
1183	1280	1.056220332307e-6	18	2	composite	2^8·5
1184	1040	1.044108937711e-6	20	3	composite	2^4·5·13
1185	951	1.042177614372e-6	4	2	composite	3·317
1186	15120	1.037651679257e-6	80	4	composite	2^4·3^3·5·7
1187	3779	1.036788523110e-6	2	1	prime	3779 (prime)
1188	1219	1.023818792432e-6	4	2	composite	23·53
1189	2160	1.008479969867e-6	40	3	composite	2^4·3^3·5
1190	1261	9.909513124887e-7	4	2	composite	13·97
1191	698	9.386786450888e-7	4	2	composite	2·349
1192	1568	9.242704420211e-7	18	2	composite	2^5·7^2
1193	97	9.213754391109e-7	2	1	prime	97 (prime)
1194	1049	9.197915386047e-7	2	1	prime	1049 (prime)
1195	281	8.969113336381e-7	2	1	prime	281 (prime)
1196	70	8.907135526158e-7	8	3	composite	2·5·7
1197	665	8.903020190656e-7	8	3	composite	5·7·19
1198	1130	8.802557486218e-7	8	3	composite	2·5·113
1199	1000	8.653772410947e-7	16	2	composite	2^3·5^3
1200	2401	8.622602221289e-7	5	1	composite	7^4
1201	127	8.600097357190e-7	2	1	prime	127 (prime)
1202	60	8.572346349077e-7	12	3	composite	2^2·3·5
1203	91	8.552588927054e-7	4	2	composite	7·13
1204	84	8.454700634962e-7	12	3	composite	2^2·3·7
1205	877	8.410457092558e-7	2	1	prime	877 (prime)
1206	6143	8.238565372688e-7	2	1	prime	6143 (prime)
1207	31	8.221470083801e-7	2	1	prime	31 (prime)
1208	1381	8.220040433461e-7	2	1	prime	1381 (prime)
1209	1179	8.126830509288e-7	6	2	composite	3^2·131
1210	1133	8.104005202831e-7	4	2	composite	11·103
1211	1322	7.974668733188e-7	4	2	composite	2·661
1212	17911	7.968061370136e-7	2	1	prime	17911 (prime)
1213	961	7.863667517077e-7	3	1	composite	31^2
1214	1301	7.815017354297e-7	2	1	prime	1301 (prime)
1215	731	7.793905217286e-7	4	2	composite	17·43
1216	664	7.735539860089e-7	8	2	composite	2^3·83
1217	11909	7.635138407742e-7	2	1	prime	11909 (prime)
1218	790	7.466192838256e-7	8	3	composite	2·5·79
1219	17921	7.124009693357e-7	2	1	prime	17921 (prime)
1220	19963	7.096258939553e-7	2	1	prime	19963 (prime)
1221	438	6.919042564900e-7	8	3	composite	2·3·73
1222	1137	6.826726079718e-7	4	2	composite	3·379
1223	5077	6.687611963120e-7	2	1	prime	5077 (prime)
1224	19709	6.618774815767e-7	2	1	prime	19709 (prime)
1225	77	6.410568436433e-7	4	2	composite	7·11
1226	15859	6.373193286507e-7	2	1	prime	15859 (prime)
1227	83	6.360070317306e-7	2	1	prime	83 (prime)
1228	1028	6.345875664753e-7	6	2	composite	2^2·257
1229	5351	6.341233916987e-7	2	1	prime	5351 (prime)
1230	19840	6.274539097507e-7	32	3	composite	2^7·5·31
1231	6607	6.262166643859e-7	2	1	prime	6607 (prime)
1232	5953	6.254072656428e-7	2	1	prime	5953 (prime)
1233	48	6.169519769042e-7	10	2	composite	2^4·3
1234	1268	5.772915005840e-7	6	2	composite	2^2·317
1235	12893	5.638255923106e-7	2	1	prime	12893 (prime)
1236	343	5.580661939565e-7	4	1	composite	7^3
1237	109	5.535592851279e-7	2	1	prime	109 (prime)
1238	1231	5.467341440216e-7	2	1	prime	1231 (prime)
1239	32	5.460721372112e-7	6	1	composite	2^5
1240	1298	5.416907314695e-7	8	3	composite	2·11·59
1241	36	5.292912568126e-7	9	2	composite	2^2·3^2
1242	1213	5.218531571739e-7	2	1	prime	1213 (prime)
1243	1103	5.208011026515e-7	2	1	prime	1103 (prime)
1244	300	5.110699875736e-7	18	3	composite	2^2·3·5^2
1245	1141	5.104302990223e-7	4	2	composite	7·163
1246	10739	4.922251546583e-7	2	1	prime	10739 (prime)
1247	1063	4.911176646149e-7	2	1	prime	1063 (prime)
1248	489	4.752245014001e-7	4	2	composite	3·163
1249	2477	4.743330284847e-7	2	1	prime	2477 (prime)
1250	101	4.714984350619e-7	2	1	prime	101 (prime)
1251	8963	4.623990021512e-7	2	1	prime	8963 (prime)
1252	701	4.546257419440e-7	2	1	prime	701 (prime)
1253	1397	4.544006440637e-7	4	2	composite	11·127
1254	743	4.453559804645e-7	2	1	prime	743 (prime)
1255	7109	4.423339006725e-7	2	1	prime	7109 (prime)
1256	10937	4.279953482651e-7	2	1	prime	10937 (prime)
1257	64	4.266076266860e-7	7	1	composite	2^6
1258	9857	4.207568210797e-7	2	1	prime	9857 (prime)
1259	1033	4.145959316017e-7	2	1	prime	1033 (prime)
1260	4201	4.122070857590e-7	2	1	prime	4201 (prime)
1261	644	4.117483193756e-7	12	3	composite	2^2·7·23
1262	211	4.092627037571e-7	2	1	prime	211 (prime)
1263	462	4.039286198713e-7	16	4	composite	2·3·7·11
1264	446	3.960702861807e-7	4	2	composite	2·223
1265	11177	3.949790076257e-7	2	1	prime	11177 (prime)
1266	978	3.949153985086e-7	8	3	composite	2·3·163
1267	927	3.937533792418e-7	6	2	composite	3^2·103
1268	256	3.704763413118e-7	9	1	composite	2^8
1269	1264	3.683533815524e-7	10	2	composite	2^4·79
1270	30	3.537611424086e-7	8	3	composite	2·3·5
1271	49	3.441303793688e-7	3	1	composite	7^2
1272	98	3.382853446432e-7	6	2	composite	2·7^2
1273	11903	3.304462214365e-7	2	1	prime	11903 (prime)
1274	1777	3.272326442743e-7	2	1	prime	1777 (prime)
1275	59	3.178173148860e-7	2	1	prime	59 (prime)
1276	72	3.058035869127e-7	12	2	composite	2^3·3^2
1277	3359	3.054584384934e-7	2	1	prime	3359 (prime)
1278	71	3.020498084876e-7	2	1	prime	71 (prime)
1279	47	2.959718847873e-7	2	1	prime	47 (prime)
1280	947	2.924257866139e-7	2	1	prime	947 (prime)
1281	724	2.893845703795e-7	6	2	composite	2^2·181
1282	4463	2.890556610400e-7	2	1	prime	4463 (prime)
1283	935	2.886983702134e-7	8	3	composite	5·11·17
1284	9907	2.881793109377e-7	2	1	prime	9907 (prime)
1285	1279	2.869824428436e-7	2	1	prime	1279 (prime)
1286	794	2.863819319462e-7	4	2	composite	2·397
1287	35	2.784665503681e-7	4	2	composite	5·7
1288	173	2.747306303567e-7	2	1	prime	173 (prime)
1289	341	2.707903664878e-7	4	2	composite	11·31
1290	1123	2.688861757458e-7	2	1	prime	1123 (prime)
1291	16381	2.658139772601e-7	2	1	prime	16381 (prime)
1292	121	2.651017482480e-7	3	1	composite	11^2
1293	19712	2.615510743252e-7	36	3	composite	2^8·7·11
1294	907	2.599202727827e-7	2	1	prime	907 (prime)
1295	748	2.522934408926e-7	12	3	composite	2^2·11·17
1296	482	2.497175574799e-7	4	2	composite	2·241
1297	9221	2.425354627305e-7	2	1	prime	9221 (prime)
1298	5039	2.346364986580e-7	2	1	prime	5039 (prime)
1299	1327	2.329947033596e-7	2	1	prime	1327 (prime)
1300	1328	2.318182353298e-7	10	2	composite	2^4·83
1301	742	2.089381612508e-7	8	3	composite	2·7·53
1302	14336	2.073942294809e-7	24	2	composite	2^11·7
1303	953	2.060496267227e-7	2	1	prime	953 (prime)
1304	1129	2.018390341260e-7	2	1	prime	1129 (prime)
1305	4481	2.005409280705e-7	2	1	prime	4481 (prime)
1306	1037	1.985184502806e-7	4	2	composite	17·61
1307	1250	1.978672923682e-7	10	2	composite	2·5^4
1308	1131	1.975804832361e-7	8	3	composite	3·13·29
1309	1321	1.969041588523e-7	2	1	prime	1321 (prime)
1310	815	1.919078895307e-7	4	2	composite	5·163
1311	772	1.872671677876e-7	6	2	composite	2^2·193
1312	191	1.780072824479e-7	2	1	prime	191 (prime)
1313	739	1.770459982885e-7	2	1	prime	739 (prime)
1314	2521	1.761270553167e-7	2	1	prime	2521 (prime)
1315	668	1.751160690610e-7	6	2	composite	2^2·167
1316	735	1.705538802015e-7	12	3	composite	3·5·7^2
1317	3556	1.651371255471e-7	12	3	composite	2^2·7·127
1318	33	1.630396375673e-7	4	2	composite	3·11
1319	1297	1.595443308813e-7	2	1	prime	1297 (prime)
1320	1169	1.566559041102e-7	4	2	composite	7·167
1321	621	1.509305424999e-7	8	2	composite	3^3·23
1322	875	1.504147508502e-7	8	2	composite	5^3·7
1323	1091	1.418992931731e-7	2	1	prime	1091 (prime)
1324	223	1.414283850417e-7	2	1	prime	223 (prime)
1325	1295	1.391174495779e-7	8	3	composite	5·7·37
1326	1059	1.296531490568e-7	4	2	composite	3·353
1327	73	1.278088037888e-7	2	1	prime	73 (prime)
1328	66	1.258249050292e-7	8	3	composite	2·3·11
1329	6101	1.198696658580e-7	2	1	prime	6101 (prime)
1330	283	1.183541072005e-7	2	1	prime	283 (prime)
1331	19717	1.146648127773e-7	2	1	prime	19717 (prime)
1332	257	1.051785941432e-7	2	1	prime	257 (prime)
1333	691	1.046703273862e-7	2	1	prime	691 (prime)
1334	6427	1.028005802408e-7	2	1	prime	6427 (prime)
1335	892	1.000101414758e-7	6	2	composite	2^2·223
1336	18432	9.345497403910e-8	36	2	composite	2^11·3^2
1337	17	8.732845748988e-8	2	1	prime	17 (prime)
1338	499	8.492351064919e-8	2	1	prime	499 (prime)
1339	1004	8.007051513574e-8	6	2	composite	2^2·251
1340	28	7.906290432259e-8	6	2	composite	2^2·7
1341	12163	7.624737217585e-8	2	1	prime	12163 (prime)
1342	16253	7.381078129210e-8	2	1	prime	16253 (prime)
1343	12192	7.158707365682e-8	24	3	composite	2^5·3·127
1344	737	7.138291371621e-8	4	2	composite	11·67
1345	15872	6.642045548749e-8	20	2	composite	2^9·31
1346	41	6.373696742498e-8	2	1	prime	41 (prime)
1347	39	6.105630455798e-8	4	2	composite	3·13
1348	827	5.842971155823e-8	2	1	prime	827 (prime)
1349	24	5.774435131633e-8	8	2	composite	2^3·3
1350	845	5.502955828913e-8	6	2	composite	5·13^2
1351	6271	5.455011387554e-8	2	1	prime	6271 (prime)
1352	778	5.205929333271e-8	4	2	composite	2·389
1353	18	5.154593030254e-8	6	2	composite	2·3^2
1354	911	5.090413961920e-8	2	1	prime	911 (prime)
1355	61	4.877876554256e-8	2	1	prime	61 (prime)
1356	5827	4.841525322137e-8	2	1	prime	5827 (prime)
1357	1237	4.468761393576e-8	2	1	prime	1237 (prime)
1358	715	4.461613266493e-8	8	3	composite	5·11·13
1359	107	3.757064011158e-8	2	1	prime	107 (prime)
1360	144	3.500512397364e-8	15	2	composite	2^4·3^2
1361	181	3.448848617202e-8	2	1	prime	181 (prime)
1362	3224	3.294754651458e-8	16	3	composite	2^3·13·31
1363	21	3.172868004399e-8	4	2	composite	3·7
1364	8192	3.080026752878e-8	14	1	composite	2^13
1365	1019	2.988760671149e-8	2	1	prime	1019 (prime)
1366	67	2.718982583840e-8	2	1	prime	67 (prime)
1367	37	2.684460046559e-8	2	1	prime	37 (prime)
1368	1051	2.618179015375e-8	2	1	prime	1051 (prime)
1369	42	2.552802207703e-8	8	3	composite	2·3·7
1370	56	2.228585626329e-8	8	2	composite	2^3·7
1371	952	1.323670672273e-8	16	3	composite	2^3·7·17
1372	506	1.312355900768e-8	8	3	composite	2·11·23
1373	14	1.130611845723e-8	4	2	composite	2·7
1374	3361	1.092388365596e-8	2	1	prime	3361 (prime)
1375	937	1.067823957931e-8	2	1	prime	937 (prime)
1376	3967	9.222244163025e-9	2	1	prime	3967 (prime)
1377	12289	8.686728345407e-9	2	1	prime	12289 (prime)
1378	13217	8.645127790447e-9	2	1	prime	13217 (prime)
1379	654	8.405203820832e-9	8	3	composite	2·3·109
1380	2113	8.140662834642e-9	2	1	prime	2113 (prime)
1381	27	8.062573658596e-9	4	1	composite	3^3
1382	81	7.622941975252e-9	5	1	composite	3^4
1383	53	6.794742348938e-9	2	1	prime	53 (prime)
1384	13	6.412644108067e-9	2	1	prime	13 (prime)
1385	869	6.037536030040e-9	4	2	composite	11·79
1386	976	5.458864591776e-9	10	2	composite	2^4·61
1387	128	5.457676468564e-9	8	1	composite	2^7
1388	20	5.354543533043e-9	6	2	composite	2^2·5
1389	15	4.646188600015e-9	4	2	composite	3·5
1390	401	4.080717552711e-9	2	1	prime	401 (prime)
1391	1075	3.447182187061e-9	6	2	composite	5^2·43
1392	7	3.179077209016e-9	2	1	prime	7 (prime)
1393	29	3.096946439313e-9	2	1	prime	29 (prime)
1394	661	3.083537088016e-9	2	1	prime	661 (prime)
1395	12547	2.620272799358e-9	2	1	prime	12547 (prime)
1396	12	2.526583466696e-9	6	2	composite	2^2·3
1397	504	2.524330894245e-9	24	3	composite	2^3·3^2·7
1398	1303	1.832996991488e-9	2	1	prime	1303 (prime)
1399	108	1.795250131507e-9	12	2	composite	2^2·3^3
1400	16	1.475471501248e-9	5	1	composite	2^4
1401	11	1.335065844375e-9	2	1	prime	11 (prime)
1402	25	1.255149499281e-9	3	1	composite	5^2
1403	14327	1.208172316885e-9	2	1	prime	14327 (prime)
1404	89	1.200040169486e-9	2	1	prime	89 (prime)
1405	8	9.478610572374e-10	4	1	composite	2^3
1406	182	6.480837277024e-10	8	3	composite	2·7·13
1407	595	6.249614340801e-10	8	3	composite	5·7·17
1408	5	4.444898862114e-10	2	1	prime	5 (prime)
1409	754	4.246989940140e-10	8	3	composite	2·13·29
1410	18433	3.965457976700e-10	2	1	prime	18433 (prime)
1411	3	3.276251131486e-10	2	1	prime	3 (prime)
1412	1286	1.745281503395e-10	4	2	composite	2·643
1413	6	1.272605288762e-10	4	2	composite	2·3
1414	1062	1.092189837579e-10	12	3	composite	2·3^2·59
1415	2	8.778558747889e-11	2	1	prime	2 (prime)
1416	23	8.542164711011e-11	2	1	prime	23 (prime)
1417	4	6.112092664670e-11	3	1	composite	2^2
1418	9	3.039111353277e-11	3	1	composite	3^2
1419	10	2.797450427066e-11	4	2	composite	2·5
1420	19	1.909983336896e-11	2	1	prime	19 (prime)
1421	43	2.012094550198e-12	2	1	prime	43 (prime)
