index	eigenvalue
0	4.345565567630894e-4
1	5.131867402545605e-4
2	5.347706040058905e-4
3	5.637139181588255e-4
4	5.724314980585399e-4
5	6.525518203541667e-4
6	7.027636012117730e-4
7	7.722452545373291e-4
8	8.714865360906858e-4
9	9.041909997806328e-4
10	9.739262310035160e-4
11	1.036234199293658e-3
12	1.144991626524247e-3
13	1.187834241586031e-3
14	1.321415253466309e-3
15	1.359880511020001e-3
16	1.530562790958855e-3
17	1.674889905180378e-3
18	1.921954981264000e-3
19	1.962974574791694e-3
20	2.451244355398516e-3
21	2.658223063306691e-3
22	2.706213651057808e-3
23	3.040268192832405e-3
24	3.255677713013858e-3
25	3.392692731609864e-3
26	3.626129497657364e-3
27	4.209254675491186e-3
28	4.947103569788633e-3
29	5.797970611075216e-3
30	5.934747518305814e-3
31	7.624497129079487e-3
32	9.357927147275543e-3
33	1.131552081437080e-2
34	1.202733764686816e-2
35	1.526947454289905e-2
36	1.838759435688005e-2
37	2.215636753689921e-2
38	2.392070575833262e-2
39	2.454838742497818e-2
40	2.664477589592311e-2
41	2.806433893928067e-2
42	3.239136155077185e-2
43	3.641606166008057e-2
44	4.414993808604931e-2
45	6.392204728864861e-2
46	9.803026884290351e-2
47	3.766501689398327e-1
48	2.872653553589560e0
