bin_center	count	density
1.052641877578059e-1	73	4.627779390126083e0
3.155882441313780e-1	1	6.339423822090524e-2
5.259123005049500e-1	0	0.000000000000000e0
7.362363568785222e-1	0	0.000000000000000e0
9.465604132520942e-1	0	0.000000000000000e0
1.156884469625666e0	0	0.000000000000000e0
1.367208525999238e0	0	0.000000000000000e0
1.577532582372811e0	0	0.000000000000000e0
1.787856638746383e0	1	6.339423822090524e-2
