bin_center	count	density
1.765402712337915e-1	72	2.758862500423956e0
5.292120599958104e-1	1	3.831753472811050e-2
8.818838487578294e-1	0	0.000000000000000e0
1.234555637519848e0	0	0.000000000000000e0
1.587227426281868e0	0	0.000000000000000e0
1.939899215043886e0	0	0.000000000000000e0
2.292571003805906e0	0	0.000000000000000e0
2.645242792567924e0	0	0.000000000000000e0
2.997914581329943e0	1	3.831753472811050e-2
