index	eigenvalue
0	2.177519953438040e-4
1	2.567777707223368e-4
2	2.674843294838985e-4
3	2.824319438986188e-4
4	2.864787196753880e-4
5	3.265079655622854e-4
6	3.519014258284665e-4
7	3.859744373451333e-4
8	4.353943185349857e-4
9	4.518244473145913e-4
10	4.870992891039416e-4
11	5.177375699850186e-4
12	5.719297822928402e-4
13	5.938355484155156e-4
14	6.603331078921967e-4
15	6.789132279694975e-4
16	7.651455320767044e-4
17	8.378715766301660e-4
18	9.608563866729321e-4
19	9.817331890520228e-4
20	1.224599826228373e-3
21	1.325718300788507e-3
22	1.350176679198957e-3
23	1.520374589302149e-3
24	1.625984471432298e-3
25	1.690543054006373e-3
26	1.804201699397893e-3
27	2.104932506867198e-3
28	2.472453235653916e-3
29	2.895226984592447e-3
30	2.966200785952631e-3
31	3.811272811910391e-3
32	4.678110022590196e-3
33	5.617188642027838e-3
34	5.984798896921248e-3
35	7.631775244528225e-3
36	9.189011140552570e-3
37	1.092798836265296e-2
38	1.193716393592851e-2
39	1.227136389086674e-2
40	1.326532913376805e-2
41	1.402756825715170e-2
42	1.618441514980978e-2
43	1.804378545375498e-2
44	2.190481930478729e-2
45	3.189009552738200e-2
46	4.084000779986723e-2
47	8.756653779664110e-2
48	3.209472872537836e-1
49	1.761691633608830e0
