bin_center	count	density
9.914499553386256e-2	98	4.945239564040066e0
2.973153748065259e-1	0	0.000000000000000e0
4.954857540791891e-1	1	5.046162820449047e-2
6.936561333518525e-1	0	0.000000000000000e0
8.918265126245157e-1	0	0.000000000000000e0
1.089996891897179e0	0	0.000000000000000e0
1.288167271169842e0	0	0.000000000000000e0
1.486337650442506e0	0	0.000000000000000e0
1.684508029715169e0	0	0.000000000000000e0
1.882678408987832e0	1	5.046162820449047e-2
