rank	k	weight	d_k	omega	is_prime	factors
2563	20001214	3.763491260977e-10	16	4	composite	2·17·23·25577
2564	20000908	3.763474610609e-10	12	3	composite	2^2·17·294131
2565	20002065	3.763471582957e-10	16	4	composite	3·5·23·57977
2566	20001444	3.763470153186e-10	24	4	composite	2^2·3·23·72469
2567	20001931	3.763464752943e-10	8	3	composite	47·79·5387
2568	20000636	3.763462088333e-10	12	3	composite	2^2·17·294127
2569	20000941	3.763458146141e-10	4	2	composite	59·338999
2570	20000174	3.763451027586e-10	8	3	composite	2·59·169493
2571	20001849	3.763449262014e-10	12	3	composite	3·7^2·136067
2572	20000892	3.763444749412e-10	24	4	composite	2^2·3·23·72467
2573	20000469	3.763442222746e-10	8	3	composite	3·59·112997
2574	20000587	3.763441859838e-10	4	2	composite	59·338993
2575	20001812	3.763440788488e-10	12	3	composite	2^2·23·217411
2576	20001628	3.763432321689e-10	12	3	composite	2^2·23·217409
2577	20000233	3.763430579757e-10	8	3	composite	11·59·30817
2578	20001295	3.763429144318e-10	8	3	composite	5·59·67801
2579	20001261	3.763422165131e-10	24	4	composite	3·7^2·103·1321
2580	20000041	3.763409121236e-10	8	3	composite	17·23·51151
2581	20000685	3.763408079010e-10	16	4	composite	3·5·23·57973
2582	20000379	3.763381611444e-10	12	3	composite	3·7^2·136057
2583	20000524	3.763381512528e-10	12	3	composite	2^2·23·217397
2584	20000939	3.763379939702e-10	8	3	composite	7·19·150383
2585	20001962	3.763374287256e-10	8	3	composite	2·17·588293
2586	20000476	3.763371313379e-10	12	3	composite	2^2·239·20921
2587	20002251	3.763365211525e-10	8	3	composite	3·17·392201
2588	20002452	3.763365126030e-10	12	3	composite	2^2·3·1666871
2589	20002319	3.763362539513e-10	4	2	composite	17·1176607
2590	20002308	3.763358354153e-10	24	4	composite	2^2·3·709·2351
2591	20002217	3.763357844687e-10	4	2	composite	17·1176601
2592	20002081	3.763356619165e-10	8	3	composite	11·17·106963
2593	20002183	3.763356280834e-10	4	2	composite	17·1176599
2594	20000407	3.763355455248e-10	8	3	composite	7·19·150379
2595	20002236	3.763355184385e-10	12	3	composite	2^2·3·1666853
2596	20002188	3.763352899617e-10	24	4	composite	2^2·3·103·16183
2597	20002116	3.763349662776e-10	12	3	composite	2^2·3·1666843
2598	20001418	3.763349250121e-10	8	3	composite	2·17·588277
2599	20002013	3.763348455062e-10	4	2	composite	17·1176589
2600	20001911	3.763343763313e-10	4	2	composite	17·1176583
2601	20000141	3.763343214062e-10	8	3	composite	7·19·150377
2602	20002323	3.763342506235e-10	8	3	composite	3·11·606131
2603	20001707	3.763339406452e-10	8	3	composite	11·17·106961
2604	20001876	3.763338615496e-10	12	3	composite	2^2·3·1666823
2605	20001260	3.763337892551e-10	24	4	composite	2^2·5·23·43481
2606	20002030	3.763335695280e-10	16	4	composite	2·5·17·117659
2607	20001673	3.763332803404e-10	8	3	composite	17·103·11423
2608	20002335	3.763332595517e-10	8	3	composite	3·5·1333489
2609	20001732	3.763331987899e-10	12	3	composite	2^2·3·1666811
2610	20001684	3.763329781404e-10	12	3	composite	2^2·3·1666807
2611	20002245	3.763328453827e-10	8	3	composite	3·5·1333483
2612	20001993	3.763327314805e-10	8	3	composite	3·11·606121
2613	20000874	3.763326236099e-10	16	4	composite	2·3·17·196087
2614	20001469	3.763323420641e-10	4	2	composite	17·1176557
2615	20001516	3.763322050240e-10	12	3	composite	2^2·3·1666793
2616	20001468	3.763319839957e-10	12	3	composite	2^2·3·1666789
2617	20002035	3.763318708837e-10	16	4	composite	3·5·919·1451
2618	20000738	3.763317955214e-10	8	3	composite	2·17·588257
2619	20001396	3.763316526452e-10	12	3	composite	2^2·3·1666783
2620	20001372	3.763315422609e-10	12	3	composite	2^2·3·1666781
2621	20001729	3.763315169593e-10	8	3	composite	3·11·606113
2622	20002324	3.763312920919e-10	6	2	composite	2^2·5000581
2623	20002226	3.763311019662e-10	8	3	composite	2·23·434831
2624	20001855	3.763310508396e-10	8	3	composite	3·5·1333457
2625	20001252	3.763309898660e-10	12	3	composite	2^2·3·1666771
2626	20002252	3.763309608874e-10	6	2	composite	2^2·5000563
2627	20001027	3.763308880946e-10	8	3	composite	3·17·392177
2628	20000534	3.763308535953e-10	12	3	composite	2·17^2·34603
2629	20001630	3.763308504463e-10	32	5	composite	2·3·5·11·60611
2630	20002204	3.763307400603e-10	6	2	composite	2^2·5000551
2631	20002196	3.763307031572e-10	6	2	composite	2^2·5000549
2632	20002172	3.763305925269e-10	6	2	composite	2^2·5000543
2633	20002156	3.763305191432e-10	6	2	composite	2^2·5000539
2634	20000959	3.763304976496e-10	8	3	composite	11·17·106957
2635	20001061	3.763304644216e-10	4	2	composite	17·1176533
2636	20002042	3.763302553630e-10	8	3	composite	2·23·434827
2637	20001084	3.763302166493e-10	12	3	composite	2^2·3·1666757
2638	20002084	3.763301776418e-10	12	3	composite	2^2·983·5087
2639	20000993	3.763301510622e-10	4	2	composite	17·1176529
2640	20002076	3.763301508593e-10	6	2	composite	2^2·5000519
2641	20002364	3.763298945256e-10	24	4	composite	2^2·19·23·11443
2642	20002012	3.763298565389e-10	6	2	composite	2^2·5000503
2643	20000262	3.763298067384e-10	16	4	composite	2·3·17·196081
2644	20001964	3.763296353744e-10	6	2	composite	2^2·5000491
2645	20001858	3.763296098669e-10	16	4	composite	2·3·23·144941
2646	20000857	3.763295254425e-10	4	2	composite	17·1176521
2647	20002341	3.763293939917e-10	8	3	composite	3·23·289889
2648	20001892	3.763293038792e-10	6	2	composite	2^2·5000473
2649	20000194	3.763292916609e-10	8	3	composite	2·17·588241
2650	20001868	3.763291833719e-10	12	3	composite	2^2·461·10847
2651	20001844	3.763290761338e-10	12	3	composite	2^2·1831·2731
2652	20001766	3.763289849039e-10	8	3	composite	2·23·434821
2653	20000126	3.763289786700e-10	8	3	composite	2·17·588239
2654	20000796	3.763288911751e-10	12	3	composite	2^2·3·1666733
2655	20000748	3.763286699216e-10	12	3	composite	2^2·3·1666729
2656	20000653	3.763285864079e-10	4	2	composite	17·1176509
2657	20000724	3.763285598295e-10	12	3	composite	2^2·3·1666727
2658	20002249	3.763283902754e-10	4	2	composite	23·869663
2659	20001692	3.763283835086e-10	6	2	composite	2^2·5000423
2660	20001255	3.763282890826e-10	8	3	composite	3·5·1333417
2661	20001003	3.763281751292e-10	8	3	composite	3·11·606091
2662	20001596	3.763279417264e-10	6	2	composite	2^2·5000399
2663	20002228	3.763279081433e-10	12	3	composite	2^2·29·172433
2664	20001165	3.763278747760e-10	8	3	composite	3·5·1333411
2665	20001556	3.763277574223e-10	6	2	composite	2^2·5000389
2666	20002111	3.763277548010e-10	4	2	composite	23·869657
2667	20000532	3.763276762037e-10	12	3	composite	2^2·3·1666711
2668	20001524	3.763276102063e-10	6	2	composite	2^2·5000381
2669	20000381	3.763273271040e-10	8	3	composite	17·821·1433
2670	20001398	3.763272912824e-10	8	3	composite	2·23·434813
2671	20001404	3.763270538789e-10	12	3	composite	2^2·163·30677
2672	20000739	3.763269600033e-10	8	3	composite	3·11·606083
2673	20001265	3.763268747146e-10	8	3	composite	5·17·235309
2674	20001356	3.763268372835e-10	6	2	composite	2^2·5000339
2675	20000504	3.763268033371e-10	32	4	composite	2^3·43·53·1097
2676	20000109	3.763266629126e-10	8	3	composite	3·17·392159
2677	20000895	3.763266323751e-10	8	3	composite	3·5·1333393
2678	20001284	3.763265055116e-10	6	2	composite	2^2·5000321
2679	20000607	3.763263524171e-10	8	3	composite	3·11·606079
2680	20001244	3.763263214848e-10	6	2	composite	2^2·5000311
2681	20000143	3.763262372594e-10	8	3	composite	17·349·3371
2682	20001196	3.763261008336e-10	6	2	composite	2^2·5000299
2683	20001095	3.763260922947e-10	8	3	composite	5·17·235307
2684	20000541	3.763260489082e-10	8	3	composite	3·11·606077
2685	20001122	3.763260209686e-10	8	3	composite	2·23·434807
2686	20000172	3.763260154496e-10	18	3	composite	2^2·3·1291^2
2687	20001697	3.763258480523e-10	8	3	composite	23·271·3209
2688	20001116	3.763257290901e-10	12	3	composite	2^2·919·5441
2689	20001092	3.763256175615e-10	12	3	composite	2^2·199·25127
2690	20000517	3.763255923729e-10	16	4	composite	3·17·29·13523
2691	20001052	3.763254379127e-10	6	2	composite	2^2·5000263
2692	20001028	3.763253273911e-10	6	2	composite	2^2·5000257
2693	20001004	3.763252170439e-10	6	2	composite	2^2·5000251
2694	20000938	3.763251739673e-10	8	3	composite	2·23·434803
2695	20001671	3.763249348326e-10	4	2	composite	239·83689
2696	20001467	3.763247904057e-10	8	3	composite	23·103·8443
2697	20000310	3.763247750384e-10	32	5	composite	2·3·5·11·60607
2698	20001532	3.763247048403e-10	12	3	composite	2^2·29·172427
2699	20001910	3.763246771114e-10	16	4	composite	2·5·239·8369
2700	20000884	3.763246601867e-10	12	3	composite	2^2·271·18451
2701	20000852	3.763245172623e-10	6	2	composite	2^2·5000213
2702	20000954	3.763244508756e-10	8	3	composite	2·239·41843
2703	20000804	3.763242963635e-10	6	2	composite	2^2·5000201
2704	20001149	3.763242479571e-10	8	3	composite	7·43·66449
2705	20000788	3.763242227945e-10	6	2	composite	2^2·5000197
2706	20000355	3.763241467290e-10	8	3	composite	3·5·1333357
2707	20002295	3.763240734898e-10	8	3	composite	5·23·173933
2708	20002420	3.763239881297e-10	12	3	composite	2^2·5·1000121
2709	20000732	3.763239648187e-10	12	3	composite	2^2·1889·2647
2710	20001283	3.763239364650e-10	8	3	composite	23·829·1049
2711	20000265	3.763237243987e-10	16	4	composite	3·5·937·1423
2712	20001099	3.763236774616e-10	8	3	composite	3·23·289871
2713	20000668	3.763236705749e-10	6	2	composite	2^2·5000167
2714	20002340	3.763236194632e-10	12	3	composite	2^2·5·1000117
2715	20000235	3.763235889630e-10	16	4	composite	3·5·1129·1181
2716	20000644	3.763235601202e-10	6	2	composite	2^2·5000161
2717	20000865	3.763235497670e-10	16	4	composite	3·5·29·45979
2718	20000612	3.763234126236e-10	6	2	composite	2^2·5000153
2719	20000478	3.763232585984e-10	16	4	composite	2·3·23·144931
2720	20000452	3.763226760458e-10	6	2	composite	2^2·5000113
2721	20000444	3.763226392862e-10	6	2	composite	2^2·5000111
2722	20001068	3.763225689247e-10	12	3	composite	2^2·29·172423
2723	20000404	3.763224551666e-10	6	2	composite	2^2·5000101
2724	20000585	3.763222603139e-10	16	4	composite	5·11·17·21391
2725	20000348	3.763221976825e-10	6	2	composite	2^2·5000087
2726	20000343	3.763221902968e-10	16	4	composite	3·11·29·20899
2727	20000245	3.763221744191e-10	12	3	composite	5·17^2·13841
2728	20000324	3.763220868205e-10	6	2	composite	2^2·5000081
2729	20000308	3.763220133970e-10	6	2	composite	2^2·5000077
2730	20001980	3.763219628452e-10	12	3	composite	2^2·5·1000099
2731	20000284	3.763218985552e-10	12	3	composite	2^2·1429·3499
2732	20000777	3.763216150083e-10	4	2	composite	23·869599
2733	20001315	3.763215642085e-10	16	4	composite	3·5·137·9733
2734	20000212	3.763215589879e-10	12	3	composite	2^2·1091·4583
2735	20002098	3.763215285762e-10	32	5	composite	2·3·17·19·10321
2736	20000836	3.763215013712e-10	12	3	composite	2^2·29·172421
2737	20000731	3.763214030624e-10	4	2	composite	23·869597
2738	20000164	3.763213447381e-10	12	3	composite	2^2·317·15773
2739	20000018	3.763209391926e-10	8	3	composite	2·23·434783
2740	20000044	3.763207979751e-10	6	2	composite	2^2·5000011
2741	20000501	3.763203447186e-10	4	2	composite	23·869587
2742	20001620	3.763203058769e-10	12	3	composite	2^2·5·1000081
2743	20002421	3.763200077076e-10	8	3	composite	17·19·61927
2744	20000271	3.763198662208e-10	8	3	composite	3·23·289859
2745	20000317	3.763194975342e-10	4	2	composite	23·869579
2746	20000570	3.763193072435e-10	16	4	composite	2·5·23·86959
2747	20001145	3.763187801897e-10	8	3	composite	5·23·173923
2748	20001323	3.763185963827e-10	4	2	composite	211·94793
2749	20000980	3.763173527631e-10	24	4	composite	2^2·5·353·2833
2750	20002434	3.763171193452e-10	8	3	composite	2·3·3333739
2751	20002442	3.763169537549e-10	4	2	composite	2·10001221
2752	20002386	3.763168830451e-10	16	4	composite	2·3·1481·2251
2753	20002426	3.763168802040e-10	4	2	composite	2·10001213
2754	20002418	3.763168434047e-10	4	2	composite	2·10001209
2755	20000279	3.763168428104e-10	8	3	composite	13·17·90499
2756	20002414	3.763168246959e-10	4	2	composite	2·10001207
2757	20002362	3.763167881147e-10	8	3	composite	2·3·3333727
2758	20002406	3.763167879348e-10	4	2	composite	2·10001203
2759	20002382	3.763166753958e-10	8	3	composite	2·163·61357
2760	20000780	3.763164393351e-10	12	3	composite	2^2·5·1000039
2761	20002322	3.763163936197e-10	8	3	composite	2·1901·5261
2762	20000740	3.763162550885e-10	12	3	composite	2^2·5·1000037
2763	20002218	3.763161253186e-10	8	3	composite	2·3·3333703
2764	20002238	3.763160147093e-10	4	2	composite	2·10001119
2765	20001745	3.763160089190e-10	8	3	composite	5·211·18959
2766	20002182	3.763159594178e-10	8	3	composite	2·3·3333697
2767	20002222	3.763159368963e-10	8	3	composite	2·419·23869
2768	20002214	3.763159039243e-10	4	2	composite	2·10001107
2769	20000660	3.763158868785e-10	12	3	composite	2^2·5·1000033
2770	20002186	3.763157756877e-10	4	2	composite	2·10001093
2771	20002155	3.763157152538e-10	16	4	composite	3·5·19·70183
2772	20002162	3.763156649566e-10	4	2	composite	2·10001081
2773	20000455	3.763156041868e-10	8	3	composite	5·23·173917
2774	20002074	3.763154625043e-10	8	3	composite	2·3·3333679
2775	20002118	3.763154599231e-10	8	3	composite	2·233·42923
2776	20002106	3.763154071333e-10	4	2	composite	2·10001053
2777	20002102	3.763153884826e-10	8	3	composite	2·2287·4373
2778	20000356	3.763152341588e-10	12	3	composite	2^2·137·36497
2779	20002018	3.763150016480e-10	4	2	composite	2·10001009
2780	20001994	3.763148915153e-10	8	3	composite	2·1999·5003
2781	20001986	3.763148545394e-10	4	2	composite	2·10000993
2782	20001974	3.763147993672e-10	4	2	composite	2·10000987
2783	20001918	3.763147442547e-10	8	3	composite	2·3·3333653
2784	20002443	3.763147210792e-10	4	2	composite	3·6667481
2785	20000479	3.763147114589e-10	4	2	composite	211·94789
2786	20001129	3.763146370951e-10	16	4	composite	3·17·19·20641
2787	20001934	3.763146153094e-10	4	2	composite	2·10000967
2788	20002413	3.763145830704e-10	4	2	composite	3·6667471
2789	20001922	3.763145605233e-10	4	2	composite	2·10000961
2790	20001846	3.763144131264e-10	8	3	composite	2·3·3333641
2791	20002377	3.763144062383e-10	8	3	composite	3·691·9649
2792	20001886	3.763143942872e-10	4	2	composite	2·10000943
2793	20002371	3.763143895949e-10	4	2	composite	3·6667457
2794	20000690	3.763143256186e-10	16	4	composite	2·5·211·9479
2795	20001862	3.763142839836e-10	4	2	composite	2·10000931
2796	20001412	3.763142225718e-10	12	3	composite	2^2·61·81973
2797	20002453	3.763141862479e-10	2	1	prime	20002453 (prime)
2798	20000985	3.763141700480e-10	16	4	composite	3·5·61·21859
2799	20002317	3.763141411773e-10	4	2	composite	3·6667439
2800	20002429	3.763140759202e-10	2	1	prime	20002429 (prime)
2801	20002417	3.763140205937e-10	2	1	prime	20002417 (prime)
2802	20001802	3.763140052359e-10	8	3	composite	2·1103·9067
2803	20002287	3.763140026494e-10	4	2	composite	3·6667429
2804	20002399	3.763139380070e-10	2	1	prime	20002399 (prime)
2805	20002397	3.763139286547e-10	2	1	prime	20002397 (prime)
2806	20001782	3.763139158582e-10	4	2	composite	2·10000891
2807	20002391	3.763139011462e-10	4	2	composite	2551·7841
2808	20002379	3.763138369049e-10	4	2	composite	2053·9743
2809	20001714	3.763138055026e-10	8	3	composite	2·3·3333619
2810	20002369	3.763137997672e-10	2	1	prime	20002369 (prime)
2811	20001754	3.763137868621e-10	4	2	composite	2·10000877
2812	20002363	3.763137718490e-10	2	1	prime	20002363 (prime)
2813	20002361	3.763137630090e-10	2	1	prime	20002361 (prime)
2814	20001746	3.763137499496e-10	4	2	composite	2·10000873
2815	20001742	3.763137317220e-10	4	2	composite	2·10000871
2816	20002351	3.763137158405e-10	4	2	composite	233·85847
2817	20001734	3.763136945663e-10	4	2	composite	2·10000867
2818	20002337	3.763136523533e-10	2	1	prime	20002337 (prime)
2819	20002209	3.763136440480e-10	4	2	composite	3·6667403
2820	20002331	3.763136248118e-10	2	1	prime	20002331 (prime)
2821	20000505	3.763136031496e-10	32	5	composite	3·5·7·67·2843
2822	20002197	3.763135884936e-10	4	2	composite	3·6667399
2823	20001666	3.763135843582e-10	8	3	composite	2·3·3333611
2824	20002321	3.763135789593e-10	2	1	prime	20002321 (prime)
2825	20002313	3.763135420046e-10	2	1	prime	20002313 (prime)
2826	20001698	3.763135289393e-10	4	2	composite	2·10000849
2827	20002179	3.763135057683e-10	4	2	composite	3·6667393
2828	20002291	3.763134399786e-10	4	2	composite	103·194197
2829	20002289	3.763134316412e-10	4	2	composite	2699·7411
2830	20002169	3.763133835820e-10	4	2	composite	11·1818379
2831	20001662	3.763133632582e-10	4	2	composite	2·10000831
2832	20001606	3.763133082817e-10	8	3	composite	2·3·3333601
2833	20002261	3.763133026945e-10	2	1	prime	20002261 (prime)
2834	20001638	3.763132530000e-10	4	2	composite	2·10000819
2835	20001626	3.763131975477e-10	4	2	composite	2·10000813
2836	20002107	3.763131742519e-10	4	2	composite	3·6667369
2837	20000060	3.763131249620e-10	12	3	composite	2^2·5·1000003
2838	20001585	3.763130912728e-10	16	4	composite	3·5·19·70181
2839	20001558	3.763130872013e-10	8	3	composite	2·3·3333593
2840	20002103	3.763130793505e-10	4	2	composite	11·1818373
2841	20002211	3.763130698410e-10	4	2	composite	757·26423
2842	20001598	3.763130687433e-10	4	2	composite	2·10000799
2843	20002201	3.763130264524e-10	2	1	prime	20002201 (prime)
2844	20001578	3.763129767695e-10	4	2	composite	2·10000789
2845	20002189	3.763129711155e-10	2	1	prime	20002189 (prime)
2846	20002187	3.763129619179e-10	2	1	prime	20002187 (prime)
2847	20001574	3.763129547570e-10	8	3	composite	2·1301·7687
2848	20002149	3.763128939518e-10	24	4	composite	3^2·17·239·547
2849	20002159	3.763128334265e-10	2	1	prime	20002159 (prime)
2850	20002029	3.763128154940e-10	4	2	composite	3·6667343
2851	20002153	3.763128057012e-10	4	2	composite	2969·6737
2852	20001538	3.763127923841e-10	4	2	composite	2·10000769
2853	20002139	3.763127374282e-10	4	2	composite	937·21347
2854	20001526	3.763127371693e-10	4	2	composite	2·10000763
2855	20002011	3.763127324822e-10	4	2	composite	3·6667337
2856	20002133	3.763127134781e-10	2	1	prime	20002133 (prime)
2857	20001518	3.763127005117e-10	4	2	composite	2·10000759
2858	20002123	3.763126675600e-10	2	1	prime	20002123 (prime)
2859	20001908	3.763126630011e-10	12	3	composite	2^2·19·263183
2860	20001502	3.763126268318e-10	8	3	composite	2·2357·4243
2861	20001981	3.763125943836e-10	4	2	composite	3·6667327
2862	20001494	3.763125898427e-10	4	2	composite	2·10000747
2863	20002097	3.763125474905e-10	2	1	prime	20002097 (prime)
2864	20001482	3.763125347190e-10	4	2	composite	2·10000741
2865	20001963	3.763125117440e-10	4	2	composite	3·6667321
2866	20001426	3.763124745383e-10	16	4	composite	2·3·271·12301
2867	20001466	3.763124612338e-10	4	2	composite	2·10000733
2868	20002067	3.763124095214e-10	2	1	prime	20002067 (prime)
2869	20002063	3.763123893185e-10	4	2	composite	463·43201
2870	20002061	3.763123821764e-10	2	1	prime	20002061 (prime)
2871	20001446	3.763123690373e-10	4	2	composite	2·10000723
2872	20002057	3.763123615819e-10	4	2	composite	569·35153
2873	20001442	3.763123506655e-10	4	2	composite	2·10000721
2874	20002043	3.763122963157e-10	4	2	composite	653·30631
2875	20002039	3.763122791041e-10	4	2	composite	353·56663
2876	20001903	3.763122355420e-10	4	2	composite	3·6667301
2877	20001264	3.763122271247e-10	20	3	composite	2^4·3·416693
2878	20002054	3.763122259496e-10	8	3	composite	2·29·344863
2879	20002027	3.763122253592e-10	2	1	prime	20002027 (prime)
2880	20001406	3.763121846757e-10	8	3	composite	2·2011·4973
2881	20002007	3.763121335019e-10	2	1	prime	20002007 (prime)
2882	20001873	3.763120970820e-10	4	2	composite	3·6667291
2883	20001382	3.763120743933e-10	4	2	composite	2·10000691
2884	20001883	3.763120669126e-10	4	2	composite	11·1818353
2885	20001374	3.763120375320e-10	4	2	composite	2·10000687
2886	20001983	3.763120230954e-10	2	1	prime	20001983 (prime)
2887	20001977	3.763119953592e-10	2	1	prime	20001977 (prime)
2888	20002270	3.763119906231e-10	8	3	composite	2·5·2000227
2889	20001318	3.763119782867e-10	16	4	composite	2·3·229·14557
2890	20000924	3.763119764395e-10	12	3	composite	2^2·61·81971
2891	20001959	3.763119123600e-10	2	1	prime	20001959 (prime)
2892	20001953	3.763118850737e-10	4	2	composite	4397·4549
2893	20001334	3.763118531606e-10	4	2	composite	2·10000667
2894	20001819	3.763118486676e-10	4	2	composite	3·6667273
2895	20001937	3.763118109228e-10	2	1	prime	20001937 (prime)
2896	20001929	3.763117744809e-10	2	1	prime	20001929 (prime)
2897	20001801	3.763117633334e-10	8	3	composite	3·643·10369
2898	20001817	3.763117629212e-10	4	2	composite	11·1818347
2899	20001314	3.763117616243e-10	4	2	composite	2·10000657
2900	20002210	3.763117144617e-10	8	3	composite	2·5·2000221
2901	20001302	3.763117061210e-10	4	2	composite	2·10000651
2902	20001783	3.763116831154e-10	4	2	composite	3·6667261
2903	20001777	3.763116554648e-10	4	2	composite	3·6667259
2904	20001901	3.763116452067e-10	2	1	prime	20001901 (prime)
2905	20001899	3.763116365382e-10	2	1	prime	20001899 (prime)
2906	20001286	3.763116325449e-10	4	2	composite	2·10000643
2907	20001759	3.763115723139e-10	4	2	composite	3·6667253
2908	20001274	3.763115714948e-10	8	3	composite	2·1163·8599
2909	20001859	3.763114522671e-10	4	2	composite	4253·4703
2910	20001857	3.763114430478e-10	4	2	composite	2857·7001
2911	20001853	3.763114243986e-10	2	1	prime	20001853 (prime)
2912	20000875	3.763114173328e-10	16	3	composite	5^3·53·3019
2913	20001847	3.763113970723e-10	2	1	prime	20001847 (prime)
2914	20000375	3.763113823897e-10	24	3	composite	5^3·43·61^2
2915	20001841	3.763113691619e-10	2	1	prime	20001841 (prime)
2916	20001833	3.763113326110e-10	2	1	prime	20001833 (prime)
2917	20001218	3.763113197994e-10	4	2	composite	2·10000609
2918	20001823	3.763112866431e-10	2	1	prime	20001823 (prime)
2919	20001693	3.763112659719e-10	8	3	composite	3·811·8221
2920	20001162	3.763112642977e-10	8	3	composite	2·3·3333527
2921	20001687	3.763112411607e-10	4	2	composite	3·6667229
2922	20001811	3.763112309840e-10	2	1	prime	20001811 (prime)
2923	20001803	3.763111925806e-10	4	2	composite	419·47737
2924	20001799	3.763111762080e-10	2	1	prime	20001799 (prime)
2925	20001797	3.763111669070e-10	2	1	prime	20001797 (prime)
2926	20002090	3.763111623051e-10	8	3	composite	2·5·2000209
2927	20001669	3.763111582692e-10	4	2	composite	3·6667223
2928	20001182	3.763111536809e-10	4	2	composite	2·10000591
2929	20000483	3.763110854037e-10	12	3	composite	17·19^2·3259
2930	20001166	3.763110800614e-10	4	2	composite	2·10000583
2931	20001648	3.763110448432e-10	40	4	composite	2^4·3·29·14369
2932	20001769	3.763110375733e-10	2	1	prime	20001769 (prime)
2933	20001763	3.763110104482e-10	2	1	prime	20001763 (prime)
2934	20001633	3.763109894890e-10	8	3	composite	3·701·9511
2935	20001641	3.763109524822e-10	4	2	composite	11·1818331
2936	20001749	3.763109445588e-10	4	2	composite	317·63097
2937	20001621	3.763109373026e-10	4	2	composite	3·6667207
2938	20001134	3.763109327675e-10	8	3	composite	2·2347·4261
2939	20001731	3.763108630664e-10	4	2	composite	2617·7643
2940	20001066	3.763108225434e-10	8	3	composite	2·3·3333511
2941	20001721	3.763108121562e-10	4	2	composite	1493·13397
2942	20001713	3.763107760659e-10	4	2	composite	1429·13997
2943	20001054	3.763107672712e-10	8	3	composite	2·3·3333509
2944	20001094	3.763107481236e-10	8	3	composite	2·2213·4519
2945	20001703	3.763107341013e-10	2	1	prime	20001703 (prime)
2946	20001567	3.763106861560e-10	8	3	composite	3·163·40903
2947	20001689	3.763106689086e-10	4	2	composite	199·100511
2948	20001074	3.763106567132e-10	4	2	composite	2·10000537
2949	20001706	3.763106240471e-10	8	3	composite	2·29·344857
2950	20001679	3.763106235903e-10	2	1	prime	20001679 (prime)
2951	20001549	3.763106057655e-10	4	2	composite	3·6667183
2952	20001970	3.763106013242e-10	16	4	composite	2·5·1283·1559
2953	20001543	3.763105782737e-10	4	2	composite	3·6667181
2954	20000140	3.763105473725e-10	24	4	composite	2^2·5·29·34483
2955	20001659	3.763105314032e-10	2	1	prime	20001659 (prime)
2956	20000982	3.763104359253e-10	8	3	composite	2·3·3333497
2957	20001022	3.763104174423e-10	4	2	composite	2·10000511
2958	20001507	3.763104126477e-10	4	2	composite	3·6667169
2959	20001629	3.763103914263e-10	4	2	composite	971·20599
2960	20001613	3.763103197000e-10	2	1	prime	20001613 (prime)
2961	20000998	3.763103066715e-10	8	3	composite	2·2659·3761
2962	20000388	3.763102956914e-10	24	4	composite	2^2·3·19·87721
2963	20001477	3.763102744399e-10	4	2	composite	3·6667159
2964	20001601	3.763102620343e-10	4	2	composite	1097·18233
2965	20001599	3.763102524351e-10	4	2	composite	709·28211
2966	20000986	3.763102468361e-10	8	3	composite	2·431·23203
2967	20001487	3.763102439362e-10	4	2	composite	11·1818317
2968	20001890	3.763102372731e-10	16	4	composite	2·5·593·3373
2969	20001587	3.763101979125e-10	4	2	composite	947·21121
2970	20001459	3.763101916829e-10	4	2	composite	3·6667153
2971	20001453	3.763101639764e-10	4	2	composite	3·6667151
2972	20000966	3.763101593496e-10	8	3	composite	2·2083·4801
2973	20000962	3.763101409695e-10	4	2	composite	2·10000481
2974	20001441	3.763101088085e-10	4	2	composite	3·6667147
2975	20001557	3.763100623663e-10	2	1	prime	20001557 (prime)
2976	20001551	3.763100344421e-10	2	1	prime	20001551 (prime)
2977	20000886	3.763099939095e-10	8	3	composite	2·3·3333481
2978	20001529	3.763099330705e-10	4	2	composite	3691·5419
2979	20000914	3.763099199705e-10	4	2	composite	2·10000457
2980	20001523	3.763099024438e-10	4	2	composite	857·23339
2981	20001521	3.763098963542e-10	2	1	prime	20001521 (prime)
2982	20000906	3.763098832516e-10	4	2	composite	2·10000453
2983	20001517	3.763098778529e-10	2	1	prime	20001517 (prime)
2984	20000902	3.763098647056e-10	4	2	composite	2·10000451
2985	20001381	3.763098324959e-10	4	2	composite	3·6667127
2986	20001369	3.763097743829e-10	8	3	composite	3·823·8101
2987	20001491	3.763097583182e-10	2	1	prime	20001491 (prime)
2988	20000878	3.763097540017e-10	4	2	composite	2·10000439
2989	20001377	3.763097376771e-10	4	2	composite	11·1818307
2990	20001770	3.763096893285e-10	8	3	composite	2·5·2000177
2991	20000814	3.763096620502e-10	8	3	composite	2·3·3333469
2992	20000854	3.763096439775e-10	8	3	composite	2·2557·3911
2993	20001463	3.763096258975e-10	4	2	composite	1291·15493
2994	20002445	3.763096219973e-10	4	2	composite	5·4000489
2995	20001451	3.763095739722e-10	2	1	prime	20001451 (prime)
2996	20001439	3.763095187653e-10	2	1	prime	20001439 (prime)
2997	20001297	3.763094436357e-10	8	3	composite	3·593·11243
2998	20001419	3.763094256132e-10	4	2	composite	233·85843
2999	20001291	3.763094151814e-10	8	3	composite	3·199·33503
3000	20001710	3.763094088814e-10	16	4	composite	2·5·421·4751
3001	20000798	3.763093826788e-10	8	3	composite	2·317·31547
3002	20001389	3.763092887461e-10	2	1	prime	20001389 (prime)
3003	20000758	3.763092019961e-10	4	2	composite	2·10000379
