index	eigenvalue
0	1.203650110353248e-4
1	1.290582731609273e-4
2	1.322412722561066e-4
3	1.405078895813905e-4
4	1.463935732122918e-4
5	1.516082835745541e-4
6	1.544753729521522e-4
7	1.590338660270230e-4
8	1.673035479813951e-4
9	1.736274554047087e-4
10	1.814724860757095e-4
11	1.882530027413860e-4
12	2.048931921891589e-4
13	2.069096905366704e-4
14	2.166143973764969e-4
15	2.228527296035469e-4
16	2.398538158029384e-4
17	2.416932777402427e-4
18	2.546572155642938e-4
19	2.586630071586818e-4
20	2.673176197577734e-4
21	2.895790926709874e-4
22	2.925179119690056e-4
23	3.088884390450318e-4
24	3.183460353255207e-4
25	3.288784684064289e-4
26	3.366613945594678e-4
27	3.597853734549671e-4
28	3.682164967650394e-4
29	3.757614729807223e-4
30	4.086362149916140e-4
31	4.135527464999848e-4
32	4.261770419726604e-4
33	4.566710599249090e-4
34	4.881781286063281e-4
35	5.269871385472397e-4
36	5.334950086882238e-4
37	5.552296633374183e-4
38	5.664303901098347e-4
39	6.343647150541176e-4
40	6.466232551401325e-4
41	6.687637897251570e-4
42	7.163322777188274e-4
43	7.236223820861441e-4
44	7.814017706286975e-4
45	8.084777172708022e-4
46	8.401619080212210e-4
47	8.621553490671498e-4
48	9.468217241757753e-4
49	1.000507735729318e-3
50	1.045816304706732e-3
51	1.094404628242577e-3
52	1.189489363826796e-3
53	1.221268706794966e-3
54	1.385040945986484e-3
55	1.457704662768410e-3
56	1.520519369812462e-3
57	1.594466302710686e-3
58	1.692892341550153e-3
59	1.723833238677810e-3
60	1.903027002430848e-3
61	1.969830698737088e-3
62	2.095094969770256e-3
63	2.249261463819703e-3
64	2.300628501337419e-3
65	2.462674361485208e-3
66	2.706801225785151e-3
67	2.816997932656277e-3
68	3.021829233868137e-3
69	3.193387721474240e-3
70	3.396975646502473e-3
71	4.145174754339669e-3
72	4.446028765823411e-3
73	4.834388262484971e-3
74	5.828633830437543e-3
75	5.970080638485126e-3
76	6.786783956722551e-3
77	8.027824122432426e-3
78	8.931177978121081e-3
79	9.863423092694031e-3
80	1.105845048668466e-2
81	1.276206840478167e-2
82	1.544822102642563e-2
83	1.644429402940762e-2
84	2.009514374657948e-2
85	2.259100180259902e-2
86	2.329820984999758e-2
87	2.395562485904301e-2
88	2.536042821173370e-2
89	2.657969629257684e-2
90	2.734431815098470e-2
91	3.053882265065712e-2
92	3.631206090326526e-2
93	3.802270992531829e-2
94	5.440119097970760e-2
95	7.075688383843919e-2
96	1.382181022211809e-1
97	5.510682847925773e-1
98	3.378823653795255e0
